,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19981231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,9287606261.67,6096794461.27,3350187757.99,11595335895.56,9241172851.94,6132179166.96,3394806433.18,11759162595.99,9180528103.58,6359076274.12,3514278592.80,12358210319.80,9756817837.17,6719392984.17,3738417811.31,13429809356.86,10215605846.41,6865171768.67,3947040672.71,13331704111.91,10306856131.46,6799655562.02,3645414488.78,12747534795.58,9433095739.11,6438162218.21,3479507928.47,12323338696.35,9187985398.28,6204343002.31,3415464297.86,11450175663.08,8471465620.14,5660988980.38,3052848979.64,10338816390.93,7631350320.42,5091893196.95,2766200701.03,9257403662.05,6905804111.68,4684876735.35,2612460529.73,8618454515.08,6461214208.61,4320341249.07,2403311948.37,7401948058.62,5440559727.93,3616454525.60,1968544625.33,6438162603.29,4696152771.70,3246846995.53,1640681055.93,5761691717.08,4253745353.97,2945137897.10,1509490411.14,5060021736.97,3621499480.05,2469941408.21,1367939236.92,4696155081.44,3475831257.40,2357208240.60,1388057506.91,2704766696.61,1686508258.01,966808093.28,520425847.38,1271820672.12,610779833.75,983135013.89,447012190.47,405443850.21,0.0
2,营业收入,9287606261.67,6096794461.27,3350187757.99,11595335895.56,9241172851.94,6132179166.96,3394806433.18,11759162595.99,9180528103.58,6359076274.12,3514278592.80,12358210319.80,9756817837.17,6719392984.17,3738417811.31,13429809356.86,10215605846.41,6865171768.67,3947040672.71,13331704111.91,10306856131.46,6799655562.02,3645414488.78,12747534795.58,9433095739.11,6438162218.21,3479507928.47,12323338696.35,9187985398.28,6204343002.31,3415464297.86,11450175663.08,8471465620.14,5660988980.38,3052848979.64,10338816390.93,7631350320.42,5091893196.95,2766200701.03,9257403662.05,6905804111.68,4684876735.35,2612460529.73,8618454515.08,6461214208.61,4320341249.07,2403311948.37,7401948058.62,5440559727.93,3616454525.60,1968544625.33,5911881922.24,4314747142.08,3008351317.50,1518340860.35,5300832779.17,3944902950.61,2737669322.89,1416768262.76,4687961751.18,3370373652.37,2314921916.38,1293900714.91,4417293441.38,3284850062.29,2242173801.04,1325310496.34,2636418054.69,1627545778.20,933096480.61,502019322.70,1243678820.01,598117184.92,975415622.52,443875180.44,401798177.08,0.0
3,二、营业总成本,9293983844.19,6087631762.24,3315649793.43,11572934395.71,9206193732.00,6107719726.09,3376993352.28,11817190287.71,9231073280.06,6395259888.27,3517727161.99,12543889607.07,9847922337.50,6763041482.76,3779600654.66,13497581390.34,10236534840.14,6885007037.18,3967613003.09,13351975821.66,10327574382.12,6814094469.25,3646683332.21,12769234286.50,9435684605.04,6422574422.51,3474054464.27,12288728162.22,9155178973.10,6184860296.45,3397787214.41,11405822243.60,8423380561.00,5616453397.61,3025167042.32,10309589721.72,7561643564.91,5030709567.38,2737834380.87,9186327919.63,6829165525.79,4611643881.56,2565148231.04,8485114362.74,6347486583.26,4201768782.09,2322008430.22,7114036362.42,5260508745.90,3488490299.28,1890039446.08,6212578032.19,4557920570.87,3154069217.66,1581671909.12,5560735430.63,4146215074.49,2868979364.67,1464829545.42,4920876500.99,3546645254.34,2418771739.46,1328215787.45,4595104574.28,3418627914.32,2323831611.39,1360438547.20,2636194573.22,1635993745.36,927788375.35,498318339.57,1199512141.68,577005669.09,932129917.64,436944518.58,400988185.93,0.0
4,营业成本,7250312739.20,4721981126.40,2589822805.05,9022828739.79,7276724975.00,4810829180.45,2690861164.79,9215631847.87,7228462163.23,4979767553.34,2775962564.53,9623510461.99,7663271067.56,5259264814.11,2946374864.10,10394732768.01,7884970955.20,5324565358.14,3158484794.25,10394799505.73,8195676153.43,5364861864.00,2924028760.75,10096813396.98,7513124109.24,5106600696.58,2781917511.19,9744112374.02,7295611800.25,4899486846.26,2713757427.48,9106469117.34,6731767493.85,4497759852.54,2450835867.94,8375816799.66,6136751191.21,4096777555.22,2250747231.94,7466730866.40,5530987657.44,3725023655.03,2093502826.48,6934135771.70,5177426733.76,3456488716.31,1947448403.45,5883259035.48,4355458945.01,2899631668.49,1619506519.43,5248767936.56,3868797949.29,2713166281.81,1353873446.52,4715571355.57,3542435346.10,2458277358.56,1269601165.92,4172741402.30,3001032541.38,2056334313.17,1146240361.56,3901368202.42,2903557498.31,1975339206.19,1168869932.99,2244779911.09,1411609579.49,805743417.88,436618886.46,1046635911.39,504447813.48,823274992.39,357809158.99,338659302.38,0.0
5,营业税金及附加,18818030.25,14183693.74,10251211.46,23702446.36,18869177.73,14368158.64,10704925.15,22835492.65,18219258.58,14514331.10,10683905.63,51237807.49,44163518.97,38729782.60,30886579.72,114064918.38,87795387.15,61946472.67,35632733.98,110289905.99,73050049.93,51549316.42,29825115.86,95780252.98,69372715.05,50395122.23,28605173.18,92937446.65,65547473.24,47675617.67,30106267.21,80538017.07,58732890.53,42403343.21,24217209.27,70960876.03,56356250.75,40352789.50,23562376.00,68149129.15,53497806.81,38813775.12,23409411.36,61727342.15,48260540.99,32347057.03,17077568.83,53911121.33,36710798.22,25430801.59,14954292.68,14655884.92,9747387.40,7023530.20,4810493.29,10758627.96,8122949.41,6239726.22,4063405.51,11715567.19,8196645.92,5891336.05,4600480.02,11573191.64,8308039.75,6091813.08,4491187.47,9813851.32,4858617.65,2944240.59,1701166.30,4509143.48,2210485.37,4005633.37,854204.90,682247.20,0.0
6,销售费用,1671205532.17,1118088424.29,581031856.38,2112352058.34,1598263454.20,1071908320.62,558336617.52,2162624742.44,1671236899.79,1166324077.13,617563407.93,2461286808.19,1813313908.49,1244072405.88,663394357.73,2516294746.11,1903608455.46,1259219878.44,646529514.19,2390244717.74,1708871900.93,1159224954.67,571888643.24,2149515073.70,1565947484.62,1053290069.30,545295451.40,2072181334.25,1547044189.55,1042677162.20,543442773.37,1896936988.14,1417692002.03,920211355.40,459241015.82,1600686003.66,1175595576.76,764817453.58,391893795.46,1442175810.86,1082151257.99,736589359.85,390444891.37,1287447093.65,962891448.36,608116513.14,306494777.87,981879651.64,728461397.21,475413574.36,211920678.74,783282721.09,557571499.43,353583255.21,178818675.21,675465754.95,476918041.31,325044748.35,151122441.36,589355331.62,426227154.02,281623932.69,142554093.10,529709138.65,385563661.86,258317994.83,143307386.53,261927391.03,142302604.06,71693915.14,36773102.78,98031720.93,45729640.86,64968069.90,49541325.00,39609336.27,0.0
7,管理费用,232884467.32,159896884.03,94690313.51,271823526.86,212094699.22,145198032.78,78865157.73,272779073.21,212785806.75,153905047.82,84303608.32,300161352.30,236826687.43,164108170.09,92988699.29,334462710.98,243053425.63,160061882.51,86694897.64,306167314.32,229459999.06,153928317.68,74687414.18,279000835.68,178715785.18,140157645.90,74281966.14,273746337.44,175635596.79,139413549.77,73286957.22,246811696.44,152699696.40,119530424.27,68770271.90,189079243.02,135401284.44,91694586.27,51970869.19,149050706.27,117456683.06,82440998.19,44214089.87,163508162.39,116948427.48,75774230.41,32225885.94,171369567.18,125663656.20,80274773.24,38976125.88,137027132.89,102660915.20,66387632.51,35699711.00,128555383.45,91416659.66,60107129.38,31624376.98,107994795.54,80693460.50,54098208.58,27544412.70,108427948.25,88040487.10,60918124.38,32150878.70,83687710.11,53746471.67,32284680.67,16476572.60,39386350.71,19346188.08,34554099.63,24917663.03,16586527.78,0.0
8,财务费用,120763075.25,73481633.78,39539699.11,143435495.18,101578422.20,64389255.62,36298959.75,133931529.97,101803827.62,75230120.09,29706728.09,109167336.17,87439627.75,54500863.66,30835226.36,133381790.46,111161629.89,77796370.49,34862321.41,147547933.76,111383330.40,78279337.04,38573178.17,143398752.96,103630401.97,63697561.84,36297554.73,101666698.27,66582669.55,50044879.09,29687114.98,75860909.23,56461134.89,35471323.97,19324300.60,77623266.06,53973614.05,31270395.11,17203792.29,53289304.85,40628246.19,26248978.72,12682523.75,38559868.60,38671207.87,25056176.49,17957611.45,17693602.69,14242391.64,8849448.89,4681829.35,28844356.73,19142819.55,13908517.93,8469583.10,30384308.70,27322078.01,19310402.16,8418155.65,39069404.34,30495452.52,20823948.97,7276440.07,44026093.32,33158227.30,23164472.91,11619161.51,35985709.67,23476472.49,15122121.07,6748611.43,10949015.17,5271541.30,5327122.35,3822166.66,5450772.30,0.0
9,研发费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-1207870.82,-1336996.35,1026777.98,1926527.34,9387601.57,-1434675.91,5518758.79,-493052.51,-1474159.07,2907527.30,2365446.42,15120927.46,4644456.40,5944986.81,1417074.93,5408741.62,2926444.12,9132948.37,6250679.44,7680220.01,4725974.20,4894108.98,8433326.66,7656807.63,4083971.59,4757243.72,5562241.46,7506674.15,-794484.62,6027343.30,1077098.22,2778376.79,-4576466.71,3565647.70,5796787.70,2456315.99,6932102.10,4443874.30,2527114.65,894488.21,-263875.75,3288224.80,3986088.71,804182.68,5923384.10,-28442.38,-1109967.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,-618009.84,-614658.28,-1215154.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,66277963.61,40732097.27,16923247.42,63450540.82,50402548.91,33279855.41,17361828.31,358994263.55,348232649.94,331864909.34,11935654.67,53311660.38,24696429.98,8557443.27,3496409.04,39119339.67,32944439.69,22922589.36,11590431.28,39853166.85,31830522.33,25005699.90,10420889.97,34230688.83,23088996.70,13506931.67,6621003.23,30907966.54,23122118.96,16068937.43,8387370.98,25764746.24,18997924.00,12746291.27,6270833.62,45709661.43,10899309.15,6334995.67,3267433.75,11184086.46,3225983.36,-45.01,0,21583046.31,21587080.96,21587080.96,21587080.96,0,0,0,0,-532040.99,-404252.28,-269501.52,-134750.76,-539003.04,-404252.28,-269501.52,-134750.76,-452072.65,-317321.89,-182571.13,-47820.39,-191281.56,-143461.17,-95640.78,-47820.39,-191281.43,-143461.17,-95640.78,-47820.37,-307789.65,-159190.62,484507.43,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,64423934.08,39740448.58,15943022.64,54885546.83,37710872.58,31335527.56,16022135.64,49714507.82,39529611.52,24539572.70,10843927.78,39341456.38,18469858.97,3678017.51,3496409.04,39537662.10,33008149.43,22986299.10,10420889.97,39856079.33,31830522.33,25005699.90,10420889.97,34230688.83,23088996.70,13506931.67,6621003.23,30907966.54,23122118.96,16068937.43,0,25764746.24,18997924.00,12746291.27,0,17715931.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
