,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,14896315591.99,9835583688.78,5473577143.92,17851264801.72,13393582147.96,8849159546.48,4887002505.38,14187347425.77,10496638285.28,6909466633.07,3946557740.55,11947123201.12,8831589881.34,5751920817.78,3133161846.48,10909686625.90,8278621743.61,5379574852.09,3006733799.97,9534643945.84,7165393933.38,4642903746.81,2597184476.34,8383249626.61,6309123886.56,4137281725.73,2271122489.46,6889460447.50,5094265010.22,3337991428.08,1921580092.78,7125653010.60,5320905422.16,3478460807.90,1916611704.77,5622064477.69,4131698878.26,2637387856.58,1409824143.34,4115694413.05,2869852234.98,1789643522.58,974769793.26,3622472692.95,2737510628.83,1770090740.11,948870059.00,2933702853.62,2036986258.02,1343067096.12,690513878.61,2080585722.08,1397118801.58,951886067.30,498223895.42,1472403894.66,902360852.03,579830782.63,312396121.63,1009948833.66,691723229.74,421845520.32,215554462.96,838843200.03,565638707.81,359611989.17,617031567.39,470281959.83,0.0
2,营业收入,14896315591.99,9835583688.78,5473577143.92,17851264801.72,13393582147.96,8849159546.48,4887002505.38,14187347425.77,10496638285.28,6909466633.07,3946557740.55,11947123201.12,8831589881.34,5751920817.78,3133161846.48,10909686625.90,8278621743.61,5379574852.09,3006733799.97,9534643945.84,7165393933.38,4642903746.81,2597184476.34,8383249626.61,6309123886.56,4137281725.73,2271122489.46,6889460447.50,5094265010.22,3337991428.08,1921580092.78,7125653010.60,5320905422.16,3478460807.90,1916611704.77,5622064477.69,4131698878.26,2637387856.58,1409824143.34,4115694413.05,2869852234.98,1789643522.58,974769793.26,3622472692.95,2737510628.83,1770090740.11,948870059.00,2933702853.62,2036986258.02,1343067096.12,690513878.61,2078933841.01,1395329575.05,950623937.99,497601268.74,1469657238.76,892949953.27,571334000.86,307441328.06,1005100421.21,690760992.05,421255138.50,215333282.67,836522190.09,565041355.69,359187902.31,615144162.49,469451683.90,0.0
3,二、营业总成本,13272544428.82,8743449444.72,4816592357.49,16056898912.58,12083991187.08,7951327452.88,4301662695.04,12767844978.74,9466173611.35,6218775325.27,3494842181.63,10697150773.53,7891633453.68,5147946137.68,2787709600.73,9802292964.81,7449437811.41,4873873502.54,2713058429.96,8659280195.32,6514189833.54,4221427294.67,2356535167.35,7633416041.17,5736959925.63,3764970035.13,2052098580.55,6316541319.92,4650962096.27,3045027757.66,1745949015.74,6550344597.81,4882002864.17,3184135551.74,1737538109.86,5126544520.46,3749743799.70,2397017058.25,1265882706.13,3713423944.70,2588724983.38,1601162422.34,869739597.26,3305017468.75,2509703958.95,1617965283.12,869383949.36,2691667476.47,1871184551.21,1222402675.70,628620965.83,1926080736.26,1299107888.42,883768531.68,461173047.47,1371764375.80,842751065.43,534922346.63,292087999.12,941332558.99,643135465.32,392800949.62,205717049.43,758270968.77,513120420.70,325830023.87,553519797.35,435225885.66,0.0
4,营业成本,10326973440.36,6808551388.82,3761581567.45,12341938965.93,9347399219.53,6173909538.88,3368719350.77,9994038739.03,7393683346.59,4834039606.04,2717483854.10,8299999071.78,6175639591.20,4012799751.80,2157873063.11,7749205984.68,5917522087.81,3826621021.75,2119536321.05,6766783798.59,5105893650.71,3272332302.56,1809225118.50,5990546429.84,4543607402.73,2972551661.21,1617435886.88,4883816910.98,3637694852.53,2373210048.51,1344332758.29,5177587426.20,3860633717.89,2496676794.86,1358295682.66,4050296293.50,2960460127.69,1875365183.00,993455551.94,2838977342.47,1967777388.40,1207313239.52,641973107.03,2620554181.21,1998835580.30,1278392611.24,659435870.07,2148775148.03,1498759961.88,973161667.58,483136840.17,1517457672.61,1005686269.81,686077206.70,359053640.46,1104147473.76,657317342.32,412465271.30,221081799.98,726513585.96,498366992.25,297904515.08,149935201.59,596658019.78,406494610.32,258437151.45,429677830.89,312345786.75,0.0
5,营业税金及附加,100709497.21,71506969.81,46925899.42,113764536.95,89378439.56,63509908.94,37446299.48,94669364.01,75516050.37,54176909.36,35272498.38,90080740.53,58670601.93,42812300.27,27721130.62,69393906.78,51272865.10,33897319.04,19175132.04,55817139.79,44771399.71,31104137.97,16757113.97,53068388.01,39989896.65,25593022.23,16333377.91,48244928.58,41485117.62,29020536.37,19520447.21,43677795.95,34822886.76,24407095.87,16459457.88,10972986.42,8684846.00,5830719.33,4097861.54,6621860.05,5804095.99,3704731.77,2040258.54,7305027.34,6301645.77,4757380.09,2433264.62,7217348.55,5121444.57,3776975.54,1810158.74,4813968.04,2865566.44,942207.71,548266.60,3626606.18,3067472.06,1864554.05,994235.43,1982960.54,1443954.84,1053578.31,1079851.21,2164865.52,1706479.41,1118198.53,2113014.00,3173699.56,0.0
6,销售费用,2347951608.26,1556184855.80,858092670.52,2813288857.74,2158977983.35,1450751427.18,773963198.44,2213078313.55,1673160982.28,1134645241.04,664223550.48,1891733488.76,1369613715.31,907452327.58,524687333.88,1580066582.14,1201856740.80,836869586.54,487094622.23,1481090948.90,1140301118.11,774811596.87,445558620.87,1261860049.78,932531283.03,608247903.54,338315240.58,1106551587.37,813262610.95,548386013.53,317800476.48,1061192999.81,796400481.17,524425749.36,291216610.65,827871035.56,603220413.89,407145518.23,217259193.58,687519974.52,483065903.81,309947876.49,181704858.07,477767391.53,385578417.64,251513552.56,162661336.31,379371992.24,249988993.84,165486439.29,106272099.56,255516718.46,200495379.10,134394727.46,71658688.40,171051130.61,110135629.19,74104494.62,44656969.39,134957526.20,89951376.38,61473698.69,35602845.32,104517598.70,66747469.54,43447414.62,82245193.96,90187798.85,0.0
7,管理费用,248925677.42,163412805.46,83536641.82,344810539.64,257147682.87,260880196.28,121047571.00,415194235.98,298600011.57,193325749.99,80396259.32,388306153.91,279135592.46,179836717.36,80391177.23,367200921.76,248331379.33,161745534.05,79904826.98,324558437.29,232568064.92,157525244.25,75980856.23,280696194.51,211361935.00,145988493.90,67891314.53,251720840.92,176397203.68,110992321.62,55369203.65,212566272.23,156485513.29,108622455.31,51136235.21,216252564.03,155745047.87,98140658.66,43772504.40,187356884.35,133366139.19,84763348.36,40166571.46,206713755.66,136604138.33,88724436.45,42570323.77,122649947.50,86368594.91,58575355.19,25540101.48,121883647.76,75797570.91,54569158.25,26659418.57,79418100.10,60338328.30,38424302.53,20772278.65,62140923.88,42798796.95,25949718.64,15635214.68,45169507.31,31953956.25,19483467.45,30986823.75,21330339.46,0.0
8,财务费用,-63718169.83,-39190051.18,-11261793.21,-5544796.46,-6914944.47,-4131924.83,-158855.94,-126978.87,-392749.17,-1348604.52,-1513932.95,-21438184.36,-10543344.31,-8175484.32,-2103556.99,-23051245.80,-17569300.50,-7892741.83,-3545548.55,-19280618.58,-14394832.18,-10175630.63,-1261141.89,-11788240.66,-7235635.90,-849316.48,291026.97,-3584309.11,-12458328.18,-6805781.71,-1358250.96,23558700.18,21999726.85,12494300.15,7926631.51,9687786.54,5206833.59,-1198580.65,-548317.52,-10030385.25,-5470100.45,-4799838.04,-2675730.89,-7668293.08,-24478160.94,-10329444.71,-754735.27,23902541.80,18297639.66,11948320.31,4492686.10,26408729.39,14263102.16,7785231.56,3253033.44,13521065.15,11892293.56,8063724.13,4582715.67,15737562.41,10574344.90,6419438.90,3463936.63,9760977.46,6217905.18,3343791.82,8496934.75,8188261.04,0.0
