,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3210648346.53,2391139621.91,1658368743.78,851254691.18,4090831025.74,3117381578.48,2219603232.57,1050225093.07,5183966170.52,3802650169.16,2688022358.73,1383117094.42,5229394578.64,3714793891.49,2455366741.48,1194721866.52,2483559999.13,1298020435.19,695665807.84,125961864.79,450001962.27,319242091.62,206925084.11,104259742.87,473414788.71,353110771.41,243299400.54,131634753.04,408144369.56,300381877.12,194524209.76,89212715.42,415622229.01,302235794.65,194232220.01,82267411.63,417552695.29,331145127.68,228615397.47,96000480.77,403310956.45,317666470.96,235455837.55,134713632.94,837056468.95,615397469.42,356359513.13,177586089.10,716106765.81,521885052.00,318136702.25,135234061.85,529176964.93,328387692.10,0.0
2,营业收入,3210648346.53,2391139621.91,1658368743.78,851254691.18,4090831025.74,3117381578.48,2219603232.57,1050225093.07,5183966170.52,3802650169.16,2688022358.73,1383117094.42,5229394578.64,3714793891.49,2455366741.48,1194721866.52,2483559999.13,1298020435.19,695665807.84,125961864.79,450001962.27,319242091.62,206925084.11,104259742.87,473414788.71,353110771.41,243299400.54,131634753.04,408144369.56,300381877.12,194524209.76,89212715.42,415622229.01,302235794.65,194232220.01,82267411.63,417552695.29,331145127.68,228615397.47,96000480.77,403310956.45,317666470.96,235455837.55,134713632.94,837056468.95,615397469.42,356359513.13,177586089.10,716106765.81,521885052.00,318136702.25,135234061.85,529176964.93,328387692.10,0.0
3,二、营业总成本,3278132535.90,2395288523.85,1636539310.75,859046344.94,4112703814.36,3055496158.29,2169889074.56,1032689132.00,4863719756.42,3538909461.19,2489952966.11,1286831997.53,4771945550.31,3430521189.44,2274470337.75,1104606511.19,2271211796.77,1174510407.49,619858336.74,121065773.84,441817204.94,308907977.55,199504301.00,102205877.55,466068167.62,337452635.88,237014450.74,129703368.88,391488494.01,283850843.89,183688683.72,85266004.19,407773394.94,291163915.67,188152652.64,79153928.10,405541569.23,313695682.52,215166776.81,85890810.07,367686766.60,285230096.24,212761183.89,121498022.31,774552946.94,560145219.79,322481211.63,161016115.77,638123696.43,467014081.19,286023585.26,122033276.27,471395604.93,289169747.70,0.0
4,营业成本,2668018668.94,1977870070.48,1368485351.80,710130712.10,3311861836.68,2553162502.06,1826455933.86,873942697.03,4070226655.96,3018759690.69,2114549290.61,1087363293.29,3996539648.78,2852597006.86,1888495981.99,913932938.04,1855358230.73,970564443.67,526464833.78,106760509.88,378688966.79,268632329.90,175157707.69,90057798.09,413958097.43,304723211.58,209525443.24,114404559.44,355344718.52,261246730.04,168577813.77,77582918.23,366073890.69,261449866.51,168243435.92,69780314.73,363085758.00,284939508.08,197613421.50,79634475.23,334243962.66,258929187.56,191434495.34,108966583.49,708805694.95,511300137.14,292030775.92,138297190.06,575498257.98,421253308.66,262290642.23,110444304.56,442332966.30,275019637.88,0.0
5,营业税金及附加,24241001.42,16523587.75,13650543.91,6833687.45,27835085.10,21157649.20,17209318.34,6049660.51,33029102.81,19902254.91,13676123.62,6728170.14,30197412.07,15611758.97,10956200.17,5549884.58,12145964.37,6834245.74,3739558.87,282356.98,2047032.93,1451241.59,812386.93,346129.79,2642444.79,1359418.88,909018.94,197285.27,2038167.19,1551321.44,1051989.09,650110.51,1675858.10,1278451.30,871251.39,440741.50,480667.20,160223.61,94729.24,16423.01,339931.38,271327.45,239217.43,107636.13,361691.13,266886.61,154817.10,62244.48,276653.54,140643.06,133081.96,34224.37,80719.27,162219.34,0.0
6,销售费用,147683323.44,92228093.06,59355053.16,27468134.09,180084706.00,133005772.80,99460137.49,43378704.70,219067085.51,144859801.61,109121321.80,56365572.03,195670852.05,145038746.43,103494239.00,48352733.44,103854086.50,67834194.00,31438581.27,6787374.01,15746823.73,11899634.33,7639467.89,3396890.05,15716255.24,9537649.73,5993301.39,2800296.53,10335531.26,7114508.66,3940498.90,1590835.52,10276119.24,6809230.00,4237938.97,2057066.23,9080333.61,5870588.58,3851878.42,1809434.02,11118838.47,9250275.98,7420901.82,4062342.14,16596572.23,15356533.68,10034324.25,6783495.80,21251123.00,15544820.94,5511218.68,3544023.29,11010874.20,4466897.02,0.0
7,管理费用,295922441.47,203123247.85,127765782.89,69775910.75,351367914.55,242989507.34,208575533.47,98645828.87,457283356.85,323125427.43,230760358.83,126986750.64,494047014.14,373806084.48,239344494.98,119528344.01,278229435.91,134644459.74,59689008.35,12086454.55,48651900.08,31667510.26,19744877.56,8974741.14,37213685.33,27798680.26,17639903.00,10711701.61,28404011.71,21071153.15,13909054.31,7713771.04,31045705.53,20735517.90,14022593.85,7745204.91,25508020.10,20048731.48,13484131.26,7243115.39,26912469.41,20541618.43,14215143.95,9419394.25,41300521.77,28715522.32,14710813.28,10825745.61,26126326.45,21215013.25,11496458.35,5926852.08,13209521.08,7154182.84,0.0
8,财务费用,32423532.11,29397691.51,20775571.53,15812555.83,25768803.45,14802296.13,14656076.67,20293539.83,53934233.82,37592971.66,22981625.16,8521036.67,26830824.66,35176126.12,26065006.02,16068918.25,10148109.73,-4764110.13,-3413985.39,-4944024.87,-5161722.58,-4510349.81,-3644308.12,-1637995.99,2773155.47,2142919.31,1100693.32,102389.74,-5082016.71,-5044165.41,-2950435.23,-1137503.04,-1807687.29,990584.08,-4140.37,28630.88,-360864.61,425211.50,-579714.78,-528818.69,-3718614.18,-826489.50,-323906.84,525661.25,5699514.75,6390636.91,7181192.70,5385773.62,13837124.32,8860295.28,4875486.89,1980765.74,5291338.29,1059216.90,0.0
