,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,22357980.84,19451888.50,12627281.08,29492663.01,19537520.98,14118026.01,5503267.69,271220985.60,240756893.51,213378825.84,197320901.55,131498588.13,6115814.68,4031605.59,1429683.54,454676146.17,44026049.89,27780288.93,12110942.73,618674278.25,33068211.24,17030671.86,9583901.22,313953022.89,11320437.95,7144666.41,3526237.90,166957524.24,14955173.99,8770632.07,3548359.99,7907610.84,6320392.19,6320392.19,4332015.75,94924416.57,11471039.17,6831225.70,3321621.02,14623602.04,11425215.58,10162715.58,192500.00,655416967.00,1091522445.00,1091329945.00,1090937445.00,285593488.32,465817631.50,185642631.50,185467631.50,213873870.00,192005595.00,191840220.00,63363500.10,220609424.34,197993338.03,128789755.12,68294131.53,221408637.56,150505872.05,103766476.37,54146569.47,185548822.86,114436931.88,74177497.12,36471852.84,161752211.51,122059305.14,75943794.87,31831660.13,227821989.78,92888714.94,186801470.30,85948260.32,179413760.82,65320051.17,155403002.58,47112101.48,112156227.05,66807228.66,116438408.62,57716342.00,11184797.00,28317835.00,0.0
2,营业收入,22357980.84,19451888.50,12627281.08,29492663.01,19537520.98,14118026.01,5503267.69,271220985.60,240756893.51,213378825.84,197320901.55,131498588.13,6115814.68,4031605.59,1429683.54,454676146.17,44026049.89,27780288.93,12110942.73,618674278.25,33068211.24,17030671.86,9583901.22,313953022.89,11320437.95,7144666.41,3526237.90,166957524.24,14955173.99,8770632.07,3548359.99,7907610.84,6320392.19,6320392.19,4332015.75,94924416.57,11471039.17,6831225.70,3321621.02,14623602.04,11425215.58,10162715.58,192500.00,655416967.00,1091522445.00,1091329945.00,1090937445.00,285593488.32,465817631.50,185642631.50,185467631.50,213212370.00,191509470.00,191509470.00,63198125.10,219906002.14,198023886.70,128827727.75,68313143.55,218254822.52,148860554.15,102914135.29,53970101.90,184437815.79,114792747.01,73936075.66,36976950.12,160498319.56,121802233.74,75803899.00,32554948.10,227774009.66,92935053.24,186705080.30,85870770.32,178691693.06,64611301.17,155359095.36,47484084.01,111809725.05,66796604.48,116382087.50,57720944.00,8783167.00,28283023.00,0.0
3,二、营业总成本,120235609.12,91673453.98,43206391.88,121261633.08,40027086.60,21555463.52,18464240.14,284641527.60,248879018.65,203937266.09,151914432.67,301306226.31,136568970.51,98632269.04,19599034.03,471153545.68,85752854.95,62195587.85,29113992.16,511941579.06,60981022.59,43235843.65,20933106.50,287747558.86,51981517.33,36262019.47,17392176.19,162142795.37,33604435.54,15670850.26,-7206958.31,-179044462.92,-163711887.19,-173752432.94,12101692.46,47280355.01,20747727.22,13030106.63,6294847.03,15539101.12,10711289.50,9184216.12,-621183.48,411971709.95,722031609.72,641859943.83,623537093.39,125981048.23,297786059.66,120043535.08,121661524.73,177274951.68,164920091.95,162516742.78,58417276.43,207293563.75,180764244.80,116668076.71,60640221.32,193933178.29,124642205.01,87766277.64,45129526.28,155483367.28,96139253.03,63446153.64,31029447.73,132993392.53,98652961.59,61740214.36,27429566.45,209071018.27,90888096.82,151577791.29,69340869.81,140480367.91,51594741.50,114469332.23,27883326.83,66941767.93,0,81696484.02,39626307.00,10342978.00,25308272.00,0.0
4,营业成本,16277084.63,13741983.16,11177473.89,22102809.01,15245442.85,10234503.30,4660135.06,183262433.79,165631185.09,144163092.63,128142841.49,85200843.51,3531654.63,2751914.39,938778.92,271230105.48,32550025.65,21313952.20,10251207.65,362186499.38,7360656.56,5391490.98,4146681.71,203708022.32,4341357.04,2900576.25,1546236.82,111301449.86,7035818.33,3963691.65,1672507.36,4795335.52,3844804.63,3775541.74,3514833.43,23707624.24,4546905.54,2753045.47,1327704.50,10106041.09,8954392.72,8885129.83,69262.89,107300856.58,537093431.69,537024168.80,536954905.91,107230669.49,285376082.83,113855109.48,113785846.59,167855300.42,159269486.66,159269486.66,55813351.86,181401603.11,159086179.95,103691262.68,56344535.43,162109286.72,109768030.25,77600191.27,40518587.61,130057440.55,78246963.62,52250451.49,26549416.27,111680939.85,85383713.84,52981266.78,23377932.32,182706610.78,79339201.14,128471140.77,59662126.27,123419236.07,44527588.98,100657669.43,20222724.62,51289324.95,0,68638772.75,27774163.00,6407609.00,24021885.00,0.0
5,营业税金及附加,3715981.31,3107701.22,629733.03,6480841.66,2478424.27,1907325.36,1332033.29,18457183.08,17646552.65,14165498.59,1019572.17,2049567.46,98752.90,96875.60,63165.23,24788882.00,1927644.16,1397598.60,624968.61,33684993.46,1171017.13,796674.72,539358.55,17781970.22,628583.23,397213.95,194558.26,1541016.30,834757.74,481606.22,198708.16,644939.87,337929.79,336916.98,237779.08,873410.03,630371.38,375165.32,182123.82,266523.77,90612.50,21175.00,10587.50,53350.00,126210.50,32175.00,10587.50,50141.66,39875.00,30250.00,20625.00,0,0,0,0,1244336.97,1145373.07,637310.12,288729.84,1149609.73,754645.53,417647.16,75307.43,2169610.25,1143709.33,613932.66,298212.35,1669055.89,1302059.50,722666.06,292800.55,1450423.37,674603.31,1347702.80,701278.78,1735051.98,662616.72,1091382.89,216448.43,1229463.05,0,1333518.21,644014.00,135937.00,468725.00,0.0
6,销售费用,45775745.41,33167226.92,14862610.37,68807421.54,7243548.91,2768171.29,1151063.64,5060834.93,3643076.83,2807451.93,1628236.15,7277299.09,5293731.99,3107247.85,1398482.75,11286361.64,7951475.56,5313965.44,2701933.04,17967234.31,15316645.50,11397934.86,5580498.40,26239835.61,19652106.08,14094307.20,7091677.71,39122563.17,28438134.56,19237433.52,5950546.43,11294690.74,5744512.30,2033088.77,678072.61,2040599.31,375528.21,146092.75,80843.65,5476.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1285188.51,1274662.33,1000292.84,138915.25,2738951.22,1769424.55,1193168.87,185547.11,1370136.18,571152.20,143712.50,111784.86,895689.60,590182.50,192801.60,57309.00,470286.07,316637.37,525845.48,273966.00,490249.10,351882.11,573275.87,670745.18,596243.24,0,2298456.13,1191872.00,37557.00,25000.00,0.0
7,管理费用,40355743.93,29941978.72,9407987.01,45966893.06,29592785.33,19847373.03,9814759.73,71144975.23,55835351.26,36315908.06,16961500.07,148928647.10,103601978.49,68289761.79,13984915.42,69999015.06,41564979.73,29319915.51,12369029.46,69773925.99,35970980.32,23092036.14,10256171.62,45755798.07,29949807.36,19751296.49,9004691.05,40833021.47,29047169.50,18985837.26,7555026.80,41180610.13,28106778.36,18836376.07,8801590.24,23837885.28,17112898.24,10978453.37,5377860.01,14808636.92,9193125.45,6141606.79,2917935.84,28115501.08,18325462.45,13307925.03,7812773.98,20828366.15,14033986.38,7820556.31,4400785.74,12279222.76,8294388.38,5344463.78,2803947.36,26215914.46,21274981.85,12639541.95,4445787.23,30786018.40,14242642.77,9165170.62,4565907.02,24123389.25,16777634.58,10889364.04,4239015.24,19711104.46,11693115.81,8064685.58,3813347.62,25200714.16,10858639.81,22487944.99,9393522.01,11755369.43,6437980.30,11604421.82,6068473.53,11885561.36,0,8846595.85,6422825.00,3598011.00,879719.00,0.0
8,财务费用,14111053.84,11714563.96,6916509.41,527376.64,-2804005.76,-1209329.56,1437446.82,2912404.42,2347272.73,1578835.56,380771.82,-2448075.62,-4200908.14,-3956601.80,117098.89,-2976942.26,-1943791.56,2304.27,-155792.51,205055.81,-1161628.45,-963843.08,-794673.72,-6434293.68,-3258521.22,-1279155.00,-713817.91,-3469141.48,-2745937.28,-1937512.12,-1159214.76,-10041496.67,-7112462.03,-3741379.92,-1393143.99,-3519089.26,-2357908.10,-1800278.24,-832866.06,-9659053.93,-7250644.28,-5592967.22,-3574334.31,-3940487.21,-2587989.71,-1847575.34,-1060038.03,-2952795.51,-2228517.95,-1532217.96,-584816.13,-2859571.50,-2643783.09,-2097207.66,-200022.79,-2853479.30,-2016952.40,-1300330.88,-577746.43,-2850687.78,-1892538.09,-609900.28,-215822.89,-2237208.95,-600206.70,-451307.05,-168980.99,-963397.27,-316110.06,-221205.66,-111823.04,-757016.11,-300984.81,-1452406.97,-690023.25,-698936.85,-385326.61,542582.22,704935.07,1941175.33,0,579141.08,3593433.00,163864.00,-87057.00,0.0
