,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4419722062.62,1700429898.29,905735990.10,279962089.66,2417799695.89,823308418.82,392244421.30,200843804.18,2530024697.54,1311238362.39,969522802.39,421318848.40,3680183910.30,1986028973.70,1287690477.58,562152419.35,2815575207.39,1569928367.32,1108886299.33,456749623.80,3450740257.68,1656166537.68,945694602.42,371149538.78,2860498497.26,1173980866.51,790750820.11,299785020.19,2232706258.22,1089545171.39,513537398.32,125647829.09,1824655322.57,790640919.79,566057902.41,254838975.54,1715629710.52,899140222.63,415438227.72,153461179.60,1581573444.58,977236707.02,431472817.34,144767354.78,1590338039.90,962318861.12,724575843.57,395040303.13,1783037919.16,1318733804.48,719680234.00,299858085.84,613877725.38,492253473.69,224857516.26,44218805.84,624750660.49,441387658.15,300792799.54,73342701.03,656263297.43,374708865.21,221997438.69,27387022.02,519219305.05,310407057.11,156110947.09,23602709.39,517449012.72,294262882.93,162680823.58,61462957.35,441304970.39,281319290.55,204924950.13,290763741.62,270541398.97,231606749.72,230401210.30,0.0
2,营业收入,4419722062.62,1700429898.29,905735990.10,279962089.66,2417799695.89,823308418.82,392244421.30,200843804.18,2530024697.54,1311238362.39,969522802.39,421318848.40,3680183910.30,1986028973.70,1287690477.58,562152419.35,2815575207.39,1569928367.32,1108886299.33,456749623.80,3450740257.68,1656166537.68,945694602.42,371149538.78,2860498497.26,1173980866.51,790750820.11,299785020.19,2232706258.22,1089545171.39,513537398.32,125647829.09,1824655322.57,790640919.79,566057902.41,254838975.54,1715629710.52,899140222.63,415438227.72,153461179.60,1581573444.58,977236707.02,431472817.34,144767354.78,1590338039.90,962318861.12,724575843.57,395040303.13,1783037919.16,1318733804.48,719680234.00,299858085.84,590106474.11,491222737.78,224224964.60,44019465.45,624266240.34,441171366.57,300766110.69,73414992.35,655857243.73,374654505.33,221989945.00,27392711.48,519542771.54,310665112.19,156119276.72,22963001.71,516849866.84,293940279.10,162651537.22,61468209.64,441676090.52,282408566.17,205260835.80,288713989.92,269318954.06,231524588.32,228463864.71,0.0
3,二、营业总成本,4411312732.74,1805478819.76,984284775.22,324669966.50,2532038269.18,905639343.79,446126895.72,223382953.32,2629336235.21,1412759542.86,1031800518.03,451054018.10,3740538857.83,2025745056.50,1324725400.02,586156501.84,2843661379.24,1601723285.57,1138306964.09,456416660.86,3433681918.03,1652487278.00,929615054.27,366405002.07,2828484144.94,1165177947.15,782010097.92,296178495.20,2161409214.45,1078210184.87,515338724.24,153891749.26,1786170639.88,788782764.90,553598224.89,250562955.92,1645758222.98,856521369.28,396735613.39,151789954.25,1431384980.09,905340675.38,411102635.20,143942014.26,1490756539.61,895350803.57,671181123.49,356018110.58,1673218626.49,1268889929.37,705251762.76,301868709.73,543941139.52,427851650.01,180332527.30,40850597.65,540993480.30,370477956.80,254477130.49,65066531.96,581903375.99,321490012.15,189187260.13,24682019.52,449427715.72,277167153.63,140849748.71,20586022.08,459685024.90,252757506.95,136779909.26,53418443.20,397265780.08,236790604.53,179306302.92,250095522.68,226213923.98,190266581.58,202227399.83,0.0
4,营业成本,4158278390.65,1617685287.46,861217797.10,262962483.03,2296946725.98,769959797.54,359972047.38,187325198.54,2334678495.09,1210152381.69,898726828.71,397186675.87,3467859471.14,1857102309.68,1203853577.92,538316252.10,2581371064.56,1429914310.85,1030412645.02,413361982.18,3247017282.06,1547022108.85,857281867.14,336129849.41,2614139115.07,1036261255.57,699100959.67,258850387.62,1960324185.76,908724403.76,405897453.00,105324122.93,1550592266.82,644260790.85,469069620.09,206643366.85,1463520658.60,773657987.60,338066709.42,120147982.38,1301498966.56,810889825.69,354017607.34,115563065.18,1357570276.19,809249748.71,620683201.43,335305518.93,1549268043.39,1166934420.98,639285226.12,275631292.79,458607810.96,388677452.73,156202023.02,30305083.27,483719367.72,330770631.61,231256757.03,54637780.58,531053095.19,289276109.10,164211438.67,18847608.94,424797682.94,262951456.35,132938976.62,17543804.98,439946205.36,239280300.34,126338480.42,50438220.46,377975713.78,236126308.31,172815016.21,239406381.34,199748041.82,162706135.89,171802230.87,0.0
5,营业税金及附加,2835497.31,1315870.00,801103.43,919502.48,2842278.42,1083767.31,907460.98,515232.12,7139871.58,5984740.51,5598219.12,937456.78,3556209.89,1708974.59,1294269.60,1014189.63,1492734.16,808048.34,601463.69,241316.11,1148544.68,856297.01,643836.33,185927.84,1151827.29,967586.79,863643.67,363171.50,1472368.71,1072151.26,883066.20,281977.50,1001811.93,542986.03,315857.24,52061.11,632931.85,279685.26,243062.08,70130.46,585929.04,272289.26,152071.57,58331.89,562813.08,301928.20,199886.81,36755.78,555913.81,220484.87,148449.56,48798.26,229673.46,126982.65,83743.34,8305.17,289493.83,131227.01,71451.74,27385.67,221380.37,42435.65,23877.59,8502.49,94894.50,72817.01,24281.69,11361.83,40338.82,21737.35,3378.60,44.51,288202.33,34597.21,21919.73,330898.59,994104.60,1162732.52,1091100.00,0.0
6,销售费用,21133364.84,9813247.82,5427510.57,1824845.97,25971346.92,10505674.99,4743040.67,986164.61,20387475.25,14168055.23,8906497.66,4379843.88,22468175.28,14846190.45,9798958.81,5418567.31,28595524.38,14686984.65,11669268.76,5388989.92,32850336.59,13980947.70,9884897.34,5596732.36,28511821.85,17260776.52,11709299.97,6473155.65,23484194.05,11745054.50,7737418.29,3979932.50,31733270.41,14054637.80,9984145.76,5045668.06,16925432.03,814335.68,459861.55,267002.11,4672318.33,3096099.27,1497727.96,129267.15,2094126.93,800795.39,615372.53,128793.10,5908494.16,1064036.95,904781.83,779006.31,10544500.03,3207449.59,188882.60,141299.49,499214.56,539894.29,186267.72,97743.70,1604059.03,1267065.34,926646.64,888861.47,1561477.06,1908758.98,848135.52,630292.33,3987654.45,4767090.27,2462561.23,1035327.51,2703350.82,1523687.59,689348.02,463596.20,4392991.27,3671014.38,2555235.36,0.0
7,管理费用,120501552.90,92631148.94,46364570.31,23388679.41,98332113.83,59650732.71,56061114.94,22405172.98,188130308.96,120813899.42,82144061.39,37613964.39,186509315.06,123179833.42,89580736.99,36988656.55,181301974.90,123210010.20,76381471.73,33023272.45,145995587.07,89352331.01,60272809.32,26648217.62,193536215.33,117735785.98,73317042.81,33578428.92,190483639.93,169153906.42,109524663.93,50072750.37,228053804.52,150482621.53,88771726.00,46186898.07,185857427.62,96107114.42,63919735.54,34038439.52,126299927.03,90742695.64,56186580.41,27739509.90,125083664.94,86386255.87,50364634.10,18668561.71,105871702.24,96784100.16,63654430.55,20628917.09,72775716.76,35006980.31,25708410.94,11200569.69,56704093.78,38416478.35,22561425.51,9855367.63,51506058.30,31236829.73,24532604.45,5653040.47,29324233.46,18065709.02,11734991.70,4913656.95,25968950.47,16935990.77,13636209.22,4647901.91,24759069.06,14398833.50,10888190.70,7027802.47,10386571.34,10874799.05,10398164.06,0.0
8,财务费用,58582349.45,52658598.85,45561768.79,24347528.40,61975864.79,35945957.71,24163103.21,12216562.37,66836887.21,60590944.67,35328461.93,10699403.70,43290432.89,28173773.10,19381522.78,5107868.02,49857079.78,32986894.46,18738173.25,4224759.85,7116862.92,3758910.96,3266462.70,-2850172.60,-9473578.54,-7192598.19,-3133731.53,-3117814.60,-14733923.23,-13550540.04,-9769086.15,-5767034.04,-24542011.29,-20326504.66,-14311357.55,-7365038.17,-22546157.64,-15018998.22,-6746128.18,-2733600.22,-1078967.78,2059929.81,968812.21,451840.14,-1997192.73,-567521.90,138431.32,680379.39,10383609.25,9468504.03,6840492.32,4070125.51,1783438.31,832784.73,-1850532.60,-804659.97,-218689.59,619725.54,401228.49,448254.38,-2481216.90,-332427.67,-507307.22,-715993.85,-6350572.24,-5831587.73,-4696636.82,-2513094.01,-10258124.20,-8247611.78,-5660720.21,-2703051.19,-8460555.91,-15292822.08,-5108171.74,2866844.08,10692214.95,11851899.74,16380669.54,0.0
