,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3518956915.10,2463200266.19,1623247522.78,835527809.87,4296577943.66,3187009160.33,1982718409.29,915635219.82,3639338335.23,2532894397.62,1510877815.89,658206424.94,1989489736.46,1256901464.95,722722544.69,308932940.01,1661090635.80,1164969788.18,783252473.40,377202565.38,1589852397.48,1143112012.86,713822997.92,353023388.59,1494771345.71,1071192303.97,674792241.70,319020774.32,1756535288.44,1350839816.99,907746336.93,447377960.02,1830168811.04,1354092405.46,785656504.52,359144104.50,1217115202.33,900203725.07,580080047.88,261915722.34,750541909.87,496954336.97,292447425.31,109200439.12,743349264.27,564622222.14,361973741.83,181668393.87,673252906.04,502510032.32,296072894.54,136558615.93,486126789.50,363858121.75,0.0
2,营业收入,3480634997.63,2435010643.55,1603838689.48,826218035.82,4255130590.57,3160920837.51,1967326948.51,909508459.60,3588421311.25,2498452646.12,1488645546.78,649708351.67,1925989363.56,1217679223.61,698971206.21,294873646.33,1584381578.53,1118439126.91,749077012.72,363204900.55,1517399947.11,1143112012.86,713822997.92,333632869.97,1398527751.70,1000798599.40,626545236.88,297665004.54,1661138440.11,1282074379.17,861243829.28,423352832.41,1749080863.64,1295402064.94,747866531.76,340192510.88,1163378170.13,862688926.54,556401935.23,249893499.24,723831153.13,482194417.06,287679618.87,109200439.12,743349264.27,564622222.14,361973741.83,181668393.87,673252906.04,502510032.32,296072894.54,136558615.93,486126789.50,363858121.75,0.0
3,二、营业总成本,3444874391.98,2440284400.91,1611369187.60,787563115.98,3940484126.91,2829865664.05,1715637959.67,770893177.60,3039577177.98,2128311368.74,1277252449.98,557741337.06,1712727892.04,1052420438.05,602172471.66,253187486.30,1404934114.84,974587103.31,646971505.23,311696787.70,1366877086.70,971854395.67,608467288.15,303827391.79,1315223575.27,934553892.04,585540017.36,276589032.46,1597716260.97,1225270137.07,821317248.85,406758814.36,1661815419.76,1221847270.15,699139797.76,314136098.51,1085781510.49,807264496.32,519328166.39,228686170.35,693584675.02,471488259.34,285660701.48,118417979.46,724125147.01,523006238.81,336138632.94,172069338.46,634573681.29,473430876.96,280366469.99,129709005.94,455148605.35,346246716.56,0.0
4,营业成本,3039988878.74,2145359578.50,1413999846.94,709137953.84,3454925665.58,2546126327.57,1543419080.81,692743058.51,2726750102.59,1910468310.78,1142855496.87,505490686.58,1515084922.59,951726961.58,543820588.08,231991690.27,1256885643.52,879664143.70,582316755.92,283621763.16,1217294899.09,874497019.19,552022820.30,273827926.89,1205959341.36,861056148.17,539862812.38,252283153.44,1475776799.92,1145739168.55,770559842.45,382364237.63,1568899715.52,1160501443.13,662799860.41,298589721.48,1026416616.59,762046868.39,487139137.71,216241800.98,659178975.78,448893021.51,272808454.36,112037529.09,670023009.76,496515717.33,318372687.03,163847748.19,606825211.16,454085800.02,267951292.63,124203985.31,434553624.92,334549066.83,0.0
5,营业税金及附加,13026956.78,9725400.63,5563595.38,3057066.23,12776868.21,9499456.10,6915881.96,3114123.39,11772038.25,7818131.99,5534565.35,2579474.60,7288824.33,2419355.26,1636082.98,545199.04,5750515.31,3799613.45,3214045.89,1216967.05,4512999.68,3530262.52,1939962.97,983501.36,4882986.01,3339177.40,1892958.50,816596.15,4910541.25,3676502.69,2377387.49,1043377.25,3701704.76,2174896.85,1408227.35,688790.48,1884013.20,1274482.11,802140.43,413997.03,883137.33,507808.17,173761.00,44909.64,47067.84,35852.37,28934.98,8499.49,44998.89,32772.03,12990.23,3412.74,20640.79,18266.00,0.0
6,销售费用,50189788.07,35881315.65,23059936.61,9852752.29,45572598.24,31137172.50,19384501.28,9128477.50,46729070.28,33109770.33,22271130.13,9922462.91,35217261.18,23897821.35,14968371.31,7369671.72,30677124.15,21330329.29,13380717.22,6579851.21,27072185.36,19888939.07,11447216.13,5826294.24,27555363.82,18300556.37,11225107.29,5653187.54,27782037.66,23056343.40,12257875.89,5497549.82,22883357.68,16457254.92,9491249.92,3810878.47,17337314.06,12647697.34,8837780.51,3574580.62,10562487.05,9011922.35,5032264.65,2134931.06,10038611.03,7815547.60,4829893.82,2300379.57,8906615.92,6562142.94,4057403.67,1634696.33,5931294.60,2828746.04,0.0
7,管理费用,90444287.75,67470940.81,42005240.68,17947846.80,94964186.99,65680853.32,111518730.58,52127358.21,182564448.32,122149367.27,69586114.15,29963042.66,99643819.92,72149907.56,43969622.60,16115125.82,95664438.41,58733284.46,37540166.47,17737326.72,72406606.99,47865870.32,21529554.73,10150873.48,36397159.95,25858339.37,15747694.50,8803455.86,31069221.81,17573131.15,13852531.96,7893222.14,25272964.11,15648198.43,9889737.07,5101146.89,18043550.73,11195982.80,7991132.19,5068770.93,12036878.92,6668617.16,4200103.05,1644259.24,9402949.49,6881471.74,4954162.89,2369588.37,6214189.21,4403947.41,3435629.58,1419440.85,5908630.43,2885796.71,0.0
8,财务费用,98109279.60,72667854.50,52640192.49,19243935.29,92591691.63,53829815.54,30950510.50,13614386.65,51928520.08,37102168.27,25417776.59,9937981.26,9175774.50,1569547.11,-1814029.74,778135.43,-3050079.44,-1164552.75,42467.95,325036.95,14604669.48,12233122.89,11683966.74,8313821.22,26032368.96,18902358.39,12115184.88,7362341.95,35803178.38,29250135.51,19829475.15,8866173.66,28128596.12,19555616.77,10694833.75,4508594.28,16193379.12,11452080.45,6517221.74,2871538.82,7880809.67,4641420.85,3264004.12,2344020.27,15015772.70,11825948.32,8020752.42,3543122.84,12649367.35,8400398.41,4909153.88,2447470.71,8574549.20,5964840.98,0.0
