,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,7813959009.48,5059964316.23,157656948.91,471813617.21,323450823.66,208463920.08,94099713.14,409899036.84,258299065.16,143190363.41,62326594.76,379741432.55,313119799.08,257693754.71,65064878.44,393181646.21,245535291.80,128916449.87,51734467.08,1155567000.76,1006182559.85,795658469.04,440978690.55,2078552184.69,1464518079.29,932965016.88,426974554.09,1722699549.53,1224598402.67,880539569.03,0,1856444906.53,1435488606.48,883323439.15,442557328.67,1547883385.01,1056722285.91,732024635.92,326223890.31,1221979002.45,875899072.54,568478113.31,236389938.56,1104579561.41,753709565.49,452119541.03,144904158.65,759267533.99,557047718.88,339260317.29,135497186.72,587044402.27,409716443.52,268918569.68,118119525.62,459801569.44,313046456.51,200286604.34,88329097.63,407627016.91,308533672.30,209802946.88,87051333.16,399069975.05,261168276.60,163952347.34,257906864.53,213497905.21,0.0
2,营业收入,7813959009.48,5059964316.23,157656948.91,471813617.21,323450823.66,208463920.08,94099713.14,409899036.84,258299065.16,143190363.41,62326594.76,379741432.55,313119799.08,257693754.71,65064878.44,393181646.21,245535291.80,128916449.87,51734467.08,1155567000.76,1006182559.85,795658469.04,440978690.55,2078552184.69,1464518079.29,932965016.88,426974554.09,1722699549.53,1224598402.67,880539569.03,0,1856444906.53,1435488606.48,883323439.15,442557328.67,1547883385.01,1056722285.91,732024635.92,326223890.31,1221979002.45,875899072.54,568478113.31,236389938.56,1104579561.41,753709565.49,452119541.03,144904158.65,759267533.99,557047718.88,339260317.29,135497186.72,586852291.40,409871028.42,269283883.93,118107331.42,459780011.13,313062867.82,200314142.30,88314234.81,407584059.20,308569398.93,209873901.42,87048835.55,398920378.36,262078137.39,164441030.41,257314812.72,212433844.27,0.0
3,二、营业总成本,7157106716.50,4637940614.20,164505351.37,466477023.89,321537057.75,206944628.26,98001823.37,400130836.13,261399043.50,153088798.44,68288647.94,420671011.99,340628583.45,273489168.80,67734474.28,393113864.56,250604776.74,137055877.15,66570992.89,2413838015.57,1522332565.95,1033590425.87,542513239.07,2486671424.03,1613643371.51,962477736.73,423721621.84,1713970961.66,1200939506.12,855641597.68,0,1828089198.01,1409609720.73,861288103.18,429867561.32,1518205475.76,1036178419.66,715839479.02,317746556.75,1207209088.93,860993611.52,556630415.66,230445116.68,1092674543.54,712023852.13,420455633.33,132658758.92,707204723.92,515743348.49,316202028.39,124463417.97,540095434.38,378694042.12,251346926.57,107146720.41,420575569.64,286864919.75,184861956.83,79920703.29,371114990.72,283303958.30,193582333.61,79208402.48,368808606.77,241642349.95,151121684.28,237912313.85,197346847.12,0.0
4,营业成本,6236500942.26,4052102603.22,150873555.16,438468562.63,304511111.15,193424565.34,92572209.84,375821619.04,238813104.07,135794201.64,60886514.18,374478179.20,310021328.84,254377050.82,61973425.37,361470292.91,225570676.71,122639099.31,58577188.57,1510453862.96,1367858476.43,967726220.44,509003401.02,2282598619.83,1508203150.27,897836888.29,397246516.59,1598776333.10,1110056407.10,804213213.11,0,1701173893.65,1323524118.78,804528887.22,399504952.91,1416830025.45,976286236.38,677621537.00,301106170.80,1107487466.02,802890463.99,522324328.37,219361523.39,1009283117.86,667253882.62,394994010.68,122376862.93,650635467.65,483865116.41,293902405.46,115303532.64,495322324.22,346620534.73,229651884.09,97831722.15,384472678.70,262809761.58,167796325.05,74348365.92,343688744.59,258947035.05,175217327.09,72930526.15,328778084.96,219971239.39,137164779.67,218222439.89,182838373.24,0.0
5,营业税金及附加,54140425.84,35585112.36,475115.99,3336289.35,2083120.26,1367214.29,779309.31,1739818.39,1174219.55,772386.64,333402.69,1332429.70,197522.94,166616.85,15451.57,487847.00,420148.44,235516.75,71252.92,863298.56,1519270.26,985740.58,511314.05,5562622.11,3265659.75,1586794.74,647471.02,3327172.73,2079080.79,1370291.41,0,4555457.13,3692493.98,2760177.80,1313135.86,4168605.91,3096678.93,2018015.21,985399.67,3465187.58,2132182.74,1495067.61,896673.66,3341652.96,2464413.05,1671306.06,716849.25,4333705.98,3456761.22,2027319.35,899495.53,3280151.48,2791528.17,1523973.64,603473.80,3061154.39,2379715.33,1271500.99,486018.22,1785466.51,1341461.65,627754.45,261589.14,1570654.50,1344703.96,1012558.00,1612178.86,1197171.27,0.0
6,销售费用,12185161.47,8902400.21,455982.28,2115205.03,1439028.89,889334.75,88061.98,1914306.28,1503604.44,1291925.72,236939.78,2614903.79,1255356.54,922018.17,249227.79,2812100.69,1986948.52,1183336.41,779447.44,19393157.52,17010811.86,7377884.66,4014125.73,18353115.03,12825313.40,8105156.93,2650106.21,16621663.85,12200126.39,5953689.31,0,16174243.27,13933950.94,6216040.51,2973454.95,16719154.14,10353353.00,6159833.72,2595282.86,20131637.78,10878534.12,5311270.57,1947870.07,24096551.31,6554279.64,3506431.87,2488121.15,19772455.88,7125909.40,6151936.15,2180363.67,15847741.40,10366837.29,6591645.51,2186137.05,10766251.09,7110342.78,6161283.20,1021372.71,6694620.71,9022205.62,7343085.42,1571080.04,20642871.78,8822424.88,4782783.92,5539583.20,1561504.54,0.0
7,管理费用,417807214.09,262607781.13,10366407.28,21945743.31,15506125.39,9686474.26,3579224.41,18889261.32,15872579.73,11257339.94,6829956.51,34702383.08,27712176.49,14780632.40,5604751.55,23404657.39,16130433.50,9336357.13,5478935.47,67066889.21,42619035.76,17890542.72,7635097.15,42947090.64,24422552.89,15843730.72,7570503.48,31797577.60,24993043.23,14553702.64,0,38579760.03,24571259.29,16794333.26,9040281.17,33183446.49,20780756.31,12945617.80,6179546.83,27793847.07,18168707.73,11628144.84,4191956.58,22727731.83,15540886.44,8866718.99,3239743.29,12108385.56,11084046.56,6759163.54,2936445.73,11547914.13,9522509.20,6518077.05,2973377.68,12945372.80,7854918.63,5059210.24,2054748.45,11091476.50,8518048.17,6705068.35,2580347.02,11257500.82,6823732.42,5064068.23,8847071.82,8809226.38,0.0
8,财务费用,434197490.32,277589722.83,47302.59,-1154964.50,-1124791.75,-292175.63,-75449.11,164539.95,63219.47,-35108.48,-30736.40,-397197.26,-344171.84,-331391.12,-147059.58,1964211.07,55544.19,1213695.35,1461423.28,143186544.46,90344148.57,37344611.06,22686046.31,109825605.81,64722852.05,39689798.10,16458774.75,55098556.92,52351953.03,29797896.29,0,58670272.99,43066888.17,29958411.04,15835486.66,46655069.00,24987497.43,16173502.88,6436558.80,38961689.65,26051509.81,15476263.88,4003914.93,29870321.97,19764130.63,12201448.11,3837182.30,19840562.81,9796260.42,7101157.98,3143580.40,14097303.15,9392632.73,7061346.28,3552009.73,9330112.66,6710181.43,4573637.35,2010197.99,7854682.41,5475207.81,3689098.30,1864860.13,6559494.71,4680249.30,3097494.46,3691040.08,2940571.69,0.0
