,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2351703643.97,1491924623.77,754207575.42,3515797455.68,1592251033.40,999925675.50,517945246.50,2349932847.99,1436193692.16,878379537.40,416906624.60,2042099952.94,1176809716.74,717581430.76,335981703.11,1122725544.57,559549763.76,312307801.29,136899093.38,855981251.00,481310910.87,282248686.97,101776935.71,536150202.18,285885408.00,126651036.54,72200359.42,423557014.45,221383526.69,146885351.22,61053763.77,408753586.70,255365790.06,186029672.90,75972887.65,447049200.28,253953393.80,149416647.33,68420768.43,383934733.60,246129115.78,158371098.49,62428267.21,405580507.47,252775094.90,174383794.09,90196313.65,437044499.18,259983874.70,175858963.89,69840524.94,370327812.82,254366241.60,149886688.58,48672648.58,437509456.26,268672441.37,186441977.06,53107382.46,353432494.97,213644928.93,152516303.61,43536290.61,203857715.88,102634377.17,72630788.37,24542904.76,196773201.11,134634445.01,94880230.36,48402040.66,253834715.11,126294091.70,226659696.41,93886945.76,156133608.96,69367823.83,78271199.07,38894848.73,76529796.67,38436301.71,79298131.28,40268419.16,73808297.32,37727356.57,104332034.78,55191897.00,107067951.24,43442271.00,0.0
2,营业收入,2351703643.97,1491924623.77,754207575.42,3515797455.68,1592251033.40,999925675.50,517945246.50,2349932847.99,1436193692.16,878379537.40,416906624.60,2042099952.94,1176809716.74,717581430.76,335981703.11,1122725544.57,559549763.76,312307801.29,136899093.38,855981251.00,481310910.87,282248686.97,101776935.71,536150202.18,285885408.00,126651036.54,72200359.42,423557014.45,221383526.69,146885351.22,61053763.77,408753586.70,255365790.06,186029672.90,75972887.65,447049200.28,253953393.80,149416647.33,68420768.43,383934733.60,246129115.78,158371098.49,62428267.21,405580507.47,252775094.90,174383794.09,90196313.65,437044499.18,259983874.70,175858963.89,69840524.94,363864731.12,249048393.73,145991080.95,46906062.02,429154466.50,267034576.18,185118691.96,52015384.60,349839953.52,210983995.71,150717668.60,42509959.34,201857437.80,101468594.00,72187043.18,24174480.99,194952707.51,133482064.78,94178306.58,48070290.78,251172410.10,125261813.52,225282112.98,93239586.07,154969650.61,68786281.97,77540790.25,39010036.72,75488640.22,37982602.95,75053251.30,40063979.81,73605124.37,37593913.77,104263493.39,55150589.90,106959482.43,43442271.00,0.0
3,二、营业总成本,2010071361.63,1219527154.83,644709906.27,3076354939.99,1322332698.12,815169097.72,426691627.53,2043852378.61,1223599524.68,732789988.15,340893394.97,1726405163.39,981002642.90,581929561.73,264929383.40,882182109.02,404799800.97,333403288.72,140751413.46,787523201.85,474646072.80,271790367.87,94875231.05,532602619.43,292901611.54,145122224.29,73076165.74,357697530.87,200411558.27,136486219.82,60009802.30,344014607.90,217792989.34,149709069.05,63458156.60,388079416.11,219872975.44,131153335.63,61133084.70,336421005.76,212701156.24,138040263.33,56039722.39,348083643.37,215459446.67,145900681.89,77288903.24,385140013.42,215721201.39,138311165.69,53647694.28,330608467.32,230363967.23,141256695.81,47748120.58,395698853.24,258166177.96,176241418.32,50429148.25,328798382.70,202014551.49,144814185.84,41596585.95,193760338.82,104401126.19,75131225.94,26824958.75,208290824.29,145847285.61,100672973.88,47133428.68,221406688.09,105208533.71,196497685.28,93262493.98,91064186.15,38894129.62,80532000.33,38568189.98,71267030.92,0,71191441.29,0,66935144.44,0,91098421.73,0,95568289.99,30601767.00,0.0
4,营业成本,1466258324.25,888326527.51,468751322.68,2369843693.99,900488075.54,536651709.26,272951740.10,1490845926.13,849531253.52,508003181.30,239511366.55,1249640068.50,696095042.62,400745652.55,181308579.87,589183461.55,256739225.50,197720643.36,86029546.41,549461618.97,323510932.91,201182720.88,69192137.72,355019240.32,196139208.76,84654050.39,45880864.20,251674737.78,138147308.32,88857515.77,36772201.42,236683868.65,146914025.45,106341928.86,43247829.84,289731178.56,155866737.66,89555983.35,42277779.79,243989865.89,149480125.50,95992474.20,37372277.93,268592643.69,165608492.59,114344093.93,64332542.44,296366652.42,167963818.45,108161766.71,40218819.32,252915585.18,179118857.94,107117228.10,31618133.14,333844737.60,213186785.16,148253917.01,38407378.12,263939633.58,160836368.04,116364526.50,28683108.41,136651998.03,65242332.69,44827787.09,12502567.40,136067074.78,90521556.93,63486614.69,31091581.67,155230155.61,71092053.19,138129576.77,61988401.95,60972437.52,28205288.10,63011140.33,31028444.90,51604605.71,0,57005376.18,0,51981953.67,0,72769747.12,0,79649857.40,30601767.00,0.0
5,营业税金及附加,7754459.73,4195285.90,5506492.07,20470092.35,8195969.07,3452804.43,789386.98,15390154.67,7490232.87,3862325.64,873439.15,6720814.00,1855021.50,1264034.37,1138822.65,5642438.07,5465078.82,1094277.20,135268.66,8192845.68,2364583.65,450737.36,58345.47,2622523.20,325627.53,156732.21,60462.07,2172629.51,579289.84,381468.56,192968.56,1568738.24,541367.90,364057.24,198628.95,1241512.81,626190.24,453158.29,222843.43,1522949.10,1059765.91,707109.80,374532.61,2008689.95,1444102.56,880535.19,400071.94,2881416.36,1551860.01,1059413.75,712022.29,1676887.59,957145.75,473981.11,187982.93,2027755.23,705902.28,771980.57,158406.54,2785896.84,1458135.08,1008487.25,453666.18,1930407.00,850949.91,626121.87,400178.42,1588974.42,1086801.16,751886.58,448779.91,1479099.65,2518497.47,8482921.72,2067161.09,2938585.46,2132034.08,698561.53,321592.85,756481.75,0,706835.72,0,569064.81,0,817367.89,0,2143559.55,0,0.0
6,销售费用,85285562.51,54498986.32,26310688.19,75380555.09,39355746.28,25527654.73,12657162.87,48982344.57,34791641.50,22796646.29,11345506.91,45475578.33,31592144.76,20050524.06,10025367.76,24733909.44,10891401.19,21685186.98,11917270.02,29686391.90,16745244.97,8073902.95,3330745.06,12023152.64,8337407.76,5514114.84,3041640.05,13110505.07,9203544.73,6123057.96,3066722.31,16360839.21,11413540.27,6583338.75,3085043.65,14130811.94,8483898.76,5181132.00,2016019.00,12305465.67,7788035.55,4689706.67,2186930.27,10791885.95,6963738.79,4625578.95,2298966.24,12506538.68,6170878.24,3149196.90,1396285.59,8613781.20,4852295.04,3254704.11,1140699.86,7615859.90,4207544.18,2541791.74,769322.25,7379863.41,4300470.10,2962267.35,1844919.17,9915696.55,6192489.36,4373845.55,1507131.46,8622754.82,6600959.93,4562007.35,2104379.26,9489827.73,3774107.77,6941269.56,2779490.22,4609815.63,1866217.43,3498782.86,1370754.13,4063973.77,0,3615358.27,0,3131973.93,0,3991725.05,0,4088305.11,0,0.0
7,管理费用,201586616.60,135637820.37,75757271.04,250557288.47,168401241.31,229063705.68,134498787.95,452025048.27,293464836.23,184541088.11,79026371.37,407375640.97,249006354.25,160801928.90,79115867.64,252591784.98,130500491.43,103922109.66,40811335.20,170620057.19,107693230.76,61881052.76,27334747.35,116938160.85,71258683.71,44979193.39,21959460.24,89907044.09,62252522.25,39667179.35,19069319.49,84223720.82,55791918.42,34325500.65,14911829.90,69717280.88,46019265.04,29715324.84,13328019.63,62674927.10,43333264.38,28977889.72,11847864.20,54712389.67,36365829.01,22310380.27,9242918.27,45212900.83,30960133.99,20019394.01,9748634.58,42987461.02,27102750.84,17963147.36,8350399.07,25606572.07,20474949.70,12095175.42,4971360.89,30974170.29,22853940.57,14210953.32,5293419.09,24707692.69,16584496.59,11528485.13,5890474.63,34859023.57,26579616.94,19184288.89,9201704.13,33689747.27,15741619.78,25283429.14,13644416.88,13958557.11,5409148.67,8452485.01,3788968.90,11102498.58,0,6742094.78,0,9789649.92,0,10608004.46,0,7645088.25,0,0.0
8,财务费用,8359722.82,3578582.95,4821587.80,16779141.33,12576515.72,8330959.43,2518200.78,11964653.64,3421713.58,-410950.37,2771529.69,3254438.16,-1468500.10,-5177458.99,-3352751.29,4253861.65,-164779.40,7798179.24,7569722.24,15558158.29,13091486.11,6432558.73,-318845.32,23220559.96,15718895.27,10159652.78,2609834.45,-217369.60,-9995095.88,1749102.77,1175597.42,3879577.70,2502798.83,1828206.77,1587012.22,10765530.46,8783933.01,6385785.59,3465576.32,14528410.82,10748500.84,7434169.99,4197218.86,12268190.02,7584260.08,5982995.80,3151882.12,12509747.59,8698468.70,5515833.18,1240613.33,24414752.33,18332917.66,12447635.13,6450905.58,26603928.44,19590996.64,12578553.58,6122680.45,23718818.58,12565637.70,10267951.42,5321473.10,20554544.55,15530857.64,13774986.30,6524606.84,27152996.70,21058350.65,12688176.37,4286983.71,21517857.83,12082255.50,17224922.76,12783023.84,8584790.43,1281441.34,4871030.60,2058429.20,3739471.11,0,3121776.34,0,1462502.11,0,2911577.21,0,2041479.68,0,0.0
9,研发费用,240826675.72,133289951.78,55850001.43,317045430.43,171646916.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,7712543.06,26278738.33,21668233.62,12142264.19,3276348.85,24644251.33,34899846.98,13997697.18,7365181.29,13938623.43,3922579.87,4244880.84,-3309977.74,5776653.33,1368383.43,1182892.29,-5711729.07,14004129.82,11240594.40,-6230604.81,-4721899.23,22778982.46,1121788.51,-341519.32,-476095.27,1049984.02,223989.01,-292104.59,-267006.90,1297863.28,629338.47,266036.78,427812.04,2493101.46,92950.73,-138048.44,-177153.47,1399387.18,291464.06,238912.95,60898.52,-290155.91,-2506976.36,-2242902.25,-2137477.77,15662757.54,376042.00,405561.14,331319.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435565.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,6514800.00,7759200.00,25546800.00,0,0,0.00,0,0,0,0,0,0,0,0,0,-2505.00,-2505.00,-27414682.95,28035798.82,32150078.13,14151820.49,934651.14,3226385.39,3511055.27,9263571.66,16848469.11,9881206.95,5946017.26,-2527799.53,4839470.33,5308170.50,-14189962.71,-5577883.29,-606207.51,-257089.08,0,-8317.50,-41110.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,27663861.79,-3966512.31,-9241140.35,97565346.50,3055519.09,3040394.80,0,24038073.42,4868402.36,2932.34,0,8370016.28,6329996.44,169996.44,169996.44,2706017.18,2290600.74,258318492.94,55475316.93,159776212.44,102482322.62,80828243.93,50355120.94,149579234.33,119347163.87,79061784.32,43538326.49,88879273.65,84039627.93,80008846.48,58956190.46,91129025.44,53292317.24,13277299.87,2124784.63,2599478.95,4487131.74,4370606.67,3495233.36,3650384.12,3531195.87,4320506.48,4193378.44,7795614.43,11455813.79,-174925.35,129828.91,2959659.24,1158852.24,-149139.90,-304756.51,-1215131.53,-3297330.96,5540703.07,-112221.80,6227782.49,4246870.46,7318755.54,11108047.50,-9168671.09,-4252888.48,-3422690.82,736194.35,2095246.90,6123668.43,6569204.53,4171172.70,20494886.55,19372189.20,12568853.19,938165.81,2151550.51,-203448.95,11848881.43,761700.84,11185.05,1836583.37,3932335.05,1248919.02,17457276.79,10098182.04,13878227.71,6890833.91,11529509.82,6731672.77,4690906.69,2105663.42,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,27049590.29,-4580783.81,-9241140.35,71981267.09,17446.62,4795.11,0,0,0,0,0,0,0,0,0,0,0,0,11373990.07,26192597.27,11568290.24,5221051.33,4949178.29,75624090.36,71954310.20,64255140.94,36713628.76,58920652.87,55911674.22,56850353.03,56636098.78,77757848.13,43439168.60,4350455.93,-1425133.72,-2494260.84,3030951.49,3106682.62,3025082.29,3434984.22,3483152.51,4317669.46,4193378.44,7363351.60,11076505.41,-389409.00,18534.72,-300898.31,-1013251.23,-320536.88,-304756.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,518.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,353469497.62,271160667.20,133225591.73,569351094.28,291963466.35,204940313.28,96737071.06,343254638.68,217462569.84,145592481.59,76013229.63,324064805.83,202137070.28,135821865.47,71222316.15,243246947.73,157038058.53,209808322.56,79658795.67,260384339.72,123298981.18,92221214.17,60483210.99,156637872.35,121594531.99,77439065.68,52543727.12,160684774.49,102483796.82,95247448.21,65308322.43,141678041.53,85287234.67,48991696.21,14382426.60,61569263.12,38559232.60,22592808.37,10782917.09,51164111.96,36959155.41,24651341.64,10581923.26,65292478.53,48771462.02,28308186.85,13037239.32,54864145.00,45421525.55,37398658.30,15888074.15,41283001.02,22578397.08,14743718.70,1385329.06,49397272.11,15149987.90,17856168.31,13786281.71,16785614.16,8065709.50,4279426.95,2675899.01,15218623.96,5321919.41,4873766.96,1974118.71,9621363.37,8459348.60,6776109.67,2206777.79,34579577.53,20882109.04,42449250.89,1387631.62,65080607.86,32310277.58,2182533.79,1575577.77,22720042.54,12302321.81,22005354.40,10456229.64,19602469.02,10126971.19,18271678.90,9560995.83,11499661.25,3645492.00,0.0
16,加:营业外收入,3592514.81,2460970.65,358682.57,519804.32,664874.27,539791.36,154871.19,9075780.52,15212072.51,12213179.13,11050423.09,6291854.22,1384843.14,516464.54,61626.40,3825501.86,604590.72,9059789.81,145079.49,2258006.92,1792764.29,720413.74,27795.00,6063052.69,919799.50,429312.50,241800.00,1110631.82,257542.00,25000.00,25000.00,90728386.36,89276070.91,88938706.92,44049.00,2860486.04,1020709.68,623021.00,6900.00,67496601.30,1135452.74,880632.74,248511.74,1376541.52,2737380.63,2262425.06,395916.30,2277117.34,1494201.13,224895.57,0,185289.07,185929.02,12400.00,12400.00,282463.62,280463.29,271360.96,21773.59,438853.25,449152.25,57793.00,7365.00,289661.93,104769.73,103605.39,1060.00,4265590.03,199734.24,87598.40,4675.10,297321.82,236677.55,1857098.61,863332.98,61128.37,4622.25,587158.84,55665.04,1122711.92,0,592451.76,0,485676.77,0,829432.85,21177.35,568773.75,0,0.0
