,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,16623165082.97,9649004169.00,4770798854.80,19075780342.76,14567148325.48,9167771890.73,4231365160.72,15100899901.19,11216651554.54,7514932146.93,3939284058.49,12355532956.92,9097163782.94,6281322755.89,2980628764.71,14842113063.30,11776745334.20,7588647783.76,3849890127.19,15149985953.20,11506275683.22,8285997495.25,4129338535.43,14085822576.70,10870175485.09,7274694127.61,3696186889.51,7649308390.30,5917035985.63,4196110548.60,2231967559.31,8229439571.64,6188537909.90,4207067573.48,2081261227.84,6677151544.01,4803308904.30,3170941547.60,1503248474.87,4619407385.32,3215987325.23,2034158288.41,945084569.59,4225409340.96,3335800895.65,2441954121.76,952067525.84,3345436084.60,2446470312.76,1499065181.32,657535350.66,2448573654.37,1753969564.48,1112554201.67,448754953.51,1911178189.40,1422206463.71,923792176.67,437299642.05,1381766882.49,1045999557.34,629848628.85,259226366.44,1130789708.16,813518593.11,506421276.23,239476318.89,911899635.99,740571303.97,429726042.77,772632527.42,621304092.49,0.0
2,营业收入,16623165082.97,9649004169.00,4770798854.80,19075780342.76,14567148325.48,9167771890.73,4231365160.72,15100899901.19,11216651554.54,7514932146.93,3939284058.49,12355532956.92,9097163782.94,6281322755.89,2980628764.71,14842113063.30,11776745334.20,7588647783.76,3849890127.19,15149985953.20,11506275683.22,8285997495.25,4129338535.43,14085822576.70,10870175485.09,7274694127.61,3696186889.51,7649308390.30,5917035985.63,4196110548.60,2231967559.31,8229439571.64,6188537909.90,4207067573.48,2081261227.84,6677151544.01,4803308904.30,3170941547.60,1503248474.87,4619407385.32,3215987325.23,2034158288.41,945084569.59,4225409340.96,3335800895.65,2441954121.76,952067525.84,3345436084.60,2446470312.76,1499065181.32,657535350.66,2445169721.39,1745316338.51,1109628864.13,447100068.01,1903531616.35,1418892047.76,921723692.34,436250979.87,1375171742.83,1042472199.34,627422806.74,258210970.82,1129438509.29,811962995.80,506045248.25,239145568.64,910633597.12,739055777.93,429499762.55,772357895.02,620885460.05,0.0
3,二、营业总成本,12338995414.34,6964110321.36,3658810744.77,14582593362.75,10675509149.65,6895766991.83,3294537391.68,12616544774.43,9289232569.34,6191739700.21,3251132567.28,10571727011.36,7559317419.14,5331549071.70,2628166737.78,12507928346.33,9677505690.41,5985634792.81,3054254364.20,12266458051.30,9201626591.06,6360653305.48,3233353277.90,12490249763.73,9655143238.98,6573581258.89,3401038571.00,7234878797.11,5514363235.61,3952423328.63,2136443022.09,7594321239.03,5677642752.82,3841261095.61,1914119854.74,5811370781.01,4173239858.36,2753506600.25,1287323349.25,3950437443.99,2713695559.95,1714546031.44,807151444.22,3763227658.60,2880049328.09,2084018106.12,869458458.84,2940718552.35,2161084313.99,1345480779.98,599158919.12,2205655978.50,1581479943.40,1012645658.31,410819418.76,1688955283.42,1250946283.69,816626277.85,388452897.44,1180848084.75,877841425.85,532041632.94,213876914.99,957238966.02,684220619.95,430773165.33,204811054.54,764530277.59,636723743.40,377413123.68,679776089.48,563582612.81,0.0
4,营业成本,9711786128.58,5115939506.39,2659456021.54,10409165810.49,7884738530.12,5108138318.08,2426122889.73,9543174860.03,7097481741.04,4726659569.31,2446381034.63,7773507967.21,5750065039.04,4054168113.89,1963381971.01,9726823704.22,7615276766.65,4672204670.95,2349377756.93,9423506515.03,7129483738.04,4964807987.26,2528349064.98,9868402564.46,7727929831.90,5279527546.51,2732767585.83,6180742703.95,4757877882.24,3403955946.57,1841808885.32,6532410781.62,4845012273.16,3287548562.14,1606873786.52,5132936490.26,3649397327.51,2387496756.02,1081882199.27,3441130924.68,2361207057.38,1498590810.10,700644585.60,3136513321.02,2394234346.77,1780526691.02,735740946.74,2594827256.71,1923046166.20,1197480279.24,534659755.05,1984865172.70,1416015292.32,913551177.30,364900954.82,1517727784.26,1123375275.68,731242360.33,344804677.03,1039468653.04,782489051.67,473383069.05,193024655.46,861161292.57,625082968.61,395353819.45,186716238.39,692660640.81,581635822.01,344348474.75,633700171.32,533847050.23,0.0
5,营业税金及附加,125912373.45,66069739.03,33542608.92,143392617.28,113138343.96,66577681.30,25003937.15,108597528.27,82750748.49,55423135.83,27149598.10,78661550.13,40078138.69,30391388.81,16483209.92,167557591.40,134448883.61,35560159.27,18072437.55,70721999.94,47069442.00,36548449.07,19448613.21,104232981.26,91453688.31,72675582.09,48137984.02,79635810.24,62174640.08,52174423.63,39981000.36,54438183.19,32541853.54,24819607.73,16861982.51,19402113.49,11851726.24,7862808.73,3211861.50,11780011.69,8208019.55,5494330.27,2591360.91,12049591.49,8569660.69,5529444.47,1469554.02,8335344.20,6004143.47,3656195.56,1543062.61,6913208.90,5422288.42,4145765.88,1979174.57,9581411.84,5981609.60,3957355.66,1880584.00,6657636.35,2466942.71,1486391.70,608703.71,3595395.19,2510616.18,1550592.29,824479.51,3352234.14,2552116.73,1352779.09,2497948.01,582462.68,0.0
6,销售费用,923650039.11,639738388.38,330362426.85,1234246532.72,922255010.93,613005390.29,306244371.14,1135264764.03,851040811.61,567685187.17,297620920.77,985705624.25,727403944.14,483897888.72,239600298.71,1045446961.41,804061535.55,553722412.91,298854828.23,1118415752.58,848236718.47,565923052.78,283086541.48,1030476204.79,755005027.28,500809140.66,245279420.48,212325120.57,161925380.68,111421721.68,61264039.81,233914403.07,183963181.08,123762326.91,60672930.39,186027667.98,134030091.55,89258004.13,53100814.02,133051646.45,98445345.51,65182093.80,34741687.35,140920736.10,112028268.11,72587938.69,36366663.96,104733723.33,75736081.23,47185509.89,22577497.84,75388737.30,55384151.15,34346031.11,18157696.41,54028890.21,41598447.40,26869207.04,14602002.87,45686529.78,35968166.07,23836415.29,9154437.74,34200125.02,22705126.21,12451820.43,6157668.63,27057648.50,22460399.97,11589727.34,14911766.90,9729637.56,0.0
7,管理费用,783773034.67,594346938.33,301247569.34,1193051371.04,704863739.87,869146855.52,367446387.34,1439856258.40,960427413.31,661063980.01,355434660.37,1223839789.47,933383255.63,610922794.93,304864240.07,1295471060.93,917617000.97,614022675.01,281575103.83,1284863520.67,918714195.76,586111823.33,274050793.01,1106477042.18,809782218.92,532619723.17,270907723.78,598086214.46,443874337.58,296076280.47,146102180.85,569176811.38,414293845.20,268834820.83,133431916.98,398776107.17,268541147.75,180993133.18,88462897.59,304904282.84,177624856.97,115874219.87,56608739.45,267773643.95,197070093.43,131915430.03,52332910.29,156876064.27,83738542.91,50430691.32,24319376.14,108506663.08,84114088.53,50291528.21,20401233.39,78003915.44,54165918.56,39828400.36,21536130.60,65262101.74,42050306.13,28587764.93,11738953.16,50922634.88,32638446.38,21153400.51,12494459.99,35397610.85,25934292.47,17421460.31,27442131.66,20410725.96,0.0
8,财务费用,234212900.70,180011081.87,90495906.25,377230795.92,333530960.49,220924289.83,116924433.50,326755935.26,251770895.92,154860750.57,87408788.93,232983934.47,82705334.57,127792640.63,75805045.33,225607566.94,189892596.95,78952121.13,90582373.64,231915215.96,169922023.94,124498416.05,70003515.81,215804119.48,200348467.91,136144010.06,69917186.44,40160649.47,37936044.05,77109940.81,42128093.16,187747858.62,167261219.02,100559783.20,67673495.36,21640095.68,85994251.65,52429331.06,30190750.98,39554462.74,39430760.54,29028806.28,15704408.51,126191338.77,101362737.39,67943966.86,30931331.25,66600647.48,50812292.26,27029128.31,9284856.46,29982196.52,20544122.98,10311155.81,5380359.57,29613281.67,25825032.45,14728954.46,5629502.94,23773163.84,14866959.27,4747991.97,-649835.08,7359518.36,1283462.57,263532.65,-1381791.98,6062143.29,4141112.22,2700682.19,1224071.59,-987263.62,0.0
