,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1674708643.52,1361054259.88,1169336604.95,480858376.81,2145417733.54,1272977211.86,850061268.68,350531972.72,1942510492.16,1000583906.10,571663593.60,300178124.96,2198672990.55,1269598770.91,808573266.75,269281978.26,1623403551.43,975371560.08,634520339.93,250066817.16,918665642.41,453448066.86,270316364.66,95466207.14,778883891.21,436253362.92,295805496.21,123090362.64,681254605.59,399369714.18,235454678.92,78744895.89,618755323.39,501571709.88,171159849.79,85330693.60,302492650.63,175288001.88,97395014.51,26899439.92,181121806.32,112254246.38,82779041.29,25224538.59,215577775.57,122190446.74,78407307.29,17748143.30,172819751.63,102595727.79,70966700.33,15114454.31,174449625.21,93058817.88,158341700.41,159866026.66,0.0
2,营业收入,1674708643.52,1361054259.88,1169336604.95,480858376.81,2145417733.54,1272977211.86,850061268.68,350531972.72,1942510492.16,1000583906.10,571663593.60,300178124.96,2198672990.55,1269598770.91,808573266.75,269281978.26,1623403551.43,975371560.08,634520339.93,250066817.16,918665642.41,453448066.86,270316364.66,95466207.14,778883891.21,436253362.92,295805496.21,123090362.64,681254605.59,399369714.18,235454678.92,78744895.89,618755323.39,458766581.68,171159849.79,85330693.60,302492650.63,175288001.88,97395014.51,26899439.92,181121806.32,112254246.38,82779041.29,25224538.59,215577775.57,122190446.74,78407307.29,17748143.30,172819751.63,102595727.79,70966700.33,15114454.31,174449625.21,93058817.88,158341700.41,159866026.66,0.0
3,二、营业总成本,1758954664.73,1463095180.21,1271455764.23,574289010.81,2937976132.17,1598094927.38,1087209573.11,406199311.57,2311962226.24,1046270460.59,586519610.01,302958616.68,2036320953.02,1133730537.22,729870299.71,244113604.51,1528839268.01,924177408.86,607452054.20,239413472.67,939822111.26,481998913.21,298586513.25,112595001.20,789623209.17,441066034.61,282298814.59,114472094.82,662339550.53,370599191.29,222600006.76,81713515.00,547448745.82,434808362.75,142417215.22,71569844.54,252008368.16,141877020.74,75686940.13,20161615.41,141665536.03,87219186.10,66400759.14,19507296.17,171839287.90,97752343.10,60073722.66,13926503.61,135265863.47,79195483.78,53553134.52,10263957.19,139563802.91,79454938.50,132536294.32,122660929.35,0.0
4,营业成本,1444892551.41,1184100767.69,1017323183.75,433110911.44,2114025501.79,1176029308.65,792024295.91,302559541.68,1729361237.54,799243126.95,442856497.77,232317526.13,1647661256.53,921803469.87,593645280.25,187555038.34,1223912937.75,739909247.13,489967133.87,195799036.23,731967302.49,358006195.03,217328304.85,80577291.97,619306164.04,346660239.52,229130557.47,92756446.32,499809021.25,295272054.97,170372767.19,57734314.51,450095762.57,335908006.78,129220769.90,67086375.59,226629274.75,129556484.06,69230375.87,17622668.35,129681699.64,77237876.16,59574926.23,16953026.78,159257618.16,91582322.99,56279999.64,11866387.52,117187646.45,69541630.82,48529575.47,10149174.10,113247805.51,62068101.74,108075095.23,97399237.59,0.0
5,营业税金及附加,20755815.36,17744676.50,15563840.11,7190940.65,32413933.71,23833529.74,17794204.04,9633575.21,30250764.84,19915441.67,13959803.83,5745739.63,18121353.40,3260585.09,1920267.94,436297.84,5792748.37,2467105.72,1303922.48,549663.99,4513371.25,3124569.90,2460558.26,279913.71,1641879.74,700741.82,643822.89,56152.82,433701.93,45050.65,45032.34,38859.52,163691.54,163691.54,0,0,346303.22,0,0,0,570207.69,87153.43,86844.00,655.74,1135404.51,317810.67,165447.44,915.75,326341.23,324866.04,323950.29,0,775919.22,122500.75,537828.98,726169.05,0.0
6,销售费用,46946461.42,35677233.81,32792935.98,16862629.48,128410660.26,53177037.96,36072140.05,16277507.30,98857795.19,44218208.93,27009190.67,14554613.09,72962447.17,42469914.32,26603746.43,10760691.53,68825455.71,37585327.82,23511658.56,10072773.76,45467970.20,26961281.81,16426365.30,7209946.87,39999016.07,26531185.19,17386804.00,8414215.29,27367483.69,17835748.48,12243338.87,5533055.98,21105080.61,12473779.74,2344444.12,662285.86,4036373.37,2214322.34,695934.94,259316.14,3792133.67,1868238.01,1516990.51,762473.14,5053610.91,3155862.09,2346292.43,974351.03,4612198.01,3039884.94,956499.77,551752.14,2889027.23,1479420.84,2937802.90,1435480.94,0.0
7,管理费用,119678767.35,110126781.38,98659864.43,53187561.91,154804440.69,88442556.74,151473365.05,61478558.90,316917103.57,172607214.12,102060790.14,44794799.82,239245301.08,130664665.11,82914531.83,43771271.30,184220026.31,108549824.81,64440399.07,27515250.23,139048954.07,84807042.69,53577927.24,24200131.77,114348058.23,69061470.85,38360008.68,18308169.30,129075923.13,61211669.24,40020807.76,19317508.27,68726616.72,44818782.87,9901884.97,4927826.52,19665129.88,11725137.27,7431768.61,4011376.09,11594404.21,7135454.51,4747732.90,2319216.02,12421503.77,6581003.02,4410613.50,2147384.31,9161008.95,6836885.28,4787772.16,2598948.55,20637786.70,10340178.82,17299894.34,18500176.37,0.0
8,财务费用,26614948.42,25781006.58,24666115.36,15038854.12,60183483.72,43423617.87,31140546.50,16998951.31,14314273.92,11352916.16,2788720.70,7615288.13,17752582.80,14770388.94,9030617.95,3441510.76,16203028.34,13756037.18,8509904.83,3301016.82,4637772.05,3838617.43,1892673.59,288847.19,3815461.75,3973908.28,1905798.50,693412.41,-10292133.60,-8710330.49,-5005174.51,-720754.49,-971092.63,6493593.84,-97768.96,-803435.88,-1688881.04,-1446510.80,-1060582.82,-530054.08,-4738936.18,-1454566.23,-1054078.51,-366209.92,-6418576.98,-506994.20,-389663.75,432968.66,2192289.52,1615131.75,822154.32,247862.60,2013264.25,1706040.28,3685672.87,4599865.40,0.0
