,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,14361102820.52,8614932312.66,3411076315.49,24832976037.59,16559542066.67,10510949897.24,4504697223.67,25989387338.80,16451696434.45,10013584405.41,4045046225.83,27174336861.87,17141873896.47,10655488519.09,4453614900.86,28447284180.28,17937872347.30,10560952992.37,4756667008.57,25993724026.86,16345901627.96,9866528871.88,4180693789.46,22650144108.08,15469501846.46,9451068131.72,4319084505.13,22342679925.80,15117062206.11,9778555451.85,4020143891.47,20962049866.56,13816198314.44,8547581915.82,3861823457.94,18257509421.67,11452215400.43,6476498344.40,2944450001.27,15387735746.25,9608442286.98,5693446664.66,2298998519.23,13928032690.73,9777178432.28,6445958162.00,3336650244.96,14625886739.68,9616168697.52,5915118071.35,2384794990.96,12176534954.46,7642879136.14,4537283811.94,2010308670.22,9804876723.77,5958928173.61,3798547203.69,1657164163.93,8170397214.73,5228989689.27,3239412918.98,1348687426.07,6730070940.97,4395234066.35,2747657859.73,1079852816.53,5460616769.44,3593458151.24,2239846635.20,1010965298.14,5033944886.39,2024776230.47,3337859079.68,1069368567.68,1685696518.02,591878086.50,815952275.61,279632537.84,385975621.83,89098740.02,187959296.38,154734949.24,107448248.93,0.0
2,营业收入,14361102820.52,8614932312.66,3411076315.49,24832976037.59,16559542066.67,10510949897.24,4504697223.67,25989387338.80,16451696434.45,10013584405.41,4045046225.83,27174336861.87,17141873896.47,10655488519.09,4453614900.86,28447284180.28,17937872347.30,10560952992.37,4756667008.57,25993724026.86,16345901627.96,9866528871.88,4180693789.46,22650144108.08,15469501846.46,9451068131.72,4319084505.13,22342679925.80,15117062206.11,9778555451.85,4020143891.47,20962049866.56,13816198314.44,8547581915.82,3861823457.94,18257509421.67,11452215400.43,6476498344.40,2944450001.27,15387735746.25,9608442286.98,5693446664.66,2298998519.23,13928032690.73,9777178432.28,6445958162.00,3336650244.96,14625886739.68,9616168697.52,5915118071.35,2384794990.96,12117411661.25,7592434018.00,4506641598.55,1998447310.30,9775186869.27,5915697057.82,3773154560.71,1647698592.17,8148549531.61,5208513782.69,3224084459.40,1341935165.01,6693741197.88,4374227740.39,2730203968.92,1075562395.75,5439668357.60,3576517469.21,2228207447.00,1007369496.52,5012532073.09,2012902124.48,3315703717.56,1056066366.54,1668432953.75,586715292.45,806212273.82,278448499.76,385161196.52,88380085.57,185596192.52,152774521.62,104873625.15,0.0
3,二、营业总成本,15583277392.61,9429928658.82,4030265214.56,29315062582.14,17455634328.02,11198896553.81,4912302941.27,26514393498.09,17152617883.61,10450047784.44,4523277516.49,27989531271.32,17927120358.08,11547462583.83,4908082922.11,28929419873.17,18655470720.88,10993260743.88,5102915118.74,25869843463.09,16394887817.74,9862488316.81,4289106637.82,22710519778.38,15636575233.92,9557552421.67,4444374483.38,22365820951.97,15356732857.97,9906498776.06,4072174962.04,20827739253.40,13649396367.68,8405232124.04,3816729038.52,18282168513.18,11428460933.21,6500877789.81,3008484570.39,15334976643.87,9528011407.62,5703598946.56,2385672134.21,13609299090.47,9469884409.19,6278633047.22,3270879439.20,14180370880.13,9402287204.76,5817379497.75,2358316345.64,11940632580.96,7486967472.06,4466539766.95,1994295644.04,9674077609.90,5863370096.64,3719826146.29,1635031517.68,7951787711.72,5116760053.99,3154944313.26,1340316135.14,6563686130.86,4288748029.58,2657759756.49,1068778311.40,5237836585.97,3388417817.53,2066389277.02,980201485.10,4616952273.71,1848274622.46,3033080209.61,953071668.39,1476017060.30,507094169.72,710919231.36,235266257.74,321800942.78,0,139790058.46,120054522.91,24034078.53,0.0
4,营业成本,11321128518.99,6627931455.18,2598296054.54,19726782878.61,12759971322.11,8131050060.23,3643256815.29,20449533777.22,13255763636.26,8028474813.94,3428036069.73,22318747566.76,14104436108.51,8932981902.06,3670086157.40,22930738937.57,14758566412.14,8399417978.96,3813201178.19,20829692216.26,13204437871.68,7817419256.64,3357870663.81,18384299926.57,12940662069.92,7832712624.04,3630077898.46,18731408443.90,12871320554.63,8272373472.45,3331362660.36,17704877141.46,11618062582.30,7076038567.36,3191287343.56,15412114157.13,9682539729.44,5360332500.18,2500308581.43,12921071617.22,8041379096.98,4683584649.43,1906350803.99,11257494955.70,7983040683.74,5312797469.19,2765568681.01,12275220946.76,8135753414.29,5017249767.59,2032214097.99,10415846264.55,6578201673.18,3867337820.76,1718218897.99,8400324316.42,5119564825.14,3243138288.84,1421408111.13,7027322834.19,4518268530.47,2767340191.21,1165937520.99,5756893365.70,3811994267.11,2345055479.52,938910616.09,4597667448.82,3012773345.10,1833664341.00,883003603.63,4111353116.21,1660893424.29,2696492420.09,824473436.77,1257542901.80,426514637.62,602923515.16,199137601.63,282867138.32,0,126884247.63,107345290.70,15999212.85,0.0
5,营业税金及附加,98336096.51,64775470.86,32748111.88,160720047.58,85473699.95,63280956.18,24410420.56,186356820.76,108237892.23,76424459.98,37061643.39,141794088.03,71540255.33,53735341.02,32104232.92,166126555.94,78703856.30,57439168.28,21109117.39,107847318.32,67714329.71,47697159.95,14623286.59,124404871.39,60671979.32,40842662.62,10602339.90,161834057.47,109579121.36,84071469.72,35138693.64,157979048.83,108833409.12,77988341.91,39016760.40,153822272.29,89402838.61,60504999.27,26872120.64,147680397.59,90204947.94,58935994.37,23113843.75,145630951.77,96827273.79,62091178.00,31096817.80,136755145.82,80224741.11,49285090.88,20167249.71,95476136.49,53951663.14,35879682.63,15944460.93,76194418.41,39646008.36,27481496.66,12382724.33,61399201.14,33756706.73,20869530.25,7023189.50,65663063.11,35941194.63,28579168.31,6034615.16,46558651.34,30060277.20,21108570.52,8211010.27,46142926.47,19032309.28,32713895.19,13572176.27,21409824.64,7274046.29,11621787.78,4030154.09,3209102.72,0,2220493.33,1053218.63,961308.78,0.0
6,销售费用,1469988854.14,975181750.48,471441414.64,2136479026.43,1524103759.01,1021883576.67,535984134.68,2054769196.60,1469669393.91,909992326.06,430536484.14,2083086329.17,1471665357.88,952573943.36,504638687.55,1964452807.79,1405252514.49,905407468.36,496794893.87,1702955135.50,1121922501.13,707446631.64,319691219.13,1562982334.82,1073927979.09,677304927.14,365248832.95,1269188619.91,929553891.23,577079148.78,283496858.57,1209024891.65,811130289.76,539894529.25,264200677.22,1080903912.31,743783807.91,481179755.26,222110109.29,889763005.30,635370620.40,424125799.75,196023082.78,842981431.46,596918954.83,391856885.22,226087907.55,705682642.50,478392992.63,292563594.10,122041135.95,562698218.87,397411712.11,257420761.68,118015229.28,495487742.00,327200593.27,192282543.78,87786189.34,418041851.32,275278046.35,178860666.02,80687307.65,363994495.26,250440304.72,162386659.43,74936220.89,286464795.62,192977882.72,116586345.61,44062569.94,219127318.54,83873235.47,137557861.22,48432779.51,82747325.65,31512625.92,37239180.71,17595385.36,11417631.60,0,2553876.91,3178745.63,0,0.0
7,管理费用,1195098764.89,785638795.01,396393840.31,1659737661.96,1204729299.84,1110280788.22,541233816.12,2289180310.37,1559450615.14,972739571.91,486741057.68,2360904647.37,1681180464.69,1179961539.28,523518885.43,2428925970.20,1548882971.35,999881116.08,479449974.64,1819071593.99,1149112193.18,747912661.06,358708415.48,1545163399.16,1005768884.29,627807958.29,270030254.66,1341931716.00,856139716.19,556953752.28,268734677.81,1241590134.07,810000831.37,521093304.82,249281821.12,1101840590.63,690487960.33,454369148.57,221445747.38,995408438.91,618383077.13,431046440.63,206922772.73,958355656.99,569590021.61,372489138.36,192481068.38,758405550.95,496591699.78,345449132.44,166120308.03,720902914.13,361673203.84,244539772.28,118746744.62,576657782.93,289497168.61,203818611.76,90858034.17,379145232.25,242643845.77,160545634.33,73987750.54,348211917.16,169218467.89,109870691.63,43678859.36,287833214.29,137793336.73,85817851.53,41241465.47,225173586.43,76300467.68,139283845.70,58218672.44,99693966.83,35151876.73,64311886.20,22664510.22,25223263.96,0,10063270.41,8034031.88,6383685.84,0.0
8,财务费用,909696930.81,602344507.26,346433563.47,1172325085.62,1072510706.35,616379035.48,159601773.87,783171371.63,580643817.49,310331768.54,140832395.35,631304120.11,456378583.02,277376235.75,186433998.05,960733804.39,740007913.30,508012425.95,287655575.04,1133948001.75,775532182.32,493411650.26,236983763.09,879399057.27,524697857.02,345075291.23,167646414.24,690330615.07,542420096.71,368572054.51,156821040.57,372220541.42,274334851.52,161776799.58,74937651.84,283893536.42,198775710.84,122387214.92,41329498.92,187266337.64,130817178.75,94387607.26,52833002.83,261157149.63,208333302.79,124325526.06,55095559.13,201633976.90,181489753.64,82384589.23,17200661.58,145709046.92,95729219.79,61361729.60,23370311.22,125413350.14,87461501.26,53105205.25,22596458.71,65878592.82,46812924.67,27328291.45,12680366.46,28923289.63,21153795.23,11867757.60,5217999.90,19312475.90,14812975.78,9212168.36,3682835.79,15155326.06,8175185.74,22847669.91,9285796.47,13062251.21,6640983.16,-5177138.49,-8161393.56,-916193.82,0,-1931829.82,443236.07,689871.06,0.0
