,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100630,20091231,20090630,20081231,20080630,20071231,20070630,20061231,20060630,20051231,20050630,20041231,20040630,20031231,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业收入,3892726162.56,2674601165.57,1493791219.11,4161925425.29,2518778803.70,1535638229.51,824112647.09,4144240488.37,3201724505.39,2046435181.21,977746103.49,4645225993.82,3327874588.56,1828567461.51,1027793756.10,6830161925.32,5071701080.63,3969982512.87,1392586592.68,3240982527.87,2106229166.75,1088319090.74,544474469.71,1598708590.09,1218019080.47,772266337.31,459679916.64,1398348948.06,988537552.78,657548723.96,320529947.63,1297892394.75,1089147173.13,921942200.48,475535754.20,1807478101.28,680379746.15,1872836487.96,767199778.61,883385039.49,590959573.89,2234228158.34,1022519720.09,386676067.02,145348804.15,76861121.85,40818428.00,320402197.07,191726330.30,234854312.82,133540668.55,172090984.37,145169542.04,0.0
2,手续费及佣金净收入,1432216403.11,958599465.31,432497371.79,1778677006.19,1247288119.31,844774445.60,406221437.88,2202193687.57,1737741932.12,1163645832.58,564988490.68,2801936935.76,2145447773.59,1384539846.16,739120220.10,3821609158.46,2910641899.02,1946279161.55,679882609.41,1678372503.40,1060209625.53,638315680.84,334116467.33,974807528.32,698029680.88,432722285.68,232492569.07,805187974.43,551084682.07,357098467.38,187161360.84,1174075044.49,988116922.76,777509686.42,405143647.43,1451095392.19,562413527.84,1602621326.55,649578347.12,894574956.48,522801125.31,1644576852.58,843911549.01,316291881.55,127772803.61,103975509.99,44313557.86,188395605.51,96579667.62,117706130.62,54170861.32,121762301.18,104073735.71,0.0
3,代理买卖证券业务净收入,811224588.16,554400338.46,256024858.58,806582566.11,632798441.18,440207564.85,220652733.63,1009009181.27,778639282.54,502233406.38,227683595.70,1300163518.11,961262044.79,651664179.47,325712401.29,2646254123.37,2090867419.16,1476857142.75,472013930.05,1047928710.47,620968663.94,341824313.95,193580944.18,824330073.55,600111553.79,365128304.06,187910014.25,581091553.46,446738967.19,308666414.03,157433130.76,796945758.20,649850591.46,460398443.18,244894207.49,1167450665.52,479120018.04,1458945208.35,640533347.12,854452033.20,519301125.31,1577089353.63,0,0,0,0,0,0,0,0,0,0,0,0.0
4,证券承销业务净收入,375225470.79,237275619.35,104726451.37,626624544.78,354099609.44,226371190.24,85450063.98,759769998.60,623106568.48,448402878.92,176267656.98,896960983.55,723263529.55,515704337.65,303084128.76,757556414.50,498919537.08,271486463.56,129553012.03,468393502.38,370606165.03,254174247.24,119639554.52,86345273.99,43175000.00,40225000.00,31115000.00,155402367.20,62722367.20,22655000.00,24110000.00,334702549.95,314092549.95,307222549.95,152967550.00,248087338.00,79691338.00,108898125.00,9045000.00,1522000.00,0,48165500.00,6500000.00,12842000.00,0,1120000.00,1120000.00,2359081.51,1530799.93,1870788.50,566000.00,1343858.80,28000.00,0.0
5,受托客户资产管理业务净收入,127883883.49,85252147.90,26975555.20,159639093.76,128392455.58,87941416.05,53021127.85,211736258.79,142709867.61,196669885.95,101839009.37,220606299.70,153979804.06,127463476.52,80271376.95,206675731.33,204540627.48,114996220.08,47334408.16,109442468.81,58815639.23,39246065.75,20871485.76,33220374.89,18799359.56,10890075.47,5548837.11,11170043.40,4864110.89,2448668.85,931016.02,5243722.99,4213116.00,3011464.95,1669441.80,7125934.67,3602171.80,5876.51,0,0,0,0,0,0,0,0,0,40169569.56,10542298.68,19740412.12,0,1974342.47,0,0.0
6,利息净收入,278993457.80,206312763.25,68196816.38,-587230001.58,-480639584.56,-343223674.68,-229047507.31,-566361341.24,-347599072.62,-221776348.52,-81187420.06,192269897.05,98376029.44,56852159.05,46754185.40,286555551.49,275332008.33,202656328.08,-13082900.98,142354207.83,116353843.46,106399117.66,57062386.23,216398825.80,161938452.94,95418551.36,42801576.96,217013964.31,167895162.84,116773796.69,69724879.76,153320985.78,102887909.32,66226380.74,37381296.70,157421314.94,67080930.65,144932805.26,57070473.24,143309120.58,67824712.09,109936462.85,-31847597.63,-20245788.15,-6933762.66,-10986086.19,-5784912.91,-17580233.61,-9682183.94,-21273108.21,-10725389.78,-22256751.24,-21053516.03,0.0
7,其中:利息收入,1926644518.80,1278183698.19,586168760.39,2142584420.11,0,1083038859.67,0,2074990954.49,0,991770690.72,0,2077173199.16,0,1017198056.76,0,2399648330.19,0,1187714404.97,0,825805711.08,0,283403535.76,0,317590771.68,0,130382799.13,0,273386526.22,0,148605877.19,0,237592856.79,0,104457694.26,0,216874413.38,0,185964588.98,0,220981711.64,0,200468882.09,80892339.42,55038114.16,14971693.05,28522824.51,14522058.72,45953874.51,24675921.57,61754208.21,29316469.05,87763970.52,50095148.53,0.0
8,利息支出,1647651061.00,1071870934.94,517971944.01,2729814421.69,0,1426262534.35,0,2641352295.73,0,1213547039.24,0,1884903302.11,0,960345897.71,0,2113092778.70,0,985058076.89,0,683451503.25,0,177004418.10,0,101191945.88,0,34964247.77,0,56372561.91,0,31832080.50,0,84271871.01,0,38231313.52,0,59453098.44,0,41031783.72,0,77672591.06,0,90532419.24,31922764.30,21208792.32,6933762.66,11859760.77,6658793.49,18481690.65,9910626.99,21920153.41,10800227.44,22256751.24,21061587.40,0.0
9,投资收益,1107883674.09,741684077.57,284249260.43,1979884574.72,1039648541.03,717089715.26,376797205.15,1941513544.71,1283627150.32,808493994.41,396501376.50,1730292974.94,1114322222.28,653186644.05,331468830.23,2383976752.02,1809040680.60,1633405502.54,609274673.84,1332045196.37,726204616.15,310349986.51,159622993.73,431077313.85,354898702.16,255227901.42,170998434.07,224419865.21,168864127.55,82020373.20,-14179773.82,81516790.01,102420452.72,106088373.91,42444939.08,208788476.09,106380603.33,118421828.70,54310176.47,-1116480.52,187555737.42,332996570.54,121065628.45,18748614.68,5634689.50,-51579876.39,-13376296.10,95069824.35,77573400.68,66573424.20,52524033.54,-28742111.17,11749686.30,0.0
10,其中:对联营企业和合营企业的投资收益,44795624.75,25628436.27,17060471.14,17282929.41,5428017.71,24186.65,-5431239.28,43154507.42,19461504.66,14055288.15,-791116.17,19095206.51,14170160.93,8274469.76,415338.06,2643966.52,7976741.32,7576050.33,-85814.32,7202544.72,7283285.11,4717152.85,1793309.95,13000786.16,11297407.18,7227198.76,3992664.66,9395586.41,8139647.07,6099379.47,2990528.18,12326732.27,8556090.03,5996753.05,0,12022260.09,0,10010776.62,0,4490931.13,0,13708094.30,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动损益,102313444.11,270819327.36,553236478.07,-63380791.77,-191911643.43,-251387380.11,-29875165.50,-323689687.13,-20916550.49,-80011639.51,-49740746.51,-495181738.10,-242005329.36,-332013503.04,-104173240.08,306628570.68,59130892.97,186095602.11,112728644.35,73847954.88,200540125.85,31161651.71,-8125776.54,-26437810.88,2029714.37,-12077852.41,13300215.73,151397652.69,100364186.52,101350191.17,77715079.92,-111049921.13,-112206232.22,-35829098.13,-9386764.02,-11661669.28,-55556523.90,4888441.36,6193230.76,-152034231.39,-185794461.45,147543484.72,0,0,0,0,0,0,0,0,0,0,0,0.0
12,汇兑损益,2581294.32,-846852.50,-65448.86,3642684.48,4248145.25,4597836.01,3066053.54,1083663.51,-1222585.88,-544776.29,23519.60,2675446.69,-631881.54,-326378.97,-834042.08,1162645.34,727860.09,-15484.45,54097.92,34513.68,108193.34,110949.88,108931.11,-328702.14,-231656.30,-177221.94,-27091.71,-27021.66,55017.47,32389.46,-8105.13,-401068.04,-337924.71,-182061.35,-75318.49,-244554.63,-53365.78,-15510.59,-6248.98,-1471643.91,-1447539.48,-1320245.65,-387101.26,-345477.01,-94274.14,-370175.17,1629.12,-2008.87,-4826.02,2769.17,252.05,1144.32,-2078.90,0.0
13,其他业务收入,960291293.42,492514526.70,155125239.81,1029710829.50,883495216.30,552876580.38,287675623.33,868317274.21,538810268.53,366799755.13,147160883.28,413232477.48,212365774.15,66328694.26,15457802.53,30229247.33,16827739.62,1561403.04,3729468.14,14328151.71,2812762.42,1981704.14,1689467.85,3191435.14,1354186.42,1152673.20,114212.52,356513.08,274376.33,273506.06,116506.06,430563.64,8266045.26,8128918.89,27953.50,2079141.97,114574.01,1987596.68,53800.00,123318.25,20000.00,495033.30,8960068.77,18151725.96,3997654.79,8172599.68,2016271.89,9466592.22,2812793.44,10737934.03,8329280.03,13562430.76,314637.80,0.0
