,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,927057701.90,543782936.23,378595447.62,11038462006.36,7474044919.20,5413260587.73,2370329039.82,8217525993.30,5183691487.44,3972479391.57,2079596681.95,10663873986.38,7228921766.11,5075003750.36,2324008442.95,8845208939.40,6225598984.87,4770871229.87,2295288911.66,4741797373.56,2001370237.91,817174070.69,496934626.28,1407996173.17,462671641.28,410259655.43,130200854.76,1473797134.96,1129832368.69,383820889.35,128926689.67,1580880716.79,946829569.90,257316680.49,212990408.10,126533389.78,79291665.20,30546268.00,15189039.00,193877291.98,151534138.08,129136556.08,42093864.86,493334327.78,232348200.31,180316402.70,79677538.96,485335483.47,325544386.39,210310727.73,103513372.62,285403963.01,198420699.35,127004297.79,71413137.69,343679211.98,292610388.37,183553070.56,122261605.88,249786159.30,152051512.97,107675287.59,66818403.64,176360721.78,108194966.51,71331902.13,10092060.85,193830929.85,139129577.07,96094434.55,29236529.04,197993072.90,78363275.79,86454370.59,3200250.00,4213943.58,33724255.89,67358882.26,54012203.18,197819170.65,35623600.56,80997722.43,46657700.00,44865583.08,45034700.00,50519000.00,21109973.49,62599832.24,0.0
2,营业收入,927057701.90,543782936.23,378595447.62,11038462006.36,7474044919.20,5413260587.73,2370329039.82,8217525993.30,5183691487.44,3972479391.57,2079596681.95,10663873986.38,7228921766.11,5075003750.36,2324008442.95,8845208939.40,6225598984.87,4770871229.87,2295288911.66,4741797373.56,2001370237.91,817174070.69,496934626.28,1407996173.17,462671641.28,410259655.43,130200854.76,1473797134.96,1129832368.69,383820889.35,128926689.67,1580880716.79,946829569.90,257316680.49,212990408.10,126533389.78,79291665.20,30546268.00,15189039.00,193877291.98,151534138.08,129136556.08,42093864.86,493334327.78,232348200.31,180316402.70,79677538.96,485335483.47,325544386.39,210310727.73,103513372.62,285403963.01,198420699.35,127004297.79,71413137.69,343616231.67,292547450.79,183553070.56,122261605.88,249029223.56,152051512.97,107628086.82,66771202.87,176360721.78,97868744.52,68008402.96,11226198.19,193830929.85,136485689.62,94130523.53,29236529.04,197993072.90,78363275.79,83258394.09,0,4213943.58,33724255.89,67358882.26,54012203.18,197753839.84,35623600.56,78878121.07,46657700.00,44865583.08,44543900.00,50519000.00,21109973.49,62537257.52,0.0
3,二、营业总成本,1221469523.52,739196224.95,475010720.68,12258606001.36,7401241712.78,5272515153.12,2211404225.12,7492880171.97,4759838456.95,3685909125.43,1982392288.22,9866548132.88,6596619134.60,4577836403.03,2064460320.38,8394700664.14,5967087165.95,4578024159.99,2169471944.28,4449462752.12,1893463900.78,749912078.23,442719909.02,1271281348.45,471187661.78,441019788.37,203854632.94,1398744886.26,1115200567.27,384720072.50,114504473.26,1478142762.90,860154931.66,211440175.09,185624216.09,118077398.11,73184866.29,35036591.97,21873399.20,200302171.61,158434123.33,136893619.75,39455732.76,481736405.37,230312037.14,178595698.16,78042348.73,480153720.63,318583920.96,205328836.87,102304106.28,277416134.39,188622287.90,120005917.70,69419983.22,326378813.88,276355362.98,170016010.05,115278236.73,233785576.41,140736373.83,97683930.57,63440811.54,169114954.69,108072471.34,82169053.47,17607834.62,172699764.34,127960904.88,92304906.44,35651069.04,171760295.79,56595707.11,55537896.60,1758140.84,10853937.38,36829272.26,71909191.99,52951704.85,171753103.54,0,69089153.22,0,43841334.27,0,0,0,49547485.17,0.0
4,营业成本,790460371.05,458152649.25,327525965.95,10233175709.40,6823558180.66,4878426756.99,2044726821.16,6768427701.44,4288273488.62,3384596113.14,1850031169.59,9227014065.54,6162820654.95,4320430917.11,1947827777.31,8151254463.09,5807169641.68,4467416304.64,2143933499.57,4338682696.81,1838176112.20,724416678.88,431764345.57,1174070974.36,386283193.59,363169591.93,129525640.54,1354129858.72,1095542003.77,382531587.16,128432663.38,1433988658.31,843278809.56,190305372.63,162017295.30,83959581.03,53020994.97,17906501.29,8516351.61,162277048.28,132450152.98,116510728.46,30897688.52,418015654.84,203192944.41,161838085.68,67098528.36,433858385.90,290554552.78,186839195.63,92598501.86,235501504.99,158421772.53,98908493.78,58403295.78,276049036.90,244885998.11,149124170.18,102655982.59,210985514.77,125967618.22,88827776.25,58014940.66,118037160.42,71715959.80,56042221.04,4169379.62,117889577.31,98070054.12,73597375.32,27402263.52,134068710.10,45137787.19,46842924.49,0,4060338.11,21162557.10,59952630.75,47809214.95,156223431.45,0,62192681.39,0,39907217.90,0,0,0,47006849.25,0.0
5,营业税金及附加,11053449.37,7790156.68,3823102.18,28141789.44,20598780.14,15411144.65,6717359.03,39848230.10,27046437.53,17726445.37,8389578.35,51296961.65,28852440.48,19408804.84,10339625.19,4595439.57,2113759.27,1251469.96,1682014.55,7458535.49,2994448.19,2373637.04,1845240.62,5428669.96,2484069.68,2014738.80,5213.91,18478411.31,4226126.02,139014.60,50515.18,37396310.88,26042667.28,19576942.56,17712332.56,8763743.71,6479203.04,2579826.06,1284976.14,12176991.70,8546820.54,6694587.44,2735279.52,22443437.16,3747624.27,1481299.13,1039504.96,5443456.01,1719858.85,962734.66,234386.00,3309215.10,2111235.95,1843443.72,707466.41,11600901.10,6937662.58,5598086.60,4382985.45,2490050.14,1446580.66,951926.84,303037.53,2618375.22,552849.68,271941.11,168946.06,2495001.56,1111208.54,594026.66,99786.81,1971575.93,1065611.26,1571063.13,0,0,219346.29,302.26,0,941288.84,0,384486.95,0,415665.66,0,0,0,933885.10,0.0
6,销售费用,79267798.56,41444604.33,21505208.36,180426049.35,115281604.30,80041300.11,38050622.02,152820494.01,104188765.39,68266339.56,30687625.80,173613004.05,138330345.96,86365820.12,47993576.73,15803033.51,9137714.39,5957227.29,2225157.67,4335851.92,2583202.36,2265222.02,246582.22,611733.84,165935.58,0,0,7986912.04,2230062.00,913613.00,671624.54,9632319.90,3112684.76,1275472.76,717813.94,3770685.17,1965802.18,1334194.18,876923.00,4213122.73,3397527.23,2409388.52,1378036.89,10621301.57,6375751.67,4660372.46,2151128.17,11603690.26,9365704.48,6396661.77,3655189.35,13905658.96,11013495.53,7236371.55,3133656.26,10997973.39,7482780.28,4916582.77,2340641.31,3282547.24,1310025.39,293162.85,171214.13,14284557.31,10685825.00,8249498.51,4150181.17,13675184.02,9204831.21,6411403.18,2990974.97,7458768.63,2320064.17,1547582.48,0,325556.60,12291022.84,1538125.70,487735.53,409151.66,0,478142.58,0,490944.95,0,0,0,688003.49,0.0
7,管理费用,71618872.15,52362846.15,18879158.22,144542117.95,100773992.77,70435889.54,34675890.15,156139274.20,107927880.34,72924235.00,35346428.50,145833717.30,95795528.43,60071449.04,27965150.90,65296625.50,39778904.26,22224816.91,6840551.87,30093759.22,19470776.89,11818649.13,5186617.49,58615308.89,73448152.27,68627224.24,75083962.38,26432294.91,21951643.12,7084698.85,2253578.75,18024214.98,9998412.60,6806078.58,3362948.62,15210275.27,11097349.11,7566563.08,5041078.63,18466753.45,13139211.15,10183667.42,4353804.82,25369695.00,16365623.04,10974813.35,6089709.26,18107505.61,11420378.85,7905771.52,4146705.69,18471215.45,12055797.00,8769142.47,4240483.72,21308172.18,12065567.58,7686227.22,3832479.62,13998918.04,10134339.64,6796951.06,4219621.52,28898370.97,20752440.86,14728300.35,7621594.35,32771712.60,15227897.18,8766086.02,3619050.09,21890800.95,4727702.98,4200166.59,1629452.28,4094579.35,1689263.60,4759770.78,1746141.92,12458009.62,0,4908908.19,0,3314023.38,0,0,0,2078272.27,0.0
8,财务费用,268672073.65,179085559.80,85339994.15,362923698.02,248189599.65,168008806.49,78442450.58,294776185.92,218343584.25,140786877.84,66185189.53,227861160.98,168450628.20,101436840.59,44642803.16,162658835.72,111737223.68,71831579.77,29093233.71,40127467.57,20312800.42,9829896.49,5373793.77,13749362.16,7346753.16,2649994.98,-128884.81,-6301752.29,-4595573.78,-3253469.49,-2710757.34,-15200529.98,-13682340.58,-10355416.00,-3882102.25,-6772915.18,-8580738.74,-3101619.77,257988.35,1252596.24,661202.99,337390.50,160789.30,3863721.93,3097342.20,2100836.94,2013485.52,4405360.77,3914723.43,2843716.47,2387346.84,6228539.89,5019986.89,3248466.18,2935081.05,6422730.31,4983354.43,2690943.28,2066147.76,3028546.22,1877809.92,814113.57,731997.70,5276490.77,4365396.00,2877092.46,1497733.42,5868288.85,4346913.83,2936015.26,1538993.65,6370440.18,3344541.51,1376159.91,128688.56,2227648.06,1467082.43,5628801.75,2908612.45,1721221.97,0,1124934.11,0,-286517.62,0,0,0,-1159524.94,0.0
