,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2296423887.40,1453645432.68,662479952.98,4001232176.38,2981608432.75,1861795784.67,870097977.03,4202957029.72,3187081380.44,1923389925.88,846425756.71,4049764847.82,2929733598.68,1707035063.45,779657726.60,4506356886.03,3351129581.63,2053855296.74,814235816.84,4154733583.22,3139391942.67,1934909700.89,765630719.50,3129893521.86,2270125881.38,1353312666.28,705283941.30,2757637805.04,1945491117.38,1224470933.05,576779902.83,3065480708.70,2058493043.44,1236973140.39,490750602.27,2595293794.93,1926865891.97,1073644754.09,442324841.27,1921832890.74,1252699661.10,690812891.58,286869752.48,2522534368.41,1939835735.54,1022342614.88,493213372.36,1935495507.74,1191106776.35,640097616.09,285559491.07,1788837791.19,1328285288.53,811645890.15,396489698.90,2078236510.92,1529682106.17,798425092.90,354992911.26,1601859345.15,1006909878.42,430471019.90,156579463.02,1098487738.25,813098624.78,415772742.42,575295244.75,426012298.49,0.0
2,营业收入,2296423887.40,1453645432.68,662479952.98,4001232176.38,2981608432.75,1861795784.67,870097977.03,4202957029.72,3187081380.44,1923389925.88,846425756.71,4049764847.82,2929733598.68,1707035063.45,779657726.60,4506356886.03,3351129581.63,2053855296.74,814235816.84,4154733583.22,3139391942.67,1934909700.89,765630719.50,3129893521.86,2270125881.38,1353312666.28,705283941.30,2757637805.04,1945491117.38,1224470933.05,576779902.83,3065480708.70,2058493043.44,1236973140.39,490750602.27,2595293794.93,1926865891.97,1073644754.09,442324841.27,1921832890.74,1252699661.10,690812891.58,286869752.48,2522534368.41,1939835735.54,1022342614.88,493213372.36,1935495507.74,1191106776.35,640097616.09,285559491.07,1773831154.94,1320383317.56,809517598.51,395534471.65,2069879597.39,1525487715.31,795564981.50,353510964.86,1595634074.72,1003515992.08,429510684.87,156226914.99,1095322884.57,811389519.08,414612395.48,573955574.64,426011298.49,0.0
3,二、营业总成本,2594306773.02,1629190962.31,723242106.53,7621944992.39,3048535503.41,1902622656.60,887915708.66,5373203180.53,3461499140.87,2118006298.99,943010218.80,4380269960.93,3089368270.68,1828529345.16,908829916.56,5191708320.27,3463132553.17,2178700168.70,941055709.85,4309897747.95,3150094494.69,1961558923.02,839836687.32,3375907971.30,2319729297.94,1357201842.41,666755781.06,2781203811.48,1967260452.33,1229514093.08,603507158.65,2920013283.46,2011864971.02,1238174216.10,527634105.26,2589484614.77,1885255364.76,1044747636.31,426806940.61,1849885050.14,1227171082.49,689193435.64,296299481.57,2590674847.08,1928031562.69,1047966547.44,511513717.74,1900476036.09,1185632230.45,670057479.31,311551750.60,1824594683.18,1362147527.18,860069729.47,416030580.42,2102030861.78,1545054730.00,845154368.94,368906029.84,1561070297.44,955602946.05,416103442.09,166428523.21,1013728008.00,741020085.76,394409026.52,501246855.90,375699003.77,0.0
4,营业成本,2041889187.93,1290200897.72,570641186.65,3478804709.12,2437032803.13,1513803730.04,673780266.53,3579136168.50,2591939974.41,1534230975.43,706799266.48,3320052557.22,2364655508.96,1372780587.70,671776065.67,3743845637.08,2744351327.83,1684569636.95,712716436.21,3267061171.88,2389537802.49,1474983972.63,608602034.09,2484781900.02,1742117404.37,1000358876.18,522947402.99,2093864030.98,1478526313.36,911674193.72,452385444.27,2351259096.89,1644711675.76,998283244.04,421520098.86,2053592691.68,1486094204.29,765212568.46,344607411.86,1511971870.19,1014684700.75,558056518.16,236296779.95,2174750979.45,1679531397.36,881932859.88,425298854.56,1615164193.67,990194206.47,542662427.07,251069673.30,1557643584.75,1184080846.58,747204719.17,361022458.87,1828697483.69,1356877808.44,728436684.93,321932960.72,1338527669.07,817748111.56,330661469.06,125889284.10,856491946.90,634526676.31,329909035.46,409536353.46,317604590.70,0.0
5,营业税金及附加,24824994.42,17111266.43,7725294.94,41255811.09,23348362.84,17216855.53,8638218.99,53333244.80,32468274.10,22526344.96,10424694.87,37095333.64,13059025.36,7841548.90,3122155.62,21265381.41,12554327.12,6916011.74,3424488.06,21993780.38,11627280.09,8052910.89,5581384.69,14925056.63,11315198.52,7047154.30,2860079.77,16600172.09,10583335.09,8716790.97,4214956.53,17000450.13,6390937.75,4610014.88,1254628.13,12468986.86,10148555.41,7991424.20,1410494.32,6347192.17,3141384.78,2368236.13,206460.35,6332506.92,4099639.55,1783770.09,995783.28,3813380.30,829231.90,214135.12,101975.69,5439576.94,2014616.67,1323939.50,404515.30,3390552.19,224699.70,130072.38,53754.95,339539.07,178240.87,98040.48,39770.44,213715.56,115434.32,130457.67,0,0,0.0
6,销售费用,105401502.38,70089162.27,30833700.08,185939765.96,123285394.63,78894539.89,30846058.18,178523190.66,122182328.98,69881250.39,31696561.31,234018894.33,158712833.03,105569794.96,42689482.19,259187981.92,206100686.07,134943116.88,62720193.84,268167571.90,210109624.99,130493121.07,61075965.10,254361203.23,174172330.73,99350988.77,41949852.08,229866535.54,158305899.05,100670992.17,37646648.41,163125137.68,108331953.41,77377110.94,32252856.91,236322938.66,185895831.83,152989368.44,27644409.03,140631193.37,86933621.82,50722854.36,25786736.80,133376384.37,88013217.75,53073891.33,24636403.24,90216635.66,62362345.91,39938496.94,17518210.64,87429906.29,59125274.40,38423064.80,17646049.62,97747272.17,62849849.58,38437196.17,9965451.91,62247449.10,19971758.78,10971573.61,4742516.43,25090481.85,16975127.08,11165931.83,21966229.65,5176157.15,0.0
7,管理费用,239287346.65,117413826.45,70563671.58,487981825.24,348993338.93,235460074.09,105941362.39,767702633.29,385774347.56,260759487.77,116391108.25,543729939.33,386480809.57,240770705.89,114134175.22,540167084.56,362963482.47,234930742.58,107030313.47,443646797.34,327955775.73,205835938.59,89388824.07,354401630.67,242506376.64,153168912.94,68842611.33,339896762.20,267567436.50,177734212.84,90133873.32,303784789.49,194324415.48,120308617.11,52927751.86,211749994.94,158349550.27,95845619.11,44381213.20,161134842.58,107812832.37,68341916.18,27810741.73,179183370.20,122755532.93,82710861.63,42281415.36,152348571.35,106350247.47,70526885.99,35986783.76,133095801.27,92475090.59,60891552.58,31586826.63,139000124.93,103114061.80,67707461.61,32508958.95,138131419.77,98431186.76,62182959.44,30001001.06,115779757.16,78073701.92,45822565.57,60931955.06,44096220.73,0.0
8,财务费用,58362781.24,42369612.93,17188541.69,149716692.62,109969418.81,90449401.25,69059239.15,368736978.78,305291609.71,205619301.88,79613328.35,118607675.19,139577261.87,75456927.49,77977410.38,147651361.09,134309215.61,114924761.72,55464278.27,268615634.39,220365875.51,151674388.23,75200380.03,222691782.08,143200674.41,91258263.66,30439070.64,85619997.92,49739389.19,28182125.94,19126236.12,73430550.97,58453596.32,37942836.83,19678769.50,63244801.45,44651701.20,22593134.34,8738412.20,22639419.25,16159318.99,11361694.11,6198762.74,40007072.32,34640552.87,29606353.35,18762938.75,40951945.57,24085353.29,14900334.59,6875107.21,40985813.93,24451698.94,12226453.42,5370730.00,33195428.80,21988310.48,10442953.85,4444903.31,21824220.43,19273648.08,12189399.50,5755951.18,16152106.53,11329146.13,7381035.99,8812317.73,8822035.19,0.0
