,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6403114682.63,4807407209.26,3481615917.54,1867546506.44,8001726234.60,6194973227.36,4603322506.51,2115175516.69,6350799795.13,4907297861.24,3482347331.72,1616734221.23,4404461082.31,3270190648.25,2382335239.47,1229488900.41,3770740548.52,3069777800.76,2288135079.16,1202812225.82,7269453451.46,6029257954.08,4541845064.58,2602333180.32,10135371014.82,8175414758.88,5777394929.21,2575724642.86,10484746986.25,8076477466.36,5797271903.39,2823362492.70,14702048927.30,12057317919.57,9248742951.62,4835944131.58,13399072125.01,10223929711.30,6886260322.78,2955098585.01,6956229711.85,5090694468.11,3310735678.95,1560042979.78,6581846560.85,5243906775.79,3633389132.87,1627008175.34,4818102542.91,3403251696.08,2236285993.75,951633523.74,3091441418.58,2244747332.25,1567310763.22,707085763.53,1938950536.21,1402595757.10,951905668.11,374186664.66,1712421048.05,1497025800.88,1142297391.04,579015471.50,2138121287.38,1648137965.21,1167421541.71,447638941.49,1915440144.01,1575923293.40,1133502192.24,413781712.98,1489335482.91,795366280.81,1114853052.19,566686891.47,843982014.38,537611382.95,513111369.00,238560597.36,466751332.86,241036151.72,436416504.58,434288446.08,462586257.44,413532438.86,0.0
2,营业收入,6403114682.63,4807407209.26,3481615917.54,1867546506.44,8001726234.60,6194973227.36,4603322506.51,2115175516.69,6350799795.13,4907297861.24,3482347331.72,1616734221.23,4404461082.31,3270190648.25,2382335239.47,1229488900.41,3770740548.52,3069777800.76,2288135079.16,1202812225.82,7269453451.46,6029257954.08,4541845064.58,2602333180.32,10135371014.82,8175414758.88,5777394929.21,2575724642.86,10484746986.25,8076477466.36,5797271903.39,2823362492.70,14702048927.30,12057317919.57,9248742951.62,4835944131.58,13399072125.01,10223929711.30,6886260322.78,2955098585.01,6956229711.85,5090694468.11,3310735678.95,1560042979.78,6581846560.85,5243906775.79,3633389132.87,1627008175.34,4818102542.91,3403251696.08,2236285993.75,951633523.74,3062604302.93,2231156704.60,1559626783.57,701083869.18,1910676073.20,1380282499.56,933161858.63,371637870.31,1693506576.06,1480568982.66,1132514473.30,574926091.59,2112253616.66,1638456151.65,1157441014.92,442069561.35,1908348940.55,1573857946.24,1131875967.91,412229437.20,1484945247.84,789700501.99,1096270480.27,563373729.24,837633299.46,523454682.69,504323831.51,231276779.55,452017642.39,230397496.60,419365432.45,416066732.09,445112740.45,397463260.05,0.0
3,二、营业总成本,6407466866.67,4830591335.76,3478808965.95,1866451417.96,7986553695.04,6195028991.33,4586040405.11,2106435534.82,6518429396.37,5026203279.93,3513050481.68,1637771815.26,4633085818.71,3471860209.88,2464997692.40,1281087840.38,4776015482.08,3667579906.92,2692790646.47,1310307647.75,7408768196.82,6112326231.19,4576935039.62,2595447513.79,10689178490.58,8302068943.85,5807008293.67,2584473624.95,10542897563.74,8102296273.78,5739705957.13,2800633961.06,14099738258.64,11358317950.56,8560170870.39,4419547866.97,12549743534.15,9545760997.10,6438273809.36,2744394487.17,6586933639.77,4847132447.26,3130540978.67,1484348705.67,6128026572.04,4785431044.48,3288343460.73,1467418250.51,4437340376.81,3134669291.94,2060406478.85,865806569.83,2893621508.78,2098602239.77,1452367698.58,648950299.00,1861649891.69,1335443964.60,897136556.74,367798293.36,1647934074.88,1415524070.87,1065247687.72,535994783.21,2053810034.95,1593122854.13,1130725847.44,434862884.22,1774059704.29,1452291131.56,1040931563.83,381282218.23,1419124788.06,746278746.69,1075522195.51,546734123.78,823860049.89,505959731.81,479812348.80,213916042.21,406892067.92,0,384440821.06,381563023.68,401352886.18,361653798.93,0.0
4,营业成本,5400167096.37,4085673267.92,2972305709.14,1604031446.84,6724546169.36,5265317308.84,3911425668.52,1818434623.95,5295185604.91,4087528689.08,2927963258.74,1374879723.63,3634758628.59,2773522772.38,2012270852.89,1038259774.08,3588153646.67,2906905900.49,2146407958.07,1063927799.28,6193913380.86,5164816453.43,3911750013.89,2260931272.15,8934432622.73,7068134261.23,5033526033.56,2217763015.32,9022931944.16,7000033054.09,5020628840.21,2451341062.55,12626486772.82,10346251525.37,7847355376.02,4118520917.34,11565254570.57,8822584472.69,5945382760.64,2544238443.80,5935205967.38,4370576182.12,2813786193.62,1342722549.95,5400600166.81,4248085015.40,2956770459.91,1324638491.17,3934881674.30,2792364105.23,1847123150.88,772281316.34,2496507493.83,1833842882.16,1272466637.77,569997526.58,1580227982.66,1137556832.32,771232851.72,312522679.69,1392079856.31,1237703958.17,943326837.07,486677435.62,1831249406.51,1421281941.38,1007383804.89,384057813.33,1532841551.84,1243993117.22,881995637.30,318069095.16,1201148970.69,637807520.34,881694640.12,458024796.53,673973597.97,434609325.00,412986719.74,186534699.84,353764973.75,0,331860369.24,330284139.89,345072992.59,305348782.34,0.0
5,营业税金及附加,42131138.34,29899297.16,19612338.21,10488172.46,61265583.69,45832791.64,34646129.84,16328847.98,59489780.79,52066829.67,38702760.23,18884356.07,48506397.32,18262339.98,15071662.94,10620073.25,15948808.76,13611211.29,9565893.50,6148566.24,23544652.42,20494864.08,14998551.33,7805812.38,30361697.58,29107850.19,22813849.51,11827714.65,52270261.72,32576548.97,25466556.09,12490808.08,38109576.40,32990841.27,26059192.97,17080649.55,28044582.33,25374230.95,19992104.06,8632986.57,18335405.38,16548573.43,10629996.61,5588368.62,14852751.68,12088462.06,9384398.78,5488429.09,14855067.16,10809355.56,7398020.96,2495429.59,11195690.22,8027274.24,6102493.04,2721688.18,7252028.88,5594589.57,3253465.26,1650010.23,5422677.37,4371618.91,3405424.54,2025691.00,6632194.14,5842782.87,4133473.07,1923392.37,3739247.80,2996078.98,2028378.95,616638.99,4229511.66,1460328.25,3675203.15,2348192.03,1842749.08,768633.89,2453282.95,1081619.13,1853412.94,0,2157615.09,2841479.70,812778.29,2441733.78,0.0
6,销售费用,384220612.91,285560530.78,189978670.20,92137869.85,405912881.56,293995886.30,207851522.12,98745271.41,314727843.49,233186555.30,170781016.86,82145652.99,262221899.12,186618914.76,118598129.46,62228978.18,302048509.09,221488883.19,148675288.68,74902095.80,372471890.19,299098789.86,211780462.91,107200215.90,557639091.74,365894819.53,230445907.48,114775965.39,411239911.62,326327430.64,217949117.18,114312330.71,481898295.76,357616383.27,279750196.01,118775027.88,367922053.30,294624581.81,193082932.62,92005698.47,253119579.49,188943924.13,135711388.01,61642875.04,305012723.77,237795794.98,141579918.50,67801354.11,211970173.03,145455308.47,85150577.49,37879107.22,136608467.44,95061799.98,68295853.63,34711191.48,94620784.66,68484364.60,39386123.49,17839347.33,73645302.99,55057377.97,37142778.48,15914154.19,78094355.30,59504016.49,40914351.20,18974773.65,96950809.42,84888135.26,67245107.70,27915542.54,70773924.65,31524313.66,51691603.17,23874000.48,33529989.57,17221592.20,10441436.44,3681317.97,8389166.23,0,7807532.67,5630502.09,5666228.92,6694756.80,0.0
7,管理费用,256448200.80,204797877.75,139554752.49,71772041.26,303491624.73,264078426.40,242892215.35,126680288.97,488028397.29,394339647.98,256910464.90,129501277.99,527929958.20,390266472.28,244650070.14,127789685.94,566979729.17,396671460.81,275518489.47,124260311.30,571114521.24,458715528.41,317291340.12,163871105.51,766259654.76,510116326.34,337654552.34,172099763.17,702748446.32,489674494.50,314586268.10,149185082.75,590026483.59,398999033.36,252725722.36,127007937.43,452146204.27,303285853.21,190764268.36,89425642.98,343579302.30,237124774.57,150533631.21,69973515.88,283362416.59,216088742.81,134379081.41,59496599.49,219483356.03,149537828.61,96385039.20,46676192.05,224798005.10,144165279.88,95581196.82,37623831.40,156745357.74,106551280.10,70712639.53,32757490.96,160312993.12,104912915.40,73260572.46,27782485.91,120842063.98,92367826.25,68121593.34,24157352.57,107366020.64,87676787.71,64448553.81,21464977.38,113452947.98,55631488.90,128620227.59,46653655.84,81860425.47,37927017.88,39330189.95,16907927.55,30846189.87,0,24383422.43,24993721.41,31721544.01,29241380.03,0.0
8,财务费用,94387370.80,54711214.52,48907286.19,40831708.62,70980906.82,35065186.30,38119756.42,46246502.51,151837019.84,110612504.49,73928485.00,32360804.58,91126094.13,80678322.28,51895588.77,42189328.93,132565614.05,103245029.98,86965595.59,41219055.13,195354359.93,155706203.56,107617279.52,55644400.85,306248949.53,247923048.36,152470318.14,68407973.10,307942104.04,236779927.12,144170357.09,73576103.20,284226113.70,176355513.99,108175729.73,38163334.77,66442414.21,35621261.23,24781146.47,10361715.35,25448228.44,19484501.12,10997649.01,3498227.61,90085157.90,65467243.41,40323816.31,9993376.65,42540418.32,26108219.89,13955216.14,6474524.63,24511852.19,17505003.51,9921517.32,3896061.36,22803737.75,17256898.01,12551476.74,3028765.15,16473245.09,13478200.42,8112075.17,3595016.49,16992015.02,14126287.14,10172624.94,5749552.30,33162074.59,32737012.39,25213886.07,13215964.16,29519433.08,19855095.54,23276533.04,15833478.90,25272623.90,15433162.84,14600719.72,5710477.72,12038325.13,0,18231881.63,17813180.59,18079342.37,17927145.98,0.0
