,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010930,20010630,20001231,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5741067979.61,4378009204.58,3082343749.05,1580677007.88,5847731734.98,4352109426.82,2965301675.35,1557813521.94,4984304965.53,4121419347.39,2772958408.33,1389423388.63,4677555207.54,3475062985.76,2393407212.47,1154798599.32,4557693236.93,3637697130.37,2580636670.95,1288927602.41,5452588876.36,4242860444.97,2873702983.78,1527358868.70,5459539335.97,4176662735.39,2833512550.95,1464834117.48,4911707818.37,3777408012.00,2721897907.69,1300728636.98,5417539185.91,4264818734.70,2972049011.11,1470583676.82,5281593366.01,3893262844.16,2587615730.40,1229439767.66,4177145464.65,3107237326.47,1918868502.17,880717910.22,5359703961.72,4551084076.08,3030334151.17,1477647045.12,4838184288.38,3596854907.87,2312610612.50,1077740531.52,4200486349.39,3169498042.56,2180088316.50,1028866380.33,4606794983.99,3639434258.70,2438233131.92,1129668725.82,4076274698.65,2921274887.57,1962187994.16,1042479895.26,2628056914.28,1858225449.03,1144483262.91,490050068.37,1737381810.80,1313845101.29,844462430.74,352704208.82,1468991976.66,1332597436.07,672697090.92,1625915050.91,1591484623.04,1605183561.40,1280584574.77,0.0
2,营业收入,5741067979.61,4378009204.58,3082343749.05,1580677007.88,5847731734.98,4352109426.82,2965301675.35,1557813521.94,4984304965.53,4121419347.39,2772958408.33,1389423388.63,4677555207.54,3475062985.76,2393407212.47,1154798599.32,4557693236.93,3637697130.37,2580636670.95,1288927602.41,5452588876.36,4242860444.97,2873702983.78,1527358868.70,5459539335.97,4176662735.39,2833512550.95,1464834117.48,4911707818.37,3777408012.00,2721897907.69,1300728636.98,5417539185.91,4264818734.70,2972049011.11,1470583676.82,5281593366.01,3893262844.16,2587615730.40,1229439767.66,4177145464.65,3107237326.47,1918868502.17,880717910.22,5359703961.72,4551084076.08,3030334151.17,1477647045.12,4838184288.38,3596854907.87,2312610612.50,1077740531.52,4188628775.93,3159350271.57,2174734115.21,1027647259.28,4603281410.07,3635771008.14,2435654189.82,1129246325.78,4070264526.33,2915051299.01,1958135900.63,1040754208.85,2621557091.88,1853956422.91,1143474412.38,490027885.03,1732712948.16,1310381588.20,842261409.13,352310381.11,1466607696.62,1330738461.67,671707701.71,1623325756.87,1591940986.49,1605183561.40,1280584574.77,0.0
3,二、营业总成本,5470224488.55,4219646872.42,2962385669.44,1540399777.01,6123095347.52,4484113331.23,3039787101.08,1579796901.25,6249587775.76,4045217126.64,2702823240.78,1352869304.25,4581150284.87,3329383813.09,2279793674.29,1099566829.35,4461869622.93,3516245515.38,2477524690.70,1215449265.10,5400040327.45,4210357540.79,2848202761.91,1518443703.49,5445175317.18,4159328427.42,2821695379.43,1458225619.17,4880772210.73,3754203672.40,2705656485.02,1291634029.45,5379091652.61,4238123394.52,2958430851.01,1464153925.31,5253498513.95,3876716366.98,2577111419.68,1226004509.24,4143872496.20,3088896981.80,1907457797.26,876736218.52,5321510955.12,4521730365.04,3011991397.81,1471527379.24,4797210597.75,3573086129.05,2296829052.75,1071106398.96,4180446295.03,3149901455.38,2165871414.37,1022160997.37,4573462054.19,3611894101.30,2417182273.99,1122258860.84,4005306658.84,2891997263.60,1935613209.12,1025276089.29,2611236675.51,1838219578.96,1127787564.82,486297250.36,1671081468.04,1249641897.21,799588766.51,334796647.76,1349783004.75,1215424596.38,606889035.95,1501947711.37,1439348698.35,1499019274.77,1117293744.44,0.0
4,营业成本,4790029512.20,3879715465.70,2745282036.57,1441688197.67,4998232415.25,3962366907.89,2685880160.33,1418502319.78,4287975763.49,3489438257.40,2343962531.19,1176372937.06,3688401536.45,2816922559.60,1939842843.06,941073816.56,3539734705.44,2967707777.76,2075315914.84,1029655401.26,4482211678.01,3695795434.25,2499783566.15,1325667154.84,4752843857.19,3633479108.62,2466967442.23,1283881052.51,4300400283.20,3242403376.79,2352213933.66,1110927378.73,4776230529.23,3862661984.13,2708718630.62,1346865715.68,4875086075.00,3611259691.70,2407346543.47,1134302386.76,3833847923.70,2863003403.46,1760650909.90,806280772.79,4953125383.41,4256919024.33,2835397967.11,1384187301.90,4495798642.89,3343083887.72,2149502112.16,1007932589.25,3844872791.72,2890681464.53,1987626084.61,937896669.12,4250234766.77,3386040404.89,2272855759.54,1054824268.32,3717791108.35,2654985637.05,1763586550.03,934913497.38,2369305560.21,1659782899.60,1015635193.86,439353278.08,1541098328.25,1169615897.59,758786984.22,323744692.17,1278951604.41,1144831617.95,576751723.29,1432128520.11,1339443457.22,1373379146.03,1075754185.71,0.0
5,营业税金及附加,66133340.54,50369182.01,35090395.21,16074916.72,67146225.84,49408300.44,37129567.47,19733289.45,63302856.39,54537530.82,36512754.28,18009301.84,60429335.45,21932861.99,16058274.35,7751476.74,25623372.27,20330282.61,14440559.33,7129426.67,18266787.40,13377919.35,9661806.11,6975840.52,26388807.07,20566833.92,13628378.49,5938644.55,14065375.12,9497212.50,5658932.73,655724.83,9321873.68,7080269.78,3726474.22,1286336.56,12330748.06,8766087.65,4297157.94,265135.91,10200956.59,6209290.06,3613888.20,1329648.45,27718543.31,23893780.66,16119293.82,6545883.36,21742604.93,17947566.70,10813490.42,5273411.66,19363350.45,15225047.98,10450972.09,3488663.94,18134528.60,6431475.33,3697227.88,1406173.85,14232583.28,9591842.37,5655426.08,4759952.74,10634910.18,7424702.84,3578650.31,2183799.23,8579920.93,6510960.57,3780993.92,1181974.86,3454980.23,4027648.10,427767.58,4195073.57,2177486.60,5377250.45,4403336.74,0.0
6,销售费用,84158480.92,66351141.95,46524068.75,24300047.14,81181045.03,57958387.55,38844267.25,19795809.31,89546298.85,66825724.28,47379484.95,25101456.95,86780464.44,62965756.89,40275522.13,18782227.65,79279709.95,58389152.27,39438527.19,18115731.89,74153629.93,54774890.82,36644206.93,19162356.39,71103623.95,52289921.61,35382367.81,17798529.84,67219712.23,50880046.96,34991925.67,16931122.93,64959756.80,48775413.50,33551784.92,16269206.41,79653048.70,58152086.63,39273526.82,18801673.92,73406952.98,52031453.37,31432227.21,14199780.92,115100732.51,94376835.14,63005761.60,32198353.94,106526223.10,76701934.73,50519556.16,22035437.99,129007374.19,102103008.01,72309940.63,33561722.34,111285880.15,82893348.84,51840481.33,23236758.45,77147020.17,56769257.40,40804114.98,22279092.14,65798942.12,48744095.49,30659319.66,10669147.20,20837274.90,12260049.43,3175310.34,1468713.13,14286873.15,15674760.42,5311841.09,13889141.86,11522643.45,9603135.13,7802285.12,0.0
7,管理费用,163385665.87,137781064.70,92374072.49,42227370.15,214394469.76,107903764.13,69082052.40,41259774.38,351331240.36,133141288.58,89546973.91,43059299.68,363061499.92,169835833.88,114309486.24,54573396.96,383442653.92,158078896.85,105408896.38,54126155.39,378036801.09,144173110.73,96072875.22,50879452.24,191578314.23,145308537.09,95101522.32,47948838.36,163329329.50,155127617.29,100456446.66,47190181.92,126702317.60,96301922.08,64115080.13,31999392.27,106168432.97,82245990.31,54803714.63,27377501.10,101121559.99,71556718.28,47508955.36,22975469.17,89248271.04,65882404.52,43768005.44,22250217.41,67444123.56,54497359.42,34317448.40,13813413.81,89835539.95,68788107.17,45442930.30,22234200.89,83070002.59,66108991.52,42052186.27,20121192.56,82787662.26,67669202.57,51723098.28,28641388.19,64413130.38,53991001.55,31934847.34,14391340.39,30782976.22,17953661.61,10220281.92,4975907.39,15028324.25,15291421.05,7314122.43,15893258.32,37441908.38,45087185.21,22594755.57,0.0
8,财务费用,64581350.81,47086149.51,32791410.96,15339627.57,294954751.96,289908500.46,192283582.87,80505708.33,405087056.35,298465862.36,182613033.25,90326308.72,353940367.12,247819248.12,159399995.90,77385911.44,373658570.74,288804816.10,219986203.17,106422549.89,444921967.08,299850667.69,203654789.55,115758899.50,371115726.48,294933254.45,197864896.85,102658553.91,320997587.47,286650346.86,202690174.30,115929621.04,373485672.00,217696897.93,142711974.02,67733274.39,168032825.60,116292510.69,71390476.82,45257811.55,126901439.79,96096116.63,64251816.59,31950547.19,124002089.71,80758320.39,53800369.84,26345622.63,100258775.66,78817473.92,49638539.05,22051546.25,97367238.72,73103827.69,50041486.74,24979741.08,110736876.08,70419880.72,46736618.97,22670467.66,113348284.78,102981324.21,73844019.75,34682158.84,101084132.62,68276879.48,45979553.65,19699685.46,69782967.74,43301328.01,23625196.11,3425360.21,38061222.71,35599148.86,17083581.56,36186717.51,48235974.32,62878238.73,11090579.62,0.0
