,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,9043440069.26,7169113748.71,4716299116.10,2318008933.82,9514343398.70,7162326654.24,4752438026.71,2188549081.25,8775100779.83,6507737364.35,3633065919.44,1803309565.81,8564983415.46,7091000028.62,4969473344.36,2283396340.79,10310748738.66,4288923227.38,2969937302.35,1344065361.37,5703384436.94,4173289138.75,2497993039.14,1095725264.94,4944102874.45,3796715964.35,2430076438.78,1207799963.14,5198176138.75,3783393571.76,2329784733.23,991186456.79,3837630896.12,3174238487.91,2354790097.41,975850632.54,4218641075.27,3306191975.77,1984241217.70,954667769.47,3076098969.64,2189181859.99,1353669821.78,592400658.21,2733484694.94,2127383772.67,1410337520.04,663809368.18,3361781273.00,2475033330.96,1601778418.50,732897147.35,3249393842.24,2353528103.50,1496901517.62,709536529.26,2576005225.43,1853700180.59,1098953419.55,477725317.44,713382014.26,491491213.65,290852854.25,91235697.14,677302470.52,518147805.80,303236893.15,138377056.07,634781783.99,469507015.31,316578394.89,141595151.46,639688554.71,260782243.43,647285531.29,355732343.09,625009433.12,558444309.79,467932967.39,0.0
2,营业收入,9043440069.26,7169113748.71,4716299116.10,2318008933.82,9514343398.70,7162326654.24,4752438026.71,2188549081.25,8775100779.83,6507737364.35,3633065919.44,1803309565.81,8564983415.46,7091000028.62,4969473344.36,2283396340.79,10310748738.66,4288923227.38,2969937302.35,1344065361.37,5703384436.94,4173289138.75,2497993039.14,1095725264.94,4944102874.45,3796715964.35,2430076438.78,1207799963.14,5198176138.75,3783393571.76,2329784733.23,991186456.79,3837630896.12,3174238487.91,2354790097.41,975850632.54,4218641075.27,3306191975.77,1984241217.70,954667769.47,3076098969.64,2189181859.99,1353669821.78,592400658.21,2733484694.94,2127383772.67,1410337520.04,663809368.18,3361781273.00,2475033330.96,1601778418.50,732897147.35,3246314211.12,2351676004.72,1495635236.80,708963594.81,2572656750.43,1851866926.31,1098182493.94,477612936.80,713382014.26,491491213.65,290852854.25,91235697.14,677302470.52,518141805.80,303230893.15,138371056.07,634761775.18,469507015.31,316578394.89,141595151.46,639648361.60,260781866.60,647183609.19,355688293.96,624920525.02,558581440.33,467925578.81,0.0
3,二、营业总成本,6249546838.12,4585421699.91,3088864671.22,1483975117.76,6379560624.97,4490201053.60,2998826036.19,1281003721.42,5628525855.64,4079327693.85,2608988830.44,1392525620.19,5396524040.33,3959042577.84,2605561828.42,1355420506.62,6398497699.08,2970315930.31,2035571854.70,984888352.53,4571229082.60,3211630366.00,2119796444.21,1090880913.25,4594011102.71,3343830553.90,2151807841.49,1075902830.60,4844318637.65,3506968445.88,2425458374.50,1211173702.22,3652652469.67,2754707503.41,1875578095.05,835766950.51,3393117595.25,2682391904.59,1765457445.50,890193971.16,2673022603.86,1830194072.40,1111682987.15,546621303.99,2592691643.86,2022080476.11,1397672839.69,718636761.24,2910724196.30,2106590782.89,1487495410.95,679228468.23,2799104609.21,1963906654.54,1343110230.94,698716174.84,2253191459.51,1632710315.09,1044850469.74,483878394.08,453945224.14,264161801.41,159507340.83,85370341.82,338810974.78,253063103.81,155825715.36,79979061.23,326444946.73,229281631.30,150987195.26,68973391.67,341767659.81,153802755.76,302601904.56,133758116.47,288166597.34,256604051.54,233949798.21,0.0
4,营业成本,4597296656.57,3384629210.96,2270690147.63,1125820714.78,4632454317.51,3265253175.31,2182593239.69,923329059.51,3944831596.26,2966407328.22,1918475804.67,1028755082.00,3869523702.94,2829835991.73,1853003525.56,955240736.51,4261253531.04,2179819739.72,1498955182.07,719801632.82,3384743011.86,2363148197.20,1558260621.19,810947454.81,3439598261.14,2510017750.75,1588319585.04,816588857.33,3683765213.34,2674133348.92,1873569257.79,946046971.47,2721934494.24,2090260733.89,1433405053.01,633673683.92,2661620098.20,2182117385.88,1481321226.03,767726868.33,2036002814.80,1361182484.22,796053485.66,384758799.87,1913359674.72,1517460706.74,1063614857.96,560944676.73,2263799751.83,1621412158.40,1151289184.78,567761615.97,2346688635.21,1634105637.11,1124943263.84,592428072.70,1913167348.28,1389141441.99,888159888.13,413233347.92,347115544.57,218015254.54,125748484.65,69492142.62,272933042.05,207034917.20,123949476.80,70228059.13,271176367.82,189922097.59,127432087.65,56347308.07,286547106.06,124848062.73,231248798.98,94025865.44,196173239.08,186026085.39,171343532.64,0.0
5,营业税金及附加,159671851.04,128721517.47,93135134.30,48066303.84,189922194.05,152510693.20,103251079.57,49793764.12,182398100.19,143918308.33,85920323.20,48917389.97,170029788.45,111464001.64,80649724.84,37115735.38,167954210.44,63166231.84,43100723.06,16917581.61,70913213.32,48052619.85,31030129.05,8992170.67,53012162.51,37597597.89,23916814.95,11944159.06,50661523.55,37713121.08,19497466.88,7187103.38,44606257.40,38296503.19,28869028.25,11310029.49,49902730.55,37254032.92,20347302.29,10451713.93,36008218.99,26987393.74,16604067.21,6902746.20,30339731.63,23246780.58,13875409.38,5205666.59,38197703.77,27702410.73,17480617.41,8304832.48,35084433.52,26429236.01,16087232.22,7513262.72,27505487.29,19719048.02,11517870.73,5630339.52,10092928.79,7655460.17,4233831.80,1275556.05,9532956.18,7355998.73,4393623.77,1938897.11,9308300.38,6319537.36,4263743.86,1989455.55,8484688.86,3482040.03,9027325.17,5129282.09,8035547.45,7330084.73,6123146.20,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174865.37,89573.80,55319.25,695889.39,848178.45,586314.78,425436.28,1101242.38,810481.51,493546.11,309516.38,1899705.76,1229295.72,873589.34,241883.04,2637584.68,1585332.76,977192.53,461044.71,1477006.10,697351.48,0,0,0,0,0,0.0
7,管理费用,385064552.19,219616772.00,151818634.19,60776373.64,331687355.77,185408357.90,130506075.70,84746777.87,335269520.96,235105831.92,128355444.27,73185797.24,318462075.79,218626886.07,128511567.36,82498720.97,324069106.90,151894611.46,96659294.84,43093823.09,248589936.58,150934489.16,101640597.16,45115441.12,289170204.59,177606856.15,130767398.58,49609728.91,246151413.16,139443574.99,97966196.24,47181913.38,229475227.77,155133721.62,107356665.46,45825073.21,229272250.62,144829541.20,90035148.36,50011026.20,166215340.82,107975915.32,68261578.69,27097583.78,141298870.68,97047780.43,69531736.92,29736447.84,132229813.31,90188027.07,56030371.49,21619697.93,118766099.45,79957273.48,52004413.07,24072423.22,91611931.37,60864516.72,43391852.39,18861024.39,76364548.96,30338374.61,24165414.29,10790359.63,43628832.47,32206876.71,22890084.38,8028925.44,42059370.00,37959916.99,26079851.74,8997739.90,35225984.18,13296715.69,26914027.19,13687005.78,12938959.90,3580337.90,8855280.07,0.0
8,财务费用,1107513778.32,852454199.48,573220755.10,291179518.10,1183262538.49,884419458.25,579832374.85,223258054.91,986006798.47,735570137.03,478231050.69,242314409.72,1050551895.01,798290637.70,540266213.22,278211059.98,1579099304.02,581445359.34,400844438.76,207083627.32,858209490.21,646011621.09,426887850.50,224583476.38,828497367.98,630860090.22,424100113.21,211341278.62,854776749.17,647120837.94,426685372.57,202562952.94,639569403.44,467457859.38,301359405.47,141459010.87,532444154.75,398966130.35,253561628.68,141201506.12,429065449.33,325206899.04,223120476.90,124362639.14,506841421.22,384248055.31,249884796.22,120929170.58,393437428.78,285412800.09,178896823.61,85291720.33,298565441.03,223239642.57,149985748.01,74647096.95,220210803.18,162137129.91,101194543.71,45728245.97,19270959.44,7342230.58,4866063.98,3502767.14,10816438.32,5236015.45,3718941.07,-458703.49,1263323.85,-6505253.40,-7765680.52,1177843.44,10032874.61,11478585.83,30812880.91,20915963.16,71018850.91,59667543.52,47627839.30,0.0
