,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1669303041.96,1130645837.21,548411176.57,2248884206.10,1707022897.05,1179648009.74,533120436.90,1536524895.37,1069446737.16,687667780.07,259551663.81,1281529288.78,885772182.16,567275511.53,231908969.14,1027125790.68,676937482.54,447646589.56,184968873.16,923081282.02,674648027.92,438463210.59,210580301.04,724048070.07,470397798.48,301722431.40,155065371.61,520559220.98,392746131.80,249914816.59,116038263.30,672960553.95,474931578.71,304898828.65,140085595.76,523435881.08,378120997.16,238822980.88,101390591.90,391119188.19,272770457.73,172089204.99,82226307.11,520952568.23,383312897.19,245638356.07,116388950.53,532552744.31,426091970.41,295820728.92,142872729.36,607969681.56,467786343.78,315414135.10,150332470.91,498889440.48,362614064.14,255518625.84,125776395.56,615219738.49,450138998.08,301671777.20,134761002.82,597449817.94,438393567.80,276440717.12,135778500.11,584828820.29,472638551.60,334294708.93,142716272.21,591605025.29,327540125.75,540595945.37,248271455.75,459240921.18,233343299.50,416169423.12,212616784.57,384914553.25,190034771.35,338348509.23,261134131.43,0.0
2,营业收入,1669303041.96,1130645837.21,548411176.57,2248884206.10,1707022897.05,1179648009.74,533120436.90,1536524895.37,1069446737.16,687667780.07,259551663.81,1281529288.78,885772182.16,567275511.53,231908969.14,1027125790.68,676937482.54,447646589.56,184968873.16,923081282.02,674648027.92,438463210.59,210580301.04,724048070.07,470397798.48,301722431.40,155065371.61,520559220.98,392746131.80,249914816.59,116038263.30,672960553.95,474931578.71,304898828.65,140085595.76,523435881.08,378120997.16,238822980.88,101390591.90,391119188.19,272770457.73,172089204.99,82226307.11,520952568.23,383312897.19,245638356.07,116388950.53,532552744.31,426091970.41,295820728.92,142872729.36,605359054.85,465714650.39,313821721.10,149507212.47,496023458.15,359461181.31,253769767.35,125600382.10,614356721.09,450135693.78,301671259.17,134989779.25,596990626.03,437493835.87,275703547.19,134900484.95,585215825.53,472673850.51,334307395.11,142622295.07,590909406.14,326889907.74,539286692.07,247715686.10,458822299.53,233330988.97,415301557.48,212046376.78,384489894.11,190020171.16,337862247.64,260803563.78,0.0
3,二、营业总成本,1551503779.43,1037420740.42,487624744.38,2287073509.03,1557847737.80,1086767507.34,495486093.51,1400946379.85,974901030.42,622692819.65,248023295.80,1163693977.14,811585857.57,512159023.79,207918208.84,1011051891.37,676875600.66,450878226.18,184673316.74,954638802.67,682390370.07,444319260.65,206535653.01,766744408.46,503738337.77,328008048.28,160117137.03,624352011.44,445414590.86,288727430.62,140705496.25,646388293.49,448656224.37,283810469.24,127334870.73,509573484.17,373243286.77,239108866.91,103039314.81,406490095.32,292627097.34,191279916.27,86129136.95,500051603.30,367097024.76,227508528.26,104504734.70,513713107.31,402334953.43,280795622.43,132792319.10,567465699.40,434753130.59,294303888.86,137369657.92,460685044.02,326875568.72,228672616.64,112635407.97,562953268.10,398219439.15,266118482.84,119210109.44,534230080.49,387431657.26,242516831.51,120346216.71,514269217.06,411803986.58,290099568.64,120584153.25,487290947.36,266863710.01,441912167.79,203261016.28,359600753.97,170856713.14,309001463.38,158303193.42,277577626.96,136628999.09,235456671.61,172844148.14,0.0
4,营业成本,1247970620.29,829543225.01,389870478.26,1733856237.81,1315460416.87,925651286.22,422841709.12,1086942895.36,756732517.84,476376774.73,193720296.13,910362951.41,637770940.10,393983317.77,162088135.32,766196603.11,515957289.30,333795888.41,135755654.20,737846518.07,524058112.11,342835425.18,167811616.33,602322138.05,395050900.96,255716106.06,134577139.36,473853668.44,348778973.51,221067471.60,114783336.38,523034564.01,366713852.48,226361234.88,109537749.75,416261575.20,309875026.78,196388117.25,86116151.37,326954921.80,237457006.64,152151998.92,68401255.42,410946137.22,302351316.72,190706350.57,93013338.63,418004499.77,346795077.01,241565526.42,115475632.12,500076269.28,388136808.66,262949747.52,120892111.65,397918227.03,280411376.90,197332531.75,99339548.31,508064524.92,359748130.39,242240602.17,107534895.59,487756035.52,355419373.53,220507293.10,109604529.90,472997288.10,385269779.52,273096685.06,111616479.93,432572373.06,245967174.84,396121326.12,184255342.55,327616936.36,161246617.27,284944525.51,144331230.96,254293309.98,123665118.31,221083053.38,160229072.86,0.0
5,营业税金及附加,11148018.42,7913162.87,4430161.73,18375583.26,12860489.37,8005103.02,3625790.34,16421046.70,11862274.39,8131349.15,3431424.33,16148447.47,6933673.65,4852591.01,3187413.90,8901331.87,3217037.94,1978127.87,423900.77,6470785.51,4034468.82,2994659.75,1517956.29,4900319.84,3565937.30,2195656.79,1887302.63,3256540.65,2274865.35,1607102.69,1060964.57,4696303.12,2211951.39,1109032.89,719879.55,3069198.00,1199839.13,868152.85,362159.71,3552094.12,2824166.05,2227452.94,583696.85,2783254.05,1657970.86,1222303.28,337356.60,3242726.64,2534338.82,1897708.45,490218.78,2645784.95,2194143.80,1546248.54,360352.58,2138795.66,967838.19,603491.72,454585.75,1910152.27,1205241.14,881431.09,434645.56,1203922.89,1030867.09,856023.20,373530.61,2148502.76,1698877.14,1433147.10,863359.30,2334337.56,1465314.76,1606123.98,278285.77,904373.20,940535.11,1666852.31,855410.97,1323389.20,641843.76,1145723.48,943718.39,0.0
6,销售费用,84806152.93,57903620.50,18563140.76,104862975.96,68069867.66,45001526.94,13273953.52,81924699.48,52344452.17,35395479.59,12070847.24,69223208.71,44903590.47,29521697.69,7992827.54,67444234.23,47346929.51,32863154.28,10980000.42,65567098.14,42957391.28,29332253.62,9196202.56,60991359.70,41106208.33,28453791.20,9244124.66,60220713.16,40029941.07,28676093.20,10039854.41,52859913.42,37445937.74,26066289.12,6519722.91,44059806.58,29770100.83,19048315.69,8084071.34,36686023.04,24343314.22,16650672.05,8500512.44,41885316.03,27922427.03,12670417.98,5092018.79,36982046.42,23616644.97,16309634.45,7297260.43,31008248.27,21093712.73,13859608.01,8189676.49,26151094.93,22495133.23,13674476.09,6496621.23,28032486.48,21832304.51,12802787.08,5477865.38,23316992.00,17308349.14,12357724.33,6510471.61,19635719.54,13879502.24,9954743.53,3162393.18,19098450.60,11728290.50,12707773.92,7145329.88,10779531.45,4870923.13,9894648.45,3930056.76,7926957.31,3563478.67,0,0,0.0
7,管理费用,117560796.94,75159639.17,34669001.89,133194541.12,88003473.92,88549885.31,37068284.52,166905092.08,118803903.48,79297779.63,31705646.80,150428271.96,103633374.06,68216689.02,29600538.15,138183975.65,90413055.23,62530473.93,31658854.57,110569395.20,91903227.20,54767259.39,23251085.75,74253894.43,47821041.67,30197593.00,12793257.37,62121248.32,45352261.81,29563290.32,13365250.56,49138038.52,35424334.23,22849192.95,10633897.42,39652954.20,28829762.20,18863525.51,8411585.72,36394879.07,26830154.70,17662844.33,8623829.06,36349212.64,26521045.52,17016043.59,6393009.65,38291546.46,27160104.32,18833313.52,9651399.64,36216825.99,25217635.76,17074513.02,7181919.75,36533125.95,25573918.02,19356456.70,7082508.13,29535144.81,19091048.25,12656825.22,7121547.01,27879400.99,19047897.99,13341098.96,6499482.75,21601402.83,12882286.18,7117140.94,5572236.12,36199448.34,12582580.12,36794531.99,13408144.17,32683595.83,14513010.31,16042650.74,7904246.32,15170143.25,7685071.62,14784520.14,13235043.52,0.0
8,财务费用,15858517.66,15977685.86,14287107.96,21349142.85,8402639.70,12343234.78,15730762.94,38597138.50,26855754.68,16547920.27,7146560.57,2380366.25,10224694.33,7650504.24,4664665.25,13158562.78,12219397.11,11793450.67,6501619.01,20686917.50,14935061.06,9812376.56,4773975.97,15792578.69,8656973.05,4130930.57,1615313.01,6587839.44,3965006.69,2799930.38,1456090.33,3286856.03,-1120992.23,-532908.11,-76378.90,408627.73,1032982.90,1405180.68,65346.67,-3824397.87,-1257686.94,156805.36,19843.18,701646.93,-184980.65,-917032.84,-330988.97,-2669535.60,-871088.72,-814546.69,-122191.87,-2481429.09,-1889170.36,-1126228.23,745597.45,-2056199.55,-2572697.62,-2294339.62,-737855.45,-4589040.38,-3657285.14,-2463162.72,-1358844.10,-5926270.91,-5374830.49,-4545308.08,-2641798.16,-2113696.17,-1926458.50,-1502147.99,-630315.28,-2913662.20,-4879650.21,-5317588.22,-1826086.09,-12860781.37,-10714372.68,-3547213.63,1282248.41,-1136172.78,1073486.73,-1556625.39,-1563686.63,0.0
