,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,367991991.99,307707165.15,136172195.41,761065669.78,330077305.46,296454118.74,139365819.83,803820973.69,493650903.03,450387883.73,202972337.35,1602630739.42,792460267.74,730691259.04,458201644.88,1530773334.98,649134931.39,602884508.01,279015435.27,1480081484.48,634601776.57,563213430.73,395560306.89,1505375096.66,638255227.57,610639207.65,319477020.04,1170806749.28,362313727.08,320623903.65,157247522.04,1152988833.18,431838381.07,404479843.48,273271199.95,937803517.31,512836997.17,486829902.35,342909207.96,579117295.80,358406625.94,328977904.94,218453162.04,416934462.39,297824068.59,282423266.23,200453146.62,314016379.41,187495392.83,185379753.01,117510960.00,283477754.48,161356628.60,150866145.02,129017303.14,413609810.11,283549764.87,275416359.23,154334126.15,297367953.82,244273605.79,229187407.22,134334357.25,272967212.40,186784277.80,0.0
2,营业收入,367991991.99,307707165.15,136172195.41,761065669.78,330077305.46,296454118.74,139365819.83,803820973.69,493650903.03,450387883.73,202972337.35,1602630739.42,792460267.74,730691259.04,458201644.88,1530773334.98,649134931.39,602884508.01,279015435.27,1480081484.48,634601776.57,563213430.73,395560306.89,1505375096.66,638255227.57,610639207.65,319477020.04,1170806749.28,362313727.08,320623903.65,157247522.04,1152988833.18,431838381.07,404479843.48,273271199.95,937803517.31,512836997.17,486829902.35,342909207.96,579117295.80,358406625.94,328977904.94,218453162.04,416934462.39,297824068.59,282423266.23,200182543.85,314016379.41,187495392.83,185379753.01,117510960.00,283326979.31,161198177.27,150780566.69,129038140.43,413514160.87,283715315.11,275364419.79,154282186.71,297270407.13,243783457.21,228758581.50,134034261.19,272985215.80,186655178.45,0.0
3,二、营业总成本,440300508.94,343693316.95,166341006.44,822838321.82,419571091.15,326138700.91,147362502.61,758128997.83,459792685.56,373404681.06,166031325.71,1109320357.91,580379704.09,496380264.09,318831655.65,1071249322.30,507502196.40,429180790.15,198113650.26,995401015.59,492028772.60,391705087.32,248532720.80,922277919.05,441908739.40,384043118.79,203563953.29,731213708.74,287837619.65,227204018.26,120083440.34,732781355.12,297488751.78,254252800.65,158596271.05,537432245.47,311873840.43,258915860.64,165288824.08,390242627.96,258193497.24,209545261.88,126558571.86,364486771.37,248426292.59,191757681.47,121094088.36,275989652.95,177140757.85,164642805.19,84587662.02,260941091.81,149734651.52,118844770.16,80964288.44,323866108.07,215150065.26,189023314.45,100124543.44,215249274.11,165187677.02,146835470.36,76897605.02,190548998.56,119353331.51,0.0
4,营业成本,254488817.09,212553181.27,96868349.87,505415691.36,226760788.33,196577814.34,90148776.39,473477534.00,270751578.68,241864720.28,103079240.71,753123140.72,379123360.86,351284058.87,237990328.21,718063078.81,313461554.82,282786507.23,128015604.30,622318965.46,288722136.80,253337841.33,174478354.39,615242091.76,287396458.78,266706980.63,142832416.78,476035198.85,168823513.33,141577053.99,74237947.39,482592447.49,189906481.69,171747070.27,109629629.72,321499869.69,181884929.96,171238056.66,109831155.06,248266650.54,174577280.08,144301003.21,85948010.47,191834642.83,136714571.97,124919155.04,80087862.39,164381326.61,115780594.59,113080167.59,54215272.51,179331853.00,101655066.48,85779130.45,62675503.86,223180152.25,151475528.05,140148327.09,76429096.33,142949964.95,117196132.59,106672873.86,64577262.82,134797260.55,82979551.57,0.0
5,营业税金及附加,4245568.17,2983590.47,1251606.26,6071658.63,5528094.96,4027280.85,1394581.27,5477951.07,3796723.59,2411045.49,1266091.61,4859251.33,35824.97,22995.19,50377.91,323048.89,175030.74,125292.99,61844.83,463284.53,438967.84,339003.74,379312.24,617188.76,350180.34,313594.43,13076.60,442486.70,130702.65,119720.24,70225.00,265783.57,32268.44,22090.27,10860.00,84948.69,32784.48,19605.00,5512.50,120194.38,15574.78,12565.62,5128.12,10461.78,5816.47,3633.79,1638.17,3998.81,2636.27,3297.40,1033.53,5555.71,1463.74,1099.23,478.23,3105.52,1702.51,1095.75,129928.07,2530.09,1691.41,1432.84,71577.97,3934.50,1006.40,0.0
6,销售费用,58759574.15,41607112.39,21745640.21,115998514.17,75847272.27,50179691.72,25980609.20,125828891.23,83114336.49,51979143.70,25930677.45,150859602.13,87177643.85,52691091.82,25002745.82,137707188.92,91272537.48,62069947.14,37142684.65,163612768.69,95368425.67,65081523.06,32897966.36,130786679.19,66722799.38,47328770.76,20901626.51,128920422.13,65015088.38,42651228.78,25995159.42,106198395.88,48552808.79,37297639.28,22892977.33,78266430.99,74130055.53,63249265.96,44156609.29,90911084.69,51680811.18,44275980.88,30995464.36,73247205.99,45395681.21,41140187.22,28571052.53,56880844.71,30513359.83,28552404.24,20889656.32,48074532.25,24335208.02,22724466.61,10809642.08,54681281.79,34992242.94,23559238.80,11956323.25,31134575.13,22603729.09,17929166.48,6727637.93,25858789.56,12135648.08,0.0
7,管理费用,69401036.64,49824636.30,27672853.07,108259583.29,111378566.76,74601326.38,30205836.40,146651671.75,99820152.94,68231087.31,33944429.85,194352838.22,123250609.14,93245734.67,50096615.08,189525876.33,105455133.95,76206939.68,28311599.66,195769547.57,112923366.92,70889993.03,46565586.48,202074028.73,115586234.92,80397244.62,43427228.94,159565999.95,80521310.78,55538554.47,26572065.32,161755762.26,77879322.01,57511118.12,32298130.03,144252488.93,57127743.51,30986950.90,14198802.20,60064881.16,38899918.00,25825480.42,12546388.16,54996337.72,41977435.77,29110465.23,12209339.61,41543201.97,31903633.66,22519005.95,9427818.34,37531368.16,26774796.80,13543048.50,8733568.25,48305796.44,29679593.97,25387782.25,10660888.95,39090002.48,24219974.45,21586490.90,4737513.97,28738228.00,24534001.72,0.0
8,财务费用,-1495378.17,-1167429.36,-773913.31,-2293914.73,-1843494.81,-1220041.01,-913457.29,-2762523.70,-2152351.96,-1464350.81,-653888.62,-2875460.99,-1844798.61,-1169541.40,-560453.46,-2319101.67,-1168526.13,-244332.85,327408.98,-11466405.39,-8848360.25,-6035618.78,-11361740.00,-34102709.26,-25267430.88,-17138715.26,-8699098.09,-30733391.56,-20071374.10,-14256029.71,-7416129.91,-24682880.41,-17980721.08,-11294316.68,-5649277.07,-14932224.54,-10107708.88,-7261286.03,-3224353.51,-10770236.11,-7634822.66,-5838334.80,-3665172.98,-8068736.84,-5788990.45,-4620225.76,-929492.45,-2122340.45,-1077650.95,-526830.03,53881.32,-4002217.31,-3031883.52,-3202974.63,-1254903.98,-2304227.93,-999002.21,-73129.44,948306.84,2072201.46,1166149.48,645506.28,783612.33,1150785.95,-296876.26,0.0
