,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20151231,20150630,20141231,20131231,20121231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,90653754.15,578355544.11,412461054.84,265910192.32,119225588.02,439031481.74,310487343.69,202492719.60,88902671.24,330371305.09,242638817.36,148654884.53,61949217.81,252987005.08,180999444.32,113915534.92,176877645.24,71172759.06,106810759.83,74377840.62,38146803.32,0.0
2,营业收入,90653754.15,578355544.11,412461054.84,265910192.32,119225588.02,439031481.74,310487343.69,202492719.60,88902671.24,330371305.09,242638817.36,148654884.53,61949217.81,252987005.08,180999444.32,113915534.92,176877645.24,71172759.06,106810759.83,74377840.62,38146803.32,0.0
3,二、营业总成本,74722227.43,428975702.20,296699088.55,189642082.75,87809888.87,316358715.40,216449575.22,134374318.15,64846123.21,239469962.63,168893326.17,100249319.16,43566326.19,201315858.32,141183437.89,85732305.62,157777744.50,58447754.36,90525816.79,57738289.77,34542396.27,0.0
4,营业成本,11613132.86,55705791.05,39942624.32,25041998.25,10633472.76,39358252.82,27179529.52,16300935.98,6702211.35,25240789.41,18740151.31,10782813.29,4547756.79,23224563.95,16843953.07,10626607.90,12119042.52,3915605.29,6209186.66,5032054.12,3411758.82,0.0
5,营业税金及附加,339206.20,3747715.30,2695152.14,1452033.50,437129.75,2730530.21,1748847.72,1310111.10,373710.03,2335674.40,1472428.42,568689.82,247547.06,1309597.42,623196.11,378937.78,626648.77,255144.11,825813.27,816308.39,483612.56,0.0
6,销售费用,21665214.65,220272491.88,147106007.85,100707878.02,48475972.86,171902348.58,115349876.84,72640321.90,35440672.76,129766806.29,88390742.71,50989552.99,19236985.41,108365919.02,70250452.08,44426840.79,77176986.60,28124514.28,47745187.82,31000289.65,16770904.25,0.0
7,管理费用,25074157.82,70407132.50,48770141.32,24464096.11,6717720.74,25757545.06,18771001.60,45250546.92,18547340.32,76715460.18,55900123.50,35595638.68,18337492.18,70262420.63,53110232.21,30215941.35,68867629.65,25087540.34,33487766.54,19781887.18,13625250.33,0.0
8,财务费用,-5154325.72,-14911624.90,-7201823.46,-2563350.49,1949495.21,-5176354.43,-4876418.54,-2505221.92,3330739.72,3679540.84,2957028.82,1355659.98,468016.10,-3823162.29,-1442623.18,-1102241.43,-2402730.46,652763.93,776205.43,336923.86,-36290.72,0.0
9,研发费用,21184841.62,93754196.37,65386986.38,40539427.36,19334079.42,78336287.73,56456579.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,262018.13,3450105.43,1820158.45,1377624.17,451449.03,1731691.51,1432851.41,956964.40,728528.65,1976519.59,1798227.60,1186219.23,1390167.42,412186.41,1481657.07,770826.57,287161.03,0.0
11,公允价值变动收益,766219.18,63666.67,-3906.85,-3906.85,-3906.85,90361.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-1788766.47,-5781694.09,473895.69,1445625.13,478408.11,5631024.29,5441289.54,3437408.58,1104754.34,1187976.14,0,0,0,8277923.44,8233716.98,35274.93,210184.30,206760.31,619232.34,0,106191.78,0.0
13,其中:对联营企业和合营企业的投资收益,-2018294.32,-6250389.98,-4471010.13,-2688918.24,-1085718.60,-2172477.51,-290473.91,-155223.46,-47737.25,-230550.61,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,30057300.31,162450130.79,128708550.99,88494277.19,37824808.16,143924502.10,110436511.04,79872262.93,28613336.46,106354452.53,75726161.55,49062235.73,18382891.62,59949070.20,48049723.41,28218504.23,19310085.04,12931765.01,16904175.38,16639550.85,3710598.83,0.0
16,加:营业外收入,0.01,134328.07,134777.93,140379.79,0,111805.17,289467.26,3029.90,0.01,859440.18,1885621.24,1246366.57,607111.83,13434876.27,9205472.18,8154202.99,5483245.86,854273.36,6544859.26,10020028.99,5889591.97,0.0
17,减：营业外支出,649800.82,1234593.10,144753.44,90115.51,50100.78,1660606.53,1397410.53,120198.36,9709.51,280423.23,148223.41,109007.66,56992.98,329463.96,229602.07,522.37,192042.78,131138.58,529694.33,270294.92,31835.50,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,31613.99,3348.90,0,116271.30,51014.95,300.00,169071.98,114615.27,9040.88,68985.28,0,0.0
19,四、利润总额,29407499.50,161349865.76,128698575.48,88544541.47,37774707.38,142375700.74,109328567.77,79755094.47,28603626.96,106933469.48,77463559.38,50199594.64,18933010.47,73054482.51,57025593.52,36372184.85,24601288.12,13654899.79,22919340.31,26389284.92,9568355.30,0.0
20,减：所得税费用,3494570.87,25875654.45,19841977.36,10381905.09,5188434.44,15637786.23,13455804.09,10179520.33,3626584.25,12867704.09,9599039.22,6124816.91,2447189.10,7589560.05,6102022.70,4199459.49,6112774.73,1698310.76,3780397.04,4339585.73,1595822.09,0.0
21,五、净利润,25912928.63,135474211.31,108856598.12,78162636.38,32586272.94,126737914.51,95872763.68,69575574.14,24977042.71,94065765.39,67864520.16,44074777.73,16485821.37,65464922.46,50923570.82,32172725.36,18488513.39,11956589.03,19138943.27,22049699.19,7972533.21,0.0
22,归属于母公司所有者的净利润,25912928.63,135474211.31,108856598.12,78162636.38,32586272.94,126737914.51,95872763.68,69575574.14,24977042.71,94065765.39,67864520.16,44074777.73,16485821.37,67033948.60,52492596.96,33470513.27,21085157.40,12282265.46,19138943.27,22049699.19,7972533.21,0.0
23,少数股东损益,0,0,0,0,0,0,0,0,0,0,0,0,0,-1569026.14,-1569026.14,-1297787.91,-2596644.01,-325676.43,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.180000,0.940000,0.748500,0.540000,0.230000,0.880000,0.665800,0.480000,0.310000,1.380000,0.848300,0.730000,0.270000,1.120000,0.874900,0.560000,0.350000,0.200000,0,0,0,0.0
26,稀释每股收益(元/股),0.180000,0.940000,0.748500,0.540000,0.230000,0.880000,0.665800,0.480000,0.310000,1.380000,0.848300,0.730000,0.270000,1.120000,0.874900,0.560000,0.350000,0.200000,0,0,0,0.0
27,七、其他综合收益,0,425822.18,323299.01,207464.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,25912928.63,135900033.49,109179897.13,78370101.02,32586272.94,126737914.51,95872763.68,69575574.14,24977042.71,94065765.39,67864520.16,44074777.73,16485821.37,65464922.46,50923570.82,32172725.36,18488513.39,11956589.03,19138943.27,22049699.19,7972533.21,0.0
29,归属于母公司所有者的综合收益总额,25912928.63,135900033.49,109179897.13,78370101.02,32586272.94,126737914.51,95872763.68,69575574.14,24977042.71,94065765.39,67864520.16,44074777.73,16485821.37,67033948.60,52492596.96,33470513.27,21085157.40,12282265.46,19138943.27,22049699.19,7972533.21,0.0
30,归属于少数股东的综合收益总额,0,0,0,0,0,0,0,0,0,0,0,0,0,-1569026.14,-1569026.14,-1297787.91,-2596644.01,-325676.43,0,0,0,0.0
