,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19971231,19961231,19951231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4902065925.31,3255427837.94,1329436919.27,4918851756.01,3146866826.54,1850854445.29,545569547.07,3993954898.77,2179989818.27,1345460412.81,577946851.89,3444167984.18,2191608268.17,1472003680.81,665597804.69,5095526658.43,3456949192.93,2406763370.42,240241490.77,1657746352.04,1132810156.84,724007058.11,323250985.43,1868048827.64,1277095680.53,846498788.11,320910888.19,1840536026.39,1165298305.65,763869962.05,326272145.43,1584602145.74,1152899829.65,788040483.54,376635339.96,1364337324.43,984035335.20,627675025.55,226154706.05,1214152179.96,863018929.13,600354503.34,263573826.77,1332620679.83,950227773.97,600133083.05,268033529.28,1144559862.19,819522946.08,524579188.59,223898732.27,959054235.59,693854488.67,426307353.99,196099009.48,771250258.47,606992400.73,387511216.60,165645829.43,570573063.71,378004578.19,245392633.69,104435171.10,448323742.45,281588184.05,188971571.51,73360743.71,414813486.85,306264163.76,241036472.32,123386244.14,452871729.97,215235283.15,364457309.00,164738936.36,231188518.60,99359880.95,255167019.05,253738419.69,212683360.35,209415964.26,0.0
2,营业收入,4902065925.31,3255427837.94,1329436919.27,4918851756.01,3146866826.54,1850854445.29,545569547.07,3993954898.77,2179989818.27,1345460412.81,577946851.89,3444167984.18,2191608268.17,1472003680.81,665597804.69,5095526658.43,3456949192.93,2406763370.42,240241490.77,1657746352.04,1132810156.84,724007058.11,323250985.43,1868048827.64,1277095680.53,846498788.11,320910888.19,1840536026.39,1165298305.65,763869962.05,326272145.43,1584602145.74,1152899829.65,788040483.54,376635339.96,1364337324.43,984035335.20,627675025.55,226154706.05,1214152179.96,863018929.13,600354503.34,263573826.77,1332620679.83,950227773.97,600133083.05,268033529.28,1144559862.19,819522946.08,524579188.59,223898732.27,946683768.63,688746816.52,423704007.87,195082889.53,763211534.63,602212013.13,384582082.23,164713185.02,565637007.02,375992748.73,243486967.46,103332818.95,443555745.93,279057022.49,187382411.89,73226936.89,411178558.31,302600092.43,238422604.86,121795327.95,446835153.40,211795260.32,357571004.00,160011915.44,225981215.90,96833414.05,249440442.77,251354309.14,213171200.06,209614624.13,0.0
3,二、营业总成本,4866927020.80,3231349046.31,1325732453.04,4989394810.38,3218962382.31,1977006888.99,641749247.28,4042120537.47,2296771185.10,1502353771.69,690172137.33,4270109485.04,2564816509.74,1674833805.03,756566112.25,5125740591.10,3520724860.46,2410759291.70,258885762.89,1619906578.33,1101577147.73,717028628.21,321899480.74,1761099444.55,1209686735.97,786218191.73,308992128.06,1700473401.19,1071101944.58,700358771.04,299971631.19,1457696169.97,1028474698.77,706832616.82,327254996.88,1224870690.36,887268204.38,565436968.38,201964244.48,1093941191.75,759499799.60,534631357.94,232674434.55,1199822716.44,839460510.11,529750819.90,229701101.75,1033050203.51,717623208.42,466024182.63,182365273.20,832685745.65,561612043.58,342582433.17,152307205.58,645767870.30,494366121.10,306739229.93,125987660.40,475778374.04,308627815.38,197774344.20,82803413.95,373851052.02,226964562.74,152700185.77,59698048.48,344144889.47,239525117.59,179112974.13,85426719.21,371735619.79,169622149.66,285191942.20,130218541.44,183589972.87,75420833.94,177635214.46,184128696.64,177982019.81,177787281.50,0.0
4,营业成本,4129758622.17,2784285440.68,1149354900.02,3937106102.89,2574911990.81,1530666463.53,455592551.89,3184292621.36,1816934397.86,1193290724.85,539696754.35,3283553382.82,2029149868.78,1318703093.35,599371628.06,4119277590.57,2822668746.91,2013494911.14,196463713.13,1287052419.51,893150998.50,578612979.75,259320739.47,1427487445.42,983258011.90,634877585.26,233198893.86,1372059836.74,850814542.24,555531795.17,235602096.77,1150592983.74,835877423.05,573820847.08,263641891.04,921036615.67,675699823.26,416620030.51,152657742.40,812346549.82,570834518.50,399395206.16,180193114.62,895444139.47,635184550.89,403621679.59,174605704.49,766283773.03,536474962.19,340969267.66,144451683.68,577750117.22,409460991.58,240043899.16,111913789.66,453806606.02,349503463.50,219561480.31,89841010.11,322445309.76,205388442.65,131713691.98,56411491.78,244516691.64,139504752.29,95715346.16,33874516.60,229947324.10,159787863.17,126646369.60,64281863.41,253602452.87,120767722.99,208233815.13,93691961.61,129515227.70,53017358.19,137382420.50,145706829.15,135020497.30,115971396.55,0.0
5,营业税金及附加,24139153.53,18568904.00,13862295.71,32561417.15,20933001.49,15496005.35,8327279.66,37463221.92,21478096.17,15519436.20,7867698.88,38731237.71,17927590.15,12574303.96,6518308.32,25682119.69,13942236.97,10536199.12,2274853.89,18028547.61,12452676.35,10038524.28,4784046.94,13593123.13,9702377.66,6668862.11,5362439.69,13413513.25,8001627.76,5238984.60,2556680.30,13723199.41,8761733.42,6000472.63,2579230.23,11654796.09,8507623.83,6009277.25,1501642.09,11062239.17,8213393.53,5980470.33,2193330.77,9478172.81,7543162.15,4203930.05,2061210.55,8957471.56,5336185.27,2476274.09,1147317.81,7361068.06,4171552.63,2950388.24,1566847.69,6677574.95,4437463.34,2521786.46,1375288.19,5041471.08,3406873.08,2016672.93,835995.16,4200280.84,2572521.34,1609067.99,460965.60,4290378.90,3275804.01,2615751.34,1393059.25,3939804.01,1950727.54,3638444.53,1747939.83,2050471.41,1013489.86,2101183.49,2974528.08,1628527.45,952230.27,0.0
6,销售费用,231224866.84,136486468.02,48708966.45,347550491.87,203334192.66,137000577.47,58374662.17,256424821.86,131244878.09,79294646.98,36583308.88,261456414.08,160758580.76,105030179.73,48975696.67,298826583.08,185113108.51,116703578.60,10287667.02,76750688.46,46319705.88,31626128.74,12738192.25,86121086.21,56137443.69,36156197.28,15744893.61,83312256.73,49536833.94,30823840.18,12772552.98,80679808.38,45471443.44,33762449.64,14898555.31,68521191.39,40665238.76,25272094.55,9031972.98,57886312.75,33431051.42,23103159.56,8343479.40,59053584.12,38224973.65,20280534.65,11010494.34,55419966.13,30743692.01,18349497.93,6704518.28,46617208.43,25291100.53,15716394.56,8971777.05,36330307.55,27412810.95,17738089.66,9276054.88,29824986.11,19242320.80,12759776.01,5754107.37,22378908.33,12741448.20,8019815.08,4016932.83,18675833.33,12707765.74,9441475.90,3506406.83,18746359.58,6832375.92,12681462.68,5174251.15,7756661.12,2235901.57,5734037.09,6655008.34,3831434.80,2706384.99,0.0
7,管理费用,188122237.79,114825738.43,49737793.86,340558504.06,204213758.16,235825978.66,95158357.87,488101615.60,268133050.99,168014034.19,75599696.18,503729395.97,299597878.32,196451391.03,97061097.97,588687033.77,415375400.45,220511867.67,35764938.80,184553297.74,121648289.68,78969333.45,39574215.34,202509220.98,136602714.74,90383300.03,47664719.02,205007693.83,145527616.72,95506837.13,44999047.63,206550628.31,136403202.36,96277179.14,43363262.67,214331629.97,134540884.55,94049065.20,36430834.11,201383265.33,128062480.04,89514358.48,41103282.54,210942110.40,134326703.85,80587633.23,38571850.99,160287594.18,111802439.21,73559428.58,27424399.71,192162313.65,115393277.25,79118059.93,28027113.79,138739747.28,104410770.87,61447956.69,22874772.38,112582876.03,76381116.54,49118559.97,19124827.19,102684362.50,72368025.34,47142568.99,21058864.98,88880527.76,62809659.43,39519442.39,15566752.79,88490127.98,37173648.32,56679394.92,27160074.44,43206083.61,19215410.92,31111831.01,22610157.56,25369966.86,40021349.31,0.0
8,财务费用,86033574.77,58582779.71,30683626.71,70232368.55,43996745.71,33104313.82,24296395.69,95164134.36,69516267.01,56770434.49,30424679.04,61185913.26,35096332.83,19788578.06,4639381.23,79521251.26,63130077.98,29017445.53,14094590.05,30694819.21,22612310.11,12388494.78,5482286.74,26609734.83,20279921.72,14425980.79,7021181.88,20563395.98,12919742.15,8955732.19,4041253.51,16978599.55,11821105.96,6831877.79,2772057.63,16567175.36,13147405.97,8610150.00,2342052.90,10113696.86,7314309.44,4994116.74,717188.94,10399238.76,7122114.67,4452973.26,2775469.03,9166583.02,7061371.73,5375672.87,2637353.75,8795038.29,7295121.59,4753691.28,1827677.39,10213634.50,8601612.44,5469916.81,2620534.84,5883731.06,4209062.31,2165643.31,676992.45,70808.71,-222184.43,213387.55,286768.47,2350825.38,944025.24,889934.90,678636.93,6956875.35,2897674.89,3183414.08,1504602.92,335991.25,-61326.60,1305742.37,6182173.51,12131593.40,18135920.38,0.0
