,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,944715117.09,632378402.90,301041291.41,1278381650.64,859916524.41,582734644.87,257101996.03,1179258733.12,808128084.27,524189831.01,223488467.50,1094329115.32,753356096.33,546780391.10,221151430.36,914786921.98,707942289.83,522511044.24,208295684.19,816945465.51,588914737.93,405842152.78,194613923.51,929206635.61,590945290.53,425391673.94,193337141.42,779780492.44,509085206.70,359615666.49,169683483.78,642410646.15,403672867.29,285903529.06,127091133.98,478785737.54,264529854.47,188038388.14,84217288.40,309976907.15,169986759.36,102647775.56,56138087.50,213943867.71,137053601.03,87560882.56,41800026.27,155474824.09,83499531.43,55898981.45,25828477.22,124739990.28,75508336.35,47587791.79,20475336.38,100785717.32,59279775.20,36402298.25,78604363.88,62608125.91,0.0
2,营业收入,944715117.09,632378402.90,301041291.41,1278381650.64,859916524.41,582734644.87,257101996.03,1179258733.12,808128084.27,524189831.01,223488467.50,1094329115.32,753356096.33,546780391.10,221151430.36,914786921.98,707942289.83,522511044.24,208295684.19,816945465.51,588914737.93,405842152.78,194613923.51,929206635.61,590945290.53,425391673.94,193337141.42,779780492.44,509085206.70,359615666.49,169683483.78,642410646.15,403672867.29,285903529.06,127091133.98,478785737.54,264529854.47,188038388.14,74717288.40,309976907.15,169986759.36,102647775.56,56138087.50,213943867.71,137053601.03,87560882.56,41800026.27,155474824.09,83499531.43,55898981.45,25828477.22,124739990.28,75508336.35,47587791.79,20475336.38,100785717.32,59279775.20,36402298.25,78604363.88,62608125.91,0.0
3,二、营业总成本,799213878.40,545270078.36,302084053.04,1135424620.76,748466830.07,515364362.65,259384953.93,1051650004.07,723096992.71,485855092.66,240090874.60,997427481.58,689425139.93,500199396.69,226576664.29,836235695.00,595467841.11,396409364.55,171473086.67,670215199.76,487037400.80,325166888.12,169429818.89,612791898.75,437062049.73,291370500.27,150666898.72,528089370.61,388187017.68,252229973.04,135524880.52,439284929.85,306425503.68,202490803.16,98504720.25,333178836.21,212460326.76,139938369.79,64215424.67,200723358.54,138993348.29,79167684.25,42605291.83,148966213.73,108305267.85,65536616.81,30074437.31,115088497.71,71849555.03,46169984.42,21373407.25,87928660.88,57687141.16,35100372.72,18552754.88,72435752.90,50069090.20,31610327.56,56257715.32,42846907.35,0.0
4,营业成本,298552954.72,208633917.04,127710152.51,434817103.06,276388449.87,187187698.54,98964039.46,380449048.20,253193169.84,167741281.32,81216088.31,414953617.16,278380291.84,217877637.43,86758566.21,342804148.51,214382121.34,140049365.37,63794298.30,217957794.01,158846874.14,116489057.23,74824193.78,195511562.00,142505324.23,100144931.18,59478661.47,179240888.87,131755938.05,92255183.35,51318765.40,147106266.25,102764413.21,73240575.00,38094799.26,124976869.35,73049129.19,47144592.89,19118220.94,59422013.35,39154292.74,21159862.15,13899661.01,45928007.74,34480017.87,20198916.93,11311134.77,32918777.57,20026108.00,13167337.32,6926704.43,30911549.55,20206978.77,11535521.05,2460072.83,22832040.76,11962025.92,6825880.51,15063171.45,13378992.88,0.0
5,营业税金及附加,8705149.76,5114465.15,1750523.59,15414844.23,8511426.38,5269758.11,2018540.12,13666571.37,7875184.70,5185405.39,2014546.99,12980827.69,5120984.46,3466258.32,1159577.70,8735562.73,5857245.23,3745895.30,1380584.26,7034516.12,4315454.20,2870765.52,1241324.40,7808830.17,4161232.17,2766620.62,774296.32,22790262.59,12199788.47,6787051.31,3214899.91,13792149.06,6090078.43,4258780.40,878450.59,7114178.19,2567149.78,1368885.20,429372.00,5314443.78,2350163.01,1855772.45,327263.47,3605918.63,1709244.61,982432.88,534801.06,2834891.92,1073012.96,725315.99,244676.42,1869646.12,962100.52,523392.46,87062.19,1503474.22,511762.82,233531.07,1080859.19,857555.30,0.0
6,销售费用,148433526.91,105506264.01,61303466.42,224634107.07,135449665.15,99847935.73,53969644.36,220808221.03,146572353.47,102314847.46,61489612.35,192401458.74,142543129.30,100494105.43,54025840.87,150206273.86,110102322.12,76583194.39,33500838.88,120899834.85,86797231.64,57392617.15,29842980.41,111976661.58,78059934.32,51862377.60,25670235.59,94125008.29,71803825.41,53490457.43,33665437.75,85907540.38,61583637.48,38919877.11,18292825.14,49365804.09,32634948.29,23159091.73,14234368.25,45666911.15,32232513.87,20964103.04,10712820.92,34317481.91,26351764.45,17602913.39,7307013.15,28748406.22,17126244.72,11066950.98,5877548.86,22382831.73,14932169.68,8606802.17,4783669.92,21111910.36,13435572.17,8875961.13,16337374.43,9078793.23,0.0
7,管理费用,120195689.22,75076150.90,20652924.66,190228940.67,116290946.90,210200330.97,97952434.60,425572278.70,294776349.46,192753740.99,91300776.70,361175406.94,236035343.52,157880345.77,78278047.64,344631834.96,254070196.00,163561887.77,69073686.88,337316538.65,236019620.72,144533504.91,62492896.43,301052339.66,202651153.15,127371146.58,61374254.93,238545513.82,164111670.95,91692894.79,43888393.22,192217924.88,132054787.54,83632862.06,40872462.42,153478246.30,103805724.63,65767086.78,30001939.60,89022581.92,61764541.37,33871745.14,17152990.65,66175671.11,44193092.82,26133609.76,11481096.90,50411089.80,31891772.56,19766794.13,8791753.31,34520671.47,22577059.25,14945327.73,10272545.27,27684147.69,24714298.99,16055578.51,24283978.24,19778605.47,0.0
8,财务费用,-1461234.97,-1964176.77,-1036824.88,-9039060.45,-1285256.86,-1038400.27,-670587.85,-9903716.14,-7482617.11,-4717819.82,-4866864.16,-3729064.16,-2844859.51,-2117224.66,-1203294.39,-22040401.01,-17550173.31,-10012136.80,-4460954.75,-22534135.73,-19749375.94,-12071406.16,-5436615.17,-17187586.26,-11152336.06,-7818388.20,-3114868.15,-7577735.63,-5535960.53,-3393872.44,-1848370.20,-5319386.65,-4462665.08,-2913003.41,-1332272.36,-3515586.13,-2262285.95,-1561220.09,-767799.35,-1280950.67,-1107985.24,-914935.08,-465037.72,-1878166.09,-1461602.52,-1067551.78,-522442.79,-1915146.15,-1349422.39,-789388.36,-751226.49,-1756037.99,-991167.06,-510670.69,-245850.01,-695820.13,-554569.70,-380623.66,-507667.99,-247039.53,0.0
9,研发费用,224787792.76,152903458.03,80285261.77,258859298.12,193298151.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,20509388.06,19813447.33,13897039.57,7150883.24,21057600.91,28162552.35,22577637.32,8936714.41,19645235.21,30190250.32,22598274.40,7557926.26,11898275.95,28606129.73,22481158.52,8184633.10,9540651.86,20807596.04,15952349.47,6465039.04,13630091.60,20836741.92,17043812.49,6484318.56,965432.67,13851755.33,11398258.60,5285754.44,5580435.93,8395252.10,5351712.00,1698455.20,1759324.41,2665660.82,4059933.28,1199323.23,2578359.01,4599822.54,2231136.55,977593.50,817300.43,3032750.62,1686295.63,-37165.78,2090478.35,3081839.18,2232974.36,283950.72,0,0,0,1195254.68,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,9794.00,0,0,0,0,0,0,0,13942.00,434.00,864097.00,-31291.67,30974.16,42783.16,45220.99,-49530.31,-10422.03,-55646.64,2929.63,-2705491.02,-1495543.44,-1220070.30,-1048143.26,3949613.08,6232632.57,5178668.16,2377313.26,-43224.08,-2208614.28,-499046.00,-480110.40,-1120076.00,0,-701533.57,37897.42,-169454.96,-2930277.43,-58057.02,83658.25,-3100565.04,-3270020.00,-3459965.00,-2942745.00,3270020.00,1002720.00,-122692.00,786780.00,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,1687310.21,439506.77,374315.59,24005581.42,-1696673.72,-795357.85,428194.01,15516399.78,4363812.00,4376730.53,4185208.11,11558818.88,1905539.43,1516306.17,135995.45,-126884.92,-2747368.37,-1964795.77,-2249468.68,25998398.94,29492458.09,29659059.61,-49278.55,41546902.84,17814832.53,16426837.55,9553544.91,40948898.41,15423640.58,15019174.79,1921749.11,16092847.12,8591488.99,6338569.34,26804.95,56623626.58,50950677.25,54516982.06,-5546079.05,12598334.90,4094369.79,1896674.04,-982730.01,13017218.07,3190458.46,3487925.29,612576.91,11746630.80,10180463.05,7038491.17,3304223.09,444708.84,-131989.23,55083.70,74444.37,524823.45,470533.80,383304.63,849038.57,505718.47,0.0
13,其中:对联营企业和合营企业的投资收益,1608275.83,398684.45,367141.88,9839091.98,-2440458.58,-1454808.93,356370.93,984940.27,4038112.65,4166700.02,4055993.47,1228105.55,-98856.94,-383218.86,57695.15,-2991073.54,-3181588.85,-2334186.99,-2292960.78,12829653.29,26277386.57,26545998.98,-2064597.65,33512884.71,11367908.78,11031227.44,6849995.39,35997507.52,0,14538932.09,1921749.11,13216371.03,6650427.10,5073495.48,-413309.97,54746153.37,49500448.34,53140386.98,-5372671.20,9233989.93,1046478.99,1183908.04,-1398338.14,1153855.86,2787215.68,2177329.19,75873.45,1153855.86,122194.99,53059.85,-26388.31,0,0,0,74444.37,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,128303609.16,70459807.20,2667520.01,194193302.70,124514793.92,72672245.57,1960809.99,173684510.00,101705633.98,52553212.92,-12417198.99,108460452.62,65850437.83,48097734.58,-4425141.48,78393050.39,109758054.51,124179667.08,34618349.83,172679134.38,131359373.19,110278677.63,25137755.70,355256148.68,170202529.89,149227940.92,51175644.35,296589633.32,142554462.17,127583536.40,38457665.63,219175339.34,103630238.32,89252249.24,28133108.28,201110451.91,103020204.96,101915466.84,14493682.10,121682428.55,32157503.43,25318708.33,12633723.91,74894307.01,28668771.64,22052226.04,9395420.87,55402977.18,22833159.45,16644796.20,8546073.06,41265216.09,19914737.14,13889363.08,1997025.87,31128830.38,11667637.72,6512759.53,25516575.10,21832469.22,0.0
16,加:营业外收入,265736.01,165155.19,38513.34,546576.83,1534805.12,1113063.53,133015.47,2567172.35,14298851.92,11379688.48,14838036.58,32045692.48,20098115.31,14211585.88,8776774.94,45190854.68,25543655.26,7796619.05,5663722.67,21201012.45,18988507.04,15631728.43,1930448.73,18600712.22,9866963.47,5136877.14,2690326.62,19616992.82,11314518.57,6190432.88,2894610.66,14788163.01,8402540.51,3932363.69,2928242.44,9618935.28,5873700.69,3608834.69,1545581.61,5300641.50,4088156.75,2918227.35,1339778.76,6501748.45,3848187.77,2716669.16,1221104.18,6625781.03,3952659.20,1891746.62,35800.60,108854.80,57449.00,34229.00,303090.68,46316.40,34026.40,33542.00,11279.76,13000.00,0.0
17,减：营业外支出,810908.33,245438.56,240238.23,240318.42,62646.04,10082.70,4111.72,241914.61,116954.22,17445.06,19178.24,757401.65,655800.68,648689.61,113052.80,518968.13,408281.67,243181.89,24332.36,298008.24,250819.73,101477.18,55682.35,548138.03,491681.68,428164.48,26807.22,402275.17,338111.56,273776.16,58602.35,356700.71,167091.49,79799.27,35832.11,729068.22,395284.68,67876.76,20471.45,346245.14,202972.81,189528.33,14381.40,467840.63,407316.90,390738.65,13499.10,221246.76,155316.73,125583.02,17531.20,185610.24,138181.25,29395.21,12902.18,251679.10,137273.42,15997.71,19348.43,52367.26,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,31423.49,17445.06,17878.24,157063.14,155650.85,148812.88,113052.79,488818.22,399624.30,234984.52,22357.83,274187.31,227635.31,92856.36,49361.53,158622.22,120457.47,58007.47,26807.22,212267.61,161904.00,97668.60,35902.35,177227.02,121038.29,72034.66,35413.75,450297.67,226492.43,0,9686.36,0,33359.72,30195.07,693.05,0,194448.08,186554.99,964.61,0,63765.10,44969.29,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,127758436.84,70379523.83,2465795.12,194499561.11,125986953.00,73775226.40,2089713.74,176009767.74,115887531.68,63915456.34,2401659.35,139748743.45,85292752.46,61660630.85,4238580.66,123064936.94,134893428.10,131733104.24,40257740.14,193582138.59,150097060.50,125808928.88,27012522.08,373308722.87,179577811.68,153936653.58,53839163.75,315804350.97,153530869.18,133500193.12,41293673.94,233606801.64,111865687.34,93104813.66,31025518.61,210000318.97,108498620.97,105456424.77,16018792.26,126636824.91,36042687.37,28047407.35,13959121.27,80928214.83,32109642.51,24378156.55,10603025.95,61807511.45,26630501.92,18410959.80,8564342.46,41188460.65,19834004.89,13894196.87,2287214.37,30923467.68,11564390.70,6530303.82,25508506.43,21793101.96,0.0
20,减：所得税费用,7021825.88,2094331.50,312146.51,6856555.19,1419564.52,1145901.02,233560.25,9325976.48,830450.76,-2225086.29,-587450.03,-2341056.00,-1894149.28,-2262752.90,2083794.54,13053455.17,13227945.07,14149922.46,4989226.84,15751173.92,16479244.50,14140643.52,3422767.61,33185533.31,18033078.08,15601476.32,5638610.87,27799904.11,23937848.59,20709834.22,4318599.20,22046799.28,10701011.69,8639418.11,3163864.86,18693378.35,10792832.90,10035776.77,1509297.75,11038809.12,5373379.80,4405926.75,2294218.02,6694223.91,4804295.30,3455747.11,1708296.01,5860554.05,4245975.97,2885709.56,1282180.98,2504754.59,3000650.73,2187107.43,368465.78,4478379.65,1675531.21,1080416.84,2502572.25,2259549.71,0.0
