,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,11143485046.29,7785108901.10,5042926378.76,2808338585.91,8308385136.62,5274925380.72,3316377472.98,1812944428.02,6630455459.17,4843853997.91,3005801306.31,1487746975.08,6322745490.93,4173505329.82,2690343694.36,1604125132.13,6685781977.05,4168629763.28,2650938599.11,1406877311.06,6002451474.27,3743339042.27,2479690517.88,1373141981.58,5397650978.65,3596849945.59,2474076458.67,1367327536.26,4512063896.25,3270229415.39,2164184201.03,1144159931.29,4023936530.03,3113156568.87,2189468738.72,1136917243.62,3930159023.60,2882722672.29,1981355352.14,1079751487.25,3232872695.11,2258511303.31,1515030137.67,777191091.69,2363585227.43,1752287072.35,1245757693.96,566165779.10,2202009219.84,1621057628.44,1115374489.29,568805613.49,2001727372.39,1348692739.31,870252664.43,379013723.35,1733836608.77,1296513688.24,914045413.36,1473650995.03,1305690863.96,0.0
2,营业收入,11143485046.29,7785108901.10,5042926378.76,2808338585.91,8308385136.62,5274925380.72,3316377472.98,1812944428.02,6630455459.17,4843853997.91,3005801306.31,1487746975.08,6322745490.93,4173505329.82,2690343694.36,1604125132.13,6685781977.05,4168629763.28,2650938599.11,1406877311.06,6002451474.27,3743339042.27,2479690517.88,1373141981.58,5397650978.65,3596849945.59,2474076458.67,1367327536.26,4512063896.25,3270229415.39,2164184201.03,1144159931.29,4023936530.03,3113156568.87,2189468738.72,1136917243.62,3930159023.60,2882722672.29,1981355352.14,1079751487.25,3232872695.11,2258511303.31,1515030137.67,777191091.69,2363585227.43,1752287072.35,1245757693.96,566165779.10,2202009219.84,1621057628.44,1115374489.29,568805613.49,2000037457.05,1347134956.73,868747187.06,379013723.35,1733824908.36,1296447750.18,914121652.43,1473576854.52,1304490755.14,0.0
3,二、营业总成本,10727662788.11,7566574294.05,4900774725.39,2758015661.72,8062114171.95,5157443951.58,3231172566.96,1783913773.09,6442642661.95,4752561656.82,2936414825.86,1459665815.64,6176662325.65,4111770864.85,2636968316.98,1578730861.58,6541523620.05,4084566654.24,2590837760.89,1385820282.16,5954609850.81,3731206952.52,2457082258.92,1357048833.74,5312571777.40,3545014139.01,2430119222.17,1350761877.42,4447218689.50,3223775083.45,2121056202.30,1129854690.77,3959024468.54,3067584741.35,2128199000.25,1113653347.94,3818851085.23,2803823763.77,1922427116.84,1058665753.18,3136957943.92,2190065235.16,1461126158.06,758832103.65,2278293220.89,1675242385.93,1186534615.01,545219751.36,2115769004.37,1553654531.20,1068831805.77,545845761.47,1919141906.14,1291127386.82,828538629.45,363070177.10,1664190008.02,1248596437.74,874218372.91,1404975275.97,1245541098.31,0.0
4,营业成本,9920150682.48,6985329760.93,4524725769.20,2580035741.43,7324005867.08,4680213882.98,2924914794.68,1649876091.56,5760311082.41,4294139129.35,2631064590.99,1328941233.92,5550206593.77,3778998115.52,2410588173.51,1419233031.39,5849707754.98,3631434335.76,2287617776.55,1248107110.86,5327157550.43,3304999326.61,2168150477.27,1219901138.23,4765687613.77,3183100214.34,2195864356.36,1250502420.58,4048803858.35,2939170054.38,1952418051.08,1046983072.23,3633009251.68,2795303462.19,1947722199.15,1021751078.18,3501709179.08,2575494172.48,1775473547.41,987873260.00,2884304710.68,2014744168.48,1346490141.38,704404412.91,2085017582.70,1532645913.50,1091735257.79,499798574.90,1965142417.84,1452213550.00,1005969965.86,515388976.43,1773077190.79,1189098427.22,761334684.74,337200402.66,1532147463.20,1154539092.70,804731302.97,1288445508.86,1133975773.73,0.0
5,营业税金及附加,49104176.05,34891645.74,22626579.11,10858922.13,34294661.60,20883421.98,16148897.35,8326042.65,37284229.70,35922523.63,24863248.05,13277764.17,98043480.42,-2941480.46,-16473317.94,49722963.23,196045748.50,126467207.97,78517732.17,43438097.39,184345000.68,112000420.21,74102820.08,41807364.51,170048099.92,115132463.20,79319059.71,44426417.13,142274263.92,105194987.53,69423450.51,36036512.30,132486925.36,100959693.75,71295519.40,37845507.18,127467329.17,93401969.24,64207904.38,35218574.30,106851596.03,74406235.94,50812074.41,25106582.31,77015794.06,56358013.95,39249694.18,18324597.95,70503926.58,51394841.01,35702973.85,18200038.49,63682228.74,43102182.06,27531260.94,12278109.28,55465997.49,41976860.51,29648295.14,46896412.59,41788638.66,0.0
6,销售费用,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
7,管理费用,230437541.23,166027403.45,108478459.01,56605518.90,213730173.74,139322086.82,90927698.64,45958057.64,205537840.30,128569719.55,85302997.59,39508006.16,190579395.20,124768422.19,82614475.23,43118620.21,164102494.27,96652132.64,67438169.79,30517964.57,158530767.99,112888298.89,64895276.45,30173840.44,120319664.20,78519698.19,54436845.88,27963963.55,113987570.84,76361495.63,52323100.51,26978275.40,119156169.50,85980445.24,56803295.42,31482618.10,104252777.69,64148439.50,41532137.77,18746965.83,85772552.67,55955808.47,35215567.40,17057989.20,60436926.06,42123189.79,25696493.51,13030218.41,52464859.81,32245519.86,21013248.24,11903165.76,75761556.12,51916490.60,33782838.70,11039435.90,66552118.59,45802934.87,36041669.75,63886447.94,67723625.61,0.0
8,财务费用,493063470.91,364925150.79,234814217.08,99330194.48,414379862.41,287275507.89,182370651.85,70517154.91,379608856.67,274402738.49,184313654.21,73999744.09,290812524.58,196807614.84,148606592.93,60327815.24,309643080.39,220887044.64,150065502.83,57365499.45,264291665.98,186937239.92,140311818.91,60972145.36,223064971.23,151895223.55,89029218.00,22560624.42,135000758.35,96254387.59,44749835.26,20600945.64,67769669.89,79964623.73,50064834.68,21815346.68,84731821.60,67402622.10,37620650.29,16865743.74,56205344.25,43275724.93,26045135.73,12516753.79,61210043.87,43229306.97,28168450.64,13764992.43,23673571.37,10763300.57,3005064.69,353580.79,6620930.49,7010286.94,5889845.07,2552229.26,10024428.74,6277549.66,3797105.05,5746906.58,2053060.31,0.0
