,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,31135149996.00,21334753730.00,13562799371.00,5907777887.00,21945877580.00,13718360275.00,8140007990.00,3427873140.00,17436414048.00,11757325348.00,7102216319.00,3057737702.00,15152185410.00,10804119412.00,6989746849.00,3374980779.00,23653980112.00,17996549241.00,12350153810.00,6297916688.00,33720185311.00,24814926845.00,16277969356.00,6749333211.00,27957934826.00,20311442703.00,12706999649.00,5720063779.00,22628517876.00,16325875329.00,10255289671.00,4794459231.00,18906035122.00,13317911345.00,8357680224.00,3809390228.00,18059856834.00,13630312311.00,8993579918.00,3930667813.00,18345401415.00,13525105196.00,7997929380.00,3928595218.00,12430252591.00,8194597556.00,5230021912.00,2503615841.00,9241894832.00,6659250581.00,4364405867.00,2024383921.00,6524160913.00,4602616275.00,4929099815.00,3941456194.00,3336070724.00,1997475515.00,0.0
2,营业收入,31135149996.00,21334753730.00,13562799371.00,5907777887.00,21945877580.00,13718360275.00,8140007990.00,3427873140.00,17436414048.00,11757325348.00,7102216319.00,3057737702.00,15152185410.00,10804119412.00,6989746849.00,3374980779.00,23653980112.00,17996549241.00,12350153810.00,6297916688.00,33720185311.00,24814926845.00,16277969356.00,6749333211.00,27957934826.00,20311442703.00,12706999649.00,5720063779.00,22628517876.00,16325875329.00,10255289671.00,4794459231.00,18906035122.00,13317911345.00,8357680224.00,3809390228.00,18059856834.00,13630312311.00,8993579918.00,3930667813.00,18345401415.00,13525105196.00,7997929380.00,3928595218.00,12430252591.00,8194597556.00,5230021912.00,2503615841.00,9241894832.00,6659250581.00,4364405867.00,2024383921.00,6524160913.00,4602616275.00,4929099815.00,3941456194.00,3336070724.00,1997475515.00,0.0
3,二、营业总成本,27961334412.00,18987299883.00,12512912278.00,5879059225.00,22191676915.00,14351872178.00,8862154971.00,4361556179.00,17661165724.00,12041273072.00,7537914475.00,3629500796.00,26872844218.00,20063096142.00,15539335664.00,4300065669.00,22701466614.00,16629424980.00,11351280834.00,5216081060.00,25870016589.00,17699909133.00,11507846249.00,5177011688.00,20954333673.00,14638769698.00,9375049752.00,4395240316.00,17575035214.00,12012254445.00,7483699220.00,3473908325.00,14328309027.00,9525975657.00,5986536903.00,2763969928.00,13593589048.00,9557681933.00,6418307623.00,2840610088.00,14338594261.00,9886997137.00,6625728157.00,2790587103.00,9127673110.00,5495169507.00,3371195158.00,1473213375.00,6508107976.00,4314668358.00,2863883521.00,1198820873.00,5204054662.00,3427009224.00,4090061898.00,3240177714.00,2715494364.00,1720109596.00,0.0
4,营业成本,25291543411.00,17293047988.00,11383230101.00,5233596731.00,19543678809.00,12986650850.00,7819645948.00,3690598211.00,15515956026.00,10605776783.00,6662242037.00,3210831306.00,17295798515.00,11647711840.00,7715334244.00,3870740261.00,19327485272.00,14209535240.00,9400305491.00,4794200891.00,23462500022.00,16145094797.00,10443811481.00,4800798289.00,19187948990.00,13387978802.00,8585731445.00,4044051126.00,15946188607.00,10937345518.00,6772579932.00,3161070031.00,12898058512.00,8548124384.00,5326984481.00,2477414337.00,11716691881.00,8255705629.00,5532114279.00,2471900759.00,11688942398.00,7697499023.00,4824055782.00,2281510172.00,7929906369.00,4911856324.00,3079735145.00,1383169253.00,5890435187.00,3899671990.00,2599854712.00,1085164226.00,4748380889.00,3126342727.00,3804457566.00,2930629034.00,2467200214.00,1568304585.00,0.0
5,营业税金及附加,59311837.00,26176113.00,10687416.00,4427339.00,59249347.00,18272428.00,12131975.00,5359640.00,56981030.00,16609434.00,6345828.00,2812504.00,66640125.00,38060121.00,27103459.00,64049732.00,479732061.00,388655316.00,260758096.00,131109892.00,726946376.00,538862929.00,350304261.00,146979031.00,594123234.00,434454304.00,265997304.00,112071904.00,523819120.00,388920500.00,244688905.00,113305118.00,479902276.00,344767670.00,218520049.00,97688558.00,498871544.00,389191642.00,265429890.00,96652642.00,466747758.00,304703410.00,184097729.00,75727028.00,287308569.00,201431631.00,122915890.00,55183737.00,233907439.00,167430423.00,109761851.00,48618712.00,159321871.00,121225062.00,140307108.00,117426650.00,98745565.00,62297090.00,0.0
6,销售费用,34240841.00,22513411.00,14940003.00,6823195.00,27105259.00,15559004.00,9289950.00,2738491.00,27186008.00,16790328.00,11397357.00,2553263.00,23647381.00,12765591.00,8312600.00,4430962.00,23323617.00,16836682.00,11336687.00,7246926.00,31428622.00,21011220.00,13099899.00,5517551.00,19651571.00,13176128.00,8444674.00,3978637.00,13017138.00,8125105.00,5141307.00,2611020.00,7996371.00,4557333.00,3360751.00,1263554.00,8391345.00,5458055.00,3298920.00,1754007.00,7455590.00,4713303.00,2936120.00,1340821.00,6206044.00,3544234.00,2241996.00,816077.00,3195634.00,2160891.00,1407098.00,685697.00,3534363.00,2331194.00,3879652.00,2655246.00,11743864.00,3397958.00,0.0
7,管理费用,704177117.00,489655837.00,304550379.00,134484312.00,660245467.00,444543860.00,278279515.00,151393315.00,583551246.00,386146699.00,236501528.00,118953407.00,565605438.00,358465695.00,240203340.00,111075507.00,591206817.00,377088538.00,255750244.00,129625562.00,723372570.00,455511314.00,291539018.00,150221286.00,616211745.00,416991107.00,269304446.00,118179235.00,555792767.00,357812015.00,240835688.00,93909460.00,483819744.00,292071087.00,184059614.00,86892541.00,442068642.00,294969977.00,196261710.00,86290373.00,427995982.00,305958844.00,194521183.00,101319971.00,378653079.00,196520451.00,127857631.00,56561779.00,284383687.00,171315593.00,118313110.00,51808859.00,222943273.00,130788466.00,196007237.00,180809365.00,164913118.00,89832763.00,0.0
8,财务费用,939405183.00,679903354.00,522295060.00,381054643.00,616302348.00,363223424.00,381330981.00,509504545.00,1389460820.00,1044999090.00,654464942.00,294144071.00,648437761.00,676333756.00,405967789.00,249401496.00,507284849.00,361281542.00,250204900.00,93759907.00,438192004.00,300706941.00,202621784.00,71885633.00,520175286.00,387106284.00,246538179.00,115792511.00,427170918.00,293179929.00,193582010.00,103012696.00,345324274.00,269086188.00,186243013.00,100710938.00,509668819.00,395318025.00,267858256.00,124721888.00,868061764.00,749173907.00,592250389.00,330689111.00,366105924.00,181433067.00,38060696.00,-22517471.00,89735311.00,72143753.00,32301042.00,12195746.00,68147555.00,45470896.00,-49006.00,-27938584.00,-27108397.00,-3722800.00,0.0
