,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19941231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,656640531.62,440299919.48,217512839.09,53940919.91,499737129.83,359815727.48,235039532.70,90897101.55,667552807.85,426049374.87,164327337.12,60387471.15,695609749.58,431937861.34,275249990.76,192402836.79,910892705.24,655766655.47,418795117.27,142969760.92,514683849.74,380754710.10,242291820.69,63946355.61,718815705.67,410526998.90,213841691.88,105343252.50,510509900.07,369158511.96,251863565.91,87770655.65,556648468.35,395430131.92,271165205.24,82460305.47,468845001.52,295085443.73,147456490.63,39160888.78,292984071.76,148622569.94,58279959.40,22074221.24,504286416.99,424806991.62,283580828.65,136364051.19,418523208.86,260427912.08,144761660.57,59372635.78,313318293.36,215806921.84,134069917.90,51662931.49,314409486.16,217868118.68,146833496.25,64268377.80,308315006.58,212577593.02,121887590.61,58722732.49,242931846.56,163705783.29,93518005.61,43986278.52,159544983.96,111092845.00,68456276.42,27691460.32,183736891.68,107802004.66,182957250.28,92819016.15,142299008.67,63188721.59,195174977.40,54514425.00,125128751.43,26224242.68,83283691.74,61267462.64,33784340.35,0.0
2,营业收入,656640531.62,440299919.48,217512839.09,53940919.91,499737129.83,359815727.48,235039532.70,90897101.55,667552807.85,426049374.87,164327337.12,60387471.15,695609749.58,431937861.34,275249990.76,192402836.79,910892705.24,655766655.47,418795117.27,142969760.92,514683849.74,380754710.10,242291820.69,63946355.61,718815705.67,410526998.90,213841691.88,105343252.50,510509900.07,369158511.96,251863565.91,87770655.65,556648468.35,395430131.92,271165205.24,82460305.47,468845001.52,295085443.73,147456490.63,39160888.78,292984071.76,148622569.94,58279959.40,22074221.24,504286416.99,424806991.62,283580828.65,136364051.19,418523208.86,260427912.08,144761660.57,59372635.78,311562456.54,215400743.70,133924008.56,51629501.60,313425171.57,217639685.25,146795441.21,64142402.27,307844068.69,212417731.60,121710760.50,58708795.50,240766500.84,162119871.27,92930089.25,43780245.80,159245924.61,110984036.00,68349164.10,27641152.00,183016409.75,107427753.32,181236088.15,92542591.93,142075243.13,63079479.08,195125953.04,54514425.00,124749761.27,25898160.93,82767233.19,61257619.70,33560400.24,0.0
3,二、营业总成本,729328295.44,466256954.60,227836967.92,56945741.42,631114011.20,402725690.17,260463273.19,107284927.14,544426986.79,366841215.95,194043086.48,78385944.84,627914596.89,367204059.36,226015928.70,150824103.36,867463843.40,629538732.24,401899423.41,157457022.72,619267485.06,407224044.32,268865367.76,79148258.07,687940635.44,365390276.15,188736365.56,101508783.15,713700918.31,382982764.33,227660824.42,84093913.04,529555170.00,349211580.28,248423767.76,71610135.20,447585633.53,251725576.87,139401552.04,49826486.45,288793359.71,164830846.02,93815401.44,44030375.43,440692750.84,335452423.37,215144118.21,126703231.59,367454791.50,232849952.16,132688316.96,63160091.71,276118411.56,180483110.59,119422158.84,49857402.98,283268059.75,191264211.21,128829802.07,60705020.39,282018248.76,193438101.00,113320617.72,55846041.72,240864059.60,157764431.34,94275246.13,45703024.31,219901303.14,133052026.00,83086688.87,30982022.57,178685948.74,103435596.34,182138180.84,82657312.95,120249033.02,50905189.25,144793386.67,39604854.97,79998292.70,13320613.05,45891984.73,45846474.44,27541496.08,0.0
4,营业成本,576022478.47,391275546.23,180183651.37,37908250.42,445488449.00,298319926.87,203000255.43,77968128.18,419465616.86,287125787.46,147917826.03,56826348.30,516575839.70,293128274.16,168286293.68,123770054.15,749374494.53,549869675.30,351883977.31,127173031.73,470012091.69,333001909.60,213159003.36,56530855.97,565690997.69,292831398.80,142981305.81,80781111.42,372670635.82,261716928.69,169688799.26,54928841.76,404839509.48,276848600.28,207042268.32,50939511.66,275330283.98,171945168.87,86327751.62,27043001.24,143144657.19,77723569.16,46159168.97,17711543.63,297845080.64,229936519.50,151349154.75,94442087.91,236885865.75,148192945.86,85481925.89,44230927.57,176416173.56,122919771.31,84103080.03,34894597.14,207828349.30,142109151.68,97561294.08,38322802.17,193962838.33,141363160.27,83031204.75,40016153.17,179792969.36,117230903.61,73126169.17,35015977.05,144739227.44,104519497.00,65238112.94,27571238.44,132251504.37,82806271.23,128667885.73,61496999.74,85613604.84,31620986.57,118393297.93,29109969.43,50493643.58,4745048.33,14960915.26,19197887.66,9822261.70,0.0
5,营业税金及附加,8696905.20,5509670.82,2792638.03,651344.65,10397194.10,2830719.01,2042823.12,939095.44,20730310.08,9526607.54,1323609.29,715518.65,20493479.97,10430588.61,8291182.92,3502089.34,13876341.03,8571419.41,4148588.32,2538359.33,7023105.45,3414036.15,1957319.65,367021.87,10218354.53,8146274.27,4813099.52,1194199.21,10776477.68,7101657.82,4423625.96,2003014.05,10453714.73,6679330.47,3854907.22,1109486.81,13567008.55,7942363.88,4257069.92,648240.62,8287114.94,3880292.74,879258.86,180493.37,6606773.87,5504018.60,3843164.59,1569479.03,7079128.13,4334004.70,2141246.71,869704.03,5113195.14,3350458.06,2161972.94,870671.11,4226322.06,2702742.76,1660830.91,834502.75,4199421.50,2640671.33,1201608.83,479562.60,5498657.57,3887645.94,1534852.66,561824.03,1556154.87,1049525.00,756544.53,68714.54,3276919.08,1852833.53,2498636.26,1360610.01,2622698.64,1764628.48,1947028.57,861818.65,2486978.02,912044.21,2597441.56,2087575.15,1149112.98,0.0
6,销售费用,15553180.67,10854663.81,6913535.55,3571404.74,18820219.08,13145308.46,7719592.49,3743120.30,17895543.65,11738854.50,6694436.09,3048569.39,15993906.35,10765778.73,7595211.29,3667960.76,19797706.72,10483756.35,5756399.52,2765940.58,14200769.43,8853369.98,4910113.13,1920163.07,17964645.16,10977450.54,9452501.72,2853786.22,18068413.53,13052449.00,8274912.01,4106800.15,16129498.19,11458734.98,6687538.07,2955377.62,19580790.78,13735475.09,9280994.90,4752986.43,17902435.22,12602998.96,6605284.30,3041486.88,24544142.59,15915829.83,9142309.13,4039096.66,23353700.49,16203464.31,6733123.75,3178840.14,18170371.64,12172609.71,7936421.24,3470980.26,18213246.59,12978784.81,8433075.24,4556769.28,18836313.96,13246181.45,7671616.85,3022678.10,16736096.37,15741744.06,6495870.84,4249643.05,11883342.43,7318569.00,4824248.16,1299016.42,17053644.07,5982694.60,16073936.70,8725482.12,11752051.93,9123577.52,11629406.34,3706843.76,15891407.41,3448915.54,15758772.59,14244125.96,8398555.78,0.0
7,管理费用,144100888.62,64998953.18,43575532.26,19304800.47,114990282.24,74091686.30,46286867.46,21566184.53,94895874.01,61913047.29,42030893.42,17742380.08,91146119.98,62260682.85,43327062.40,20335281.87,93355817.30,61782884.26,40875166.34,20319143.31,98785574.34,62902009.60,42270932.07,19620145.90,106750689.46,64795623.30,41936231.76,16214384.13,130863521.50,88121544.24,53109435.14,22583335.40,94463419.51,58573524.18,31293058.52,15784014.79,110865801.23,51956294.49,36996200.37,15853342.95,95350378.47,58285162.82,38946773.90,20829929.23,87924307.59,57935934.53,38650554.34,15150586.92,70981660.61,44181223.94,29915926.80,11774609.31,64089602.61,32877433.86,19245698.97,7649710.23,44018019.12,28890259.95,18270705.30,15626690.09,59853406.46,32714375.45,19064292.41,11290588.12,34004306.92,17152401.95,10634757.54,4623501.09,55983800.41,15654880.00,9257368.16,532935.43,20959582.24,9203364.49,31066610.03,9448525.54,14098801.13,6092921.12,11704359.89,5656635.10,11360973.60,3775793.41,11980676.80,10044830.60,7605538.96,0.0
8,财务费用,-15045157.52,-6381879.44,-5628389.29,-367718.07,-13398941.06,-4374649.60,-4135250.80,807400.89,-14231301.69,-5297876.06,-5479056.16,-2149428.72,-10769648.83,-3383111.43,-2724900.35,365913.17,-14874525.54,-6689341.77,-4780915.80,3264033.99,-8322778.24,-6963901.06,849791.26,1102206.90,-19398676.64,-12428044.50,-9961386.34,-1345116.94,-18849816.94,-7648252.12,-9377295.59,725767.52,-5711688.99,-4281204.03,-471626.28,436625.73,3418703.86,1986641.19,1800441.62,1338158.41,8256270.90,6635348.22,4226797.03,2100394.76,18216299.68,15626380.03,10528011.61,5090309.35,16032445.98,10739274.71,6836672.13,3106010.66,12329068.61,9162837.65,5974985.66,2971444.24,8982122.68,4583272.01,2903896.54,1364256.10,5166268.51,3473712.50,2351894.88,1037059.73,4832029.38,3751735.78,2483595.92,1252079.09,5738777.99,4509555.00,3010415.08,1510117.74,5144298.98,3590432.49,4833878.88,2508385.83,4546819.41,2303075.56,1119293.94,269588.03,-234709.91,438811.56,594178.52,272055.07,566026.66,0.0
