,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20091231,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3646748828.37,2177258273.75,1322372621.03,641914966.10,2582838419.82,1834546871.26,1214574264.38,591053492.48,2566029935.42,1754103881.87,1196718175.38,535396885.54,2551077644.10,1462048934.14,944984021.17,383464743.94,1649653881.97,1262516139.91,911387501.90,251726519.85,1099862440.51,736347752.50,281900683.14,134623818.06,494854883.28,308538100.99,197342253.22,84496358.84,375678837.86,286151235.34,192739220.72,92720713.88,401454503.01,292199565.16,191475214.42,100809797.61,424517000.29,323889671.08,397010137.00,167427367.36,78241255.49,818380209.40,615133332.19,386254709.64,321527991.38,751195490.13,960188251.71,458113053.88,0.0
2,营业收入,3646748828.37,2177258273.75,1322372621.03,641914966.10,2582838419.82,1834546871.26,1214574264.38,591053492.48,2566029935.42,1754103881.87,1196718175.38,535396885.54,2551077644.10,1462048934.14,944984021.17,383464743.94,1649653881.97,1262516139.91,911387501.90,251726519.85,1099862440.51,736347752.50,281900683.14,134623818.06,494854883.28,308538100.99,197342253.22,84496358.84,375678837.86,286151235.34,192739220.72,92720713.88,401454503.01,292199565.16,191475214.42,100809797.61,424517000.29,323889671.08,397010137.00,167427367.36,78241255.49,818380209.40,615133332.19,386254709.64,321527991.38,751195490.13,960188251.71,458113053.88,0.0
3,二、营业总成本,3077092135.51,1656072658.95,981040775.84,477707535.80,2041067161.83,1358711206.21,877276084.42,430620528.89,2073638457.95,1323282817.09,893748812.01,372940988.24,2063397987.58,1083487503.50,711387921.49,278184904.56,1355716466.58,996284087.92,722864052.92,192479861.27,853514164.30,562651273.68,229628071.03,126068724.87,502161146.02,295979774.45,187472808.50,84890608.41,357550410.17,245988284.88,166064011.99,83637742.62,360202335.69,253297722.70,168175925.98,81071134.04,377742505.04,285733264.07,398471527.81,169037009.89,83609536.56,832526911.07,596755694.63,382197812.54,321641441.81,737866108.77,905866886.84,461268624.23,0.0
4,营业成本,2575921193.24,1329529203.28,778494439.01,381335895.51,1633591496.76,1082429632.33,703045958.75,355380993.01,1701109925.85,1069517182.27,727669467.87,291679355.81,1665013153.65,883302868.53,582649461.68,218347720.35,1086657593.95,805874392.83,596349220.70,133384160.13,611821368.79,420237672.51,159277714.58,92675373.02,353404496.34,249722881.01,159295982.70,70257026.29,289386181.79,209014180.55,142536200.82,72168123.91,313492531.54,230005227.49,156059628.03,78704410.71,326097770.13,239577394.95,286501457.46,114477684.24,55315276.93,646129675.01,478599732.33,311708433.80,287655124.21,582458283.28,747214103.78,357362981.23,0.0
5,营业税金及附加,44669955.91,30053359.93,19369861.79,8430595.96,33888574.21,24905930.72,16596125.23,7990247.10,37823596.90,29943398.02,20284719.84,10366496.40,40389006.18,8941803.60,6530522.01,4091642.24,18591209.44,11640991.01,8564104.88,3094709.72,13223545.56,7333668.72,4132945.30,1988044.33,8589705.56,6320970.59,3967838.18,1958248.30,5344402.78,3684157.13,2144085.81,939443.36,5258209.20,4079507.08,2917950.69,1642215.36,4651282.19,3076494.74,5642359.97,1043594.43,565009.71,20122098.58,12881824.29,1801665.07,681891.92,10589500.68,29018230.24,5744246.91,0.0
6,销售费用,0,5709.00,5445.00,0.00,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4442133.62,3607634.25,1322034.94,1156037.68,5090941.55,5942878.13,13627340.94,0.0
7,管理费用,205935259.51,128734439.18,80924117.42,43816780.60,195366122.27,128363319.95,93762287.73,42628431.93,220135248.38,135512078.55,85449439.57,39141815.47,220602118.95,107817131.54,68485720.40,30116477.86,142426529.26,89322119.71,60565083.66,29622607.39,126525309.31,69511638.20,26757949.99,11522549.13,61969880.86,45968835.86,28727530.59,12883100.99,54945890.44,39316904.75,25481471.12,12792077.78,61112273.16,44645139.86,29021354.79,15823242.52,61998202.38,51485543.15,58895255.62,25172988.79,12876370.81,73915397.89,48951530.63,32933924.75,22682296.31,66846334.16,63625756.10,54320605.92,0.0
8,财务费用,200952520.68,147768581.69,91524489.92,42638341.86,142698591.80,101906209.22,63871712.71,24620856.85,114259942.96,88310158.25,60345184.73,31753320.56,138037681.56,83425699.83,53722217.40,25629064.11,115100328.56,89446584.37,57385643.68,26378384.03,96905505.99,65568294.25,39459461.16,19882758.39,78197063.26,-6032913.01,-4518542.97,-207767.17,7873935.16,-6026957.55,-4097745.76,-2261902.43,-28508371.48,-25431376.75,-19823007.53,-15098734.55,-15034356.16,-8406168.77,48325771.61,28264777.39,14794814.11,90187251.11,54035346.32,35708911.40,9466091.69,68741891.94,59876273.97,30157952.78,0.0
9,研发费用,49613206.17,19981365.87,10722422.70,1485921.87,35241070.08,21223954.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0.00,281306.71,-117840.55,0,0,309743.86,0.00,0,0,-643972.76,0,0,0,-7059194.63,0,0,0,5038434.65,0,0,0,0,0,0,0,0,0,0,0,8847693.27,-774.98,0,0,29606.50,0,-893316.85,77965.04,58065.00,-2269645.14,-1320373.19,-1277157.42,0,4139157.16,189644.62,55496.45,0.0
11,公允价值变动收益,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1559750.00,-1021000.00,-875000.00,-683500.00,1559750.00,1318042.20,-21590.50,0.0
12,投资收益,166391546.26,3286543.59,4141314.35,2800065.15,10843518.49,-8660782.51,-4639833.01,-2135393.55,14749929.01,14457533.61,16673879.37,-1761037.92,-1612243.90,-3417071.98,-1405527.83,-476009.16,17389271.65,18923086.88,23507042.47,11909213.98,48618528.36,42834785.08,23133938.88,11360555.56,95636151.62,84072612.76,25447122.23,11237561.09,70291709.46,56381829.10,46132862.97,1618199.34,44580098.92,40296485.89,35560325.64,29435976.02,15409706.90,10784416.10,78810624.99,20222813.97,8844711.16,314254223.55,225253803.77,8274641.68,4960033.34,65606665.90,20383743.38,24427262.14,0.0
13,其中:对联营企业和合营企业的投资收益,6883911.64,2063854.93,3360229.45,2440725.53,9438106.57,-9698175.55,-5305465.07,-2433758.33,-1826661.86,-1757579.27,-296277.09,-2033738.86,-2814190.05,-4307823.21,-2002631.28,-783892.49,-3573485.28,-1727003.38,3180552.22,211964.03,3322610.53,3767668.42,0,0,0,0,0,0,-1438716.59,-1089294.23,0,0,10294747.96,0,0,0,15409706.90,0,0,0,0,0,0,0,0,14358712.81,871948.36,11824423.64,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,823097922.15,605700106.60,405335507.24,193543285.53,794388492.74,681221038.63,370955528.67,177331369.19,622199737.39,540254887.72,385981257.76,160694859.38,486067412.62,375144358.66,232190571.85,104803830.22,311326687.04,285155138.87,212030491.45,71155872.56,294966804.57,216531263.90,75406550.99,19915648.75,88329888.88,96630939.30,35316566.95,10843311.52,88420137.15,96544779.56,72808071.70,10701170.60,85832266.24,79198328.35,58859614.08,49174639.59,62184202.15,48940823.11,77349234.18,18613171.44,3476430.09,298547771.88,242610441.33,11456538.78,4163082.91,80495797.26,76023150.45,21250101.29,0.0
16,加:营业外收入,9051344.81,6447779.48,4332399.09,697165.07,15577568.89,13495315.69,13095904.42,6832284.26,77621012.09,83919619.28,13440503.84,57837285.48,178513610.78,90219984.41,41040717.75,19582842.30,67972732.28,45337626.67,28872151.46,13244125.38,29200602.18,13692530.20,5127547.38,3293994.77,12271886.41,9406969.20,5431781.19,3199444.49,12704384.39,9091999.32,4207248.80,1998376.39,14879597.83,28636268.93,22389202.47,2872824.85,10367741.06,3020508.28,4193261.26,1663268.30,741249.36,9736061.66,4142002.51,2555641.51,1339809.83,20595516.66,8555505.81,31001537.98,0.0
17,减：营业外支出,10049771.14,2758342.19,815106.78,263923.08,3735969.03,1027219.17,689460.55,90220.98,9141046.42,5553962.59,5188569.35,13879366.59,13503488.76,21174.91,1283.51,0,848022.11,792447.09,780610.40,0,5336325.31,427307.06,324895.86,272902.50,12432200.81,69732.79,3045.23,0,147123.05,81417.72,15255.18,14153.36,513028.56,88672.39,81107.07,42877.43,157364.14,26864.14,61779.81,50000.00,0,180385.06,178961.67,18793.77,18792.57,426669.59,637.84,99520.55,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,252492.40,0,0,67186.18,35045.71,29651.65,1067543.30,0,0,0,3391.71,0,0,0,204478.39,12902.50,12902.50,0,0,0,0,0,0,49488.65,1101.82,0,0,41674.08,34497.07,34497.07,0,0,0,0,0,0,0,0,0,61024.94,437.84,99248.60,0.0
