,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,599945206.26,2991938325.34,2433337828.74,1689952609.08,758860135.69,2892795413.00,2344144384.70,1656938752.97,722903384.18,2811592268.21,2283908338.63,1628559527.82,708212456.41,1306853303.01,819093248.98,219954189.83,6266338.36,25065353.44,18799015.08,12532676.72,6266338.30,18805622.87,11784567.53,5442377.52,1633539.16,10168204.22,6724219.71,5090286.09,3442522.29,65206408.04,63561535.39,4889364.10,1152571.72,8980462.22,7147002.00,5939934.00,1120412.00,44414458.46,4649857.80,3565393.46,1589928.60,11902047.53,5055488.57,2632671.67,1016430.60,4818417.03,2930013.36,1942039.20,928085.09,3788879.66,2866109.40,1911253.40,935152.70,5863052.34,2125236.44,1388793.71,2808934.16,18466028.60,6422875.81,5470335.29,3813400.09,20895456.13,7337771.65,3652852.77,993342.48,6447784.41,1544608.18,872141.18,173521.80,9158106.02,21340072.93,12912731.13,0,163953430.93,2359785.61,90483780.09,150291.45,6363706.71,4377334.40,7837209.54,3549613.85,10995579.87,3713821.79,9096379.08,5793947.51,13919235.34,7677750.50,42178517.99,26084019.37,50160327.32,45769269.23,0.0
2,营业收入,599945206.26,2991938325.34,2433337828.74,1689952609.08,758860135.69,2892795413.00,2344144384.70,1656938752.97,722903384.18,2811592268.21,2283908338.63,1628559527.82,708212456.41,1306853303.01,819093248.98,219954189.83,6266338.36,25065353.44,18799015.08,12532676.72,6266338.30,18805622.87,11784567.53,5442377.52,1633539.16,10168204.22,6724219.71,5090286.09,3442522.29,65206408.04,63561535.39,4889364.10,1152571.72,8980462.22,7147002.00,5939934.00,1120412.00,44414458.46,4649857.80,3565393.46,1589928.60,11902047.53,5052466.17,2630271.67,1016430.60,4818417.03,2943717.50,1958943.34,928085.09,3788879.66,2866109.40,1911253.40,935152.70,5790377.90,2125236.44,1388793.71,2808934.16,11015277.31,6157902.91,5205362.39,3548427.19,13709677.74,7337771.65,3652852.77,993342.48,5918569.91,1544608.18,872141.18,173521.80,9150146.03,21340072.93,12912731.13,0,163953430.93,2159043.23,86625804.19,16555.55,5441829.97,3972805.93,7513643.98,3391326.52,11212946.94,4168548.17,8899527.03,5711598.65,13860113.95,7704385.55,41911753.82,26155870.89,50555090.64,45769269.23,0.0
3,二、营业总成本,627958109.96,2958485771.60,2334039671.82,1558883616.78,752531078.07,2862435430.78,2246602104.98,1518178465.97,713461200.01,2754100924.24,2182461531.42,1485291969.93,688509345.35,1421925697.56,848221900.00,224229361.03,6130817.17,35189760.65,13767182.83,8876066.06,3730092.90,15117595.02,10236537.64,6237263.55,2367176.45,16024620.32,7669048.90,5011663.78,2224489.38,60006750.95,56497717.06,5013994.11,2144843.04,8755112.54,6715414.93,4181020.32,1922419.73,35675564.31,8668994.31,6471647.51,3444088.46,11379216.77,7683231.15,4996658.15,2322851.09,16159685.49,9645073.79,6672450.93,3064487.35,11800335.40,8126821.69,6543197.64,3371338.88,15588873.80,5907688.97,3980020.18,7796465.00,30258936.55,19979969.19,14453852.89,10480174.02,24926802.87,11179576.06,6543383.10,2695135.09,14306455.85,8448862.21,4725291.47,2285294.49,19591011.16,31240409.75,20282613.35,0,149232239.13,8522000.21,71409900.78,3546404.86,16943213.22,15612063.43,36557201.97,7254164.62,24088625.97,0,22036562.29,0,23946711.10,0,40769436.76,0,44616904.18,44516160.77,0.0
4,营业成本,454320785.94,2175673149.87,1727771056.22,1149480449.65,565754026.07,2103877946.71,1663306308.74,1111780002.40,538009538.10,2001000237.96,1573128799.48,1062327679.29,505743527.67,978933060.07,606952473.46,150526838.46,2234154.64,8987267.55,6753112.92,4519434.53,2231794.47,5722638.12,3510948.03,1504767.06,479268.76,3559501.88,1381323.21,920882.14,460441.07,51904405.30,51405754.14,2019510.47,913829.20,2383996.80,1810497.60,1136998.40,568499.20,27492471.00,3220993.78,2108100.07,832499.20,3330218.80,2497364.40,1664998.40,832499.20,3490388.94,2502980.60,1664998.40,832499.20,1664998.40,0,0,0,0,0,0,0,0,0,0,0,512544.26,512544.26,512544.26,0,2429134.58,0,0,0,342843.26,7947117.73,4521126.50,0,117263507.78,1516839.85,62312175.06,-19212.69,4029893.97,2770597.23,5148582.73,2223099.95,10740766.88,0,11493781.87,0,12085874.69,0,33068872.65,0,50488366.68,46622522.65,0.0
5,营业税金及附加,2324814.04,14559326.50,10818256.06,7619886.58,3310286.67,14528674.69,10707977.84,8083231.18,3381115.95,15520186.64,11672631.38,8878022.81,2967424.10,8131139.58,3798238.39,994548.65,91158.95,1241412.84,839698.72,559093.44,91158.95,1141046.04,273476.85,559093.44,91158.95,1166308.05,862894.46,592260.97,105309.56,2514822.10,1397993.67,273804.38,64544.02,507392.77,407170.91,340222.07,69346.36,1197300.76,242170.14,187148.05,83394.44,637322.44,265106.26,138328.07,53428.04,252810.44,155081.64,103137.11,49979.81,197139.20,147078.88,111080.11,59341.48,302443.30,111544.16,75621.98,128075.19,485891.62,362241.34,296586.17,190294.21,574877.68,353316.47,175410.07,52119.31,281621.38,118288.70,59392.72,29302.88,489541.56,655157.97,408180.53,0,8235165.76,108903.76,4372705.26,0,178567.83,131940.03,260189.94,120670.68,416172.99,0,305520.33,0,447310.16,0,166601.82,0,44938.69,54046.55,0.0
6,销售费用,50240241.79,243485062.85,195558547.71,121229250.62,57464031.82,229065911.63,182308278.02,114863560.96,49188475.23,247639502.75,245112788.58,172484592.56,66372702.24,121085094.66,87214244.40,26735331.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200000.00,0,0,0,2319205.70,83111.00,48890.00,28710.00,0,0,0,0,5616671.99,0,0,5493529.44,18542332.75,14755566.77,10780177.31,7967233.86,14701483.39,4739448.31,2047257.64,716674.23,14640.00,211129.24,0,0,0,0,0,0,105531.17,42341.17,440072.51,41766.68,3717511.24,1924976.73,4473831.51,2063698.65,4980933.95,0,5483242.66,0,6177119.23,0,3650751.62,0,3867517.07,1649138.77,0.0
7,管理费用,91464283.60,396616600.96,312210550.22,211014581.32,90485333.41,361613963.21,329353580.42,242958393.53,100898159.82,405678222.92,290793593.70,201734547.05,94899310.13,249867589.52,116819228.26,33226584.53,2281808.31,24342555.09,5968982.65,3700879.22,1396553.31,8108772.41,6520151.64,4186378.11,1824523.60,11378831.63,5528935.20,3582218.92,1656042.36,5832938.52,4472669.74,2927629.97,1273009.27,5809284.11,4356352.17,2646367.46,1286362.85,6711540.55,5165529.45,4177841.13,2525829.95,7187764.32,4775718.12,3181016.26,1453434.85,8592230.08,6851742.34,4971778.88,2186441.93,8396961.83,6845477.94,4842053.25,2345133.11,9737690.62,5821838.35,3925366.73,2175051.40,10986651.83,4608099.73,3118683.98,2085683.80,7614606.05,4918237.94,3360719.59,1666587.58,9802454.48,5940608.64,3388909.00,1654824.08,15722547.13,17840953.55,11916256.89,6165296.59,16434689.79,5371269.21,2859283.09,2016755.94,7346141.68,8349515.99,23863003.78,2363862.12,5631069.58,0,3483242.66,0,3878299.75,0,2685736.40,0,2408956.68,3809873.08,0.0
8,财务费用,17170878.67,81077619.53,59772032.78,39213245.38,20132080.44,79056050.96,60010364.61,39703796.60,21533910.91,83532600.57,57048083.77,37144214.48,17984384.37,53149404.09,32788802.27,12205685.73,1452196.73,187534.24,1716.64,1527.87,118.76,-47393.06,-45475.60,-41447.18,-27774.86,-191869.94,-148541.33,-95942.51,-34132.05,-378706.47,-310445.21,-206950.71,-106539.45,42670.86,141394.25,57432.39,-1788.68,-28768.08,-29733.39,-25529.11,2364.87,20573.50,-1962.20,-134689.15,-16511.00,-291366.45,52158.21,-116353.46,33143.59,1131378.79,1134264.87,1590064.28,966864.29,-67932.11,-25693.54,-20968.53,-191.03,244060.35,254061.35,258405.43,236962.15,1523291.49,656029.08,447451.54,259753.97,1778605.41,2178835.63,1276989.75,601167.53,3036079.21,4797180.50,3437049.43,1783035.62,7193344.63,1482646.22,1425664.86,1507094.93,1808361.88,1894128.17,2811594.01,482833.22,2319682.57,0,1270774.77,0,1358107.27,0,1197474.27,0,-12192874.94,-7619420.28,0.0
