,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20131231,20121231,20111231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1109444022.03,787423310.49,518646217.72,254610534.43,993785232.85,700590587.19,435940782.06,188978576.09,917320051.22,669759131.35,431575184.73,192980081.69,817138490.83,598849945.64,390950569.55,171076129.30,815135218.63,600988932.81,388813551.68,171901357.03,764298453.02,680279124.91,592035033.84,486205476.41,0.0
2,营业收入,1109444022.03,787423310.49,518646217.72,254610534.43,993785232.85,700590587.19,435940782.06,188978576.09,917320051.22,669759131.35,431575184.73,192980081.69,817138490.83,598849945.64,390950569.55,171076129.30,815135218.63,600988932.81,388813551.68,171901357.03,764298453.02,680279124.91,592035033.84,486205476.41,0.0
3,二、营业总成本,922911909.85,650838267.94,435174206.57,219050316.68,828226457.51,579481086.33,375494003.70,169364536.34,755481694.06,543628711.52,347520554.63,153019301.76,628532529.17,463535895.05,303106377.58,135522321.77,638789286.31,477373035.69,313134919.26,140327791.74,608885314.94,544040750.66,478536823.27,397685284.48,0.0
4,营业成本,772226511.17,556744433.96,369032770.57,182078869.80,707461732.19,501317377.66,316279828.88,137761738.81,616424206.22,444238752.76,283848849.75,125501140.56,514380295.21,377791409.30,245277738.92,107470977.55,530399641.32,395253980.96,258655742.29,115240628.21,507344300.00,451457525.43,397961390.18,339984593.28,0.0
5,营业税金及附加,10444896.78,7433513.94,5269395.68,2708315.86,10621450.15,7125733.72,4497389.46,2157126.18,9726134.02,7208841.75,4722669.26,2078425.90,8718149.11,5520825.60,3718452.96,1859419.53,6836031.83,4928799.93,2930201.35,1420121.00,5537202.24,5211308.94,4522547.23,3154631.83,0.0
6,销售费用,54681823.10,37337997.99,23643222.34,8531684.42,39558491.16,26676858.85,17214246.94,7468962.40,34360596.23,25033569.70,16607256.72,6657743.37,30493690.48,21883478.89,14391115.70,5519352.99,27582087.08,19573019.91,12668424.98,5249986.58,25775467.33,22613974.58,20623101.94,15759057.03,0.0
7,管理费用,56041552.78,41677326.20,27181682.17,13437791.11,45144132.47,35181040.15,41268520.34,18427697.81,76874965.26,56237477.43,37565750.62,18068433.39,76917795.66,58501181.99,37986041.24,18062546.46,74659073.11,56623415.77,36694865.30,17778542.50,64310143.53,57283294.84,51191513.33,37872913.08,0.0
8,财务费用,-13941063.21,-18083340.69,-6020343.57,3851280.31,-17981267.86,-18158711.68,-4282798.52,5121549.20,15721604.28,10772667.27,5406972.10,398844.33,-9688047.09,-2086862.62,-846919.91,2599469.66,-1162821.66,-600137.83,1838638.95,773122.00,991159.62,7718369.41,3498431.19,1793960.69,0.0
9,研发费用,43458189.23,25728336.54,16067479.38,7875735.35,41021331.07,27565400.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,566639.83,2400588.33,-226612.41,516816.60,-1572538.06,2374188.05,137402.61,-630943.82,314714.21,7710645.80,1925861.89,2579948.67,10555.58,475274.63,1593956.95,347046.39,-134608.55,4927042.22,-243722.54,739839.40,-879871.43,0.0
11,公允价值变动收益,1086200.00,-3740000.00,-498200.00,1546200.00,-1910540.00,-3947540.00,-3610540.00,-574140.00,574140.00,0,0,0,928650.00,928650.00,658920.00,613010.00,-1654650.00,-857000.00,1638300.00,802100.00,481200.00,-424000.00,290500.00,378300.00,0.0
12,投资收益,12533985.61,7677699.21,7447210.43,-112359.03,12237987.29,6771742.74,9033342.74,1067540.00,14737990.33,7446281.42,6312034.84,0,5207101.39,-1217770.00,-930790.00,-640625.00,475626.54,835620.00,789030.00,206040.00,-675760.74,5610259.00,709090.00,337426.02,0.0
13,其中:对联营企业和合营企业的投资收益,2056.82,0,12691.32,12265.63,-2056.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,205515154.65,146259661.51,93051529.05,39205823.08,185760801.53,130128872.08,67935295.92,21570924.23,181973960.43,134134354.18,90830138.33,39960779.93,194741713.05,135024930.59,87572321.97,35526192.53,175166908.86,123594517.12,78105962.42,32581705.29,155218577.34,141424633.25,114497800.57,89235917.95,0.0
16,加:营业外收入,522860.00,524349.16,0,0,335166.92,0,502100.00,571000.00,3835062.99,6769148.79,4026161.39,937577.04,10513554.58,5976521.51,3148369.38,822053.03,5632903.77,3417502.57,1507081.52,276924.38,6904226.94,13689709.69,1372947.74,1741941.69,0.0
17,减：营业外支出,918871.41,310.10,310.10,310.10,1016435.79,91365.70,50000.00,50000.00,317.60,7589.42,0,0,508143.41,111873.17,111305.43,30301.70,534393.03,249928.70,16572.96,9015.15,300032.07,557933.12,483439.66,65681.41,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,7271.82,0,0,496191.04,99920.80,81003.73,0,489464.80,248900.47,15746.96,9015.15,259907.07,551638.01,402416.06,18821.45,0.0
19,四、利润总额,205119143.24,146783700.57,93051218.95,39205512.98,185079532.66,130037506.38,68387395.92,22091924.23,185808705.82,140895913.55,94856299.72,40898356.97,204747124.22,140889578.93,90609385.92,36317943.86,180265419.60,126762090.99,79596470.98,32849614.52,161822772.21,154556409.82,115387308.65,90912178.23,0.0
20,减：所得税费用,23600026.19,19774478.27,13030531.90,4584377.80,24033853.32,17223479.32,10919467.79,3367527.60,25394789.79,19465432.78,13083332.20,7042975.40,28589508.55,19027572.08,12429733.65,5004836.20,25294344.09,17561789.15,10882455.85,4821424.26,22275506.06,20333065.92,17737012.60,14108449.28,0.0
21,五、净利润,181519117.05,127009222.30,80020687.05,34621135.18,161045679.34,112814027.06,57467928.13,18724396.63,160413916.03,121430480.77,81772967.52,33855381.57,176157615.67,121862006.85,78179652.27,31313107.66,154971075.51,109200301.84,68714015.13,28028190.26,139547266.15,134223343.90,97650296.05,76803728.95,0.0
22,归属于母公司所有者的净利润,181538751.50,127009222.30,80020687.05,34621135.18,161045679.34,112814027.06,57467928.13,18724396.63,160413916.03,121430480.77,81772967.52,33855381.57,176157615.67,121862006.85,78179652.27,31313107.66,154971075.51,109200301.84,68714015.13,28028190.26,139547266.15,134223343.90,97650296.05,76803728.95,0.0
23,少数股东损益,-19634.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.440000,0.310100,0.200000,0.140000,0.630000,0.440700,0.220000,0.117000,1.000000,0.758900,0.510000,0.211600,1.170000,0.760000,0.490000,0.195700,1.290000,0.910000,0.570000,0.233600,1.160000,1.120000,0.810000,0,0.0
26,稀释每股收益(元/股),0.440000,0.310100,0.200000,0.140000,0.630000,0.440700,0.220000,0.117000,1.000000,0.758900,0.510000,0.211600,1.170000,0.760000,0.490000,0.195700,1.290000,0.910000,0.570000,0.233600,1.160000,1.120000,0.810000,0,0.0
27,七、其他综合收益,-155642.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,181363474.07,127009222.30,80020687.05,34621135.18,161045679.34,112814027.06,57467928.13,18724396.63,160413916.03,121430480.77,81772967.52,33855381.57,176157615.67,121862006.85,78179652.27,31313107.66,154971075.51,109200301.84,68714015.13,28028190.26,139547266.15,134223343.90,97650296.05,76803728.95,0.0
29,归属于母公司所有者的综合收益总额,181389018.73,127009222.30,80020687.05,34621135.18,161045679.34,112814027.06,57467928.13,18724396.63,160413916.03,121430480.77,81772967.52,33855381.57,176157615.67,121862006.85,78179652.27,31313107.66,154971075.51,109200301.84,68714015.13,28028190.26,139547266.15,134223343.90,97650296.05,76803728.95,0.0
30,归属于少数股东的综合收益总额,-25544.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
