,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1009595176.94,708573637.30,482214732.66,265564445.29,998407141.02,725944651.62,484106354.92,270949785.84,977821340.83,690837975.02,462067431.09,259369964.50,906030085.51,633539716.86,455279055.95,265864788.89,1078209485.69,821501074.80,572045957.73,328637662.93,1180308849.01,866025062.34,598795973.21,363103731.41,1475753259.81,1145799909.66,831820633.20,384620827.90,1183670303.36,873319203.14,594810997.67,333170682.86,1197819904.38,881143802.35,588011013.02,350443521.35,959874449.49,627683193.47,416661832.22,239648607.35,765390205.32,505657224.68,318885657.02,182521272.60,960039453.93,741198375.98,497662767.96,279579830.42,960095751.39,707130273.67,500228880.83,229945824.78,760715928.01,593165374.32,399920851.37,220210520.06,805307465.07,568516447.91,400657201.68,233955759.52,732246957.79,510540583.47,337998273.64,181370382.06,686354401.09,469284211.24,310492935.18,172011644.66,621948069.66,418769612.71,290656849.97,147024350.37,597744233.80,301908996.54,661417368.57,310243615.73,559775827.62,260148634.66,495006573.06,245754399.96,364967577.44,161320921.26,380759130.82,206709000.00,362653008.16,183905300.00,386091670.00,190725770.14,444876523.51,0.0
2,营业收入,1009595176.94,708573637.30,482214732.66,265564445.29,998407141.02,725944651.62,484106354.92,270949785.84,977821340.83,690837975.02,462067431.09,259369964.50,906030085.51,633539716.86,455279055.95,265864788.89,1078209485.69,821501074.80,572045957.73,328637662.93,1180308849.01,866025062.34,598795973.21,363103731.41,1475753259.81,1145799909.66,831820633.20,384620827.90,1183670303.36,873319203.14,594810997.67,333170682.86,1197819904.38,881143802.35,588011013.02,350443521.35,959874449.49,627683193.47,416661832.22,239648607.35,765390205.32,505657224.68,318885657.02,182521272.60,960039453.93,741198375.98,497662767.96,279579830.42,960095751.39,707130273.67,500228880.83,229945824.78,732680155.44,572638783.37,385782914.43,214289811.34,778866023.80,554395366.90,391500042.22,227006633.58,718392602.95,500743566.14,331867105.40,179636004.59,671148300.80,458658336.45,303481253.35,168633929.96,614938830.77,413654151.49,286395054.25,145922160.28,595723144.21,301706676.20,661417368.57,310243615.73,539573027.99,256079599.56,491948369.20,244522482.10,353755081.07,155674505.09,373549544.60,202599400.00,352050086.03,183562000.00,385891650.00,190612017.79,444886085.59,0.0
3,二、营业总成本,981791124.85,679097123.63,460465985.96,250444585.06,969636991.01,699657541.41,464553839.49,256717616.60,947739413.38,664830731.36,442990643.48,246098295.09,880138200.34,609920831.22,436755870.10,252172334.86,1048231633.27,794519583.19,551474349.74,314229559.48,1147035573.86,837637237.18,579001066.66,350226094.81,1441289712.66,1119573171.76,806366916.73,370476471.99,1147437909.29,844261586.53,569958958.61,318596990.24,1168281986.13,857760299.73,569017969.28,335940694.28,936513299.23,609046853.29,403405617.41,230585043.49,749063627.63,496211266.43,314735132.20,178421021.66,947374656.18,734180320.32,495521400.32,277136926.61,912344089.39,666120851.19,469406365.03,227490650.00,751001442.10,591103556.64,396743063.31,218560346.61,793667820.01,562288200.91,393162012.04,229455239.66,709542476.68,500698578.33,332219895.01,179984967.22,652688525.23,458047325.73,306523293.09,168786683.50,596810271.95,398235452.43,272897760.69,141287413.61,578264868.58,296766098.43,638008276.86,301689730.66,544527801.34,254416101.12,491218915.39,240885781.88,344520768.01,0,366282582.34,0,347078977.75,0,0,0,428328126.98,0.0
4,营业成本,887501015.36,618745047.11,419611787.36,229783566.14,875465771.75,635032516.53,420105391.24,234655625.11,854945576.64,599891073.46,399045499.04,222911728.95,791701452.42,548870256.94,394934593.06,228031929.22,951100375.66,724918346.08,503343180.62,287007137.83,1048689695.34,768066568.45,530167605.13,321234950.23,1334075320.53,1040175529.73,755208240.88,342489544.92,1057207883.18,779870352.86,528118691.99,295109392.48,1076831750.08,794694833.15,525920678.66,314669901.79,844758760.99,546308853.72,359698578.64,207734426.90,626183333.15,412756990.63,257896454.58,150259100.78,824364260.12,642618844.97,432458307.73,244094945.58,782905849.07,566238157.95,397199735.43,201178972.29,647305726.55,511705995.27,343136299.60,189613030.81,688723675.78,485210959.79,342277663.03,200890165.35,615839960.06,428931499.61,284463780.25,157066874.86,557498477.68,394771725.88,263188885.81,144700970.15,511597971.24,338300638.24,234108050.26,122979273.08,526310980.71,272853585.75,603795705.09,277885862.31,495871921.62,234171644.06,450280128.22,223793716.03,320406256.11,0,335781721.96,0,311785566.84,0,0,0,396556179.68,0.0
5,营业税金及附加,9087597.05,6157580.74,4863256.38,2191123.07,9089283.97,6123804.88,3925217.83,1389687.63,9968567.68,7139327.62,4550746.63,2100593.18,8485173.48,5660918.88,4179442.58,2423384.75,9772572.70,8155152.83,5227598.95,3336043.18,9621497.02,7885600.46,5085761.39,3143243.63,9891965.12,8624998.03,6474085.02,3470624.76,8442383.36,7483961.88,4891639.81,2953587.05,8431097.84,7002830.74,4232903.96,2770262.11,10041334.95,8056323.52,5097466.84,3391875.10,10421606.69,7432055.91,4367508.11,2697891.12,9237994.40,6655229.53,4466213.41,2595640.43,12947838.70,24368860.21,22285400.23,1678890.97,3866167.72,2626933.31,1725917.69,1240634.17,2510268.07,1238480.61,664423.80,1170592.08,2054782.63,3327688.33,2286609.70,1288589.34,4928918.25,2491497.77,1385550.86,836798.48,4476980.82,2704746.62,1144609.80,679671.88,2102989.55,799907.74,2187433.83,1124432.13,989717.22,507748.49,1284207.52,573485.80,1220959.51,0,1624964.54,0,978045.07,0,0,0,10655654.79,0.0
6,销售费用,33825812.32,22133222.52,14274607.78,7416468.03,35400631.97,25751921.55,17191972.33,9241342.50,37028716.51,27539678.40,18844665.21,8929077.08,34921315.10,25659780.41,17215532.85,9450196.59,37341568.82,27235970.07,18871149.46,10604887.13,42305444.90,29992530.57,20552135.54,11724094.66,46335676.84,36868017.58,22937257.73,10734908.84,38901353.21,28141011.77,18585502.72,9272707.62,39145399.46,27443816.83,18319069.60,8631274.21,40353303.38,27212322.05,17746596.01,7655524.60,57077960.57,40253576.85,26275389.49,12633079.11,61051604.52,46380717.12,31515378.55,15565691.86,62839158.41,44685546.45,28169271.60,13575558.38,50752479.98,39686602.67,28130073.71,15103220.80,53733960.91,38971639.68,24837032.08,12504721.26,41643900.21,28005580.16,17326036.15,8145197.00,38755971.66,26427215.47,18518778.22,10280326.44,32752855.56,24621485.21,15740855.29,7851186.14,24280311.58,10557891.28,11971378.91,11780120.86,23236361.46,9041192.25,19481618.24,8380053.41,12892932.08,0,14910473.14,0,16487843.68,0,0,0,1606699.85,0.0
7,管理费用,50247172.46,31142081.57,21041230.39,10632688.26,48462893.82,31909410.45,22487143.17,10769890.85,43327878.95,28478483.77,19370701.87,11265937.75,43680878.97,28539793.78,19253919.98,11506267.47,47374542.41,33511678.42,23337083.06,12508143.63,46039651.69,31637573.64,21970706.34,13030600.75,49718301.32,33216753.72,20887310.59,13387361.96,43512595.02,29417689.39,18234624.22,10759972.12,41061922.89,27512435.88,19952230.31,8801664.45,36823195.60,25474423.02,19395014.80,11000365.50,52647152.07,34357467.03,24266212.93,12236693.49,46727528.87,33404949.97,22731710.22,12532621.55,45915757.88,30283169.92,20736996.40,10719228.84,48972598.53,38501471.12,25240902.40,13911155.34,47349661.07,36071497.61,24881973.43,14648830.09,46984232.60,38178909.85,26629229.71,12687749.21,47754618.47,31511309.75,21410066.35,11879987.89,44787786.14,29672873.31,19983942.12,9140887.55,22208427.05,10824865.56,16546405.20,9232702.40,22148210.38,9622901.47,18553483.58,7925475.65,9307349.46,0,12549559.97,0,14238310.79,0,0,0,17896137.31,0.0
8,财务费用,1129527.66,919191.69,675104.05,431920.52,1225416.39,868009.05,779144.63,422670.40,2288697.66,1541978.54,931313.43,566991.89,1349714.47,973433.22,990114.35,633571.86,1235082.55,729030.63,761067.96,540678.14,497589.66,2565.48,1151859.93,998936.48,1244145.99,538443.12,779102.03,274567.23,-698666.66,-1128394.99,-61176.96,377451.45,3080753.49,2517987.91,1760103.81,1029284.09,3203052.36,2143892.11,1587648.21,998600.60,1561297.79,753923.89,787083.02,329400.56,2885746.26,3065394.95,2496563.08,1310935.29,2183774.04,536767.59,372816.74,257293.99,104469.32,-1417445.73,-1490130.09,-1307694.51,1350254.18,795623.22,500919.70,240930.88,3019601.18,2254900.38,1514239.20,796556.81,3750539.17,2845576.86,2020011.85,1088600.54,3194678.19,2935709.05,1920303.22,636394.96,3362159.69,1729848.10,3507353.83,1666612.96,1371022.06,265094.73,1409451.10,213050.99,650383.76,0,1415862.73,0,3589211.37,0,0,0,1613455.35,0.0
