9,研发费用,12116593.60,8110814.18,3847531.81,24741530.33,18646845.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,869431803.58,2253722.85,862821.54,0,466799411.69,-3264856.69,-3264856.69,0,3738635.98,-2227988.16,-2227988.16,0,136041274.53,80118729.01,79023534.84,0,42199323.64,7307320.01,10000351.55,0,-3326139.59,-11296000.00,0,0,65359744.45,0,0,0,4077302.39,0,0,0,1253610.94,-2617102.50,-2280230.50,-182469.76,-3758930.59,-20649.80,-20649.80,-20649.80,49914081.09,93634.00,-3073984.55,0,10775279.62,246000.00,246000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-375806.67,-167.00,3297514.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,12308318.47,9363905.95,5252437.30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,24759487.19,24105145.17,23951153.40,24301511.78,31478621.31,28472801.86,23649869.66,29790971.33,18922550.56,19875446.39,-927631.36,19344160.55,-51526599.15,-30297205.92,-15829733.51,133284868.71,19116515.88,19007324.51,19655682.47,17048598.51,17169463.43,17182245.40,-74322.80,37344058.60,17699956.70,17699956.70,0,240231928.25,3506226.13,8163614.72,-4087113.88,3020812.85,5239693.25,8065579.98,-4345667.32,10753697.05,12291357.28,11927411.25,-3625738.42,6257350.30,-10942163.19,2012904.24,-6753318.13,-4705166.89,91983265.69,-77766.38,-107738.60,37148658.51,4662055.21,4016668.52,-93045.31,-5230112.70,-12983016.70,-11579953.86,-303190.30,-9917726.10,-5967550.25,-4532338.10,-2491037.92,-12871143.47,-8525075.70,-6257599.42,-3230468.23,-2636705.31,3920581.58,960055.61,-2033332.02,3044479.73,4245271.22,4245271.22,5190609.90,-3967261.66,-5900783.36,53784731.84,8021425.67,29078677.98,11361313.51,23893388.97,8064812.93,28432528.05,10273769.02,20013586.27,5335462.47,11123914.26,4896800.00,9780710.00,2337359.69,3731967.72,2487066.32,1453016.00,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,-996654.22,-570996.24,414989.51,-13746850.11,-2940564.87,-2040067.19,-1582538.64,-6913655.72,-5837114.77,-3249427.27,-927631.36,-93357208.02,-77980265.04,-52328121.81,-15829733.51,-4805330.62,-840016.05,-684234.94,-35876.98,-795292.93,-431536.57,-393754.60,-74322.80,-848401.11,-85813.18,-85813.18,0,-15340648.77,-14773411.74,-9379912.04,0,0,-12493792.99,-9466906.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-312700.59,4016668.52,-93045.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,-11261186.15,4156049.13,16435645.95,-909798163.50,6617810.47,17007674.04,24652448.89,-430698680.22,40330271.88,39332336.77,14363716.81,118171292.39,29427408.31,23859780.58,10571090.19,-38726540.83,-67259836.92,-18775510.97,40253677.34,-243321699.34,-162074174.76,-92140304.07,-27207048.36,-15868762.11,10551707.64,8155507.49,14077617.30,204845461.99,76997874.17,70012079.03,28590799.43,83778557.78,55339119.16,63432336.39,28147905.90,105711458.94,61531980.03,42501388.75,24401933.45,92575624.38,141767975.29,55987861.14,17342140.99,214761922.72,315453426.77,112844736.51,41914197.44,90198745.58,75768701.06,60116978.58,42949722.54,106735781.16,76172397.62,65656028.91,33830854.68,159724059.20,118039865.07,77276496.82,38833703.47,223962386.98,115837065.59,103106627.18,64554178.07,190511462.84,138097719.34,78383995.73,40063387.91,47350050.85,33109897.98,20201917.86,11984588.91,32269227.59,27027604.36,66563438.26,12859218.74,23744746.18,16989006.12,30358678.11,1403441.92,27672773.00,13768391.00,19971621.22,5217229.33,15459343.65,6721000.00,13665840.00,3333737.24,5547380.70,3036225.02,1481133.06,294447.00,213103.11,38413.25,146998.07,21062.08,0.0
16,加:营业外收入,7199.85,3604.13,3204.10,10564377.63,109921.98,59921.85,59921.19,12014214.76,730950.20,724794.91,4792.40,4057443.86,1454078.80,1454059.53,20058.40,21417297.50,7110572.41,6640545.80,1420845.93,29953885.16,7945720.79,2937889.42,1237027.42,35805595.49,4507262.31,3766006.81,2640901.82,44512853.17,29102401.02,1504870.00,1168060.00,38413212.76,233901.24,172101.24,18122.00,5659706.79,2112493.99,634115.21,541737.20,4847013.74,4059933.92,640509.55,273645.31,12452452.13,1881869.58,1348834.62,145.00,17832308.65,3933403.77,3361865.00,2883981.00,739356.73,332208.37,331590.37,102877.00,2649871.77,822442.00,821232.00,821232.00,5296846.70,2470997.88,2375.00,1525.00,37435.76,633395.59,35474.66,19238.00,70048.05,28974.15,28974.15,1647.24,277200.88,87360.08,496599.18,350418.60,134311.91,6814.52,600216.40,0,171549.95,0,335985.00,0,214697.00,0,25460.00,193277.28,74.40,3747.95,14799.10,500749.00,0,0,0,0,0.0
17,减：营业外支出,23700.00,18000.00,0,3452882.43,3351882.43,16420.70,16420.70,6358234.92,1891222.64,176509.43,156509.43,1612207.01,4000.19,4000.19,3000.19,5375529.00,4178835.87,2627063.26,702724.85,7728615.46,6131328.78,5736719.26,4325389.56,8938860.70,7714414.09,6614812.27,170908.26,8113249.00,4664372.32,956222.18,83645.15,6552502.57,2142351.45,622465.30,302381.80,5920800.79,2078645.80,391701.20,200599.63,4114349.05,1371020.49,1150745.99,582545.99,5769257.23,1978863.54,1647190.60,253046.10,14516076.98,11750701.77,1668856.48,747856.80,793234.95,-4360188.77,1293074.51,604466.20,9762271.27,1145251.03,892275.80,176000.37,4136926.56,778629.60,580959.55,112929.45,2276423.42,1490493.46,935971.62,98854.47,302232.52,286179.05,273009.92,943.77,171660.29,124490.78,2835557.87,79597.61,1883699.38,91512.43,293111.31,125538.90,226194.66,0,469794.85,0,1490.00,0,42120.00,21750.80,191732.39,577516.72,434.40,0,107919.59,7356.70,89614.52,8630.00,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,1588206.82,0,0,0,56711.88,56711.88,56711.88,0,2470088.43,1006244.26,1006244.26,35038.56,2213347.07,1045581.01,1035140.22,137952.53,3487363.34,690808.78,16332.01,0,2683638.82,141688.22,141688.22,141688.22,0,0,0,0,0,0,0,0,0,0,0,0,3237028.01,0,0,58286.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,-11277686.30,4141653.26,16438850.05,-902686668.30,3375850.02,17051175.19,24695949.38,-425042700.38,39169999.44,39880622.25,14211999.78,120616529.24,30877486.92,25309839.92,10588148.40,-22684772.33,-64328100.38,-14762028.43,40971798.42,-221096429.64,-160259782.75,-94939133.91,-30295410.50,10997972.68,7344555.86,5306702.03,16547610.86,241245066.16,101435902.87,70560726.85,29675214.28,115639267.97,53430668.95,62981972.33,27863646.10,105450364.94,61565828.22,42743802.76,24743071.02,93308289.07,144456888.72,55477624.70,17033240.31,221445117.62,315356432.81,112546380.53,41661296.34,93514977.25,67951403.06,61809987.10,45085846.74,106681902.94,80864794.76,64694544.77,33329265.48,152611659.70,117717056.04,77205453.02,39478935.10,225122307.12,117529433.87,102528042.63,64442773.62,188272475.18,137240621.47,77483498.77,39983771.44,47117866.38,32852693.08,19957882.09,11985292.38,32374768.18,26990473.66,64224479.57,13130039.73,21995358.71,16904308.21,30665783.20,1277903.02,27618128.29,13768391.00,19837811.37,5217229.33,15672550.65,6721000.00,13649180.00,3505263.72,5355722.71,2462456.25,1495497.76,795196.00,105183.52,31056.55,57383.55,12432.08,0.0
20,减：所得税费用,0,0,-1258151.56,2529668.83,-1380654.47,151010.79,212133.69,-2728096.92,-3413658.82,-2282414.68,-230929.86,3296492.89,2558894.73,2076934.73,2393234.48,-1244613.32,270581.47,-657992.62,0,-8945911.89,53920.80,53920.80,0,7547179.61,3388935.51,873056.16,5944131.35,23256576.09,35368847.79,23144890.41,12002217.58,37010970.24,22912513.64,21090799.25,11216683.57,37059721.43,26062754.92,16250054.91,10076506.89,31772472.73,44547382.55,16218582.61,7012955.49,81797358.30,75122403.24,43299553.46,17953202.77,81879090.25,33012083.34,24995030.68,16694572.52,50012257.58,40405089.79,32326412.40,13858264.78,60302424.74,39807485.09,24958990.64,14035755.89,84680408.67,37829534.41,34860246.02,22207141.58,56887042.43,39714397.06,23715650.75,12203995.77,2774800.17,2776586.33,1745075.52,750162.90,1154521.89,941049.21,2429232.42,387799.95,1566648.60,-1299181.11,2323123.24,151751.53,2366943.26,1047108.49,2038340.69,437035.26,1683026.59,862000.00,1515560.00,345789.56,524259.03,369300.00,213918.43,262414.00,29125.58,1836.76,19438.79,917.98,0.0
21,五、净利润,-11277686.30,4141653.26,17697001.61,-905216337.13,4756504.49,16900164.40,24483815.69,-422314603.46,42583658.26,42163036.93,14442929.64,117320036.35,28318592.19,23232905.19,8194913.92,-21440159.01,-64598681.85,-14104035.81,40971798.42,-212150517.75,-160313703.55,-94993054.71,-30295410.50,3450793.07,3955620.35,4433645.87,10603479.51,217988490.07,66067055.08,47415836.44,17672996.70,78628297.73,30518155.31,41891173.08,16646962.53,68390643.51,35503073.30,26493747.85,14666564.13,61535816.34,99909506.17,39259042.09,10020284.82,139647759.32,240234029.57,69246827.07,23708093.57,11635887.00,34939319.72,36814956.42,28391274.22,56669645.36,40459704.97,32368132.37,19471000.70,92309234.96,77909570.95,52246462.38,25443179.21,140441898.45,79699899.46,67667796.61,42235632.04,131385432.75,97526224.41,53767848.02,31104892.17,54596544.47,36088350.27,21930351.84,12695819.42,35705354.01,27672591.26,66540649.48,15568444.42,29485963.73,18203489.32,28342659.96,1126151.49,25251185.03,12721282.51,17799470.68,4780194.07,13989524.06,5907300.00,12133620.00,3159474.16,4831463.68,2092700.00,1281579.33,532782.00,13413.27,29219.79,37944.76,11514.10,0.0
22,归属于母公司所有者的净利润,-11277686.30,4141653.26,17697001.61,-905216337.13,4756504.49,16900164.40,24483815.69,-422314603.46,42583658.26,42163036.93,14442929.64,117320036.35,28318592.19,23232905.19,8194913.92,74616735.70,6588017.85,23090929.23,40276214.10,-137290077.90,-95241226.25,-52458589.87,-19184172.64,4474286.77,4562214.67,3875157.31,3161292.77,197580893.91,21462566.48,18347504.15,3021706.42,22585350.73,3719355.27,16499959.22,2343802.28,22349165.89,11910517.77,11778325.29,2180686.14,24763208.29,43022478.19,18583814.71,1053378.71,33901838.19,65371276.68,26247264.42,7117893.90,25557159.60,10687064.70,15216324.02,13178812.32,12214914.72,4167825.37,3279666.50,6745413.74,38611548.10,37660890.55,26328990.68,12117127.11,58451896.16,37193697.31,30828005.40,19658311.64,70548424.26,49608598.51,29398541.11,18242596.28,38636772.70,25804767.51,15268469.51,9742153.48,25668911.11,19115188.26,62879953.80,10963633.51,25413359.50,14563640.88,23145166.66,1126151.49,20868879.99,9922696.69,17799470.68,4780194.07,13989524.06,5859000.00,11832890.00,3159474.16,4211138.33,2092700.00,1281579.33,532782.00,13413.27,29219.79,37944.76,11514.10,0.0
23,少数股东损益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96056894.71,-71186699.70,-37194965.04,695584.32,-74860439.85,-65072477.30,-42534464.84,-11111237.86,-1023493.70,-606594.32,558488.56,7442186.74,20407596.16,44604488.60,29068332.29,14651290.28,56042947.00,26798800.04,25391213.86,14303160.25,46041477.62,23592555.53,14715422.56,12485877.99,36772608.05,56887027.98,20675227.38,8966906.11,105745921.13,174862752.89,42999562.65,16590199.67,-13921272.60,24252255.02,21598632.40,15212461.90,44454730.64,36291879.60,29088465.87,12725586.96,53697686.86,40248680.40,25917471.70,13326052.10,81990002.29,42506202.15,36839791.21,22577320.40,60837008.49,47917625.90,24369306.91,12862295.89,15959771.77,10283582.76,6661882.33,2953665.94,10036442.90,8557403.00,3660695.68,4604810.91,4072604.23,3639848.44,5197493.30,0,4382305.04,2798585.82,0,0,0,48300.00,300730.00,0,620325.35,0,0,0,0,0,0,0,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),-0.010000,0.005000,0.021000,-1.090000,0.010000,0.020000,0.029000,-0.510000,0.050000,0.051000,0.017000,0.140000,0.030000,0.027900,0.010000,0.089600,0.010000,0.028000,0.048000,-0.230000,-0.170000,-0.094000,-0.034000,0.010000,0.010000,0.007000,0.006000,0.350000,0.040000,0.033000,0.005000,0.040000,0.010000,0.030000,0.004000,0.040000,0.021000,0.021000,0.004000,0.040000,0.080000,0.033000,0.002000,0.070000,0.130000,0.052000,0.020000,0.070000,0.030000,0.039000,0.030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),-0.010000,0.005000,0.021000,-1.090000,0.010000,0.020000,0.029000,-0.510000,0.050000,0.051000,0.017000,0.140000,0.030000,0.027900,0.010000,0.089600,0.010000,0.028000,0.048000,-0.230000,-0.170000,-0.094000,-0.034000,0.010000,0.010000,0.007000,0.006000,0.350000,0.040000,0.033000,0.005000,0.040000,0.010000,0.030000,0.004000,0.040000,0.021000,0.021000,0.004000,0.040000,0.080000,0.033000,0.002000,0.070000,0.130000,0.052000,0.020000,0.070000,0.030000,0.039000,0.030000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,-10124078.39,-10166855.33,-6577443.86,253639.39,2596942.36,-31858.69,-1217746.94,7524175.17,10984625.02,7738954.33,5155858.26,1016664.37,-2981880.00,-3036000.00,11466500.00,13868900.00,10890000.00,21014400.00,22347600.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-12600.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,-21401764.69,-6025202.07,11119557.75,-904962697.74,7353446.85,16868305.71,23266068.75,-414790428.29,53568283.28,49901991.26,19598787.90,118336700.72,25336712.19,20196905.19,19661413.92,-7571259.01,-53708681.85,6910364.19,63319398.42,-212150517.75,-160313703.55,-94993054.71,-30295410.50,3450793.07,3955620.35,4433645.87,10603479.51,217988490.07,66067055.08,47415836.44,17672996.70,78628297.73,30518155.31,41891173.08,16646962.53,68390643.51,35503073.30,26493747.85,14666564.13,61523216.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,-21401764.69,-6025202.07,11119557.75,-904962697.74,7353446.85,16868305.71,23266068.75,-414790428.29,53568283.28,49901991.26,19598787.90,118336700.72,25336712.19,20196905.19,19661413.92,88485635.70,17478017.85,44105329.23,62623814.10,-137290077.90,-95241226.25,-52458589.87,-19184172.64,4474286.77,4562214.67,3875157.31,3161292.77,197580893.91,21462566.48,18347504.15,3021706.42,22585350.73,3719355.27,16499959.22,2343802.28,22349165.89,11910517.77,11778325.29,2180686.14,24750608.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-96056894.71,-71186699.70,-37194965.04,695584.32,-74860439.85,-65072477.30,-42534464.84,-11111237.86,-1023493.70,-606594.32,558488.56,7442186.74,20407596.16,44604488.60,29068332.29,14651290.28,56042947.00,26798800.04,25391213.86,14303160.25,46041477.62,23592555.53,14715422.56,12485877.99,36772608.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
