,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19920630,19911231,19910630,19901231,19900630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,14546051.56,8938210.71,5010060.80,84639705.39,85128598.47,60243892.49,30936452.67,176554238.80,139028329.34,100968100.41,57582269.22,308092968.76,228005891.39,151227256.21,82474522.32,1420477027.64,1247757517.64,924691405.64,493459558.24,1675238156.58,1198819650.22,800461100.99,426401412.54,1857810141.25,1390953182.81,982265739.98,543001803.40,2129602810.39,1605318273.73,1058100342.74,526421903.13,2115251367.91,1517108216.75,1026073184.23,473300740.40,1915533130.28,1360756829.43,890511462.76,409140210.58,1871151326.31,1396009710.37,873680944.52,405424819.78,2145076079.54,1634260752.07,990917106.81,426428748.99,1551993846.65,1074764011.89,721643603.14,367311680.92,1527936492.63,1134817539.68,754405794.87,337257556.02,1494931357.16,1091860960.55,742631979.10,403101710.20,1648482200.77,1112895742.56,775271297.94,390739092.69,1524053635.74,1151171115.99,712403814.00,301965945.64,479937167.99,289615607.87,183295130.67,69229390.36,279372293.49,128633624.62,88895836.17,120941605.38,276022501.99,102139695.92,156215529.61,19070565.28,181124034.27,78727466.74,52018969.03,13083953.44,52241720.75,33129600.00,61163420.00,16357061.50,18188791.13,4011273.23,3665055.35,1205530.00,2800043.32,1157218.82,1767031.63,885360.62,0.0
2,营业收入,14546051.56,8938210.71,5010060.80,84639705.39,85128598.47,60243892.49,30936452.67,176554238.80,139028329.34,100968100.41,57582269.22,308092968.76,228005891.39,151227256.21,82474522.32,1420477027.64,1247757517.64,924691405.64,493459558.24,1675238156.58,1198819650.22,800461100.99,426401412.54,1857810141.25,1390953182.81,982265739.98,543001803.40,2129602810.39,1605318273.73,1058100342.74,526421903.13,2115251367.91,1517108216.75,1026073184.23,473300740.40,1915533130.28,1360756829.43,890511462.76,409140210.58,1871151326.31,1396009710.37,873680944.52,405424819.78,2145076079.54,1634260752.07,990917106.81,426428748.99,1551993846.65,1074764011.89,721643603.14,367311680.92,1510130877.37,1120300628.11,739513503.34,331720237.32,1477335190.44,1080542385.23,732896931.05,401706798.16,1637472608.63,1105150163.02,768864279.47,388830144.76,1519091583.46,1144336272.38,707534035.89,302623340.92,479360738.72,289281459.73,183079783.63,69152248.03,282290982.06,128090037.85,89758161.67,120706282.80,275933559.08,100101997.68,153402481.21,19070565.28,173428015.62,76214204.47,51467956.59,12581559.24,50342338.40,32961000.00,60708470.00,16336061.50,17888699.37,4011273.23,3646220.97,1205530.00,2962118.53,1157218.82,1905987.22,885360.62,0.0
3,二、营业总成本,63581264.72,38817906.35,17976884.26,1029244113.81,115599409.31,76969020.31,34933873.44,637043890.35,117620608.02,81511210.03,42290921.05,209265836.92,147051883.93,97070269.71,56073698.62,1592488437.18,1334133870.44,962474241.12,472861563.37,1935608454.43,1378063288.41,909783650.46,453534138.10,1911022961.96,1398101431.87,991810189.19,528924186.10,2164989276.65,1531826625.69,996251878.43,493743989.82,2034493622.98,1467008790.84,970706427.82,440807167.18,1820575368.39,1311516206.68,859937485.26,381112538.71,1784833052.23,1243299571.89,819705987.62,381329360.66,1925608989.93,1410790590.99,877994603.92,384406812.95,1498943759.58,1003657366.04,665543293.08,324268913.07,1416083864.11,1045767933.57,677223620.31,303123511.04,1326928168.50,968894141.87,661602198.62,361998826.65,1413922243.43,990122183.02,666300281.82,322956700.39,1335795754.79,1026188897.65,638047254.91,261040583.44,436579933.64,261500536.34,167391384.03,62785378.48,248685804.24,95844236.90,76037719.24,116742749.64,281373651.60,96533533.25,149753020.87,25731936.29,181837868.94,0,52037047.53,0,47827605.97,0,0,0,16365477.09,3451406.32,3636938.29,1161083.00,2586640.21,1000335.75,1620033.56,770552.39,0.0
4,营业成本,5557372.22,1874794.77,604678.06,62110503.66,45240416.03,27538465.27,12495774.75,70620373.99,45623290.54,32750892.02,17838297.22,72486587.50,56297664.54,35823411.13,21744922.94,906209653.47,793171846.61,564790581.09,315992090.95,1244414823.25,929359356.79,629599010.32,319918944.17,1212713791.52,884927907.65,661664138.57,386255543.17,1309081345.06,957648310.84,629061220.27,323167762.92,1251541911.83,932149465.96,633195530.83,281090950.28,1059792826.74,800148623.86,535927299.81,234489000.18,1138824453.71,819173449.37,541365443.13,245241734.85,1127057812.62,1040192758.29,640509519.41,270211150.47,1000388404.16,732954049.92,491599146.20,240573213.02,1011221303.78,776547591.85,488788663.55,212864900.61,933191116.23,693843594.69,477545682.19,258431836.06,1102965072.48,763815770.56,504971113.08,251139602.26,1028069529.81,790612861.26,465265253.77,181993134.47,330332888.86,202582923.78,125535219.16,44483025.70,184219274.26,61242042.82,33437023.20,92531175.31,221977467.37,71361136.11,108412255.34,16508512.83,159413132.56,0,45983385.56,0,44388732.97,0,0,0,14421144.56,3280998.26,3235850.07,1080303.00,2551864.91,983996.72,1581375.00,755613.38,0.0
5,营业税金及附加,636366.62,601946.63,55703.62,1466367.89,863084.62,806166.50,231598.53,2322453.87,1489185.21,1168407.44,398709.48,3349809.77,1067363.80,712196.82,381057.85,61711963.56,55180752.08,43776481.33,23435187.27,40970486.57,27715924.70,18571354.33,10282272.95,80243519.36,41772636.24,35019416.09,17315092.77,75430128.42,57168902.16,38161607.49,19280881.45,75603636.08,54820830.44,36897680.94,18254849.96,70050224.87,54401695.66,35402917.07,17863203.45,78068267.50,58296128.07,36929395.13,16930853.79,43662590.50,28101555.52,19080897.99,8198724.76,26422513.50,17391035.82,11424226.99,5746862.56,26315436.35,19781300.30,12901735.16,5662308.62,19811540.92,11666531.47,7517269.84,3686545.52,14871392.61,10115722.56,7769880.44,5106973.17,14393423.92,10733221.30,8844131.28,1619077.86,4926922.85,2708370.75,1995598.25,650063.14,3056181.33,2600727.48,1713496.12,898187.13,1981009.00,814672.09,906831.52,191104.22,522755.74,0,375113.05,0,358282.99,0,0,0,446794.29,71059.54,48454.66,16213.00,34775.30,16339.03,38658.56,14939.01,0.0
6,销售费用,4593075.22,3119204.74,1751150.07,13412987.63,8218517.37,5340992.49,2097194.00,11349772.97,7806863.25,5761190.68,2797857.62,21963995.68,15760023.46,10666180.47,7253603.62,33937007.02,26233468.18,15145802.43,5725126.10,18400824.53,6442844.10,4421432.60,2403018.75,19697786.16,15889221.16,10470625.21,4917769.19,25973751.61,19742541.46,13425177.68,6381654.67,24237380.93,19086710.99,11444872.14,5083046.35,19413335.93,14144219.85,8603348.98,3850665.68,20284528.99,15824288.82,10616657.23,5591224.40,23417979.80,25261045.95,21016517.97,8595260.41,18536890.37,13831611.21,9877330.16,4550172.46,53770089.85,51705764.66,34515123.92,18127828.73,106546552.70,85364960.94,63693785.84,42850800.12,92365157.48,79712277.34,57129216.45,20375992.59,125608544.28,98482893.29,71874897.37,38773629.79,24193001.70,17868835.65,10858265.95,5514227.97,17765724.93,8628168.33,15917261.65,7604661.83,18011523.80,9207150.68,15609404.84,76371.66,5646206.75,0,444827.71,0,326165.58,0,0,0,222948.26,83115.72,80226.16,64567.00,0,0,0,0,0.0
7,管理费用,37739592.10,23091889.57,10707769.48,52501890.93,35833365.73,38386519.15,17652356.93,79300220.49,60403719.47,41168512.53,19238722.55,93467279.94,65851472.57,46105371.16,23471114.81,425558410.16,352096912.56,237487271.50,115284257.75,536803707.32,369287552.59,221587416.66,108921622.71,555722195.44,436463982.77,266495306.72,112391007.49,624508623.84,448917711.91,278975869.41,122439265.75,619873459.77,415382325.03,261858699.14,122953593.66,577948379.69,375163108.45,236839838.66,109052589.19,460757179.13,298082698.52,195848933.47,98001983.64,528184855.97,188189306.16,112203540.25,56057224.29,306522264.10,192545433.30,125174991.84,60107022.96,285933635.43,171502611.77,111500925.38,48203898.96,217219231.77,134240463.21,88634297.95,44277020.95,158195288.24,104242065.04,71999519.20,34248166.40,107751890.69,81429040.23,59507493.45,22996813.69,29954077.02,17355407.53,10144970.63,9080068.12,26692798.62,16592997.65,20982813.83,11914767.84,23977407.46,8195283.46,14398448.41,2838227.21,9249740.46,0,6016093.49,0,3352269.48,0,0,0,1578475.22,99381.94,478622.54,0,0,0,0,0,0.0
8,财务费用,2938264.96,2019256.46,1010051.22,5579029.79,4543456.92,4034055.36,2456949.23,6651657.34,5562406.24,3927064.05,2017334.18,14259528.05,10303347.72,5991098.29,3222999.40,29030128.44,27332162.00,22250569.93,12424901.30,52819289.12,37950290.22,25604085.00,12008279.52,45971809.07,30343684.05,18160702.60,8044773.48,64635683.27,48349159.32,36628003.58,22474425.03,59159931.98,45569458.42,27309644.77,13424726.93,92116990.22,70275661.36,45444311.24,16039549.97,90657553.49,51943656.91,34966208.46,15584213.78,153371669.95,128952291.07,88258112.85,41344453.02,136298407.83,46689235.79,27221597.89,13291642.07,38843398.70,26230664.99,29517172.30,18264574.12,50159726.88,43778591.56,24211162.80,12752624.00,45525332.62,32236347.52,24430552.65,12085965.97,59972366.09,44930881.57,32555479.04,15657927.63,47173043.21,20984998.63,18857330.04,3057993.55,16951825.10,6780300.62,4362931.11,3794124.53,12128729.04,6955290.91,10426080.76,6117720.37,7006033.43,0,-782372.28,0,-597845.05,0,0,0,-303885.24,-83149.14,-206215.14,0,0,0,0,0,0.0
