,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20070331,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19981231,19971231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1216110975.62,200075726.72,112584562.15,50656945.11,2289674252.99,2253144686.78,1074520395.12,950723894.92,1846068699.61,614339207.78,539319475.02,472361400.94,1654884216.49,780790256.96,691893291.13,525480452.33,1306307370.41,438760793.18,359025864.54,155095045.09,1579597458.13,1389902410.18,813215163.55,113308052.17,872186617.24,711346076.75,543401691.18,276661118.99,1105881919.35,919140928.25,520380138.11,257072110.49,1231727076.70,1189577713.92,794713284.68,210316472.24,1208024300.61,601232856.87,438651727.82,276733357.74,634982275.13,400973309.93,142883871.05,52708388.27,303242816.54,24895785.68,101410421.80,30111381.16,309369344.26,168070329.16,94823158.06,36276870.28,386322999.10,231127883.33,169313406.48,71445697.21,459321116.41,318970195.27,192436828.52,49518661.73,465789291.68,288538320.83,164902891.30,58024412.76,381749619.69,149313536.28,333501327.66,102299239.54,318103138.65,391101957.79,387902704.30,0.0
2,营业收入,1216110975.62,200075726.72,112584562.15,50656945.11,2289674252.99,2253144686.78,1074520395.12,950723894.92,1846068699.61,614339207.78,539319475.02,472361400.94,1654884216.49,780790256.96,691893291.13,525480452.33,1306307370.41,438760793.18,359025864.54,155095045.09,1579597458.13,1389902410.18,813215163.55,113308052.17,872186617.24,711346076.75,543401691.18,276661118.99,1105881919.35,919140928.25,520380138.11,257072110.49,1231727076.70,1189577713.92,794713284.68,210316472.24,1208024300.61,601232856.87,438651727.82,276733357.74,634982275.13,400973309.93,142883871.05,52708388.27,303242816.54,24895785.68,101410421.80,30111381.16,306731549.08,167955829.16,94708658.06,36162370.28,378101670.13,230844533.33,169030056.48,71445697.21,458506050.88,318260329.74,191918311.39,49472726.75,465505831.68,288273860.83,164638431.30,58024412.76,377881878.53,149311686.28,322442931.13,102271924.16,314863833.75,391004417.23,381188799.29,0.0
3,二、营业总成本,971563155.77,218620626.29,125087479.69,69312454.25,2003409370.35,1688631373.94,741777300.07,634884978.23,1288746501.34,392771615.04,309444581.20,237384208.24,1272196479.34,647047155.00,560302590.80,432924100.98,1062785460.64,326255477.69,263142521.57,114534345.33,1240166939.07,1056948072.92,631651742.06,91633612.08,687767927.72,594211224.93,442864765.00,236647261.91,903911566.88,757678913.03,434681582.23,226259782.03,954655666.74,893444717.01,552253901.44,173093133.57,980077467.08,446071152.82,327656528.38,204787366.25,488660988.43,296409932.41,111274167.05,40238681.12,215577088.76,33341029.48,121566625.22,41626089.18,408419461.01,186471575.03,104587601.66,47743555.55,372558822.98,227938322.97,167665942.84,74816146.52,457151398.68,311545161.49,188376771.71,55267193.39,462629732.68,280216778.59,160033679.79,61107084.63,363817567.31,143187010.78,300029093.10,96788888.89,285897058.04,366828687.23,354985760.87,0.0
4,营业成本,538091644.80,101662009.45,58217085.74,32082882.84,969747089.30,965032545.83,467616647.51,403039277.02,823566380.39,293898701.55,245083178.44,200070568.74,1059583168.32,556585705.88,491550916.74,386737757.97,894481769.04,268908878.32,216064768.96,95807709.37,999653459.70,859584985.94,516853362.49,68055255.57,547403569.88,473282992.06,358628528.99,194493747.86,776414294.51,651322505.51,369049133.98,199903507.70,762778920.63,753664162.54,456762116.95,144789617.72,831767242.54,364549035.62,265001289.22,170513011.62,396513729.64,239173894.07,76175973.03,27559272.94,160265218.83,22285130.73,95081447.14,30476908.37,297302141.32,156210993.07,86228921.85,35935940.99,324876618.03,197851011.17,144493856.99,61655247.10,394625869.16,273453209.21,164510534.32,45660911.84,398311548.22,243687504.50,139940236.85,50758504.64,315207406.90,126187063.22,276875100.32,88147196.41,248550037.77,313925040.67,318326365.93,0.0
5,营业税金及附加,332860707.47,47880807.30,22077609.59,12918762.96,610105005.31,663739988.77,229709043.72,210951549.00,348026822.85,13439419.18,4973287.96,-2650900.90,141760863.63,57528180.22,50286898.42,32957182.46,121435890.96,46062703.94,39928366.65,16440843.03,190394164.33,157829354.70,84196570.42,9953488.22,77215089.71,71986333.62,51431474.71,27581095.32,62186654.23,63945626.21,37687544.37,14776682.74,129411917.55,92231651.29,64466843.23,17378459.34,103449413.84,52027170.46,43864246.60,28302007.87,52600105.40,31919554.79,19845865.52,4251087.08,24798540.43,778908.99,944460.43,252038.36,4595534.37,2485770.69,1216994.75,779134.82,8055956.04,3762149.52,3039631.11,1234883.05,7411715.00,4915781.45,2926041.30,395454.32,9226229.03,4904095.41,2699337.53,565114.96,6621942.05,2662423.64,7307929.07,1443179.02,5527758.90,7097384.08,5901081.83,0.0
6,销售费用,15069978.11,8465337.42,5295911.82,3059364.35,18827121.26,10665256.59,6167331.51,2580764.07,22317338.23,12251375.60,7746045.29,4695815.29,36234941.95,10547657.24,4703829.53,2225288.73,27077159.73,10639850.31,6374922.17,3030795.94,32356132.53,21811779.40,12600509.23,6154622.53,26545490.08,18157309.75,12507240.84,6264882.63,24089196.46,8468050.42,5578840.38,2609043.80,21609149.37,15656434.03,9498399.31,1900121.65,10772343.40,5900070.55,3265451.17,1300812.77,10291090.00,6043044.87,3241038.82,1385109.83,8751312.50,634546.72,1260485.95,877083.60,5022112.81,3282120.62,925646.76,418109.61,2939923.84,2900017.22,2714911.41,1273584.37,3746354.99,2807015.97,1578026.67,213241.99,3938060.40,3800985.52,1157313.95,523939.56,3852541.20,2859658.49,3967091.57,1042412.82,8277723.55,12238166.83,13232360.37,0.0
7,管理费用,41252187.20,30667452.30,17442520.18,8714352.84,43503604.29,25494490.08,17153822.36,8644070.76,45754114.30,25609548.23,16690628.89,8204714.29,38403988.36,28315716.17,18756661.45,12045220.11,51824021.05,30340838.20,18452500.19,8201152.47,42594023.06,33139535.68,23973808.54,9218532.71,40033082.98,32784664.70,21275770.45,8701180.40,43246116.69,35136017.98,23085877.25,8249604.51,37816262.14,30318783.00,19987854.76,7068273.31,36630152.11,27354261.09,18295578.66,6255828.79,28627453.31,19299398.64,11785208.58,6892389.75,22028897.80,7398643.23,24756514.19,6406406.30,90809071.57,18214061.22,13451711.32,6646017.74,31371037.18,22768127.85,15141410.87,6885920.31,40773848.27,25438558.60,17106253.38,5970298.78,40376094.33,23419456.84,14054450.93,5924380.27,28320528.46,9898611.45,13691261.08,7328991.42,18961917.95,30183056.11,13758483.45,0.0
8,财务费用,44288638.19,29945019.82,22054352.36,12906737.60,52365699.76,37298154.25,24122600.82,10425618.18,30057644.28,20637861.24,8068409.89,450920.42,-5838387.79,-6197438.94,-5270477.98,-1183482.57,-32851643.47,-30413508.98,-17702100.78,-8952980.09,-24917115.27,-15699149.70,-5921568.93,-1705374.74,-3462947.53,-1963714.59,-960280.23,-390157.44,-752369.60,-1237031.13,-723892.70,716853.92,1573057.66,1512748.60,1479560.09,1958259.39,-2184647.55,-3525339.24,-2572138.55,-1388850.70,-302076.93,-39458.24,228310.52,152381.52,39210.00,2243799.81,6481031.23,3613652.55,10690600.94,6278629.43,2764326.98,3964352.39,5315287.89,657017.21,2276132.46,3766511.69,10593611.26,4930596.26,2255916.04,3027286.46,10777800.70,4404736.32,2182340.53,3335145.20,9815148.70,1579253.98,-1812288.94,-1172890.78,4579619.87,3385039.54,3767469.29,0.0
9,研发费用,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-369646.34,308860850.43,-13599061.58,-2992145.85,-756300.80,19024201.29,26934709.24,26883030.73,26613090.40,2051904.87,267334.43,274762.64,142134.28,818263.33,716715.90,24064.38,6824.61,86274.72,281566.90,-50939.69,-42912.21,33642.60,-36360.61,-17969.76,-3486.86,-1272325.41,43744.04,4078.95,4089.36,1466359.39,60937.55,59127.10,-1597.84,-357037.26,-234045.66,-197898.72,-195444.10,930687.01,13498.28,-2229.42,-1560.00,-306090.80,0,-6957313.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0.00,0.00,0.00,0,0.00,0,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0.00,0.00,0,0.00,0.00,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
