,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4314332204.29,3002416861.94,1659496201.96,6850013703.42,5034077378.76,3427328661.65,1854919539.65,6972538773.56,5071213735.51,3417032292.53,1826868480.84,6709549178.27,5003340520.18,3394911490.07,1892656375.01,6488166718.75,4920358541.98,3334824035.65,1838227972.80,7018481146.25,5349896307.51,3654320242.20,2024973747.90,7379716543.39,5549109726.20,3789478844.84,2083058979.66,6662464126.84,4947129316.63,3290651847.11,1793007004.23,5686514550.16,4219635235.01,2848834060.59,1586235932.86,4364191482.50,3153567481.38,2086667170.34,1128298840.26,3109238189.66,2252517694.16,1496206906.91,820718191.36,2279317478.81,1685570917.76,1142860399.42,643061761.27,1642500011.19,1176516812.18,762162075.84,1062923105.15,747676509.51,0.0
2,营业收入,4314332204.29,3002416861.94,1659496201.96,6850013703.42,5034077378.76,3427328661.65,1854919539.65,6972538773.56,5071213735.51,3417032292.53,1826868480.84,6709549178.27,5003340520.18,3394911490.07,1892656375.01,6488166718.75,4920358541.98,3334824035.65,1838227972.80,7017563192.53,5349896307.51,3654320242.20,2024973747.90,7379716543.39,5549109726.20,3789478844.84,2083058979.66,6662464126.84,4947129316.63,3290651847.11,1793007004.23,5686514550.16,4219635235.01,2848834060.59,1586235932.86,4364191482.50,3153567481.38,2086667170.34,1128298840.26,3109238189.66,2252517694.16,1496206906.91,820718191.36,2279317478.81,1685570917.76,1142860399.42,643061761.27,1642500011.19,1176516812.18,762162075.84,1062923105.15,747676509.51,0.0
3,二、营业总成本,4390369025.42,3063492128.25,1637120749.99,6833386723.44,5019159617.51,3401578950.43,1816414352.08,6975412073.63,5053956433.98,3359946331.25,1779490966.37,6898963676.52,5008847909.18,3339183548.47,1831624660.02,6759660304.39,5032217420.51,3381667975.77,1839353223.25,6982767842.36,5285142460.69,3589050086.52,1965178918.70,7514826530.11,5592766206.01,3762505820.58,2039512888.52,6490849419.35,4805069203.33,3176968150.97,1716952419.49,5505893691.03,4083685181.65,2754579104.17,1528941425.22,4284244301.22,3082825230.40,2035817986.22,1099930711.23,3028790226.22,2189014110.71,1449808850.48,797923122.11,2195771238.54,1617118084.33,1087956446.09,608587297.11,1579834063.35,1132077590.48,727895083.71,1024293850.61,719427418.48,0.0
4,营业成本,3311459629.39,2292459172.28,1276736599.88,5317228063.52,3900427776.92,2667518496.34,1448841826.84,5485920701.12,3971443236.04,2659491176.64,1436164540.43,5259889129.71,3900645715.98,2645136369.83,1483298720.24,5159989637.07,3901177499.32,2635527167.45,1457653447.11,5529894665.24,4201551416.60,2876576298.12,1600749238.58,5925014991.81,4442373962.99,3044263739.32,1675700905.48,5307372057.45,3947484872.46,2637379902.75,1443221857.79,4530197850.16,3368564121.25,2289834536.70,1285271765.01,3488145801.76,2526326504.39,1683068285.82,920689555.35,2523333769.60,1827584115.37,1220088298.58,680067360.46,1846073727.82,1366426468.48,925295701.86,527926719.19,1331266996.94,958519063.64,621319705.18,872048799.72,614904939.10,0.0
5,营业税金及附加,13176402.96,8879854.18,7599795.19,27107362.57,17530176.36,12162981.79,5841303.92,17458272.31,11869102.72,8155490.47,4533482.76,23074701.40,16048021.54,14226983.54,11091666.87,41005793.78,31846884.65,23129870.08,13680750.06,52349126.85,40959169.13,28217734.74,14771240.62,58783086.47,44568566.07,30827943.38,15666213.88,45593770.01,31193693.28,20409332.18,11622526.41,34861448.78,24818821.06,16652147.13,9151416.69,24369827.65,17255484.91,11521372.11,6592259.02,16845748.90,12139681.23,8126662.19,4567573.19,12120167.70,8315393.43,5318758.04,3012728.44,9142776.97,6147529.93,4652875.95,5899994.27,4299023.13,0.0
6,销售费用,758299577.80,533173224.53,287831463.30,1162268295.60,870724271.71,574786519.81,286909728.71,1153349083.22,854083607.52,559243222.59,276180048.49,1149296610.46,852826596.33,556900662.81,280192377.97,1177323860.17,900702301.76,592359144.48,299790265.58,1183010911.27,881815654.01,580987245.72,297710700.32,1252445158.27,912882723.31,588552043.14,296556926.77,972778490.95,697196987.86,435458506.95,220344349.13,770709054.15,565410746.42,364305989.79,185940366.87,635997412.47,459165836.25,288802986.45,145377957.83,415721838.21,299983001.96,185467734.13,94512417.06,276572478.60,200617840.06,129982957.13,63888883.40,198440321.46,142137795.90,87874541.53,121016276.33,84063826.18,0.0
7,管理费用,301239616.16,221905426.58,64334672.18,293971055.66,213372559.70,137892842.62,68091075.55,302362852.46,210444765.47,134760967.87,64658887.61,248260524.41,180170056.83,116595144.49,54155722.92,353372406.23,178696561.56,119856799.46,58602087.86,215344426.87,157121925.55,105075982.91,52298025.67,262520712.61,194662512.59,101008347.85,51434195.02,158703779.31,125422474.00,83178811.82,41435525.36,165020793.20,121590100.55,82023350.45,46982089.90,112421672.14,77272842.60,51835226.75,26737531.78,79677597.05,55339126.50,36973979.18,19793848.16,58521945.70,40867804.77,26748414.45,13304983.56,39615596.94,24581347.43,14257782.16,24630234.79,15460105.09,0.0
8,财务费用,6193799.11,7074450.68,6850830.15,21354479.51,15612379.67,11023834.51,5264048.67,13233200.26,9522326.22,6590659.40,4008490.45,21646295.22,16390613.37,11701805.13,7809969.72,23988281.27,17222540.63,9530248.96,5812676.09,7536038.46,4038380.74,259438.41,-82153.22,-2156381.02,-1918424.61,-1570108.12,167189.07,-5962982.17,2903524.34,512373.34,1303365.75,4421763.86,4303297.03,2577054.10,1913555.20,3364805.18,2710220.49,896922.17,557591.85,-6892738.60,-6242032.95,-647151.82,-990320.05,505692.84,924516.69,578814.53,457571.78,2285322.31,1532962.26,722337.76,722954.59,342852.47,0.0
