,报表日期,20191231,20181231,20171231,20161231,20151231,20141231,19700101
0,单位,元,元,元,元,元,元,
1,一、营业总收入,1940146689.40,2339151199.22,2065802530.13,1654376458.68,1351263910.12,1442844016.64,0.0
2,营业收入,1940146689.40,2339151199.22,2065802530.13,1654376458.68,1351263910.12,1442844016.64,0.0
3,二、营业总成本,1723965140.06,2137503711.30,1809661631.38,1461310163.80,1255299458.55,1416241924.19,0.0
4,营业成本,1567891744.79,1977900239.83,1651814205.47,1301919622.99,1131318103.85,1308010331.48,0.0
5,营业税金及附加,6267433.60,8136786.82,8528578.41,7433154.43,5652550.88,10921798.63,0.0
6,销售费用,118538939.39,115032869.66,115103427.38,116307625.80,83282458.82,63157706.81,0.0
7,管理费用,21271647.32,24175083.88,26553282.05,26361858.59,22411936.98,18023031.59,0.0
8,财务费用,9995374.96,12258731.11,9035421.42,7311313.30,13217530.25,15162394.20,0.0
9,研发费用,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,-1373283.35,1976588.69,-583122.23,966661.48,0.0
11,公允价值变动收益,0,0,0,0,0,0,0.0
12,投资收益,76712.33,2250000.00,137910.96,262253.59,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0.0
15,三、营业利润,215965279.74,205873600.21,257069009.71,193328548.47,95964451.57,26602092.45,0.0
16,加:营业外收入,802785.93,3616210.51,1023567.19,108630.75,262098.96,550988.74,0.0
17,减：营业外支出,292777.91,128077.34,930642.34,705298.61,1915524.48,2195866.10,0.0
18,其中：非流动资产处置损失,0,0,0,0,281196.62,170.08,0.0
19,四、利润总额,216475287.76,209361733.38,257161934.56,192731880.61,94311026.05,24957215.09,0.0
20,减：所得税费用,54759921.49,53253409.14,65038103.18,49660931.87,26294865.77,9826726.06,0.0
21,五、净利润,161715366.27,156108324.24,192123831.38,143070948.74,68016160.28,15130489.03,0.0
22,归属于母公司所有者的净利润,161736717.64,156029566.96,191843698.67,143366860.58,67994173.84,14212295.01,0.0
23,少数股东损益,-21351.37,78757.28,280132.71,-295911.84,21986.44,918194.02,0.0
24,六、每股收益,,,,,,,
25,基本每股收益(元/股),1.620000,1.560000,1.920000,1.430000,0.680000,0.140000,0.0
26,稀释每股收益(元/股),1.620000,1.560000,1.920000,1.430000,0.680000,0.140000,0.0
27,七、其他综合收益,0,0,0,0,0,0,0.0
28,八、综合收益总额,161715366.27,156108324.24,192123831.38,143070948.74,68016160.28,15130489.03,0.0
29,归属于母公司所有者的综合收益总额,161736717.64,156029566.96,191843698.67,143366860.58,67994173.84,14212295.01,0.0
30,归属于少数股东的综合收益总额,-21351.37,78757.28,280132.71,-295911.84,21986.44,918194.02,0.0
