,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,435810348.40,289971050.82,141991728.99,705637172.42,494414211.74,341523376.61,160187919.16,695022195.25,467901817.78,290350516.80,137562895.24,846376612.63,588443415.39,389634107.65,189019539.26,660716146.75,459129571.25,317331652.51,181859301.71,863512984.42,593293402.13,355882682.89,160686044.37,711050034.74,530593225.87,389405670.61,163400674.37,682237748.78,475946193.75,309838885.23,142619841.67,404147840.90,254933528.13,157322985.71,83258313.98,282121814.17,188892641.46,118454926.35,44125196.87,180686622.17,123052482.46,87512712.64,42733327.91,154945471.53,110083044.66,76430509.26,38184409.91,154914042.45,97682677.33,67143519.49,31963452.13,107001728.10,94601866.37,0.0
2,营业收入,435810348.40,289971050.82,141991728.99,705637172.42,494414211.74,341523376.61,160187919.16,695022195.25,467901817.78,290350516.80,137562895.24,846376612.63,588443415.39,389634107.65,189019539.26,660716146.75,459129571.25,317331652.51,181859301.71,863512984.42,593293402.13,355882682.89,160686044.37,643744010.13,530593225.87,389405670.61,163400674.37,682237748.78,475946193.75,309838885.23,142619841.67,404147840.90,254933528.13,157322985.71,83258313.98,282121814.17,188892641.46,118454926.35,44125196.87,180686622.17,123052482.46,87512712.64,42733327.91,154945471.53,110083044.66,76430509.26,38184409.91,154914042.45,97682677.33,67143519.49,31963452.13,107001728.10,94601866.37,0.0
3,二、营业总成本,420144064.81,287750390.92,151562505.28,713638626.70,515076075.82,358770133.62,168844227.80,703060560.37,498429884.78,322043398.26,157274629.30,801256833.52,580652500.72,397815042.67,196261579.90,697314864.90,476578672.85,328976677.89,187821619.90,840833474.54,570118007.07,338846914.56,153528561.45,645946082.92,481992603.66,352818841.25,152535886.50,618910384.75,433128438.75,280739615.44,128945380.91,359699999.96,230658956.84,144191753.55,70119625.56,226012960.72,150979865.33,92297026.13,32829823.20,132345832.28,88078198.21,61772693.01,30984414.03,113832110.83,79553189.11,52664421.99,26491604.56,112295131.56,70089991.69,48689791.66,22024815.18,69611936.60,64054608.99,0.0
4,营业成本,320650637.38,215859731.03,110145982.89,553753932.02,393939833.58,269643324.67,122250214.44,527812707.49,373419573.52,235684149.91,112698611.91,589392175.02,408102653.31,273308593.68,138614315.88,501528210.42,344075737.09,242723953.84,143812114.21,658516279.95,446627215.20,258556458.00,114454598.04,448491154.33,369502029.36,274112689.54,115689346.94,480217299.22,335045445.93,216038175.66,101532218.58,271154326.49,171454305.44,102372246.70,52473415.07,176649544.36,120064276.89,73508098.92,25901910.67,109228468.39,70961651.02,48555997.70,23955755.16,97063644.47,66142059.55,43740975.28,21662746.36,89001698.70,55490612.50,38196964.34,17654010.10,60261725.86,51350209.00,0.0
5,营业税金及附加,6650111.64,5253866.23,2205947.53,10367790.87,6870281.68,5028763.08,1667391.91,8860828.11,4829976.93,3607459.84,1294208.80,8302637.30,4294803.23,2897603.49,1307992.52,3936517.12,2022120.89,1250102.55,672904.95,5569573.12,3745064.95,2377265.18,971359.24,5170120.24,3338773.59,2130696.63,1267562.44,5109751.74,3292542.13,2271971.95,830375.55,3445322.78,1984032.76,1319812.20,469001.86,1992988.77,1358058.23,928544.56,329170.31,1360279.47,924881.90,726106.53,351454.15,1373945.11,871990.44,564143.53,294253.80,1298384.55,866421.86,614910.78,243274.33,980240.17,1148382.79,0.0
6,销售费用,29134101.90,21458833.19,10951826.14,51322044.69,38734012.02,29932793.68,15141789.09,57511721.85,43194468.60,30468944.13,15549923.58,68068119.02,49995200.39,34714556.86,18021490.54,57624442.38,41878940.59,28007775.81,14174936.40,51528674.13,34819390.89,21273526.50,9971997.17,46341295.45,33108572.36,21156538.31,10293705.95,40879192.97,28964756.63,18873302.74,9265794.18,29075956.88,20578055.58,13156432.33,8516000.69,18191913.85,11580484.95,6518150.59,2413958.07,7522442.00,4996539.69,3259214.82,2099887.55,6410682.48,4898478.25,3033583.39,1063373.71,6868574.55,2647350.25,1597045.58,728125.95,2030186.85,1919568.06,0.0
7,管理费用,51840670.20,34597516.46,19982181.38,73355270.67,51202562.25,49320421.71,27244590.75,94142067.31,72178487.52,48648864.57,24264687.82,114892925.53,86733276.30,59996059.52,32435006.07,113391393.91,75655944.37,50505076.25,24045447.33,99526431.37,70149883.62,46742249.55,24152331.99,89934687.47,63732930.69,41701421.14,23263071.29,85504898.28,60271207.07,38705090.31,16856279.78,51695654.45,33322929.96,21321512.27,10737250.64,28146118.19,17893939.96,10333550.31,4177032.27,16673837.81,13078868.96,9599492.00,3997993.48,11655881.12,7835132.34,4323024.56,2605860.51,13034605.40,7289104.99,5610655.68,2746569.53,8436902.38,6954194.47,0.0
8,财务费用,556390.49,1379016.84,10801.94,-5994254.46,2353410.23,989800.57,179986.04,4079042.07,4079280.70,3116375.42,1454590.76,15843893.50,12703231.74,8960842.97,4564560.62,14559008.44,11682449.84,6297107.14,3585570.53,10556920.37,7443688.83,4496556.94,1342442.69,8321113.99,6429999.32,3584646.26,1566891.30,1820948.10,434726.20,570119.05,-1847049.21,1906367.10,1988378.37,2574605.86,-2902419.32,1690769.37,807181.33,32100.15,-267794.23,-3557335.84,-2885374.70,-1460750.91,-755178.18,-4225090.86,-857804.89,-51469.02,458978.17,1735818.36,1191756.18,636823.89,101786.49,380761.96,920926.10,0.0
