,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,24253465357.88,15554463654.83,6684599615.38,13855989746.71,9248025736.11,5902723896.88,2656857763.90,9985573869.96,6838939763.53,4309985621.07,1891779780.32,7349715442.00,760139801.03,512476628.18,217466899.51,979519755.49,699247894.89,447449291.29,201216503.48,931177319.54,672135063.60,422298903.67,183344809.76,935770583.65,689422001.43,455570614.96,220284172.64,917726984.39,652763592.17,435998526.02,189584588.22,853198525.24,592876808.60,347847953.95,154519502.47,823508281.20,602893687.27,390135642.82,172876609.35,828734124.93,619082360.13,398059765.01,188455071.03,832107399.82,598423553.31,372250257.62,161269018.55,734018767.00,499855507.96,302643885.83,129168425.43,569909338.45,395128098.22,268830424.66,123908919.70,510812101.02,335562323.93,0.0
2,营业收入,24253465357.88,15554463654.83,6684599615.38,13855989746.71,9248025736.11,5902723896.88,2656857763.90,9985573869.96,6838939763.53,4309985621.07,1891779780.32,7349715442.00,760139801.03,512476628.18,217466899.51,979519755.49,699247894.89,447449291.29,201216503.48,931177319.54,672135063.60,422298903.67,183344809.76,935770583.65,689422001.43,455570614.96,220284172.64,917726984.39,652763592.17,435998526.02,189584588.22,853198525.24,592876808.60,347847953.95,154519502.47,823508281.20,602893687.27,390135642.82,172876609.35,828734124.93,619082360.13,398059765.01,188455071.03,832107399.82,598423553.31,372250257.62,161269018.55,734018767.00,499855507.96,302643885.83,129168425.43,569909338.45,395128098.22,268830424.66,123908919.70,510698329.61,335514069.08,0.0
3,二、营业总成本,21811394684.94,13901558119.95,6032495377.31,11055955755.16,7359151825.23,4645353320.05,2176455082.05,7899680817.33,5282545365.95,3320833228.77,1528555239.93,5749508999.86,674474965.68,455492317.63,199539357.98,862227222.55,621086454.07,400464219.66,183301751.68,854892123.06,622844372.40,390065644.82,172477750.71,888529131.79,652603313.99,434951035.25,210844690.57,876222782.84,630571139.89,417718671.79,186810790.17,824718780.23,581271945.99,344798154.01,153186437.42,801424056.97,586023405.54,375625424.65,168692905.97,800695931.12,597944164.60,383593171.79,183076519.55,795076256.00,561367210.52,346435365.69,151137159.25,687970190.11,469854043.77,279433751.67,120931273.99,533643410.90,373322925.59,253187551.21,117008691.64,481712075.77,319147409.80,0.0
4,营业成本,20765892777.97,13200033180.88,5642565966.95,9973835082.32,6591747412.57,4176651896.01,1965714998.78,7091701226.10,4731530979.97,2965324522.29,1349419364.84,5059831464.29,544673012.10,369417764.95,161079997.16,733899149.75,525504701.07,335641162.98,152943059.41,734587137.50,531908763.05,331305361.49,145985382.91,750512882.66,554257604.79,370436197.66,180264416.49,731602439.70,520933863.50,347247287.04,150606084.34,674192232.66,481300634.95,286774316.64,125790850.36,661324910.89,490718246.68,318035067.21,141724602.22,675410291.53,509075277.51,325258361.65,158460838.07,694092554.67,496520050.92,310893810.80,134185100.13,607524241.33,407243611.54,245421286.61,106137305.37,469770625.05,325461172.10,221521752.74,102371444.50,434611209.63,286868470.18,0.0
5,营业税金及附加,36320740.30,23502150.56,11267962.69,50340408.60,36699957.47,17214764.59,6561549.27,23242951.99,15891316.27,10210438.57,4427720.23,16890898.45,4384139.18,2950726.24,1083279.96,6166437.39,4421057.79,3046010.01,1612352.72,4922588.53,3664167.15,2523268.18,1408829.41,4287047.62,3435016.03,2404728.79,1575603.13,4101023.09,3517579.02,2594794.50,1388809.51,3063179.16,2526103.86,1593516.71,979471.01,3434031.28,2194092.42,1625520.43,304149.64,3901266.09,2119034.51,1710607.57,837357.22,3670406.42,1274176.72,544546.08,234250.20,2146849.48,1925492.05,1122303.15,476866.40,1394514.60,1034721.52,459590.80,257555.84,1465560.95,879064.08,0.0
6,销售费用,148182543.43,99011232.31,45575187.72,174568599.13,120620292.40,77173990.00,35566067.56,139291093.29,102281672.19,67975614.94,34822119.72,145792004.23,31026211.42,21329579.91,8335917.09,35848551.37,25820181.33,16867337.39,7768381.87,32278590.43,22956264.16,14761470.95,6468313.88,31642771.65,22945699.69,15385083.61,6725789.11,32253483.96,26762088.47,17876985.30,8330777.71,30220731.77,21333972.02,12929668.25,5932909.28,30916784.58,19444288.96,11358867.72,6942417.12,24647065.12,16758623.34,10548936.06,5208567.17,16576884.76,12414038.47,6465244.78,3178933.95,15225656.23,10719104.19,5390550.70,1677743.47,12286171.09,6743787.67,4522712.51,1342224.56,9460414.32,7359102.98,0.0
7,管理费用,792635028.64,537604413.10,290647150.44,788714592.10,550378248.42,366560947.78,179391695.94,628616472.44,425926983.67,273196328.34,130217141.18,515177436.09,89782793.88,58651297.20,27553717.01,95135898.76,73518041.00,46811145.23,22035837.40,82832084.01,61978886.23,40503766.13,19887210.33,82123162.98,59617279.05,37408349.67,19653629.77,81401007.68,59388519.03,37864226.70,18799881.11,87861812.76,57114917.08,32355013.95,16911011.38,81519580.55,55618842.83,33978641.71,16514058.06,75468304.44,54248526.01,35435765.86,15345216.70,65389535.69,49567654.63,31389535.06,14431338.03,51357891.95,38694296.46,19916185.24,10150597.19,35785628.58,30293251.03,21066437.20,10293090.89,29942071.95,19133789.70,0.0
8,财务费用,2557593.46,1432435.66,-2157577.84,-17124517.79,-10674969.07,-13365489.59,-3427647.12,-5996182.22,-3252222.97,-1711023.16,-786733.15,872139.89,4465775.68,1443356.45,2619148.71,-11842866.33,-9535100.44,-2155105.08,-810682.49,-1441340.29,1894295.28,1072940.38,394920.17,14705599.95,10219681.02,8945403.10,4596301.94,19668123.49,13977389.01,10521521.34,6879883.60,25373334.45,19369100.38,11764840.27,4062172.67,17789875.86,17214506.23,10229183.44,3413739.04,20259026.58,15389796.13,10406559.44,3836142.79,14999700.91,841379.54,-3608851.58,-925309.81,10846477.91,9911794.91,6870370.48,3296536.21,12866597.79,8941969.92,5375570.87,2367913.16,6232818.92,4906982.86,0.0
