,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1011557943.33,658153144.24,398625998.25,1600672541.75,1166940283.63,813525422.84,375768502.42,1721063809.24,1133898049.16,737391776.39,298269059.84,1987304343.39,1495697353.14,978354266.16,505079665.91,1970057505.83,719765427.10,501106553.18,289650832.56,1440909150.04,1039249563.27,721378771.58,345399360.34,1625440937.16,1135646532.16,771397358.90,401435685.76,1516874572.89,915955226.28,528914097.57,211037366.23,1722032885.44,1356365883.73,918308420.74,459091728.69,1494850909.85,1068693668.67,596530976.52,296444391.85,1246685244.70,803180256.08,595055670.14,297951099.76,1703088709.26,1377746271.69,952522460.02,545364658.03,1911485236.34,1138347919.47,694308827.26,348926803.64,1702326595.65,1183469855.61,750128020.96,404818709.87,1483348887.85,1058109376.29,696687805.33,311991728.13,1529715206.99,1190373936.59,772861530.29,421040655.74,1295932292.00,808174779.92,448892038.71,223789219.98,1395687391.59,1164425271.10,810281547.99,442335279.89,1699236227.62,888834834.36,1160091963.57,379104052.31,858920822.36,317895615.19,508233475.57,181741460.88,316950020.84,127994060.04,268736781.32,135441200.00,310342315.39,154131500.00,281683541.77,134988500.00,278459804.72,121548593.50,292100924.17,0.0
2,营业收入,1011557943.33,658153144.24,398625998.25,1600672541.75,1166940283.63,813525422.84,375768502.42,1721063809.24,1133898049.16,737391776.39,298269059.84,1987304343.39,1495697353.14,978354266.16,505079665.91,1970057505.83,719765427.10,501106553.18,289650832.56,1440909150.04,1039249563.27,721378771.58,345399360.34,1625440937.16,1135646532.16,771397358.90,401435685.76,1516874572.89,915955226.28,528914097.57,211037366.23,1722032885.44,1356365883.73,918308420.74,459091728.69,1494850909.85,1068693668.67,596530976.52,296444391.85,1246685244.70,803180256.08,595055670.14,297951099.76,1703088709.26,1377746271.69,952522460.02,545364658.03,1911485236.34,1138347919.47,694308827.26,348926803.64,1694515131.23,1176971433.14,746052389.82,402495556.76,1476404772.02,1053375372.02,693491272.55,309880839.92,1523542962.58,1184669423.61,768808918.43,417481357.59,1278974800.08,802792276.09,444860073.91,221300153.66,1388354555.29,1155879067.74,803915459.87,440089035.55,1691814692.18,884833416.30,1152602985.77,374963881.07,851657402.03,314080332.26,497731586.74,180038879.63,313732674.98,126981557.82,262329675.03,133454600.00,303395406.27,152055400.00,276803061.07,132700000.00,275690299.02,121548593.50,291913145.57,0.0
3,二、营业总成本,888875619.10,584675558.49,365277472.47,1496458380.04,1079706901.32,752886598.98,353459093.22,1702263557.56,1086221854.28,712100396.03,290745155.27,1932529049.52,1441362247.25,940485886.21,487321704.82,1947578967.74,726641903.52,511305441.54,291529463.98,1443264635.59,1051375674.02,731000947.48,350727445.70,1593800798.38,1096129748.47,732070869.91,377708081.13,1545014953.17,930155135.48,544725262.58,226220270.09,1658905087.64,1316246807.83,884637867.46,438846645.46,1440954413.98,1032496266.59,590160443.28,293059826.54,1217998624.54,792777133.11,580846884.24,279807976.08,1599183499.64,1275567265.71,860721197.04,468159683.98,1813233935.91,1104648400.39,672827149.90,340609538.57,1639052147.82,1143570015.12,726331181.09,388938374.19,1441236869.72,1026667168.76,674045426.42,294325119.02,1480643764.64,1137604796.89,738941110.70,398699201.44,1232671647.37,757415745.41,410900868.01,195932496.69,1372221549.89,1145721189.17,797682342.79,434574828.89,1663961990.48,873287794.37,1130659605.64,374635484.78,823741807.04,307265171.15,488799400.96,175379525.80,321050776.03,0,260093734.81,0,296808794.06,0,247893358.43,0,248120824.14,97248109.21,265206813.98,0.0
4,营业成本,786502743.32,512266854.47,317743274.98,1246049706.10,927565356.59,650378590.31,299980100.03,1409270930.37,925708740.23,607243565.85,240130820.26,1709746213.04,1302667081.61,852861055.21,445845311.33,1686071900.16,621809945.12,433952493.09,256300695.97,1256725698.83,926472748.91,647366835.82,312577669.99,1374695302.26,962817576.91,637656026.92,328375666.70,1317650823.42,800369868.93,466219233.86,184116216.00,1418139804.13,1141883552.68,769191026.61,387134104.64,1228091175.83,903413599.28,516199885.55,257020192.47,982576336.95,675160540.26,506274981.19,244900478.44,1374916524.98,1094297902.51,728859554.79,396721544.73,1619615288.83,997507343.93,606475310.62,305125325.09,1476169430.82,1036329376.96,654073984.79,352438945.63,1301358048.41,917341776.83,597004071.35,257599990.66,1320055825.14,1027271740.00,671489970.58,361290637.25,1052971121.90,657026269.52,356400334.20,164650604.90,1235931960.98,1041977299.40,731209210.81,401215638.03,1530979073.80,822746003.21,1038167722.51,342299502.20,745702071.22,273285067.40,425685030.27,147656709.76,260095098.85,0,208450681.68,0,247012003.65,0,209140967.83,0,219161810.38,97248109.21,234950638.67,0.0
5,营业税金及附加,7277933.82,5253123.55,2992450.95,14490251.34,11143702.82,7946589.67,3716667.57,24588296.24,18735239.69,15103906.43,5750077.42,13048728.26,6942955.19,5029302.72,2070120.34,17776724.85,9036994.96,7291485.70,3151329.20,20787085.57,10284150.42,8364899.38,2696403.18,53144002.01,24871163.30,19969805.49,11473457.37,21715665.20,10782345.23,5546164.23,1887391.95,34744164.29,22892494.20,15315258.58,7893435.31,26088522.53,16428318.53,3122530.69,1555655.38,47979812.97,17527604.90,16009620.79,10541655.12,41220863.25,39709393.13,38567771.52,34609697.78,27204618.90,4449697.42,3061539.38,1080081.14,15839210.60,7465612.77,5083667.98,3262869.83,10279283.43,8605140.04,6060438.46,3241378.37,12365139.77,9130178.08,8190581.20,6792867.99,11107185.12,6194458.18,5272031.79,3208976.64,4643602.81,2673410.49,1341288.43,623463.63,7566774.01,1098858.91,2742290.67,540226.31,11833666.11,1094210.44,1821695.37,1129283.40,1070492.22,0,813865.56,0,1139918.94,0,2354465.98,0,2479956.02,0,5511927.47,0.0
6,销售费用,24931978.33,16248266.53,8646841.29,72758965.10,52667312.38,33232894.41,16075597.03,63004769.49,44841373.96,29448291.02,14853609.40,49156810.69,35770663.01,23138869.31,9554966.39,55465193.06,24961741.59,19218694.93,10859323.39,49921919.30,37091067.60,23056330.69,10581277.64,37409891.61,26460481.44,19652721.86,11993951.61,32311630.91,22549219.38,8099533.56,6570423.68,62101992.80,51730103.85,36234993.31,15450169.23,67370510.23,39644806.61,22167128.78,12827496.87,62592636.64,36174522.87,16026195.06,2597638.68,28197362.12,22032478.29,16356176.07,969746.67,48484946.61,21389044.01,13241151.34,11417971.50,33225620.36,21612241.97,17611808.08,10846456.62,22467272.39,24557486.87,17490659.17,6352172.81,31859965.59,29911100.05,16038970.60,9890211.93,64305629.06,40247026.16,15013224.46,9538855.69,45430759.00,35968299.68,25959677.58,14203815.93,51234945.11,15730028.59,26808166.05,6318943.61,13208717.95,4922568.21,4251798.60,3534895.78,6087220.26,0,6327444.69,0,7878193.29,0,2998845.32,0,6228822.18,0,5571525.92,0.0
7,管理费用,70216545.80,48362230.27,32666771.28,127391290.26,82522397.82,62647079.11,33805926.32,142366440.71,91923366.27,58090411.96,29153822.94,164037402.23,102675814.25,64460711.06,30456219.13,167645757.40,76099499.06,51612829.68,24644193.96,114328802.16,77413708.29,50944659.23,24501405.68,119128833.24,80058397.48,52622992.50,24724910.28,134006673.26,89451278.91,59900488.17,30356084.80,125155919.77,92083957.02,60353122.75,27808770.77,99140405.34,73967566.01,49549551.75,22010674.07,94703150.73,62285588.25,41830251.31,21315215.92,105613605.34,90392645.92,62218606.31,31021623.81,98581245.87,72893331.47,47387675.93,22686658.93,104805777.22,74142231.40,47662707.57,21639978.64,100035175.60,72440149.32,51653812.03,26608022.04,116330340.20,70776006.42,42868567.78,20557453.68,106862862.55,52890748.73,32322213.02,17390060.51,76114528.09,55810701.55,32500153.08,15628619.07,59633965.85,24439729.44,50495694.75,19357057.98,39819353.47,21013494.41,39570030.95,15318873.18,34610657.35,0,24881965.47,0,26378487.97,0,23662420.09,0,12313517.97,0,15381515.56,0.0
8,财务费用,-12314815.51,-5868706.92,-602521.56,-19670660.80,-6111854.43,-2465022.27,425655.73,-17905978.22,2012409.61,-156368.07,1022010.71,-12060813.51,-6173911.87,-4501486.93,-462175.93,-11495661.80,-10233262.62,-5616517.34,-3426078.54,-3925387.19,-2964773.04,-1810549.48,370689.21,2916092.06,2725929.34,2976723.14,1140095.17,9957924.76,7002423.03,4959842.76,3290153.66,11515862.45,7656700.08,3543466.21,560165.51,-1107230.23,-958023.84,-878653.49,-354192.25,1836406.13,1682620.83,759579.89,452987.92,35384269.47,22804138.07,10921867.70,4237070.99,14030859.47,8450442.93,2674946.44,299501.91,9012108.82,4020552.02,1899012.67,750123.47,7097089.89,3722615.70,1836445.41,523555.14,32493.94,515772.34,353020.54,168030.59,-2575151.26,1057242.82,1893064.54,1143998.95,10100699.01,9291478.05,6672012.89,2903292.23,14547231.71,9273174.22,12445731.66,5591563.44,13098785.49,6949830.69,17470845.77,7739763.68,19187307.35,0,19619777.41,0,14400190.21,0,9736659.21,0,7936717.59,0,3791206.36,0.0
