,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2168734164.43,1429691527.49,770915611.28,3109551128.18,2098573870.80,1412542719.13,736554288.16,2601152800.24,1684401729.03,1147705501.53,554057024.85,2008224818.63,1344738857.05,925154039.90,475093407.35,2241510854.30,1567608627.53,1004497354.79,582282460.72,2274554849.80,1595908226.67,998890904.40,625007503.53,2017884062.21,1552126996.69,1037613635.25,553248139.52,2253550222.37,1713702476.06,915915966.74,552930314.66,2027850064.00,1330781767.72,732625537.61,350520358.45,1257753361.77,892796587.38,468060763.04,248661713.60,1091850484.32,706079726.89,391922576.76,216086254.90,937941800.99,557677223.01,290238910.00,119549129.60,468464350.04,266933989.70,159633497.49,86943966.27,344904596.63,218628616.80,132763462.56,307948068.55,292997386.64,0.0
2,营业收入,2168734164.43,1429691527.49,770915611.28,3109551128.18,2098573870.80,1412542719.13,736554288.16,2601152800.24,1684401729.03,1147705501.53,554057024.85,2008224818.63,1344738857.05,925154039.90,475093407.35,2241510854.30,1567608627.53,1004497354.79,582282460.72,2274554849.80,1595908226.67,998890904.40,625007503.53,2017884062.21,1552126996.69,1037613635.25,553248139.52,2253550222.37,1713702476.06,915915966.74,552930314.66,2027850064.00,1330781767.72,732625537.61,350520358.45,1257753361.77,892796587.38,468060763.04,248661713.60,1091850484.32,706079726.89,391922576.76,216086254.90,937941800.99,557677223.01,290238910.00,119549129.60,468464350.04,266933989.70,159633497.49,86943966.27,344904596.63,218628616.80,132763462.56,307948068.55,292997386.64,0.0
3,二、营业总成本,1965324663.32,1308245599.53,689741019.70,3047064608.88,2029727607.80,1367954393.00,694856449.02,2562474587.77,1691593885.50,1164750666.98,530173844.26,2407269758.61,1449906427.86,1023003904.46,463509899.26,2093921306.40,1366944179.39,915949141.13,496178607.50,2112749602.27,1448205095.22,929452449.76,551295758.37,1799333323.23,1346588614.12,929103037.88,487292184.89,1767025140.57,1319766037.02,761995799.47,485411389.68,1605272636.15,1050567303.11,622911379.33,302904347.68,975089116.59,706688214.23,404481221.18,222786855.72,880484963.11,589309100.80,344335879.81,198925150.80,770781601.51,476896459.95,247557945.93,105919773.58,366489416.55,227813609.78,125744468.16,78722863.72,291519623.75,191647487.51,114905588.85,270093877.61,255259826.63,0.0
4,营业成本,819316663.86,539135273.35,284804185.61,1210995232.92,793550027.75,516615848.08,281105829.80,1031621635.30,676335881.53,447820801.32,212258134.79,990449191.55,611137433.04,428901515.86,196089922.42,942188550.55,624608132.14,413943505.62,223836455.14,958506935.18,676234765.40,421081329.23,269823827.61,742943230.75,607527911.81,435444414.79,235476786.33,853232545.62,632922947.60,363959713.43,235024615.46,834001285.90,561452548.11,338795456.84,145303062.63,576165447.36,410861432.24,238741317.42,121219451.42,533563511.72,348856077.63,198768379.87,109882219.09,481243045.78,288158754.38,150471792.30,61211963.62,249293755.15,144260080.89,91270715.04,51813473.47,210063629.71,133529633.25,83921007.75,196245061.96,190996061.18,0.0
5,营业税金及附加,22930041.30,15850369.69,9704416.96,38951302.81,26697903.69,18157411.03,10744014.04,33222116.56,21239415.89,15266794.74,7886243.01,23849041.64,12535382.02,8837016.38,5424882.96,26934640.06,17821276.77,10797369.70,6861486.62,20998947.47,11217629.88,7228769.55,3917572.87,30912705.65,23856389.33,14321667.75,6172871.89,31827460.63,21982466.61,10726409.04,7081468.14,25375915.68,16061730.13,6952916.94,5209780.17,16566285.06,11807063.99,4918290.10,2909774.14,11099970.51,6328366.94,3470994.76,1950386.51,6958073.30,3552188.57,2395707.88,1083814.88,4044187.24,2246368.66,1381364.88,865706.70,3195400.69,1921367.37,1508141.82,2374141.36,1929941.02,0.0
6,销售费用,841414417.84,568499674.16,278482033.98,1158537154.53,786301919.22,526566012.80,255835916.72,914323272.39,578191907.00,388989472.59,192839311.80,764804888.57,512809827.48,352423384.48,172461083.26,706614910.29,493372701.15,329547641.71,177824390.35,756048799.71,529919814.22,350494355.94,185811835.73,645058178.77,451725901.07,308871943.13,159862389.24,473304729.46,356880054.75,193208425.78,124567634.25,358101780.89,228058630.07,150732184.95,89235826.99,207829359.46,165877155.51,93152781.58,62221382.40,192754254.31,131557160.00,82879783.08,52883673.98,168942167.75,110491954.18,54843270.80,30300352.74,72001832.48,49892135.34,27173950.77,17205469.04,43419228.98,30015756.64,15133069.92,40388589.75,32949277.46,0.0
7,管理费用,222606020.00,147094810.29,75284776.96,390732846.79,295035142.79,221824351.29,102475296.77,395430985.80,265082956.17,168125334.79,75816892.46,285530587.46,202312227.37,138766310.26,66444475.54,303808079.58,196913866.41,125505576.00,68776522.42,305555326.29,200872318.14,130323224.24,75690842.36,346622109.43,229256509.10,148628410.47,80441716.36,347428515.41,237483261.09,146153400.71,85435460.08,312398803.88,189891481.95,114962359.32,54978698.23,164397183.12,104651816.45,65392946.14,32242578.43,130112941.07,96326097.90,57331366.26,30890150.18,106716152.34,73273560.17,41539557.82,16036491.61,38796250.41,30034834.78,6699205.97,8977389.91,34445232.23,23994520.28,14478227.20,29068974.35,27426926.78,0.0
8,财务费用,8722827.97,6837228.84,2733267.07,21963129.30,17121187.24,10152156.82,5033060.85,27764532.42,21302198.72,15052960.46,9008911.41,35386318.69,27061618.02,17713823.90,8730814.40,25325207.07,20272468.08,9706071.66,3682803.18,16531159.08,13291819.37,7029309.75,2066894.71,-15014589.82,-4640641.88,-3534601.21,-1794049.81,-12320405.35,6408917.96,9830378.40,13140849.84,11523122.08,5266635.52,-489412.30,104252.46,-6443827.53,-1356894.23,-2514809.63,-153506.95,6366927.05,4931851.15,3102110.54,1643758.79,7629346.63,3048952.41,962394.44,-954053.01,-786457.89,-279685.01,-258034.42,-166237.64,70529.31,91486.52,-101806.84,1083452.34,1379047.83,0.0
