,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,5823858000.00,3815659000.00,1697591000.00,9220759000.00,6703051000.00,4627086000.00,2286276000.00,8713412000.00,6087799000.00,702996232.46,150712437.80,3190679801.13,2148175046.04,1063505401.68,192106888.87,4379725996.98,1850062004.04,1105687543.34,217148626.48,5665001523.92,2933580982.27,1511080238.87,43790564.76,4440958030.95,1798149427.00,784208889.89,80051295.85,2587493977.72,1355085271.33,637774467.46,51803438.60,2176562237.26,1325345052.32,637778215.51,61787472.35,2018072592.35,1150689244.11,587886337.88,84532094.12,1610901070.98,924528797.76,555351324.89,87242563.01,975279831.34,588346348.20,329493148.01,51300109.52,1026886418.23,497639271.95,287916850.93,81176276.54,583969885.75,346350492.22,190824358.41,36932211.95,475596006.20,256272620.03,121090407.90,30256219.52,399608171.69,219471210.02,93245962.79,12540589.88,423618501.00,325657075.24,105167903.60,16898089.12,376187771.59,179297841.16,115456269.51,0.0
2,营业收入,5823858000.00,3815659000.00,1697591000.00,9220759000.00,6703051000.00,4627086000.00,2286276000.00,8713412000.00,6087799000.00,702996232.46,150712437.80,3190679801.13,2148175046.04,1063505401.68,192106888.87,4379725996.98,1850062004.04,1105687543.34,217148626.48,5665001523.92,2933580982.27,1511080238.87,43790564.76,4440958030.95,1798149427.00,784208889.89,80051295.85,2587493977.72,1355085271.33,637774467.46,51803438.60,2176562237.26,1325345052.32,637778215.51,61787472.35,2018072592.35,1150689244.11,587886337.88,84532094.12,1610901070.98,924528797.76,555351324.89,87242563.01,975279831.34,588346348.20,329493148.01,51300109.52,1026886418.23,497639271.95,287916850.93,81176276.54,583969885.75,346350492.22,190824358.41,36932211.95,473257777.79,252465329.23,120603120.35,31603587.18,399304888.48,215323072.82,93530424.91,13747351.45,418420383.89,323670585.30,104082409.39,18079715.76,373528664.99,181009494.36,97366297.92,0.0
3,二、营业总成本,5216366000.00,3374580000.00,1531116000.00,8210296000.00,5974434000.00,4076040000.00,2056566000.00,7699953000.00,5336493000.00,680663525.66,172516356.84,3472174115.38,2430220175.62,1145655251.48,247575305.65,4335718032.87,1917594431.56,1113712642.14,276608467.15,5480596690.23,2811175120.66,1422190766.88,78275847.70,4445423642.51,1660700121.73,752765632.09,119431164.35,2559254270.20,1291329106.06,618045121.16,92052429.36,2026339788.69,1260666154.36,617482889.25,90546737.93,1847910391.30,1024840281.80,526049837.55,92914674.87,1433621514.35,824522237.33,494063175.79,71163845.21,941023913.35,553105145.08,311305520.98,59612399.94,976275962.01,485945625.98,283699091.14,98695503.10,562307575.89,330032932.38,186734600.58,50592480.52,449780748.58,241363966.10,116982985.53,36859213.97,375810066.04,204522758.07,87727217.22,18486274.37,391601223.70,298539150.81,97903330.49,18368652.53,341910530.54,152732203.78,81541330.25,0.0
4,营业成本,4127297000.00,2645187000.00,1194066000.00,6571207000.00,4884927000.00,3384536000.00,1682986000.00,6389179000.00,4401390000.00,548858010.77,114128157.52,2912618562.71,1957794340.58,1009783888.99,192515449.58,3878154348.64,1717759357.86,988331978.05,242225086.06,4972009431.61,2561268178.12,1271565891.20,40786676.30,3976383192.60,1474232126.31,647607516.03,65246345.62,2207965027.65,1114476289.06,517462033.78,47501525.32,1738563753.20,1075506657.38,508508981.97,43607506.13,1607894782.52,904171274.67,459523109.98,61848067.90,1239591789.81,713075448.65,420449260.04,43553535.71,770423270.75,469419033.39,259279502.35,38012860.88,785439805.49,387490602.82,220609194.26,63238743.46,445091933.32,260382180.80,146638836.61,31086773.29,356561312.18,189780907.59,86716256.99,22060777.18,314572872.82,170537567.74,68546800.32,10158466.14,343217922.03,265527353.24,76210352.57,11703494.73,290901534.26,134484836.31,70333293.26,0.0
5,营业税金及附加,17623000.00,14849000.00,6367000.00,19911000.00,11974000.00,7574000.00,4743000.00,28947000.00,7663000.00,13433088.87,2765003.56,24621879.86,9167541.37,5831319.54,-189920.41,105143205.29,31293168.75,24321119.39,-417750.62,159554161.70,98139495.10,59568792.19,-1022646.83,119764975.28,48536583.66,19480322.20,1827233.93,101339899.51,54849188.26,24918737.94,1525833.06,78320320.96,46481952.68,22190488.46,2278735.82,91415147.86,47824756.69,22872182.44,4310989.09,64930801.58,39245264.31,23234161.74,4380707.06,38050492.99,17337240.22,9983523.08,1396019.46,45213581.34,17047476.80,11114981.55,3239090.24,25890207.19,11051390.12,6823657.82,1293865.45,20007419.03,7891550.93,3531707.33,1052560.19,13440231.42,5884217.26,2170196.82,76929.65,12544621.24,9860442.46,2780178.36,224994.73,11788353.66,4208657.67,3459720.37,0.0
6,销售费用,380729000.00,262250000.00,128005000.00,568699000.00,420298000.00,300778000.00,162513000.00,595694000.00,408778000.00,18089401.95,6593507.95,40267567.82,16559127.98,11101341.97,2884027.72,23362624.03,15493652.59,9388388.67,3847211.19,18292976.44,12536474.12,7941264.13,3547909.77,25383039.58,16454088.69,9833049.55,3582072.77,17395076.99,8756616.39,4506663.66,1773628.72,22947756.48,16629541.01,10292778.07,5955211.06,16486776.42,11684061.45,7167674.48,3611220.52,23380153.19,12522709.90,7370153.60,2457716.89,18148822.08,10282192.72,5265668.37,3117952.14,24013848.10,11840755.71,7432824.16,5661530.08,10111567.16,5666608.17,2040413.43,645340.56,5281637.75,2244841.85,1356768.67,290231.29,1248802.26,671203.17,304803.14,87003.01,636235.29,400016.73,75242.83,36359.07,590188.53,245405.87,232157.76,0.0
7,管理费用,245563000.00,155618000.00,99003000.00,382922000.00,270724000.00,381237000.00,193044000.00,686425000.00,486262000.00,43095843.87,20136237.49,121099489.69,83256668.42,50753995.09,24741017.35,111906552.16,69752967.50,43893207.35,22578644.66,118164081.53,71579814.51,46772510.82,22771536.61,126969919.49,78153026.36,52308258.74,30385122.27,112001518.08,69976359.02,48592045.44,25883487.83,102448047.58,64886123.80,41261327.75,22857180.57,77062979.75,42158858.33,28577067.84,15435813.09,65627980.38,35936053.46,23903500.55,11442179.49,55186623.72,35873162.43,23402124.58,13380816.19,74787417.22,45802543.21,29410055.11,19865117.01,49587308.21,32847898.02,17852114.68,10793068.73,46462283.46,25931592.26,14702070.92,8072690.58,32535863.66,17351712.45,10565057.76,5918340.47,21189557.32,11632759.21,11511065.56,3415605.77,26143567.75,9127955.87,5884834.17,0.0
8,财务费用,99471000.00,66736000.00,-782000.00,139160000.00,45130000.00,-18653000.00,11594000.00,-52989000.00,16373000.00,72492010.97,26267681.88,165088697.49,114753535.24,84195126.95,42075649.97,150279448.93,107681564.05,66459333.95,27317856.54,101002656.88,85015056.09,59037788.12,29481698.56,85608250.30,62781928.71,41150701.05,27173045.62,62825958.00,44643717.61,30607188.26,13987140.43,59846244.08,67147996.68,42574243.79,15101567.58,41841648.89,28244628.38,17486469.91,8201112.00,35778129.91,26332770.08,17289065.64,8733086.92,31714845.48,23661569.85,15924834.94,4812663.92,26079105.63,21951991.53,14689557.58,7117774.90,27082804.08,20084855.27,13379578.04,6773432.49,21468096.16,15515073.47,10676181.62,5382954.73,14012295.88,10078057.45,6140359.18,2245535.10,14012887.82,11118579.17,7326491.17,2988198.23,12486886.34,4665348.06,1631324.69,0.0
