,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,9362157249.24,6850531678.93,4672092873.08,2272227482.18,9153568276.92,6759596975.97,4523792506.57,2457249818.74,9167576908.14,6451972569.76,4241519616.92,2251211788.53,9069672723.80,6454338249.53,4336399238.16,2325413705.97,8381524645.97,6154142086.43,4227262629.40,2316084311.54,8553678758.14,6407137283.81,4403276077.04,2358682084.57,8898870469.66,6503551165.55,4424896097.85,2310762597.45,7501385598.78,5441202188.86,3660785143.76,1964030883.30,7094373641.35,5220752688.02,3436699170.13,1850843894.80,6344938802.28,4486396257.42,3028793563.34,1626577562.30,5559197651.62,3997543250.05,2690370193.61,1364766376.91,4257557299.22,3146144679.82,2038036855.59,1079914739.82,3344192556.15,2474746128.60,1685260546.22,926287785.96,3223211058.61,2403943076.82,1751539311.47,946732291.13,2947921144.74,2119846494.16,1470776780.79,837305557.32,2613444048.05,1982303795.57,1398763358.18,803847253.27,2637775862.56,1958264115.44,1266398726.47,687151454.49,1534544819.99,1087324290.73,704774998.98,1177851693.71,522838435.10,859296073.11,803094552.88,0.0
2,营业收入,9362157249.24,6850531678.93,4672092873.08,2272227482.18,9153568276.92,6759596975.97,4523792506.57,2457249818.74,9167576908.14,6451972569.76,4241519616.92,2251211788.53,9069672723.80,6454338249.53,4336399238.16,2325413705.97,8381524645.97,6154142086.43,4227262629.40,2316084311.54,8553678758.14,6407137283.81,4403276077.04,2358682084.57,8898870469.66,6503551165.55,4424896097.85,2310762597.45,7501385598.78,5441202188.86,3660785143.76,1964030883.30,7094373641.35,5220752688.02,3436699170.13,1850843894.80,6344938802.28,4486396257.42,3028793563.34,1626577562.30,5559197651.62,3997543250.05,2690370193.61,1364766376.91,4257557299.22,3146144679.82,2038036855.59,1079914739.82,3344192556.15,2474746128.60,1685260546.22,926287785.96,3210677581.93,2394343975.96,1745906028.92,944206216.59,2936698782.49,2112703352.35,1465582124.42,835196894.11,2606815926.31,1977898295.06,1395841066.05,801499974.27,2633785598.06,1954976905.70,1264085905.80,685384032.38,1532236132.38,1086064414.72,703978730.55,1176381461.52,521851839.92,856792831.64,800823552.95,0.0
3,二、营业总成本,9168377640.95,6653923002.26,4508796850.69,2136499561.60,8971623461.83,6490046062.52,4267143483.59,2296613913.86,8884528776.64,6212456624.75,4024651088.04,2116664258.59,8843892673.94,6267714564.89,4180692601.40,2219826967.19,8207659408.26,6009219700.00,4091089306.36,2227278049.71,8376871667.97,6227004169.74,4248604493.36,2262202001.52,8673295128.16,6329539668.80,4293563509.11,2239526463.63,7336067502.58,5284081129.52,3511835463.15,1867830633.76,6795630556.52,4968369875.80,3234270804.85,1727956135.60,5990763184.13,4221498090.09,2829546372.45,1512112334.90,5293296472.68,3798279611.55,2550097582.81,1295420905.71,4101057904.31,3018085720.58,1935454676.78,1020113357.28,3198536727.99,2372283872.50,1609483371.38,880033663.60,3071894594.97,2304500285.22,1668963402.50,896006991.76,2793496279.83,2011350791.89,1392163067.60,793773350.79,2486918043.92,1891136095.17,1332163134.01,760454452.03,2553369349.47,1892935931.84,1215660790.16,649370882.17,1477866236.92,1044398158.21,670420218.88,1128146573.81,487412341.70,813835856.21,758897681.06,0.0
4,营业成本,8185589669.97,5944898689.16,4045660269.97,1899784182.89,8020420094.16,5835733016.09,3850064139.18,2077197938.96,8009984297.67,5607272690.45,3623473991.60,1903121689.26,7971033408.16,5653023425.07,3766233365.92,2004571273.89,7326606670.75,5377162279.75,3663003707.65,2001639809.15,7480632054.66,5589712163.38,3818105282.09,2032119105.77,7763953759.99,5672240320.32,3851449272.66,2008687148.34,6516859197.16,4715823689.36,3138083372.80,1668889042.55,6099467719.65,4496534823.54,2928799331.23,1575173977.15,5490409198.83,3868252290.95,2588744255.22,1378110421.85,4846691900.37,3470096543.47,2321956022.02,1170670396.67,3699333000.31,2724031113.52,1741824382.67,914682514.07,2908632391.78,2156910869.10,1460378744.53,797415427.01,2826901206.22,2114777624.21,1533723946.99,815240574.67,2572406378.62,1854385557.22,1281572385.41,730288548.85,2283511879.37,1744454800.67,1227915423.46,699330118.90,2367621377.55,1759051987.30,1125612947.61,599378023.28,1381229725.80,978298366.50,626458052.59,1047191686.19,452457177.35,740056545.70,682356410.58,0.0
5,营业税金及附加,51650021.46,40443195.21,28686552.58,15720523.24,55127781.45,42138788.65,29333980.08,17755600.97,58325879.98,43889997.13,30222858.22,18238342.18,58151745.28,37194228.64,26508851.95,17583090.45,64591967.94,48430834.37,33980811.43,21483678.45,58513647.79,43466674.97,30571982.93,18379320.34,64552720.24,46929985.12,33258309.66,19043941.73,55546724.14,39522132.88,27953758.02,16816697.36,57397568.58,39785693.92,24699213.62,12626306.82,40636876.09,26281295.29,17591172.20,10302869.04,35461606.62,25078992.48,17270333.65,10323871.30,33436126.94,24855043.40,17127045.08,9876283.60,26128853.09,19458830.88,13157279.63,7964702.85,13981308.63,9387419.88,7062689.30,4569932.85,11922634.18,7881999.95,5508838.75,3856052.78,9426075.92,6277109.96,4407340.23,3184541.03,7077832.81,4821652.27,3111761.14,2342500.54,4968258.64,2772347.03,1969140.99,3391888.74,1713657.71,3283522.73,2860701.48,0.0
6,销售费用,390814750.05,276670916.25,181789461.10,94531782.73,400396669.06,282057399.54,178970839.68,91877133.95,357976767.61,249865915.42,162833854.96,86045229.66,334240683.50,230862836.76,151104654.37,77601967.07,315644012.36,216083636.09,146063050.10,75228922.79,323705639.56,225887752.68,151996414.91,80646441.33,325615341.08,219428786.20,148132068.58,75043095.14,274070988.55,184162862.29,116761070.21,59823048.97,241799873.56,155680304.82,99802819.87,45525356.90,177940090.71,122210011.77,81148737.02,45682964.54,158571199.24,108727539.71,76259200.45,38720982.41,128093446.61,93256099.54,63265624.11,32236122.90,100245998.27,76164011.27,55707360.81,31398167.51,98360639.25,76591930.06,57438938.57,36093683.54,86858224.45,59803707.50,44901208.54,23173805.38,80070741.75,56513129.38,42693652.14,25291023.56,78761311.80,52923511.88,35618131.26,21226978.79,41526647.35,27385532.28,18573478.73,32716172.40,13127997.02,26498996.25,28769276.61,0.0
7,管理费用,510471361.53,370536776.92,239351732.97,119131358.81,462762636.19,313006027.28,199802899.03,101431652.90,424115621.00,289974756.22,194926036.01,103009381.30,437330645.97,319291043.80,216478134.05,108638149.66,452259916.18,329368493.84,221900337.31,115688442.58,452425516.19,322908042.23,218175253.20,115851064.87,451178730.73,340829547.52,226195073.41,116294385.80,411406552.15,290538522.29,195375022.36,107183750.68,347823389.29,245572106.36,162312482.32,88076388.61,250778379.00,184443829.48,128902929.00,71466569.86,226374072.74,175208904.96,121828755.56,69404722.12,209429634.93,151960123.97,99002215.12,55668678.18,143453009.55,106285410.52,71347238.77,38281888.09,124282742.27,96045270.76,65694218.22,37413129.23,117854404.34,86694301.92,58956715.76,34405793.50,110059789.60,81440447.04,55306268.59,31778286.19,96720079.33,73942739.42,49322744.36,24827248.94,48582681.17,33855666.59,21494327.52,41692317.20,18545377.96,40353678.21,40597892.38,0.0
8,财务费用,29851837.94,21373424.72,13308834.07,6227573.30,35379409.69,22483250.18,14535109.71,7376979.75,26208691.76,19617647.29,12312442.23,6879751.95,34286289.59,27442917.07,20404443.95,11332332.34,48248224.69,39153377.40,26444526.51,14490644.98,62489806.03,44680829.48,29737731.79,15645076.09,65869295.94,49299993.70,34300882.04,20138268.79,78778634.00,56098984.69,35125704.58,16670169.76,50566253.29,33384110.87,21249793.50,9363196.57,27804145.64,19438118.52,12327245.00,5709354.87,25007407.84,19755275.49,13535152.73,7496467.60,28653086.63,20827091.37,13703196.35,7183811.82,20019874.76,14597056.63,9178486.92,4813298.27,8368698.60,7698040.31,5043609.42,2689671.47,4454638.24,2585225.30,1223919.14,2049150.28,3849557.28,2450608.12,1840449.59,870482.35,3188747.98,2196040.97,1995205.79,1596130.62,1558923.96,2086245.81,1925219.05,3154509.28,1568131.66,3643113.32,4313400.01,0.0
