,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090630,20081231,20080630,20071231,20061231,20051231,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,554792365252.00,374688576050.00,240272497282.00,102245102038.00,490872128295.00,328547167715.00,208378986328.00,93253359275.00,482804341572.00,307297125510.00,190101481134.00,82698843326.00,431743429819.00,291222767046.00,183439285237.00,82573675027.62,404420451987.00,279833137161.00,176310583936.00,74352852438.17,366673233953.00,252444299569.26,158563282663.00,61924813254.17,332486765232.00,227804904685.00,141373152561.00,54693077798.00,296227385321.00,200478253050.29,125068950545.00,50311365934.89,295370486098.00,211438021539.60,139429138628.00,53146189827.36,273571498797.00,193348550123.37,120275003657.00,46877500986.10,228486157951.00,98543000000.00,180429525542.00,75774000000.00,151745098239.00,115798740000.00,83150759535.52,65710384370.95,48304253411.51,0.0
2,营业收入,554792365252.00,374688576050.00,240272497282.00,102245102038.00,490872128295.00,328547167715.00,208378986328.00,93253359275.00,482804341572.00,307297125510.00,190101481134.00,82698843326.00,431743429819.00,291222767046.00,183439285237.00,82573675027.62,404420451987.00,279833137161.00,176310583936.00,74352852438.17,366673233953.00,252444299569.26,158563282663.00,61924813254.17,332486765232.00,227784855034.00,141373152561.00,54693077798.00,296227385321.00,200478253050.29,125068950545.00,50311365934.89,295370486098.00,211438021539.60,139429138628.00,53146189827.36,273571498797.00,193348550123.37,120275003657.00,46877500986.10,228486157951.00,96840000000.00,178881787684.00,75749000000.00,151745098239.00,115798740000.00,83060743183.63,65702983891.32,48241642833.67,0.0
3,二、营业总成本,527530357006.00,359063172916.00,230054615375.00,98048580792.00,468189344722.00,313369573215.00,198815314508.00,89192588523.00,463857823791.00,294011193544.00,181177825640.00,78758101259.00,412564627474.00,277953244079.00,174843124443.00,79672719210.03,388549359421.00,269323842160.00,170134044282.00,72055032064.42,352839192118.00,242472031785.21,151559192900.00,60011653945.34,318949301158.00,219043111683.00,135577819263.00,52980212160.00,282013151601.00,192638297619.17,119611328130.00,48521726754.76,283324833388.00,203301404017.03,133741507166.00,51357166946.30,263110774912.00,187136489240.75,115900473931.00,44933142205.45,219390279648.00,93989000000.00,172445955014.00,72426000000.00,144445070090.00,111520530000.00,79783350575.88,64276562465.53,47653892814.10,0.0
4,营业成本,484003466663.00,330393472516.00,211733979053.00,89503551737.00,424670500808.00,285252040436.00,179485329190.00,81507133914.00,415372019058.00,266094901266.00,163920007464.00,71651502000.00,367404780523.00,253227710934.00,159981027638.00,71228312414.13,342943347455.00,242020870139.00,153273863386.00,64143371765.44,316765313060.00,219850332176.58,137782711987.00,54297458345.33,289166302724.00,199942884234.00,123369167646.00,47576561140.00,255266068387.00,175374928370.22,108412624528.00,43635728457.76,258528541032.00,186355985023.89,123155937722.00,47001297274.64,242296584320.00,173656775719.33,107490215974.00,41540188506.90,200825072775.00,88214000000.00,156907137939.00,68289000000.00,133250322510.00,100897560000.00,72633422118.99,57316190291.59,41866741956.84,0.0
5,营业税金及附加,2111648149.00,1051638437.00,743521832.00,283995581.00,1802320040.00,1110499590.00,816060421.00,278833598.00,1894962282.00,1283726046.00,803138305.00,297294306.00,4490505377.00,1063419832.00,693808556.00,2058385782.17,10315206905.00,7119349382.00,4409246593.00,1846219170.54,9264910083.00,6245383805.34,3869866574.00,1479718586.86,8642479771.00,5722699722.00,3607328999.00,1299621335.00,7753062444.00,5281103575.53,3285060512.00,1305694729.64,8253827978.00,6040200729.80,3859431445.00,1331676302.56,7379404689.00,5232045697.17,3155041577.00,1142273086.97,5944918651.00,0,4375445836.00,0,3525387109.00,2678930000.00,2040973114.80,1655284631.53,1141662066.66,0.0
6,销售费用,1157690392.00,701981965.00,451885841.00,212035922.00,1177024812.00,699201179.00,461884014.00,189574979.00,993824941.00,637005802.00,396133319.00,185237935.00,846150436.00,500168286.00,346832706.00,172029499.76,696415927.00,429054123.00,283739425.00,141345684.75,527734114.00,332941743.58,220350820.00,109309504.24,480190542.00,332224996.00,203969974.00,172175692.00,610708777.00,424190544.69,271792104.00,139043853.22,624472179.00,439784904.74,286094630.00,156171490.76,569792785.00,406667865.29,276145576.00,130983869.10,491471417.00,218000000.00,489887738.00,239000000.00,408783889.00,399230000.00,454585655.64,419944804.81,319031852.18,0.0
7,管理费用,21734512162.00,12783227554.00,8425980517.00,4534403654.00,21226820713.00,12482270485.00,7811267344.00,5270853919.00,30321072021.00,18414172526.00,11035176837.00,4600517547.00,27744238206.00,15255359758.00,8946102132.00,3916483310.16,22940408549.00,12772123896.00,7850596978.00,3449952542.95,17986451552.00,10446553827.27,6576638246.00,2992200803.65,14647171007.00,9142539555.00,5829938116.00,2912380120.00,13317660000.00,8544114749.42,5412721845.00,2635690103.63,12478946315.00,7970331915.04,4975717219.00,2485712046.17,10301097757.00,6340049756.20,3941370507.00,2010573242.18,9055950505.00,3507000000.00,7321580227.00,3072000000.00,5991633794.00,5611380000.00,4466124207.11,3962210598.42,3407838310.34,0.0
8,财务费用,5931319285.00,4330153844.00,3476776162.00,1855275174.00,6505691326.00,4774097441.00,3958843120.00,2134442821.00,9582499300.00,5923310516.00,3748568877.00,2073304278.00,7631743525.00,5917421982.00,3470969596.00,2454045751.17,7344976703.00,5959374847.00,3499310338.00,2483609758.52,6993715680.00,5081056386.37,3002695476.00,1374169163.92,4142290133.00,3235009051.00,2005829152.00,1007950096.00,3717151556.00,2694244766.44,1972874866.00,910099702.02,2700269838.00,2171290306.81,1179521677.00,540034920.24,2137934528.00,1391491992.96,900982403.00,245270464.01,2081007166.00,978000000.00,1836780376.00,826000000.00,1115093125.00,1235740000.00,188245479.34,922932139.18,918618628.08,0.0
9,研发费用,12591720355.00,9802698600.00,5222471970.00,1847658883.00,10014307682.00,7865957457.00,4774411235.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,40288400.00,110645361.00,325530797.00,-188250708.00,5693446189.00,1658077388.00,1274800838.00,-49754808.00,4447209407.00,1989163287.00,1404383815.00,-156537547.36,4309003882.00,1023069773.00,817287562.00,-9466857.78,1301067629.00,515763846.07,106929797.00,-241202458.66,1870866981.00,667241464.00,561585376.00,11523777.00,1348500437.00,319715612.87,256254275.00,-104530091.51,738776046.00,323811136.75,284804473.00,-157725088.07,425960833.00,109458209.80,136717894.00,-136146963.71,991859134.00,0,483668318.00,0,153849663.00,697690000.00,0,0,0,0.0
11,公允价值变动收益,793019450.00,180429542.00,211099711.00,133279689.00,-247880112.00,83087403.00,70441852.00,-30916722.00,-84856480.00,69264114.00,79108081.00,91382935.00,162011585.00,59527361.00,5751914.00,4961766.59,-102269280.00,-15305616.00,52979973.00,58976949.81,-167300319.00,-123025501.98,-147886193.00,-92073689.77,82337119.00,50603000.00,-1549196.00,-2446839.00,24648711.00,-32174863.30,-31549301.00,-19471661.67,9677725.00,63457301.77,2650902.00,23214577.20,8406338.00,12994284.97,40819205.00,2869923.45,-665296604.00,0,388272298.00,0,195362164.00,-10500000.00,0,0,0,0.0
12,投资收益,1674794487.00,1818476541.00,1866614504.00,152752785.00,1909352635.00,1127990427.00,1034315364.00,217125412.00,7094545857.00,1867853676.00,1111340203.00,-9021169.00,1889294212.00,896968381.00,405141690.00,146867938.15,2752309352.00,2217332571.00,1715158106.00,319186449.45,3311837590.00,2353083048.64,581467766.00,513288521.38,1618864064.00,1144404921.00,940056373.00,64466237.00,706391444.00,511032709.17,468519596.00,38506445.25,969519455.00,643110175.53,394042991.00,103866819.43,1019961407.00,419450611.35,265052117.00,36718530.35,886136072.00,14000000.00,779402503.00,0,503452189.00,231970000.00,132718576.92,146521953.45,124477059.80,0.0
13,其中:对联营企业和合营企业的投资收益,84924388.00,222217125.00,336498365.00,-15603794.00,71261747.00,31326012.00,0,100885712.00,-8805510.00,303468567.00,-138005963.00,-88497032.00,190259146.00,415384529.00,38851175.00,51037002.91,385538388.00,235942995.00,120693934.00,18199868.17,339544300.00,57642693.00,139414226.00,2683731.98,221810856.00,300291363.00,37932129.00,8159868.00,109878297.00,50253436.67,0,618600.12,172825860.00,22827584.20,66613458.00,3937757.70,99019401.00,25234257.49,55449818.00,2987272.00,103590065.00,4000000.00,77084543.00,0,91109049.00,15640000.00,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544276.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,1248865.66,0,-901274.60,0,48652.20,0,0,0,0,0,0,0,0,0,0.0
