,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4187620210.76,3205499051.05,1965365917.43,1149873256.91,3410193856.18,2577337856.61,1579610233.62,694781903.92,2876391604.79,2008368089.43,1141314822.26,558735039.66,2510478103.53,1544395568.08,906962321.04,354300654.52,2142111627.54,1505929455.03,1016714663.18,545368990.91,2481227552.78,1767638781.62,1246956569.95,571296954.44,2372563130.01,1728582749.88,1233623236.33,519520860.98,2336217272.41,1884210481.35,1194794345.52,591216273.76,2920928379.37,2184235208.94,1482465064.78,766904374.37,2564098178.75,1904461659.82,1194775326.39,580419069.30,2315425269.14,1691777361.86,1172250427.96,494565695.40,2272321483.92,1806577566.35,1171328466.98,565190027.89,2320063677.04,1658012156.54,1078781134.64,530635483.48,1742174339.06,1289429354.10,857158480.83,431285478.13,1172613434.69,916558938.11,590698447.90,219332812.26,629507744.24,494109180.52,326806013.89,189983842.49,386405986.89,346851867.18,231105238.24,122797128.63,346944282.49,299624055.64,194554089.11,95193726.60,325489704.28,165304949.72,291435559.53,210969159.70,0.0
2,营业收入,4187620210.76,3205499051.05,1965365917.43,1149873256.91,3410193856.18,2577337856.61,1579610233.62,694781903.92,2876391604.79,2008368089.43,1141314822.26,558735039.66,2510478103.53,1544395568.08,906962321.04,354300654.52,2142111627.54,1505929455.03,1016714663.18,545368990.91,2481227552.78,1767638781.62,1246956569.95,571296954.44,2372563130.01,1728582749.88,1233623236.33,519520860.98,2336217272.41,1884210481.35,1194794345.52,591216273.76,2920928379.37,2184235208.94,1482465064.78,766904374.37,2564098178.75,1904461659.82,1194775326.39,580419069.30,2315425269.14,1691777361.86,1172250427.96,494565695.40,2272321483.92,1806577566.35,1171328466.98,565190027.89,2320063677.04,1658012156.54,1078781134.64,530635483.48,1720933513.60,1259421457.66,847942924.76,426214611.23,1155074114.91,901747805.74,579012654.98,216343888.83,626626033.15,492407476.95,326118823.16,189452570.50,384160219.45,345064727.43,229714150.18,121696420.31,346410332.26,298915705.42,194797772.93,95387146.70,325464479.89,165276127.98,292290943.26,213519172.34,0.0
3,二、营业总成本,3845480187.90,2965842852.36,1803653431.38,1108881800.27,3250184239.66,2461800338.73,1539955050.27,694779294.29,2853796268.75,2020015014.43,1189016359.84,593278299.13,2496255645.36,1667914444.59,1005517098.88,407019744.53,2328112987.88,1597153969.00,1069091940.66,564906570.75,2474896099.52,1768867336.12,1249246754.75,569684413.01,2381408885.07,1745918396.00,1245357900.33,518975957.21,2323323155.03,1870544958.27,1183830624.90,579901186.91,2815568606.65,2086775899.45,1451554903.80,760568951.53,2556980303.76,1900271076.50,1183270461.13,574515466.98,2306053510.12,1670148792.86,1136885037.81,469662737.24,1916874900.26,1469153646.29,915191186.40,446081813.85,1715447519.74,1200501738.96,789157351.22,430326184.75,1346827398.49,997992294.61,659552923.22,333936707.97,971651813.09,776558266.39,509601258.05,184773322.26,536502242.52,415604661.21,277070145.00,163219726.54,330061257.67,301696223.75,196583597.57,102321035.67,296011517.93,256298752.52,170370326.45,84083329.37,280294606.35,142959413.74,251432825.85,189937782.68,0.0
4,营业成本,3324943061.15,2618700218.34,1566529312.82,986927507.86,2733609888.62,2146768393.69,1318347029.51,587525664.87,2334987968.35,1685556829.16,979819488.03,492096933.95,2000118972.37,1361302558.94,796602588.21,303671354.77,1754897086.96,1264396091.00,848822714.62,446855722.70,2027101487.02,1469852029.18,1034617782.87,459786871.55,1985879004.79,1427692714.78,1018569708.77,404074673.82,1923659293.13,1610895928.84,1006605369.38,493801762.02,2418932136.13,1810329747.57,1267911837.24,681717478.58,2316764347.60,1732299744.71,1076358833.80,521657220.74,2122013071.96,1539850163.44,1054374839.77,443595348.51,1732851803.04,1349456111.16,830930713.97,406930696.86,1582246720.24,1101210519.98,719175939.82,404066062.89,1299972120.70,937194710.51,617009038.16,316848871.83,842315152.91,667448083.02,413197850.87,168119333.97,484612915.59,373687310.64,249167901.02,150119264.70,289542567.65,267670983.34,173261443.13,90200621.89,253903165.85,222095305.85,145674563.57,72474269.64,244060691.12,126291931.95,217921319.23,161620514.07,0.0
5,营业税金及附加,41778845.78,30046744.94,19573407.03,11562068.07,36362663.94,26725999.07,15972509.97,6752139.47,37917965.20,25266307.78,12608648.79,7930664.66,30205442.61,4928118.00,2144667.08,1302896.31,8644432.09,3093018.20,2447173.85,441542.76,11454446.83,9126387.56,6676478.19,2924942.81,1006219.42,385124.81,270775.24,40631.09,691400.42,399048.17,353243.51,147021.61,2815861.69,2258683.64,758596.26,9814.64,394314.62,288460.04,273014.06,31493.48,13270817.17,11515614.19,7384353.74,3725336.94,4241015.76,2870769.94,2707628.99,996575.95,7702240.77,6678825.35,3528676.15,1074933.75,5255973.17,2878898.45,2878898.45,1986371.47,5127897.91,4955043.33,3889162.84,1268910.87,2581752.37,2252800.67,1003726.82,629307.02,1190205.92,1181987.63,753939.33,753939.33,1832795.49,1827909.36,1063243.45,658532.37,2470650.77,1394512.36,56853.73,477135.51,0.0
6,销售费用,47238930.35,31178836.37,20293909.37,11457454.69,39293698.88,27025541.73,17320313.07,8185481.35,33947485.88,22992011.48,15270560.76,6209925.12,34010161.94,22518235.28,15850765.80,9216850.26,33321942.96,26440896.65,18786936.30,11111583.54,33098755.76,26931303.28,20118598.73,10775407.19,34782705.77,27834566.49,20507582.51,11163973.45,37183114.02,26854863.41,17774217.03,10629394.41,38698313.55,27458504.92,17545583.60,10933400.28,30426021.38,22287534.13,15951937.34,9606162.19,29075686.79,22562335.39,16418584.43,8778586.30,27240033.88,23354865.36,15794517.07,7456419.78,22141386.08,16325719.02,10035104.30,3741452.31,14124710.34,8303960.65,5148410.62,1841229.26,13155450.67,7446977.40,4463289.05,2578602.39,7080522.69,4967969.16,3336161.70,1880847.01,6606588.96,4433854.07,2540072.71,1094409.37,8253764.07,7196378.35,5032090.06,984160.04,4321801.25,1364920.77,3128812.86,3097892.32,0.0
7,管理费用,225622507.32,148163188.55,100368393.35,46203006.84,181940394.04,127877566.63,111594487.97,59618976.34,271348766.87,179925098.95,113671873.78,58205711.03,251234886.07,192962011.99,130906278.71,63280932.10,280863467.51,200846857.97,122923741.30,73832727.87,233256692.70,162129194.53,113657112.07,65671553.35,260045682.62,201618567.67,144615562.04,78865415.89,246893375.27,155099906.86,105025567.14,54919238.33,259815796.72,177101798.81,122361114.23,55081100.01,178306918.73,127052493.22,81946185.64,44268821.52,138026182.26,100410385.30,66304090.67,32510163.31,134811640.89,84438615.29,56944420.10,26976362.40,79451000.38,59456515.63,40465246.82,18665997.39,10833969.42,37368851.69,26872416.72,10296979.60,98594355.14,87105763.67,82075387.91,9614871.94,33911288.51,29166918.64,20380045.08,8915583.81,25245132.79,21569715.81,15340516.19,5941643.48,20753494.79,16322018.76,12054741.44,5343996.47,14475640.90,6596730.11,14096051.08,8466821.18,0.0
8,财务费用,112926232.87,78463106.70,59062737.41,35728732.67,96315823.98,68793938.96,55260635.84,32697032.26,131432636.38,91740770.44,53111791.86,28835064.37,107374460.26,81558689.58,55364141.69,29547711.09,120840707.77,90273167.23,64007436.64,32664993.88,122245340.22,82899525.01,56247886.33,30525638.11,107172072.08,79977191.04,52984040.56,24831262.96,89680942.48,66007562.63,42784579.48,20403770.54,71719043.25,52729373.43,35809166.33,12827158.02,27807823.96,12434196.19,2831842.08,-1048230.95,-5343248.61,-12577462.02,-15984587.36,-18946697.82,10495254.43,6011736.83,5349763.64,4317846.86,15611379.17,9732784.87,8855010.02,2777738.41,16640624.86,12245873.31,7644159.27,2963255.81,12458956.46,9602398.97,5975567.38,3191603.09,8315763.36,5529662.10,3182310.38,1674724.00,7476762.35,6839682.90,4687626.21,4330421.60,11268297.73,8857140.20,6545687.93,4622370.85,14965822.31,7311318.55,16229788.95,16275419.60,0.0
