,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20041231,20031231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2941412770.30,2375955993.48,1732533807.60,831903896.72,2718608796.51,2064094898.74,1365959172.78,610754044.64,2308922170.29,1721734395.61,1227969565.31,584239451.12,2433862071.90,1904756071.83,1286252079.84,641700833.98,2464495533.58,1876287814.45,1276129563.53,620411126.31,1319135737.79,840595689.16,559661455.30,270326038.83,1160690697.58,843767439.99,594534630.01,296391303.05,1145374377.17,929463640.16,644100514.34,339338149.83,1298437763.59,976745851.00,656073295.66,322449471.47,1074589259.85,804448603.40,515929757.71,254260270.84,893369047.11,627256418.58,413736305.53,207917648.18,1062995967.50,842232688.55,595066556.83,254550928.78,1034886022.09,756353055.38,511175420.43,230343834.11,772813361.11,598365698.53,417024972.53,230882758.18,692124272.28,504544243.00,506570792.71,374462744.55,0.0
2,营业收入,2941412770.30,2375955993.48,1732533807.60,831903896.72,2718608796.51,2064094898.74,1365959172.78,610754044.64,2308922170.29,1721734395.61,1227969565.31,584239451.12,2433862071.90,1904756071.83,1286252079.84,641700833.98,2464495533.58,1876287814.45,1276129563.53,620411126.31,1319135737.79,840595689.16,559661455.30,270326038.83,1160690697.58,843767439.99,594534630.01,296391303.05,1145374377.17,929463640.16,644100514.34,339338149.83,1298437763.59,976745851.00,656073295.66,322449471.47,1074589259.85,804448603.40,515929757.71,254260270.84,893369047.11,627256418.58,413736305.53,207917648.18,1062995967.50,842232688.55,595066556.83,254550928.78,1034886022.09,756353055.38,511175420.43,230343834.11,770205880.08,597143505.71,416351668.84,230882758.18,690764236.66,504453415.07,506100523.85,373747756.68,0.0
3,二、营业总成本,2020492002.44,1556989538.95,1146883780.18,604854497.68,2015858218.41,1505885280.53,1041175885.15,550796225.35,1950977271.92,1392541794.56,941119397.75,447150926.06,1924806802.84,1428409583.42,957422456.44,489386343.68,1848822284.18,1344711492.27,889041073.25,432108163.46,1253370876.04,828860219.71,549016303.03,269557601.20,1261355503.14,876839870.86,600129397.34,293839381.21,1139984328.06,859287815.52,564941989.38,291099997.00,1177617562.82,881287879.51,587566262.97,285042326.83,974255267.53,717162168.75,460274326.74,232579051.22,859072434.20,606303992.94,399503279.03,204523474.92,1032954271.78,806711944.60,562134671.93,239127066.33,983375127.59,710905298.01,480150218.59,216060409.51,697001088.29,537505915.64,374684960.01,211637922.24,615504863.28,446540102.68,456151479.26,343710157.63,0.0
4,营业成本,1463159361.04,1170528845.30,867759311.24,427367777.41,1511944676.18,1169655091.47,795549320.08,355150701.21,1317395106.66,966755997.68,674465392.83,323091378.18,1368318401.59,1051084825.06,713676868.54,363321771.78,1325173617.15,974977950.88,641272666.44,320314468.54,908315610.46,630840348.03,417410378.03,203671048.07,946481582.06,695865651.70,491713612.79,245441133.36,920877448.28,714295185.88,480515224.60,254834662.71,986601167.56,739093244.08,492351209.43,242113314.74,791939644.08,590514899.66,378649214.50,191939684.60,726197813.07,512396502.50,335635785.56,175580113.80,924262263.92,720608361.92,505339871.92,213565291.48,894590402.76,651226180.23,443244785.00,200797118.89,633246133.79,487190453.19,342161406.17,194133905.30,552743398.27,404272625.66,412073103.56,306681825.09,0.0
5,营业税金及附加,26841009.21,21310460.39,14027350.56,7434509.71,32182923.43,23476466.45,15397803.60,7561598.80,27508270.21,17602773.14,12517932.55,6413571.30,29018137.13,18929474.41,12969030.72,6514413.07,20418708.03,16637835.35,13404703.58,6191306.22,5690757.15,2477546.84,1327077.17,655798.32,3729456.82,2991165.61,2112845.21,645401.22,5038962.28,4752490.77,2757895.44,1292098.38,4969206.76,3924848.79,2331872.47,1473090.12,4801507.12,3540796.66,1886115.49,1180541.47,3794674.91,2621708.68,1231677.02,596788.97,2590946.31,1750861.65,1302668.80,586746.29,4167564.97,3095208.22,1996407.14,245488.15,2721553.90,1808881.80,533996.68,333386.14,1816840.39,1684398.85,52836.14,17511.47,0.0
6,销售费用,59623024.88,46495601.76,38411338.34,23791618.10,43781054.42,23408975.13,14946767.36,5332419.12,39274842.64,23039535.66,14245776.51,4622238.29,37941304.27,23466903.86,15093359.26,5120387.43,36370240.15,23773761.82,14026689.12,7753264.92,23913550.60,11807915.91,7970708.47,3386987.93,17213186.78,11937565.62,7603310.78,2998921.24,16947353.16,12590885.38,7396029.56,3051975.78,16926025.13,10667712.57,6766529.21,2811205.13,18348321.73,11909129.31,6582935.73,2403940.77,13072621.38,7902217.55,4897697.74,1584299.55,12703798.32,6547708.33,3769012.83,1363993.10,12206027.80,6789031.80,4330635.39,1839072.20,9669664.36,7536373.53,5018333.57,1968648.65,7653604.22,5332816.61,6940437.17,5280677.86,0.0
7,管理费用,386185538.84,265081325.45,180947678.57,94820385.72,349284396.57,257358345.60,214746885.35,97692175.08,423374490.35,289883974.49,186050199.43,99553751.57,488294154.71,332780904.06,215939927.45,96002588.15,465362679.55,331840556.09,213854505.86,95107139.58,257301881.19,138663212.17,93126473.45,48416761.69,197848928.68,129477683.30,78428418.44,36633181.05,162129676.84,116422930.10,69279867.43,27621324.47,150769888.56,112503695.77,77176254.86,33019244.71,133834415.85,92691607.74,58816167.36,32570483.74,95810765.20,71054484.50,47527973.54,21472158.44,69352295.37,60088735.06,36896710.41,16577006.70,54740363.51,36000447.87,20126924.18,8358584.82,33685204.61,27575421.07,18661435.91,8297350.20,40660648.84,25950250.89,26952340.84,25265149.98,0.0
8,财务费用,-37865156.06,-37151952.24,-14806102.39,13016511.51,-51507397.78,-49004740.52,-572212.77,84704153.96,141778261.82,100664808.31,56331452.34,15627337.36,-51312685.99,-3116978.53,-4810916.99,15026222.97,-16124100.43,-8827221.35,1817075.05,1537805.48,56889506.25,44286658.53,27233836.32,12716244.43,51708586.94,36896529.68,18590163.61,7629708.58,29287987.06,13665612.52,6097440.54,3415034.10,18201818.17,14519098.09,8464340.42,4376163.28,15919896.40,11502740.06,6364427.72,3606287.68,14777764.99,11409878.01,8569910.72,4635176.10,22211091.49,18016676.58,12970999.59,6084293.65,15423856.87,12349916.09,8388888.04,2997988.48,17678531.63,13394786.05,8309787.68,3969780.42,12630371.56,9300010.67,10132761.55,6464993.23,0.0
