,报表日期,20190930,20190630,20190331,20181231,20180930,20180331,20171231,20161231,19700101
0,单位,元,元,元,元,元,元,元,元,
1,一、营业总收入,137850163.35,93967043.66,37024400.00,187123050.99,121771222.93,33680100.00,142088955.69,122195767.11,0.0
2,营业收入,137850163.35,93967043.66,37024400.00,187123050.99,121771222.93,33680100.00,142088955.69,122195767.11,0.0
3,二、营业总成本,127694238.32,86412097.56,39372300.00,143349587.13,102600781.56,29458400.00,110577938.39,91059251.24,0.0
4,营业成本,37855241.67,26369371.85,10571000.00,49130608.86,31337210.93,8578200.00,36834230.75,29283853.70,0.0
5,营业税金及附加,767751.90,606131.68,0,982104.16,573076.62,0,686721.20,673479.03,0.0
6,销售费用,48906326.97,32471079.35,16719100.00,53986476.45,40848247.96,12535500.00,39612784.71,32028591.08,0.0
7,管理费用,18198923.21,12939612.34,5120900.00,21128253.17,15451266.45,4160600.00,16989238.62,14874743.92,0.0
8,财务费用,752847.20,515168.30,0,-261259.95,-237715.65,0,49594.40,303212.75,0.0
9,研发费用,21213147.37,13510734.04,6961300.00,18383404.44,14628695.25,4184100.00,15633301.56,13294961.70,0.0
10,资产减值损失,0,0,0,784347.43,0,0,772067.15,600409.06,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0.0
12,投资收益,419226.38,392944.24,0,1022589.11,396251.95,0,1364268.50,260864.58,0.0
13,其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,14721869.01,12523505.09,-2347900.00,55807666.43,20392831.88,4221700.00,34598722.21,30079743.40,0.0
16,加:营业外收入,38401.96,37247.22,0,50441.00,31000.00,0,0,3937715.99,0.0
17,减：营业外支出,314624.28,102.89,0,360180.82,2198.48,0,10928.80,82592.77,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,14445646.69,12560649.42,-2347900.00,55497926.61,20421633.40,4221700.00,34587793.41,33934866.62,0.0
20,减：所得税费用,1435828.97,1298480.82,0,7310239.06,1946398.74,0,4515493.59,5135406.88,0.0
21,五、净利润,13009817.72,11262168.60,-1981600.00,48187687.55,18475234.66,3248400.00,30072299.82,28799459.74,0.0
22,归属于母公司所有者的净利润,13227087.20,11447297.65,-1845400.00,48140837.25,18659751.07,3248400.00,30072299.82,28799459.74,0.0
23,少数股东损益,-217269.48,-185129.05,0,46850.30,-184516.41,0,0,0,0.0
24,六、每股收益,,,,,,,,,
25,基本每股收益(元/股),0.280000,0.250000,0,1.030000,0.400000,0,0.640000,0.650000,0.0
26,稀释每股收益(元/股),0.280000,0.250000,0,1.030000,0.400000,0,0.640000,0.650000,0.0
27,七、其他综合收益,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,13009817.72,11262168.60,0,48187687.55,18475234.66,0,30072299.82,28799459.74,0.0
29,归属于母公司所有者的综合收益总额,13227087.20,11447297.65,0,48140837.25,18659751.07,0,30072299.82,28799459.74,0.0
30,归属于少数股东的综合收益总额,-217269.48,-185129.05,0,46850.30,-184516.41,0,0,0,0.0
