,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3293174130.40,2387225437.59,1614081543.78,852257434.51,4580200601.43,3511442347.17,2081140280.24,842197649.41,3355189485.28,2291044379.14,1472037277.95,623049000.32,2774347241.04,1915727139.18,1222578511.34,553561577.34,1939572498.72,1356486999.53,877219290.04,375874190.62,2247919536.08,1601989130.97,1077910972.05,508644373.68,2230701463.90,1534424550.46,1030187291.62,415853037.56,2084568003.47,1407340732.86,951657611.00,411608511.12,2081893700.76,1595989632.59,1081001487.72,507014416.38,2033942732.88,1512919413.24,984192716.67,428231309.66,1668388540.44,1135530477.97,729589494.48,326138531.07,1926582385.53,1537844115.23,1006443662.12,425200826.67,1933432918.30,1373173041.12,854038307.98,350840737.78,1821490357.28,1293663687.49,831409785.04,384200123.43,1405585120.89,901913371.57,542911848.96,238509961.63,1277742703.12,950636066.99,629864595.26,278378956.52,1058242790.39,721753764.23,429660525.03,186195228.16,1018924867.81,725046105.57,453852240.22,187861000.00,969076260.98,597374821.90,1370832629.49,576945049.39,884669709.21,391015159.03,734034771.79,373818921.92,580757644.93,173283304.61,230427445.94,71075194.00,114837427.43,79641869.00,45260906.00,0.0
2,营业收入,3293174130.40,2387225437.59,1614081543.78,852257434.51,4580200601.43,3511442347.17,2081140280.24,842197649.41,3355189485.28,2291044379.14,1472037277.95,623049000.32,2774347241.04,1915727139.18,1222578511.34,553561577.34,1939572498.72,1356486999.53,877219290.04,375874190.62,2247919536.08,1601989130.97,1077910972.05,508644373.68,2230701463.90,1534424550.46,1030187291.62,415853037.56,2084568003.47,1407340732.86,951657611.00,411608511.12,2081893700.76,1595989632.59,1081001487.72,507014416.38,2033942732.88,1512919413.24,984192716.67,428231309.66,1668388540.44,1135530477.97,729589494.48,326138531.07,1926582385.53,1537844115.23,1000443408.57,425200826.67,1933432918.30,1373173041.12,851781387.82,350840737.78,1814492945.82,1290659708.92,830773793.00,383322255.22,1405401595.89,900829300.35,543246732.69,238387795.44,1275577104.35,946314251.84,626766559.91,277286449.34,1055978947.88,720153547.38,428356159.78,186104414.25,1018165554.75,723486942.22,452984987.19,187490900.00,963346395.69,586348468.92,1369454671.90,576517408.22,884660212.23,391015159.03,734034771.79,373818921.92,580757644.93,173283304.61,230427445.94,71075194.00,114837427.43,79641869.00,45260906.00,0.0
3,二、营业总成本,2957026913.14,2067033732.63,1352903171.58,682292344.99,3472715116.46,2515674718.24,1621178936.52,710187130.60,3165647474.15,2135967795.40,1393919444.60,597928692.00,2795140345.67,1924734022.25,1230362362.15,557700270.42,1950987716.71,1353520712.78,870592912.00,377249648.46,2219171844.07,1574976082.13,1056502259.72,509378347.63,2215288549.78,1506370379.33,1005064166.30,413849477.80,2085938642.36,1399853365.13,951321904.08,420569462.65,1986271815.15,1496150705.72,1015958084.93,481307417.20,1833657973.10,1331653971.21,873142048.54,395093189.52,1630874488.29,1125047719.33,733930177.89,342381107.05,2248075865.29,1505775815.76,984780085.38,422149960.51,1904671963.00,1339063317.70,831329946.37,341734101.28,1798411856.84,1261033888.17,808742221.18,371268554.39,1389561502.36,876624968.55,526009965.62,234649216.33,1243164282.41,913019703.82,607574652.49,271655888.81,1012318547.87,684168335.30,403850273.83,176713901.47,985270935.80,682335865.57,433083574.84,0,919513914.30,509227767.30,991976988.41,389282313.04,649893060.83,273674772.22,606810252.24,308755386.09,498956718.06,123014985.84,196118959.57,65498412.00,103176670.04,68920197.00,0,0.0
4,营业成本,2503357949.56,1759489863.46,1145943144.74,585404073.66,2671654955.11,2069977737.42,1340638339.50,586412906.90,2557496121.46,1753062502.96,1145690066.85,486112441.86,2218295032.61,1531060650.19,991778753.29,459598345.15,1577610691.65,1111650286.35,718739014.55,313541991.87,1868857557.04,1322078009.16,897908517.66,433175712.40,1877942445.91,1285795441.12,869202891.91,352825857.39,1761397731.46,1184900390.31,815757310.29,361495453.35,1650788027.42,1322160270.70,899592391.22,427975635.45,1537293773.87,1145926778.93,757566374.78,347337623.91,1356669353.33,948978744.65,630250238.39,294300586.29,1662435550.15,1314507638.31,858901105.51,363602373.51,1623249285.89,1161386878.79,718527951.70,289259105.72,1533398626.77,1087172442.86,692766708.49,324263492.02,1198392462.19,752629467.93,452069548.18,203675538.73,1041552900.00,778473134.70,520456795.69,230504154.43,830074090.24,552792471.56,322713550.16,144837149.63,833409402.05,588232002.97,369292643.71,0,769565179.65,451695805.07,901069896.98,360996511.06,600201028.24,257771610.24,573743090.32,294980474.88,456095063.59,104793065.18,160891641.89,48350780.00,78792082.82,51516968.00,0,0.0
5,营业税金及附加,34795718.16,21827416.99,15427731.38,8134705.94,55259117.29,37835875.66,20689157.78,9192791.51,29230577.84,15235613.42,10274628.53,4394065.54,29078696.34,16144521.71,5449987.01,2660590.92,9239164.22,6520462.70,4231820.15,1961523.95,12040915.20,9195309.70,6722364.87,2785372.10,19979655.71,10416111.37,6724095.94,2894857.27,17731249.84,11671049.08,5727998.92,2590975.55,13668088.11,9456453.66,6405346.56,3086179.22,14425493.97,9596136.76,6356263.32,3192110.62,9948361.67,7388490.93,5070288.15,2085141.83,11053112.33,7318602.97,5036749.53,2106145.13,10552622.32,8367273.98,5255862.49,2064757.98,10109039.13,7542644.62,4992749.12,2322874.65,9290499.07,7496980.83,4816530.98,1477308.72,7050341.90,5672003.71,3810684.82,1147053.73,8296731.39,4866483.99,3744888.80,759854.95,3774367.91,1156298.71,442649.46,0,1716445.55,1375559.55,293024.68,3126.67,5573284.94,3050967.22,4101484.32,1364853.38,842841.74,781797.96,3997410.11,1011519.00,2603721.24,1829995.00,0,0.0
6,销售费用,76303472.01,52119275.98,34574676.48,16777009.06,93075896.04,63864304.87,41663739.54,21168329.50,84927639.01,59978329.65,36737508.19,17403888.96,71426260.66,49445231.41,31203171.42,15512309.42,58568274.48,40202325.55,26041158.51,12975799.74,58743416.60,41474650.18,26581125.64,11331455.55,53954749.63,38251930.45,24768715.23,11970645.80,52990121.46,36179031.94,22591411.98,10473575.94,48733129.76,35588654.46,23888921.88,11342519.29,45344950.70,30424310.82,18889648.69,8108878.30,43277387.35,30774056.09,20057562.10,8837703.57,44588747.81,34090000.21,24193080.10,11416872.37,45455797.57,34353724.94,22898013.64,11296764.30,44523953.39,33425577.11,22084627.49,9753548.58,43467206.42,29472220.78,19271838.25,9212558.17,46078220.99,31250447.44,19157139.75,8947006.06,41362904.64,29293873.98,18412573.70,8755165.73,36301070.83,23348972.13,14777480.86,0,25380893.45,10425119.03,23363083.12,10410286.53,11617095.57,5929606.72,10441845.41,4986845.73,9514660.86,2556350.03,3364100.76,1866948.00,2043809.06,744323.00,0,0.0
7,管理费用,228106090.33,166251769.71,110988083.57,52492615.17,287335845.39,184143756.22,206834382.40,86928577.46,368949045.00,270145616.06,180056254.34,86488572.59,406257765.07,283660856.35,181270700.19,82991296.47,289066258.92,203754047.28,133635655.42,59293866.08,251468615.41,182224779.35,112465864.06,52691169.31,238655541.78,157949467.65,96444830.58,45284997.18,221391532.72,153685652.59,94204628.54,44761818.79,243557987.64,113832673.22,73935804.68,34630400.33,183786766.48,125500111.92,73024450.92,29461652.66,155217344.11,104735492.72,55922911.19,27202176.69,153656512.91,96874432.34,61585308.37,28041406.10,120497936.24,96020073.74,61794416.89,29746176.48,167243522.77,99698273.88,67485212.83,24832532.14,85578763.37,50900798.98,27717193.88,7424861.26,102994799.40,64158128.01,42858423.56,22134447.14,104292885.58,72470693.88,46084072.79,16479839.94,85067543.36,58394137.63,39732764.59,0,105430894.61,40459957.88,67927403.34,19595543.47,26046651.24,4555766.63,13660070.89,5039490.10,14299583.74,7176311.72,9218764.45,5169501.00,8747112.48,6017556.00,0,0.0
8,财务费用,-29164666.78,-22151108.09,-8859544.39,2757991.24,-5673279.44,-4356669.92,948602.73,9565911.56,35982425.69,25714435.83,18599068.55,8184498.01,12820355.35,12280955.42,4640444.68,1190256.99,-24725381.84,-17080028.90,-13354753.37,-6674100.12,13723003.47,8907805.46,4743893.10,4191745.41,11234083.78,8208580.38,3802568.29,2040895.49,14718816.26,7917413.19,5762009.57,2355183.99,21601996.41,16196682.17,9285154.52,3693867.28,19543385.64,16590911.75,10533225.37,4779034.41,35106065.56,31228718.19,21966766.90,10556178.71,59816953.23,44221014.79,28815649.87,18769205.80,50706932.91,35345622.93,22342556.22,12092376.54,43136714.78,33194949.70,21412923.25,10096107.00,52832571.31,36125500.03,22134854.33,12858949.45,45488020.12,33465989.96,21291608.67,8923227.45,28291936.02,24744811.89,12895188.38,5881891.22,26718551.65,11204454.13,8838036.22,0,17420501.04,5271325.77,-2089409.77,979142.54,5663701.26,2366821.41,4863761.30,2383722.00,18204568.13,7707460.95,18647042.36,9099664.00,10989944.44,8811355.00,0,0.0
