,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,16403340800.23,13448669525.89,9743130918.16,4742870545.51,18950719417.68,15603082800.07,10341157631.13,4907351653.32,18469494476.17,14044664198.29,9161014133.95,4633677153.25,14104396443.89,10506305552.88,6055814343.37,2360689908.33,18113571000.59,15637860440.48,10517801616.10,4367982600.99,18897587047.29,14914554448.55,9322787120.28,3967531786.38,18077619669.21,13760597000.53,7388768160.87,2824476352.13,12130389847.79,8847415567.19,5315762941.30,2284808226.76,6314949466.72,4044283411.79,2847237095.90,1161424751.20,4851542169.39,3545467800.17,2298429874.16,1099767221.85,3823646780.15,2776181301.26,1659715060.32,723094478.36,4643978632.00,3797325271.27,2565224259.38,1274264821.30,6110667512.46,4525196851.29,2896589767.37,1304631859.93,4462449730.59,3207032207.16,1833068597.16,723386797.54,1172958249.77,761097650.81,513259653.84,275061277.03,716406172.12,540808340.65,318860275.56,136835934.75,636860904.88,445318044.73,281164856.33,146228079.47,613759499.99,601752506.41,0.0
2,营业收入,16403340800.23,13448669525.89,9743130918.16,4742870545.51,18950719417.68,15603082800.07,10341157631.13,4907351653.32,18469494476.17,14044664198.29,9161014133.95,4633677153.25,14104396443.89,10506305552.88,6055814343.37,2360689908.33,18113571000.59,15637860440.48,10517801616.10,4367982600.99,18897587047.29,14914554448.55,9322787120.28,3967531786.38,18077619669.21,13760597000.53,7388768160.87,2824476352.13,12130389847.79,8847415567.19,5315762941.30,2284808226.76,6314949466.72,4044283411.79,2847237095.90,1161424751.20,4851542169.39,3545467800.17,2298429874.16,1099767221.85,3823646780.15,2776181301.26,1659715060.32,723094478.36,4643978632.00,3797325271.27,2565224259.38,1274264821.30,6110667512.46,4525196851.29,2896589767.37,1304631859.93,4457442370.10,3201805606.58,1828222049.61,721026416.49,1167485541.95,758590796.76,511409616.42,274621070.53,713503604.08,538610026.48,317665417.31,136521660.70,634526623.59,443983365.95,280026168.41,145927532.27,611980313.09,598435642.54,0.0
3,二、营业总成本,15241902944.58,12483442145.86,8947658136.49,4310925515.60,17614534408.27,14399502688.52,9402722456.81,4411041745.74,16971439443.05,12992413800.05,8496991970.93,4293607719.11,15620866184.83,10326432208.06,6050757211.11,2428172171.33,17915642339.76,15463103296.76,10454384614.69,4303203539.10,18714506831.75,14746657593.08,9240542401.28,3933558192.01,17648463491.16,13516252951.17,7226740172.20,2773265013.16,11785582277.25,8637231686.35,5162446278.02,2210729572.73,5962371768.21,3746835786.77,2643786511.07,1047920482.63,4238841243.49,3164900003.95,2081512687.51,996369889.88,3472875212.90,2563650341.47,1578634660.20,711309730.34,4437831710.49,3438655508.74,2303278516.12,1124496413.60,4592607273.57,3325120634.76,2108650248.28,946550392.58,3347500652.10,2477546851.31,1405782145.66,594578691.13,999461888.83,667971540.90,447236245.49,229109235.14,623659261.22,482464173.30,279899258.59,114597489.48,589566244.24,414469324.32,270822572.60,137766830.16,576127109.40,566722404.77,0.0
4,营业成本,13462981798.31,11259900549.75,8125950487.83,3895835676.70,15352058690.29,12830450916.39,8500533497.83,3946588352.54,14789002096.16,11530815454.17,7517166880.07,3838969120.50,11958688885.04,9092000394.51,5195762947.82,2033086257.41,15929168923.63,14094032558.33,9561059436.64,3912377977.20,16854392149.26,13509575052.65,8422746334.86,3586348454.89,16232946779.67,12509801481.75,6578116998.18,2475171295.00,10287101190.19,7678708467.49,4527126210.71,1905990847.11,4644801404.53,2904281967.11,2084731967.34,860747896.55,3554371114.31,2701695551.79,1779735929.74,859638492.71,2842206479.30,2144922679.00,1315554051.00,587471182.24,3611928410.06,2942162623.86,1972203570.21,978168416.52,3991704016.31,2955036738.39,1882769029.07,838235101.03,2945244752.42,2150988175.03,1203059293.57,477853658.90,805704605.64,537925394.61,363038919.96,182608105.54,506311791.18,385980117.46,220758197.31,89170232.14,499623070.08,351711466.60,227576639.12,114405622.19,489185724.80,492749592.86,0.0
5,营业税金及附加,146515999.38,105063049.94,69786351.92,33343288.26,233703705.10,165714379.94,101690858.06,46566187.51,265472010.55,183170579.85,113471304.38,59539971.86,148433773.72,51993258.93,33331043.15,12243003.49,97514943.57,70272075.64,41356250.44,16251313.51,74318537.18,50271198.27,32028223.71,12269915.47,55280532.86,40882720.65,26611383.76,7451925.25,43477977.04,31474455.10,18989391.39,9140516.87,24122079.19,18951780.96,12054476.20,1481464.57,42044248.41,29733772.66,13983151.90,4289556.11,36047716.57,27465487.21,16743938.55,7170474.29,41449019.48,33692542.93,20658442.53,7418062.79,48555010.70,42695512.60,24595274.33,6967219.22,30834107.46,25843434.49,16172485.03,6690967.10,6999811.93,5302489.61,3512280.40,2180112.77,3827391.37,2840754.74,1670516.59,860538.47,3060081.75,2126222.92,1270074.85,768263.60,2870138.78,2100758.51,0.0
6,销售费用,73563198.84,55224282.57,37888616.51,18799366.09,72083426.34,52707031.71,34893122.97,19303797.45,50480803.36,34740710.08,19785486.26,7892600.10,33582644.13,23325715.25,13881337.83,5825293.42,27656373.56,19551657.41,11810175.84,6353623.98,35467954.97,25825990.06,15649032.49,6994367.31,29477384.74,22527961.92,14095161.87,6966915.19,39909692.43,35564720.83,28604636.61,21967874.45,117159477.93,96008466.97,66527341.64,32622821.22,127796504.82,93468916.44,62380017.17,27929688.73,115945626.91,87598063.04,56473737.55,23977681.38,123542849.91,91622224.54,59087549.20,32657131.70,115567883.60,83466446.31,51377401.26,27958083.55,93310216.54,71709206.30,41798888.57,27732693.84,26411769.90,20148537.03,13665956.01,11061583.53,24641432.31,24284816.07,12106186.19,7104337.45,20870210.28,14569566.01,8478411.59,3973375.61,21157481.10,21970901.21,0.0
7,管理费用,987541634.15,638591673.50,432921640.28,218865050.73,1195146112.40,814623115.93,431059180.67,202754887.64,1029343346.66,572434499.83,382578985.52,168913217.13,760591984.23,555584563.83,382112162.08,183044280.98,809721949.46,553354155.40,350650339.72,159251278.95,840952712.01,570445856.22,374296601.94,153909443.51,680866231.48,481762211.98,306985524.25,133210631.16,808544142.48,437649141.22,294033797.46,131796187.57,793522795.39,429013960.29,278274654.46,89827428.45,401222091.74,264797985.50,181250966.25,80409124.87,332765397.71,226032352.44,141243927.75,67935406.97,330025243.19,259405588.21,172232850.28,81136964.55,266806189.00,177775470.18,108609430.56,54824426.40,221599647.69,185641875.03,116659176.96,67930504.87,126466906.73,89363233.71,62430804.02,31426347.61,71862474.58,56595016.10,37538421.50,14534677.67,55153086.26,37921136.04,28226005.26,15375942.08,53103211.62,39794815.34,0.0
8,财务费用,511189905.18,417193185.08,276822980.28,129124918.37,608175705.59,461482715.38,315677472.88,182968014.26,813848171.78,659681564.52,452732008.60,212773237.75,776062870.10,569956907.09,385840602.59,191558058.82,914099523.26,687540450.36,454921199.15,202188150.84,763843500.78,586165099.11,372783900.82,171237600.48,609464803.81,444068711.81,281832460.23,142528189.72,592619613.93,445838917.69,279980899.17,133812834.52,325018523.15,228692361.74,143825574.82,55366011.70,110478542.81,66104339.00,40505636.90,19496744.13,88071579.02,65888942.06,46074098.45,26017651.48,127905894.34,90024672.90,58658413.54,25189923.18,81031152.09,59742153.33,39069356.61,18565562.38,56511927.99,43364160.46,28092301.53,14370866.42,33878794.63,15231885.94,4588285.10,1833085.69,17016171.78,12763468.93,7825937.00,2927703.75,10859795.87,8140932.75,5271441.78,3243626.68,9810553.10,10106336.85,0.0
