,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,10091370486.71,7494042142.11,5021483647.34,2453145195.80,10573627541.11,7763706156.34,5039053758.81,2697358960.72,9108900358.90,6111092617.26,4289245175.07,2024574397.93,7092779974.36,4969569777.13,3335542295.21,1511801334.50,6174305698.07,4741344818.56,3323250105.32,1513780374.73,4866688802.83,3774171515.64,2602861151.29,1102281859.19,4463630641.28,3201450686.74,2166584948.80,995483019.61,3877392815.26,2710108300.74,1811084081.64,734464943.54,638097692.12,477350764.81,291981530.43,124815299.15,541224471.94,396367699.58,258735062.53,114773459.67,544520701.79,410422410.84,262101406.92,101950214.30,575720357.27,454543881.61,290684059.84,119391238.66,492372337.49,380591560.01,240089455.94,101800489.28,286353412.39,210764031.68,111865098.16,61655144.62,274200769.26,207398029.00,117264781.62,54486267.00,272739140.58,202988571.11,122724061.34,56662902.08,242727734.69,184222768.57,109463705.73,200364512.34,174055401.59,0.0
2,营业收入,10091370486.71,7494042142.11,5021483647.34,2453145195.80,10573627541.11,7763706156.34,5039053758.81,2697358960.72,9108900358.90,6111092617.26,4289245175.07,2024574397.93,7092779974.36,4969569777.13,3335542295.21,1511801334.50,6174305698.07,4741344818.56,3323250105.32,1513780374.73,4866688802.83,3774171515.64,2602861151.29,1102281859.19,4463630641.28,3201450686.74,2166584948.80,995483019.61,3877392815.26,2710108300.74,1811084081.64,734464943.54,638097692.12,477350764.81,291981530.43,124815299.15,541224471.94,396367699.58,258735062.53,114773459.67,544520701.79,410422410.84,262101406.92,101950214.30,575720357.27,454543881.61,290684059.84,119391238.66,492372337.49,380591560.01,240089455.94,101800489.28,285226933.04,210028121.68,111038575.74,61379289.49,273504759.95,206769571.61,116827441.81,54416015.18,272531695.90,202855844.91,122711413.47,56641218.04,240442760.73,184210504.02,109457538.22,200223868.71,174054294.74,0.0
3,二、营业总成本,9103422074.82,6708017053.55,4554432251.76,2315291110.43,9718613806.36,6983565785.36,4565268635.99,2546840655.15,8861045507.80,5878352099.66,4040129680.46,1907314858.59,6545583680.46,4366910341.39,2963332192.41,1345053768.17,5516255205.09,4137793960.81,2935048811.75,1317356286.70,4502788167.62,3398955099.29,2350412305.90,1015450879.57,4113685088.91,2908551420.67,1978057190.91,924524682.93,3567359908.37,2411036217.96,1626056649.67,671588441.48,538789380.81,401925055.22,251798271.29,112286533.58,438823584.37,338040640.41,232227110.13,106008612.46,459921450.86,346104007.46,218802540.95,93514792.45,512926844.02,398092922.74,262328681.55,105973895.19,425459252.91,322817697.32,211491566.69,89864542.80,222484810.93,162515206.58,93817818.24,51318653.41,211362172.99,158283377.42,95356507.64,47549778.41,214310864.46,163712261.81,96497717.92,48341540.42,195341829.80,148069675.90,85453343.24,155206738.57,138258972.15,0.0
4,营业成本,5395796126.75,4075977618.50,2861884100.96,1447976744.17,6281663436.92,4751639825.42,3139911162.69,1738002962.50,6195070792.09,4206991278.45,2981849150.76,1457973272.43,4752611436.51,3250154102.11,2218242572.06,1004188227.28,4040404182.36,3126496590.47,2281432147.41,1056556382.45,3383450920.21,2658766254.41,1896360133.48,820619315.81,3297060716.19,2348167631.23,1602520757.20,758563597.82,2892848803.58,1984635862.20,1363003052.54,544874252.05,211723465.21,160147129.06,106159691.79,47402692.46,176882127.55,134484483.78,97735600.33,43931784.03,189708689.42,150539305.94,90141453.02,36917630.07,203165010.38,152612235.93,103848462.76,43784625.99,182627353.08,138321954.35,95842525.53,39651375.63,63660914.28,46670805.33,26040342.47,15085910.08,63196943.79,41842654.97,22852523.08,12430707.07,64568692.79,50398159.98,29940070.45,15724174.41,70741778.34,55163511.98,32932107.21,63985429.32,56409702.33,0.0
5,营业税金及附加,102439062.63,74358651.29,48898377.34,20929445.47,108207822.28,74381060.14,49564109.33,19455496.29,78882972.85,52846894.25,36250111.41,10228791.29,60892853.82,27362101.80,16225249.41,7464199.08,39072189.40,27179364.20,16737726.64,7063854.08,20849083.00,15515736.06,9504383.70,3132637.71,14641603.73,11005578.04,7065862.53,2531755.24,13067601.23,10326580.53,6488143.25,1962474.27,9201896.01,6644346.85,3902996.89,1289816.51,7816022.20,5662394.28,3541549.89,1188501.29,7351256.83,5537231.08,3103540.66,1093793.49,7895074.74,6125107.18,3435136.97,1384546.82,6564136.28,4793697.35,2738061.76,1139428.69,4375492.58,3458852.14,1742206.22,925166.30,3994996.37,3380835.14,1835227.16,885631.43,5583596.46,4066119.69,2396488.59,1144862.28,4817679.56,3774836.95,2175261.04,3829059.00,2837185.54,0.0
6,销售费用,1774933370.02,1261201052.04,788217216.52,395036855.04,1517598700.43,972384574.44,612872185.42,301233670.25,1090596288.69,688791650.18,412819942.72,157555581.33,745356556.53,457937701.02,293666371.33,108957143.49,659826190.86,419865323.02,264685787.71,88305628.21,445070855.87,290235219.91,172210411.54,61875113.40,339345199.43,219941010.97,142276043.78,55574072.14,271115520.27,196117820.43,108333126.49,63378937.07,207423883.40,148676262.97,90614109.62,38703896.43,151698736.52,118856413.18,72387710.29,31485812.21,159210556.99,121835613.54,79017936.50,32016895.02,193768201.79,153294551.12,95419381.39,33315086.08,157211378.88,113283278.41,66346034.85,29729379.28,109176176.57,78464902.65,41626066.01,22806318.84,97715079.41,76249785.03,47437867.92,21911905.71,103009727.73,79644306.79,44485851.03,23332319.14,85665771.49,66237817.26,37663996.20,66468542.46,62806621.08,0.0
7,管理费用,1028003922.14,697885432.70,431532726.91,212517616.47,951416680.77,600269371.70,516698765.73,264003853.95,867012853.72,546591869.24,369208399.53,165861792.51,694927661.73,440479771.06,319997433.00,152164317.91,600666898.81,418458048.70,254466754.06,120974547.88,452198453.82,323033977.21,201535556.26,96018027.84,356946292.48,226661757.19,154362120.36,75617672.70,301349525.23,179730061.79,121675308.19,51351270.97,103501595.43,69707733.93,41835186.53,22938403.82,96545058.77,70310851.30,47319426.99,23078357.04,85334342.91,56978382.41,38427514.58,20395116.25,86962280.77,63034070.98,43366745.41,21004446.72,67186988.98,49792960.26,36013537.96,16806986.83,45994607.69,34744758.91,24642675.55,12674136.17,48960634.21,37703785.19,23885117.42,12614903.25,40411905.83,28329722.62,18265752.10,7622251.63,31079468.45,20298863.23,11040960.93,19291219.59,15930199.42,0.0
8,财务费用,514222813.02,357111256.97,264555879.18,175981757.06,433131681.48,309167700.09,249780879.28,224269447.96,564878117.55,379960470.44,237976495.68,114966450.64,198301475.64,178204445.22,111304168.80,71434539.79,157025292.11,131984829.72,108221999.04,43976341.05,192883050.43,108529203.77,64164832.84,25787338.87,106514853.46,97695008.30,66788938.63,30615728.63,88175592.47,43270969.32,29330197.07,10627716.29,14186919.89,8177534.13,4576372.93,1513661.83,3028850.72,4763385.65,4192867.84,3637752.55,7583156.20,5052895.91,2802546.84,1940842.34,15374084.84,15072480.02,8687853.52,3780698.22,13039638.71,10902967.50,6620168.67,2537372.37,-722380.19,-824112.45,-233472.01,-172877.98,-2505480.79,-893682.91,-654227.94,-293369.05,736941.65,1273952.73,1409555.75,517932.96,3037131.96,2594646.48,1641017.86,1632488.20,275263.78,0.0
9,研发费用,288026780.26,241483042.05,159343950.85,67609739.77,349461998.23,259619339.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,-4761047.55,77133486.25,16103914.49,-3558466.46,-124775.80,64604482.90,3169937.10,2025580.36,728970.39,93493696.23,12772220.18,3896397.81,845340.62,19260451.55,13809804.70,9504396.89,479533.03,8335804.29,2874707.93,6636988.08,8018445.94,-823576.38,5080434.94,5043468.41,1621856.40,802865.59,-3045076.31,-2773177.87,-606209.17,-7248379.13,8572048.28,4709913.53,438062.53,2852788.61,3963112.22,7049954.79,2686405.34,10733448.51,6160578.58,5309549.35,1150515.28,5762191.50,7954477.51,7571101.50,2704491.36,-1170243.02,5722839.45,3931237.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,18486339.74,14279253.65,14252116.68,6875235.55,-11979308.91,-26601517.87,-3867063.40,584825.63,10527826.09,11983995.10,10442649.37,4749135.53,31461628.31,28870170.06,15298065.84,4422032.57,-28575306.99,-9108157.70,-2040939.92,645500.00,-86646252.70,8100000.00,-14400000.00,-12240000.00,-8700000.00,-8940000.00,-18360000.00,-2880000.00,81900000.00,78900000.00,94800000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2057544.55,39257066.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
