,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1668589611.10,1123228500.36,539611513.89,2583509097.04,743338857.02,485231761.30,230108859.71,912865983.69,687770785.92,448328549.81,207090889.37,824310125.51,613184490.90,398447450.91,194068683.66,800497798.24,616357576.83,397508875.33,186792687.01,707727281.61,524447219.95,330472393.04,152754276.57,604498250.64,432851905.97,262451032.29,118521685.73,537510368.59,413677538.34,262879943.64,117160840.83,489724650.72,353809844.12,222505342.01,100401485.87,448136719.48,343911783.73,226274626.88,83285738.96,329431794.21,244688561.13,149698477.38,57239013.49,396199727.65,300791631.55,190661414.12,77591921.78,367753598.20,281097351.47,172704917.63,69087084.51,383798324.23,290648088.68,314835327.06,270607794.23,0.0
2,营业收入,1668589611.10,1123228500.36,539611513.89,2583509097.04,743338857.02,485231761.30,230108859.71,912865983.69,687770785.92,448328549.81,207090889.37,824310125.51,613184490.90,398447450.91,194068683.66,800497798.24,616357576.83,397508875.33,186792687.01,707727281.61,524447219.95,330472393.04,152754276.57,604498250.64,432851905.97,262451032.29,118521685.73,537510368.59,413677538.34,262879943.64,117160840.83,489724650.72,353809844.12,222505342.01,100401485.87,448136719.48,343911783.73,226274626.88,83285738.96,329431794.21,244688561.13,149698477.38,57239013.49,396199727.65,300791631.55,190661414.12,77591921.78,367753598.20,281097351.47,172704917.63,69087084.51,383798324.23,290648088.68,314835327.06,270607794.23,0.0
3,二、营业总成本,1583636714.64,1061226039.06,514276486.41,2475075880.90,697544987.59,461840472.84,223357343.58,893823173.31,671364186.17,438287111.78,205083533.53,810267605.96,603018378.07,395719976.78,195394622.97,787539910.41,603720017.38,392393440.12,187693930.55,697614191.45,515355205.04,328446489.28,157244539.96,598517111.27,434414649.40,269045939.28,128201337.21,531971676.85,400386687.01,255175790.72,116549786.87,488432709.82,353549855.12,226735589.26,106867268.02,436328025.82,332588565.78,217744862.05,87142709.46,337633788.14,255055445.04,160659480.56,68625046.70,368459658.76,271793891.34,173640769.16,73369142.36,330730853.51,252345305.19,157230151.89,65280935.62,347495222.82,262490214.07,286733842.78,242185662.27,0.0
4,营业成本,1359219221.07,905106148.20,445923144.90,2043874546.71,602652491.31,400291460.94,195072930.16,765211213.48,582947184.76,384190788.03,184983755.28,714206199.75,535354335.47,354617400.44,180454259.79,680711656.58,526973176.38,339145446.32,164635751.92,584016272.69,438648205.73,280057004.81,136706232.63,500554739.73,367362649.68,229928446.47,110053769.62,446668341.79,340345179.80,213784445.15,96973849.99,408809516.07,295180646.76,188175244.40,87239321.77,372576904.53,286175869.56,188261543.83,72850424.94,283320249.61,216017152.48,134436047.40,57495446.09,312323362.81,228323950.37,143533029.61,59576424.94,270393811.60,206348278.01,124844763.52,51943483.80,277077095.67,212759192.68,232899937.10,211414435.11,0.0
5,营业税金及附加,8632380.48,6087140.77,2546812.25,12692707.62,5496130.36,3902885.22,1767245.81,6627752.66,4780832.03,3071245.19,1032304.06,5214481.38,2564393.09,1762133.46,896478.48,5156972.93,3367282.43,2375084.17,932233.09,3752334.95,2412931.38,1647566.11,993366.60,3729468.07,2296700.17,1443731.22,621975.77,2150382.25,1140992.19,754402.68,411031.32,1887364.83,842862.91,570788.36,7849.77,766.40,94.39,0,0,39.83,0,0,0,0,422648.56,0,0,0,0,0,0,0,0,0,0,0.0
6,销售费用,47906128.66,31745405.39,15757594.92,66882598.20,16317503.85,10588388.50,4711998.47,21595198.41,15128811.77,9522407.10,4544725.89,20037003.90,15420661.84,10172135.17,5053487.56,21836119.55,18406156.37,11903103.92,5722936.01,23808900.94,16216054.29,10818607.63,5043274.61,19339128.90,13240405.81,7090876.99,3506181.51,16227740.29,12583238.44,8155264.23,3348946.36,15478935.11,11282164.48,7463101.72,4398534.77,14093904.52,10268290.33,7110952.39,2983843.12,11984275.75,7694168.15,4373133.92,2087670.13,13943507.15,10282887.43,7137279.84,3454111.42,13913559.33,9847848.70,5771984.79,2028216.18,19138977.45,12505680.27,12841870.98,9396208.33,0.0
7,管理费用,59177506.03,45457130.14,20081413.58,105155801.89,28824453.83,46759573.11,13629219.67,78586566.27,52424630.11,32049591.62,12579218.53,68946266.78,49911303.23,28840366.83,7640724.83,76277527.97,56728756.56,37076833.07,16260518.84,72063888.00,54006446.77,33360651.60,13156923.32,59964869.89,42840998.78,24504938.47,11634901.86,56122612.28,40919694.11,28882063.73,14274235.77,52185608.18,38559511.20,25649056.78,13201326.84,45138316.38,33286523.59,20158400.43,10522292.11,37428981.78,28001396.22,18964892.33,7900878.58,36849319.08,27701691.02,19281296.50,10213773.72,37965640.58,28774571.19,21671072.63,10742459.24,37539147.21,28908767.49,30050941.76,18175796.74,0.0
8,财务费用,-4640722.19,2810144.26,4238169.50,1971189.51,-6074703.40,271594.62,8175949.47,15582531.24,14130430.70,7500783.04,1943529.77,-7762421.36,-612536.41,-52279.97,1349672.31,-3677362.78,-2714765.81,933561.19,142490.69,6587518.83,3644329.10,2135421.36,1344742.80,11259825.06,8221845.82,5625896.99,2384508.45,6592119.40,4430876.43,2632908.89,1541723.43,8412441.43,6608975.14,3801703.37,2020234.87,3756737.92,2269411.10,1625588.59,786149.29,3323998.87,2391030.32,1933709.04,1141051.90,2164491.23,3376738.05,2003187.30,124832.28,6772966.51,5893221.94,3460945.60,566776.40,11253403.40,8316573.63,11446945.03,4720217.12,0.0
