,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20061231,20051231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,127508964000.00,75219388000.00,52956456000.00,20514320000.00,101157525000.00,69905398000.00,51273997000.00,18419990000.00,79543794000.00,58647550000.00,36114606000.00,13034616000.00,79078361000.00,54711739000.00,36866602000.00,15068377000.00,78009448000.00,53909588000.00,36220598000.00,16108481000.00,76784516000.00,54463475000.00,36087089000.00,15724745000.00,79214931000.00,56495611000.00,38565112000.00,16980212000.00,77076743000.00,54976378000.00,36220337000.00,16239904000.00,68302275000.00,52106729000.00,33719850000.00,15584517000.00,63175862000.00,46009246000.00,30463087000.00,14056729000.00,57790394000.00,43144232000.00,27871801000.00,12936920000.00,58908644000.00,44478094000.00,29020707000.00,13685444000.00,56833585000.00,44193984000.00,36292213000.00,0.0
2,营业收入,126647718000.00,74576420000.00,52459563000.00,20312815000.00,101157525000.00,69905398000.00,51273997000.00,18419990000.00,79543794000.00,58647550000.00,36114606000.00,13034616000.00,79078361000.00,54711739000.00,36866602000.00,15068377000.00,78009448000.00,53909588000.00,36220598000.00,16108481000.00,76784516000.00,54463475000.00,36087089000.00,15724745000.00,79214931000.00,56495611000.00,38565112000.00,16827076000.00,77076743000.00,54976378000.00,36220337000.00,16101104000.00,68302275000.00,51762279000.00,33719850000.00,15468887000.00,63175862000.00,45781380000.00,30463087000.00,13989311000.00,57790394000.00,42962049000.00,27871801000.00,12878707000.00,58908644000.00,44243754000.00,29020707000.00,13608884000.00,56833585000.00,44193984000.00,36292213000.00,0.0
3,二、营业总成本,121170788000.00,71766685000.00,49888272000.00,19892730000.00,97328313000.00,66927180000.00,49076982000.00,17532251000.00,77749154000.00,56196057000.00,34592180000.00,12342924000.00,75925818000.00,51482683000.00,34854153000.00,14223401000.00,75185866000.00,51423562000.00,34529869000.00,15183761000.00,72862436000.00,51545658000.00,33978053000.00,14683059000.00,75773902000.00,53283438000.00,36524584000.00,16134980000.00,72894968000.00,51396871000.00,33844510000.00,15091034000.00,64564640000.00,48519464000.00,31613986000.00,14578772000.00,61004452000.00,43529984000.00,28757352000.00,13102279000.00,55751107000.00,40629766000.00,26147064000.00,12133278000.00,55950772000.00,41335976000.00,26768892000.00,12605770000.00,53390962000.00,41305797000.00,33337460000.00,0.0
4,营业成本,103272800000.00,60844625000.00,42449550000.00,16427737000.00,80155703000.00,55920006000.00,41283677000.00,14603769000.00,61399773000.00,45634306000.00,28171945000.00,9971004000.00,61935654000.00,43399706000.00,29384772000.00,12044643000.00,61321754000.00,43381328000.00,29130684000.00,12921788000.00,60767811000.00,43927914000.00,28829603000.00,12324744000.00,63845498000.00,45713836000.00,31400635000.00,13783745000.00,61809279000.00,43853289000.00,29004672000.00,13094770000.00,55050797000.00,42427444000.00,27482585000.00,12791882000.00,52022738000.00,37741063000.00,25106327000.00,11506075000.00,48274685000.00,36407843000.00,23401825000.00,10783232000.00,48158932000.00,36502435000.00,23445823000.00,11157137000.00,46692432000.00,35826453000.00,28549501000.00,0.0
5,营业税金及附加,520673000.00,297120000.00,211510000.00,93713000.00,519993000.00,321132000.00,251727000.00,61935000.00,547728000.00,354374000.00,263163000.00,75552000.00,622469000.00,268632000.00,207012000.00,101120000.00,476141000.00,313820000.00,213088000.00,92513000.00,426772000.00,292684000.00,204441000.00,105638000.00,420409000.00,303577000.00,215702000.00,77996000.00,485754000.00,311164000.00,217464000.00,58001000.00,384642000.00,257946000.00,136775000.00,61095000.00,218363000.00,163083000.00,124391000.00,52766000.00,168028000.00,114481000.00,73526000.00,34156000.00,117889000.00,103444000.00,57778000.00,39929000.00,146126000.00,142802000.00,89985000.00,0.0
6,销售费用,3543208000.00,2395652000.00,1516996000.00,539911000.00,3511562000.00,2203895000.00,1617188000.00,611763000.00,3105049000.00,2182640000.00,1333138000.00,493908000.00,3085851000.00,1982865000.00,1267008000.00,479217000.00,3127345000.00,1789498000.00,1220268000.00,562248000.00,2925460000.00,2106723000.00,1354719000.00,635752000.00,2961373000.00,2074058000.00,1289545000.00,628843000.00,2791111000.00,1759527000.00,1014657000.00,464238000.00,1978143000.00,1470390000.00,984462000.00,508742000.00,1849016000.00,1374072000.00,896349000.00,407305000.00,1609273000.00,1085957000.00,718364000.00,338771000.00,1857635000.00,1276955000.00,819274000.00,358622000.00,1629555000.00,1292760000.00,1162825000.00,0.0
7,管理费用,8191745000.00,4611112000.00,3197617000.00,1465634000.00,6498412000.00,4373433000.00,2934310000.00,1842535000.00,9293363000.00,5879117000.00,3365189000.00,1514940000.00,7750722000.00,4688035000.00,2978567000.00,1222030000.00,7802417000.00,4963616000.00,3358464000.00,1537511000.00,7650780000.00,4938228000.00,3207380000.00,1485609000.00,7261662000.00,4811281000.00,3241964000.00,1431600000.00,6814648000.00,4817395000.00,2913508000.00,1198581000.00,5672063000.00,3719342000.00,2504440000.00,1252262000.00,5655321000.00,3840883000.00,2409222000.00,1045015000.00,4887513000.00,2987947000.00,1964163000.00,899217000.00,4803033000.00,3062995000.00,2088349000.00,886538000.00,4128739000.00,3406941000.00,2902670000.00,0.0
8,财务费用,1470159000.00,1178324000.00,873816000.00,433691000.00,1107023000.00,489322000.00,383172000.00,207603000.00,510134000.00,343748000.00,213750000.00,125131000.00,181624000.00,119962000.00,73536000.00,86069000.00,190829000.00,122175000.00,98350000.00,44470000.00,90585000.00,24110000.00,15960000.00,-18945000.00,27745000.00,44825000.00,30715000.00,35242000.00,25915000.00,-602000.00,-9542000.00,41174000.00,-15982000.00,-3476000.00,-28985000.00,-5234000.00,37808000.00,-3857000.00,52393000.00,4253000.00,-61413000.00,-38149000.00,-28711000.00,-720000.00,11201000.00,-39081000.00,-1179000.00,-22043000.00,15791000.00,9380000.00,-29947000.00,0.0
9,研发费用,4088473000.00,2377682000.00,1590897000.00,564328000.00,3720428000.00,2157166000.00,1460519000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
