,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20071231,20061231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,1664549151.33,1114387056.06,648789235.28,2018532199.31,1471689510.11,973470953.61,566232445.72,1608657526.56,1117917890.44,694025566.12,399942563.59,1575593009.41,1207290853.92,828048879.68,468048639.23,1550992537.02,1239960921.94,783330725.38,450095865.52,1622384831.00,1264700712.84,875331649.72,520084762.31,2051739073.90,1539509414.95,1035197042.83,543387371.41,1974628498.83,1432210261.62,888926769.03,530128341.08,1925279971.14,1441181516.94,924517613.94,510872375.64,1436591754.67,1065052848.56,675699851.04,360350975.45,1111036931.14,824137156.04,555361235.00,329482685.34,1195689253.17,955223816.10,991896347.63,727964780.13,0.0
2,营业收入,1664549151.33,1114387056.06,648789235.28,2018532199.31,1471689510.11,973470953.61,566232445.72,1608657526.56,1117917890.44,694025566.12,399942563.59,1575593009.41,1207290853.92,828048879.68,468048639.23,1550992537.02,1239960921.94,783330725.38,450095865.52,1622384831.00,1263438821.84,875331649.72,520084762.31,2051739073.90,1539509414.95,1035197042.83,543387371.41,1974628498.83,1432210261.62,888926769.03,530128341.08,1925279971.14,1441181516.94,924517613.94,510872375.64,1436591754.67,1065052848.56,675699851.01,360350975.45,1111036931.14,824137156.04,555361235.00,329482685.34,1195689253.17,955223816.10,991896347.63,727964780.13,0.0
3,二、营业总成本,1636642943.57,1096118931.17,634453228.43,2026204522.42,1471433419.07,976296418.98,555852074.91,1624604764.27,1116440884.24,697793450.23,396077007.84,1578678396.99,1191099578.92,811665896.16,452433439.71,1525276041.13,1208110301.13,754402424.41,425982977.09,1586722041.59,1217895834.46,840415261.58,488541561.60,2011744575.77,1498031227.97,1003573706.65,515010328.95,1920732390.50,1389741630.61,855837861.74,500818758.73,1886269957.34,1403522253.21,894263937.24,478679898.15,1391011793.07,1018934680.52,637616930.32,325537886.25,1022937676.97,734436445.44,483982345.18,281314048.34,1111393263.56,875248643.55,897606570.68,637853812.03,0.0
4,营业成本,1487257920.53,1000203847.67,573197757.17,1803080528.38,1315708806.46,870325670.82,498902005.08,1416385658.77,981005377.38,617325117.04,345186446.06,1378868448.74,1047075123.20,712104186.62,394370121.04,1324755501.52,1055148528.51,645303454.31,352090395.96,1384923421.88,1072197105.19,736175352.96,432141167.12,1822894805.61,1355353012.65,906074142.61,461570686.51,1733605978.95,1259004912.94,771996483.52,451901394.53,1729460778.78,1293783266.14,819270780.69,437680303.87,1258057946.56,924774397.04,572360835.92,289574923.33,917430887.60,657313200.26,434248364.44,250291447.08,1027189837.92,810969935.72,846274996.28,592396953.25,0.0
5,营业税金及附加,6782505.87,4390811.18,2053038.26,8725099.99,5468847.13,3849346.19,2589052.14,10866071.50,5515015.44,3209317.23,2313643.08,9372927.75,4336994.33,3034408.82,2005471.84,6391711.77,5072270.45,3461899.29,2370584.62,6371707.98,5246786.71,3342340.23,2545260.61,5996162.81,5170380.72,3480132.74,2328302.40,5567259.61,4675118.04,3205691.19,2505815.58,2654888.14,2332683.26,1379176.81,971257.83,430720.99,337195.75,217806.30,117879.69,508500.67,386307.46,253203.03,131135.84,216519.75,211258.36,33333.54,0,0.0
6,销售费用,89206410.58,56336111.57,34962561.63,110226375.89,82612371.70,56101875.55,33636751.45,115166060.99,82308102.38,51109604.77,34967369.59,129135493.94,92827682.73,66912425.30,41797318.27,136540757.16,110546691.24,74924603.53,48310926.16,141323795.41,109253244.69,75897678.41,39622372.64,130795499.32,96225367.49,65968583.27,35828093.59,125752407.48,83244197.61,55919795.45,32190996.87,112379831.79,77762517.18,53538464.95,30791757.32,92520054.93,66179699.66,42752883.67,22947148.33,69521579.26,54175818.66,33560687.88,20463228.43,54290905.05,39816419.38,41747995.58,35669631.25,0.0
7,管理费用,45358992.67,31007912.65,17102356.91,59832974.27,40543882.78,28003709.05,16114808.54,51738470.26,43544557.67,23383762.08,12440736.09,48433847.09,42260666.66,23966538.24,11966432.96,50460803.63,30508178.76,22548444.78,11295419.23,44552414.60,29173763.60,20870954.60,12281406.48,47893510.35,36376166.05,24463148.58,14005685.27,48577889.28,37042063.62,21967203.96,12227324.54,38162640.27,24072402.38,16358391.69,7815838.76,32623386.01,24317633.69,17450878.64,7433604.85,20281000.61,11887842.97,7910598.37,4452471.80,14081163.48,11955093.88,11992150.63,10662354.32,0.0
8,财务费用,6699932.39,3293935.10,1591952.81,2563594.44,411741.07,40746.41,244329.17,2424912.42,245153.45,-13222.47,-147648.62,5197904.47,2505539.52,1714260.36,657822.60,5902557.70,2969339.67,2589831.55,1164363.58,1119387.50,-1026825.77,-660857.80,-236524.09,-1339350.77,-982410.85,-759374.21,-454938.40,-3640974.54,-3091813.54,-2320964.45,-1044734.36,-6221665.03,-4370147.91,-2813935.32,-2093240.77,-1966021.23,-1499039.30,857803.35,1896500.47,9679617.24,6760244.44,4513731.84,2204548.85,10100913.64,7639030.87,54693.25,-635574.96,0.0
9,研发费用,1337181.53,886313.00,439724.76,0,1099485.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
