,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,6641782259.38,5249843017.34,3403620383.43,1441699566.79,7228974381.41,5203278872.60,3508017057.22,1801915047.56,5994992316.60,4301096314.73,2671162720.05,1206962693.44,4038150179.24,2447110608.25,1433953195.14,562246809.60,3365841040.08,2601548822.24,1727796993.71,892546517.52,4965151232.67,3845213780.48,2587345411.60,1282026271.57,5874481647.40,4260543229.04,2932787308.82,1545994609.85,5721920334.12,4459564018.24,3159033050.74,1582656037.45,7753164273.54,5739566307.84,3649508802.99,1795950263.87,6406123332.61,4625541330.77,3102683205.68,1432847389.06,2896955225.13,1912262165.82,928937148.01,400855684.57,4947242316.70,4361644033.05,2762521929.49,946882313.33,3072566141.64,2141444757.63,1262002462.03,505726381.47,2142676088.97,1261645829.99,827640719.71,379085071.73,2025988871.53,1540152737.80,1153082430.74,601240026.07,2028290855.08,1390064857.66,804375394.13,393894433.62,1446084925.36,1000133555.88,611797092.94,272286015.96,949156690.69,683772690.63,424994361.21,235028704.50,616685009.37,282945289.63,326044282.19,153387112.90,262189421.29,128107929.36,267162414.66,127374129.18,271789382.50,129147844.00,272941623.00,138149925.00,236710312.00,269097588.00,0.0
2,营业收入,6641782259.38,5249843017.34,3403620383.43,1441699566.79,7228974381.41,5203278872.60,3508017057.22,1801915047.56,5994992316.60,4301096314.73,2671162720.05,1206962693.44,4038150179.24,2447110608.25,1433953195.14,562246809.60,3365841040.08,2601548822.24,1727796993.71,892546517.52,4965151232.67,3845213780.48,2587345411.60,1282026271.57,5874481647.40,4260543229.04,2932787308.82,1545994609.85,5721920334.12,4459564018.24,3159033050.74,1582656037.45,7753164273.54,5739566307.84,3649508802.99,1795950263.87,6406123332.61,4625541330.77,3102683205.68,1432847389.06,2896955225.13,1912262165.82,928937148.01,400855684.57,4947242316.70,4361644033.05,2762521929.49,946882313.33,3072566141.64,2141444757.63,1262002462.03,505726381.47,2138546212.89,1258988197.89,825833101.22,378423340.25,2022787406.55,1538086245.37,1151787482.86,600667453.64,2023228320.92,1386759136.01,802193699.38,393538440.51,1444701000.95,1004449436.06,611071394.37,272106249.58,949023605.48,681783404.12,424371200.77,237866702.80,622675394.02,283769547.40,325646717.17,154156023.13,265298822.58,128376348.38,267797807.01,127502863.92,272346501.05,129384921.00,272985921.00,138149925.00,236710312.00,269097588.00,0.0
3,二、营业总成本,7533181290.52,5865761171.29,3762694364.47,1606381865.57,7099585062.61,5089984985.88,3465201259.87,1790284120.51,5928185086.75,4238048283.56,2640146336.91,1181238768.88,3995988070.54,2480869094.07,1521362298.67,662137863.81,4140618836.04,3038904196.97,1958156927.96,978109765.79,4933149438.14,3809699265.91,2563355195.37,1268786937.81,5890248332.47,4204666633.53,2885646212.95,1522932509.73,5707372964.84,4402868760.66,3115402232.74,1568051796.41,7685470806.08,5628025193.72,3546336657.51,1704225731.75,6422835217.38,4888482558.91,3359870313.00,1626676255.28,3465534552.35,2251339645.47,1202346439.99,544835749.97,5233772604.36,4242208505.84,2623351086.94,930653010.05,2973964879.43,2015756225.20,1172757497.49,472891183.37,2117314532.77,1237892262.83,823917831.47,384535597.18,1938260444.58,1472685171.63,1097105588.14,562670695.10,1755339504.12,1205338519.83,702214433.75,344897836.80,1275643109.42,813720696.01,519251244.49,225687950.84,863807475.97,627939411.16,393019404.81,220478568.99,543224990.03,249587036.18,251801088.74,111642962.32,214213580.13,108242041.02,212211437.13,104668217.41,219895342.71,0,225785531.00,112210618.00,196134850.00,246455312.00,0.0
4,营业成本,6791988315.75,5384691790.16,3449872929.49,1477580345.54,6406949388.35,4654750490.93,3182437512.79,1656686739.73,5438800987.12,3890189344.03,2407606481.83,1072339851.05,3556047061.23,2215385846.09,1348756443.32,567265138.39,3641613913.49,2726184266.47,1755219838.22,877918796.39,4444686549.62,3465458770.14,2327645427.19,1151820501.92,5453379977.45,3885730477.41,2669493071.13,1412770868.56,5179538350.22,4066315568.58,2867232815.29,1442482514.42,7112424753.62,5242899141.70,3296784010.80,1575734196.18,5971930594.96,4551527249.31,3138517709.94,1501489823.46,3069787017.93,2058370139.64,1062994679.40,467610128.58,4801550867.43,3928846670.77,2411545499.46,848847737.75,2653775598.58,1790047103.18,1024675961.75,400676501.43,1794634226.43,1016351130.97,693063583.39,326143243.89,1657160988.33,1307276360.24,974124796.39,489987199.18,1545866739.34,1039917946.72,596282285.87,289677369.93,988227027.38,663837894.12,414761805.96,182578383.53,618332762.77,455409442.98,283295882.33,151548704.66,395346099.48,184492753.17,176377905.69,82243392.80,168701324.79,85689195.09,162420350.02,80192817.19,161703821.30,0,169533320.00,86325853.00,154623630.00,195875505.00,0.0
5,营业税金及附加,51910020.92,36750735.98,24381394.90,14482920.11,68178441.56,48004959.54,31571801.61,9176111.57,31866655.11,23857232.36,16952402.86,7977941.26,23588761.25,9667859.82,4809349.25,584149.13,8644257.99,8295493.71,6175442.45,3850625.07,14382123.80,11534569.15,8282607.60,3406593.64,17029668.46,13528206.27,13103687.10,7479385.55,16853699.59,15265426.37,14863973.89,7456697.30,20671524.62,15151245.39,11073266.39,7555072.58,12076568.72,4403202.67,8247672.41,1186513.43,7901529.63,5253599.51,2769312.47,1219039.00,31340191.17,29689044.84,19350350.87,5948230.25,24734083.27,15391504.40,8729110.44,3690448.03,15680550.73,12247832.48,7791420.68,3374951.89,16125321.76,8066869.37,6385618.95,3738751.03,12590494.21,10987995.00,6839899.32,3213367.72,9109801.93,6583916.82,4195932.56,2284509.60,5404188.78,3851451.21,2361163.97,1917993.09,4894007.52,2170608.38,3040166.78,1545319.14,2020135.70,1007337.27,1683868.72,856002.64,1767148.43,0,2087850.00,1179443.00,2145909.00,16390705.00,0.0
6,销售费用,52470727.84,38444192.50,24473954.71,11490370.72,53582671.26,40223386.10,27025239.32,12813487.67,58248030.07,41913881.73,26848502.87,12127585.10,63829125.17,43498656.85,27883979.49,12933236.88,59442832.24,43253304.80,28009468.29,13572358.33,78187469.05,47761407.23,31898737.74,14111296.87,66436480.98,43220657.89,28787071.64,14481995.32,67825701.63,46282478.98,30248351.47,16380133.79,62543849.70,40473215.41,26875089.27,13594207.03,58326848.45,46229329.79,30815361.81,14784434.67,65735677.01,46752715.24,27645801.11,14258763.83,73893873.04,54846171.31,33191418.69,14939864.06,61431792.92,41687260.64,25256124.52,11422578.33,74554301.26,53085066.92,34268664.03,17741031.81,88779367.43,31489051.53,25932452.21,15343487.18,38870388.12,27192000.00,18340444.45,8234172.02,55633160.42,32739490.90,20438560.79,6113301.91,115699880.90,80885402.86,56217542.31,40348705.87,57444411.11,31634335.09,17570338.39,3325038.17,4201807.08,2119711.43,4960768.40,2392235.30,5470565.05,0,3809683.00,1490370.00,0,0,0.0
7,管理费用,238312118.71,160407441.88,128765340.58,59299922.15,198702347.07,124538065.44,88778311.30,41759052.08,187332987.96,106469550.43,74712767.06,35634720.54,152820223.69,73113065.63,50443134.94,29504309.34,194788196.38,121552289.93,83624989.98,40930571.76,195312279.96,145086628.49,91880024.51,49061770.62,196503899.49,140615115.29,92434301.59,47898185.82,181732088.77,134861626.82,104294061.72,57838891.31,192141358.74,147263912.35,92928063.27,50032808.10,167533067.06,134300713.69,88517753.33,53758488.01,176636343.15,121658810.29,87548069.72,43937510.53,168198197.20,155892935.50,110188017.92,43950207.26,162406814.75,127302721.07,86150227.43,42084250.86,155061275.04,98536308.82,51366978.67,18925564.77,128781648.96,96038049.66,71617921.75,40240006.84,115512635.47,91832123.48,57229271.60,31290439.96,170906075.06,64913134.47,47588681.08,18566457.80,64749268.56,43668646.94,25478682.94,14622065.77,53072790.68,18275377.19,34345236.85,16502690.42,27720088.53,13502934.04,32419803.22,16009231.57,43767087.53,0,44799204.00,20822145.00,35665848.00,31859723.00,0.0
8,财务费用,359770399.18,205426186.15,134606922.34,43314669.35,291004698.74,192584739.96,123577121.16,69848729.46,195264643.04,160990583.31,99398490.59,53158670.93,192761460.56,147668651.42,97934377.41,51851030.07,196448858.15,138844969.73,84353316.69,41837414.24,181401671.60,135139328.15,98929835.58,50386774.76,151090107.23,116274066.94,76529971.76,40302074.48,243687615.08,135012642.11,93632012.57,43893559.59,286732852.97,183939963.45,116560122.06,57309447.86,229754764.21,171751235.38,113570325.28,55456995.71,104584179.03,59078353.02,36919333.26,18169497.74,101442359.17,74026515.79,50303648.48,16966970.73,62377188.81,43052958.28,29265186.15,15017404.72,77384179.31,57671923.64,37427184.70,18350804.82,47413118.10,29814840.83,19044798.84,13361250.87,42499246.98,35408454.63,23522532.51,12482487.17,51767044.63,45646259.70,32266264.10,16145298.00,59621374.96,44124467.17,25666133.26,12041099.60,32467681.24,13013962.35,20406071.26,8026521.79,11628823.72,5922863.19,10726646.77,5217930.71,7186720.40,0,5555474.00,2392807.00,3699463.00,2329379.00,0.0
