,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20010630,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3356541548.24,2228653788.59,1235600294.08,6127385118.49,3309466069.77,2104165288.21,1001015686.49,5100618164.65,2302248504.13,1357541430.61,633664219.92,3901935660.39,1952671126.80,1206316114.65,551519496.97,3488096410.81,1661274495.32,1005095567.63,460522695.42,2920709571.22,1451913437.46,913122941.84,405875270.57,2501488517.81,1424983650.69,969445651.84,385453247.88,2478077313.09,1772053993.93,1103454883.23,447394335.06,2966830177.66,1718105613.30,1093812622.43,432102129.42,2972437038.54,1566726871.12,1025017481.42,400335031.19,2389284556.37,1469520092.86,962793489.84,389728501.71,2279790832.58,1329177875.93,870020909.77,387813717.08,1999737136.69,1157855572.37,676391858.08,166866808.02,1099979523.97,652670141.49,386255999.74,149337909.57,827784492.43,505296830.41,323093477.78,126027642.65,758471545.61,509680825.86,326996800.11,113047847.24,496358353.82,316069090.12,175765818.13,70150853.17,383577992.61,257810447.58,153137591.76,331449135.57,142124627.23,240270963.91,145590476.59,0.0
2,营业收入,3356541548.24,2228653788.59,1235600294.08,6127385118.49,3309466069.77,2104165288.21,1001015686.49,5100618164.65,2302248504.13,1357541430.61,633664219.92,3901935660.39,1952671126.80,1206316114.65,551519496.97,3488096410.81,1661274495.32,1005095567.63,460522695.42,2920709571.22,1451913437.46,913122941.84,405875270.57,2501488517.81,1424983650.69,969445651.84,385453247.88,2478077313.09,1772053993.93,1103454883.23,447394335.06,2966830177.66,1718105613.30,1093812622.43,432102129.42,2972437038.54,1566726871.12,1025017481.42,400335031.19,2389284556.37,1469520092.86,962793489.84,389728501.71,2279790832.58,1329177875.93,870020909.77,387813717.08,1999737136.69,1157855572.37,676391858.08,166866808.02,1096552173.63,649268684.54,383618788.50,148630074.48,824107451.19,502921270.42,321517522.35,125190377.57,755603047.73,507825219.50,325937778.90,112627180.42,494941021.48,314985911.23,175033526.46,69824968.05,381925621.31,256862445.57,152421280.79,330411433.52,141687302.77,236628731.81,141896916.14,0.0
3,二、营业总成本,3205352432.07,2120279557.32,1173903237.38,5864257668.14,3150947742.51,1989781660.12,953496565.36,4945629342.30,2267351578.43,1333349614.61,605130933.79,3799164699.98,1931228133.10,1188094930.95,538752537.10,3417614683.49,1641884127.03,999802235.63,460223630.23,2878202165.02,1482075670.87,965757645.05,431480679.36,2519553831.13,1416405516.00,957768421.50,391304800.64,2454621489.19,1726526061.92,1060737273.64,438717470.73,2943288928.40,1657152011.94,1051686391.94,418204099.04,2890451129.86,1514142306.04,977692415.21,385182981.98,2281031654.69,1390222415.29,907975628.25,374786753.94,2173992467.31,1265633346.25,828953021.38,373940680.32,1893384087.94,1100935430.82,644473033.80,152611978.85,1029040497.14,617518702.20,365650970.49,134058117.14,768997425.52,474640928.34,301671182.35,111387758.20,702737583.90,475048570.53,302612424.41,102093422.82,456868714.57,296948821.08,167597107.91,66717165.09,357543696.40,242225078.00,144063183.39,308049185.98,131752689.03,224411372.23,139312883.25,0.0
4,营业成本,2669658014.66,1765120386.58,1000790928.64,4847608583.05,2664924132.68,1675840695.08,791552867.93,4249334312.89,1857571510.58,1074315252.13,491278520.44,3221342827.18,1585254899.37,951320346.62,423637389.64,2947867862.95,1378314670.72,831541053.70,371158384.02,2420402742.49,1191883846.71,771126620.07,337957376.37,2076056816.54,1154400391.88,778804624.98,303863371.48,2033305389.95,1438066943.67,892165614.31,341970637.48,2454071204.53,1383813718.11,864870254.14,330937340.13,2447310466.99,1268581214.21,813590827.04,306824425.89,1901538215.62,1160128117.73,744291063.59,296643605.67,1789560726.53,1054491385.75,673586895.63,293782755.97,1624184692.14,927612319.60,530447056.62,119626335.68,881142279.04,518876234.93,301562790.13,107995230.56,651825951.19,400927087.41,253121257.08,91597238.34,606723629.54,404885115.56,257977328.68,82770161.44,392030720.88,253618139.47,138500640.05,55186040.47,309471909.41,211777235.37,124173697.82,275406093.84,118163416.84,199633218.99,121645653.05,0.0
5,营业税金及附加,20189290.91,16123046.32,5227658.77,31116687.80,18623921.20,15727845.50,6602490.00,31055789.25,14027284.54,10114004.87,4558844.24,19995308.30,7819618.59,5434370.38,4061260.82,16302727.37,10749425.11,6477212.33,2897451.44,19309482.86,12013672.34,7480650.47,3880271.16,16343211.29,10291874.91,6040097.79,3779799.64,18292682.61,13713263.57,7906614.81,4748297.31,33213567.74,19847782.26,13990455.12,4592779.47,30691023.89,14043278.44,9454951.97,2344798.06,32414570.83,17689141.41,12457373.12,4170436.87,28797829.45,13693929.11,9111560.19,2633042.38,15895848.13,7106743.86,4489436.90,997214.83,8432526.75,4881341.72,3442276.72,956722.92,4791714.51,1961768.63,1155143.43,469159.25,2130423.01,1494875.00,1227547.12,403625.37,2251674.68,763757.49,549922.26,113768.54,1838052.45,1018741.85,903876.88,1328749.18,640203.87,510276.80,318708.91,0.0
6,销售费用,136711127.43,91295863.04,51809919.86,201598684.31,134796357.79,90586323.15,65262345.37,177005089.98,131274575.05,87445073.38,42819470.31,154335278.86,108714792.66,74451160.05,37417571.54,126161988.53,85257468.62,59149217.79,32597629.61,119435404.06,95220625.34,64079082.79,33554870.47,131342220.80,103005825.59,63665735.88,32304736.84,122819663.33,102608121.10,53491023.60,33341994.00,171135355.34,101861998.97,73395432.58,33901456.88,160066689.39,99763188.04,67119737.38,32075265.96,139086945.38,92074544.53,66517140.54,29663503.11,142717248.43,82363014.74,61400790.20,32676523.26,111057949.24,72441087.01,45792866.67,13301809.21,61544273.77,42042000.47,24522155.93,10083098.49,50772582.68,28372723.71,19879972.07,7078355.01,36423258.16,26886379.83,15905198.63,7558034.48,26444682.93,17425900.78,10558142.59,4536942.95,16770524.42,10573088.99,6706724.60,12510177.29,4867855.88,10693256.04,7740808.96,0.0
7,管理费用,102214330.60,63943360.71,51690476.97,298509946.94,173546308.40,122836431.57,60907876.07,296751000.12,168829484.91,112114598.78,53909617.75,272283874.22,161146569.51,109194581.96,52671600.51,205304797.15,109548647.73,71702921.05,36590158.49,194254976.02,102749404.21,77537818.11,40568065.08,190227982.74,99132978.01,77315148.25,35229591.15,165625257.09,100976166.72,63280195.59,35830686.79,183837836.91,103335676.48,70595683.71,35179394.60,176694959.78,98454751.33,66935500.59,35399443.04,140371736.11,81854125.35,59236519.40,31585447.17,140820148.61,68882894.23,54244578.76,30370482.60,86888402.63,59868611.05,40017740.89,12707987.65,55575075.91,34196265.47,23860824.26,10146598.43,43978488.45,28655862.07,19177891.54,8784862.79,42424573.17,30792782.62,20966885.16,9330766.58,29165698.24,20294663.14,14642357.94,5965560.62,24187765.67,15653023.14,10048873.26,15888432.82,6795658.21,11669800.44,8017253.49,0.0
8,财务费用,172948759.05,122196021.90,67540566.46,188054838.67,142984062.39,95119196.73,41442465.44,111099161.36,81342628.84,42487702.00,18506307.67,69523822.56,55907839.31,36239147.77,15299010.67,73037933.77,55833219.45,35109730.75,18049517.56,106158381.98,82037741.07,47624287.65,20610974.18,72158964.03,48779573.82,32871926.54,17682392.55,85934188.34,73417114.04,46729936.17,23017502.24,74390821.18,50721003.98,30248842.04,13284199.99,48180314.07,31559481.34,19968959.30,8736860.54,46702142.03,38289132.35,26379837.54,12788315.17,55488428.54,44405842.11,28798442.20,14501365.10,42418555.83,27816071.32,17377142.99,5978631.48,22346341.67,17522859.61,12262923.45,4876466.74,17628688.69,14723486.52,8336918.23,3458142.81,15035700.02,10989417.52,6535464.82,2030834.95,6975937.84,4846360.20,3346045.07,914852.51,5275444.45,3202988.65,2230010.83,2915732.85,1285554.23,1904819.96,1590458.84,0.0
