,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,640363334.37,384149280.11,161245513.88,630964895.64,464387199.71,306361095.71,144101358.88,485589663.85,330436005.38,223648024.48,110837780.33,473502647.45,352110786.80,232687524.83,103507417.17,421369385.12,298909341.18,204840912.53,109764547.42,442890181.30,303355683.24,206780673.33,109968426.41,459968228.56,316719334.71,221049230.80,118068658.02,450426626.75,297933552.74,204986418.90,110908512.13,556823098.55,350140178.62,183893893.01,96861834.93,283891089.53,180407439.22,150621691.66,78466332.25,329829330.81,218247809.16,150326571.06,79251945.10,280991701.56,194794688.38,132593414.34,73590324.42,302232523.07,205814398.16,135282469.45,71365628.82,259495265.92,170548482.81,113243322.30,57252813.69,210529339.06,134278657.26,87022023.66,48019656.04,193486188.47,146222564.20,102436672.94,54192767.43,140917476.11,99682668.15,68961406.70,38834931.14,206553210.24,162011665.10,113898771.22,61569663.86,321741663.16,175940416.59,320065136.92,132754238.92,310199066.48,152305875.60,271845948.68,133779357.40,296234415.17,159991962.24,317770702.12,163602194.49,283643157.93,179622053.22,163855008.18,112365662.82,0.0
2,营业收入,640363334.37,384149280.11,161245513.88,630964895.64,464387199.71,306361095.71,144101358.88,485589663.85,330436005.38,223648024.48,110837780.33,473502647.45,352110786.80,232687524.83,103507417.17,421369385.12,298909341.18,204840912.53,109764547.42,442890181.30,303355683.24,206780673.33,109968426.41,459968228.56,316719334.71,221049230.80,118068658.02,450426626.75,297933552.74,204986418.90,110908512.13,556823098.55,350140178.62,183893893.01,96861834.93,283891089.53,180407439.22,150621691.66,78466332.25,329829330.81,218247809.16,150326571.06,79251945.10,280991701.56,194794688.38,132593414.34,73590324.42,302232523.07,205814398.16,135282469.45,71365628.82,242521000.46,160064610.05,106253985.06,53958786.04,198213610.29,125275260.36,81174852.12,45136255.29,182257633.92,138014910.92,95783471.85,51685437.47,127800566.13,91769691.72,63737565.38,36302416.77,204231593.75,160424306.06,112784087.03,60969407.23,319158689.51,174637430.44,316679054.46,130618178.95,306475678.76,150266175.03,268911343.46,132562143.88,296234415.17,158267748.21,311795279.80,161515914.05,280829273.17,177866399.21,163088613.35,112228059.17,0.0
3,二、营业总成本,607336718.38,367405321.99,158317690.18,817563573.49,444312040.32,292046854.57,149389386.12,450759277.30,316894068.77,207366676.59,106360788.93,528019338.47,344377519.02,220958575.33,100448412.99,403856731.34,288070246.68,195024645.51,106112981.12,421460034.64,295649494.63,204553455.74,108754720.42,436041867.59,312333198.02,216859976.33,116517753.39,434517696.56,295240366.84,201083375.57,109185103.78,488042096.77,313530348.03,176160926.97,95366629.16,275207581.15,168095809.46,136189896.98,72049688.62,315310493.39,206589054.43,144124412.06,79044847.37,285068702.17,194059773.96,132716311.00,73825121.13,311919658.29,205883118.68,132915076.33,71223707.56,256978995.68,164429214.29,110315122.59,55718349.10,202658732.69,132844205.47,86766746.36,46197056.89,189315068.66,143800992.48,98422056.27,52060842.60,143105971.40,102011344.12,69575914.51,39480910.60,228947611.88,171318047.47,116743140.04,63381926.86,322374975.92,177411463.76,326879777.06,132552574.68,314230977.39,152749914.32,259757430.84,138306295.77,285906269.96,0,292843984.47,0,261943587.38,161797180.01,153842495.41,106414775.85,0.0
4,营业成本,507303554.09,305993572.47,128966001.95,488830441.88,357373258.44,237015853.88,120475789.85,344161856.30,242918893.08,159255234.23,79979523.17,345152636.17,261918800.76,167539408.94,73322953.95,290143581.50,209676590.76,145559875.67,80876005.82,311946648.39,214556979.11,149433467.90,80080024.37,323339741.67,227350376.36,161405332.67,88022403.82,319179002.83,216417034.16,149825417.52,82085003.87,367310955.07,237483928.20,130964324.92,71139466.94,192998077.54,116399422.92,100312520.61,51706646.39,229175607.75,147223873.86,104150982.26,56151347.94,201948508.60,137384417.13,94165158.32,53261089.23,219185561.19,143489530.35,93574804.28,50646893.20,173715860.16,112485095.37,75710599.27,38493670.86,137184838.37,85190166.81,56879333.99,31967705.35,117176958.91,81850380.54,57399408.71,32225058.73,99020086.89,71990498.80,50046042.47,27978394.65,171146276.42,134886789.73,95113088.81,50850142.18,281830543.61,158130729.47,279996882.72,113156793.75,269171867.90,131774820.59,220280663.56,111583979.04,245423729.48,0,257394934.40,0,229326457.10,146503610.28,136365941.94,97743366.01,0.0
5,营业税金及附加,5318669.90,3513505.13,1629163.98,7039441.43,4894121.86,3578789.29,1316436.77,7662462.50,5785111.26,3933354.33,1406991.21,9128821.67,3912662.96,3486140.26,1963336.41,7994153.25,5545739.55,3775114.58,1801390.82,7743116.93,5552583.99,3331770.71,1437900.43,8085164.69,5777749.09,3698350.20,1799193.53,16449551.14,5027052.71,3069143.16,1481237.27,27628669.19,10623629.38,2826438.03,1280853.05,5874800.48,3984925.10,2533517.41,1319893.59,5334157.54,3600481.41,2305345.32,1071724.68,4779233.75,3417578.18,2182838.46,1043341.56,5080290.11,3556316.33,2273956.95,1058993.40,2029071.72,1321748.42,809868.01,373373.92,1718242.93,899774.78,470957.72,270945.05,1608390.35,1339296.77,840412.33,387416.00,505481.52,301723.23,179790.19,109118.39,701225.91,518264.22,388745.17,164044.61,1486679.14,765825.39,1001535.76,437234.04,1175792.25,494207.44,1554555.93,708274.16,1643963.56,0,1960502.43,0,1715249.72,487592.19,5556930.65,2672093.30,0.0
6,销售费用,16686997.35,9699832.18,4852306.50,21833345.09,15912689.88,11128501.00,7013335.23,25430737.26,19779029.43,13437745.32,7580581.04,44175637.35,35765075.14,24343410.68,12976741.74,51370529.10,38352997.58,25580998.64,13521414.82,56981014.38,42854858.55,29260423.53,16101167.05,50837322.84,38454198.02,23963431.71,11544756.26,48300624.38,37592856.42,24143235.31,13736059.10,47103546.87,34929883.06,22071596.34,11631846.23,38361275.10,23610609.07,16734515.64,9272958.22,33461299.21,24300731.91,16415534.90,9340141.21,26900396.47,20243309.76,14562410.39,7866112.56,31747890.01,21042444.15,12353457.04,6946164.81,27825509.93,16025429.73,9579160.66,4999060.53,25266806.50,15323593.40,9455173.86,4885125.27,36413512.58,30530708.77,20076050.53,9531984.79,14487168.18,9588408.94,6366548.69,3474466.41,17410222.81,13566867.89,8602976.82,4932323.56,17606208.44,8615131.67,17753199.51,7765399.10,17840244.10,10087428.03,19821578.63,13277190.62,26351359.74,0,23378014.29,0,18058329.29,10186942.36,6367726.77,2073094.53,0.0
7,管理费用,55865967.84,34671835.60,16764457.09,66661273.11,48526729.49,28756358.55,14880346.65,48715895.47,34915408.73,22293093.61,13499197.06,54907456.85,39670463.62,24129292.45,11855930.66,49540020.36,33439517.81,22524028.90,12392053.00,43526920.73,31011978.64,20244530.57,10063256.97,43986768.28,33166576.20,22454079.17,12496048.80,39312397.96,27855851.04,18627812.25,9254608.24,34831179.47,24824800.91,16609607.52,8926351.19,28838729.85,17212229.63,11147806.50,6262541.17,31484474.66,18998467.65,13234096.01,7355987.98,26562808.60,19906989.97,14309444.79,6388397.56,28365183.66,21617667.94,14924607.14,7561351.88,34258938.60,20652094.21,15056195.98,7615757.99,22243538.21,19163779.39,11934036.04,5170348.72,19090950.50,18922824.67,12734639.14,6223124.30,22224262.13,15565603.84,10831149.30,5202688.55,30862280.95,17112429.57,9972929.52,5368562.31,18789150.56,7572239.56,20556135.35,8768450.77,22916115.64,10436017.51,16823496.61,11304841.81,19530463.65,0,17454004.93,0,15592082.12,9994835.87,5455286.30,3318420.74,0.0
8,财务费用,22161529.20,13526576.61,6109260.66,24891921.86,17534715.18,11600371.28,5736497.05,18720700.93,13495626.27,8447249.10,3894496.45,6409286.68,3114565.70,1460323.00,329450.23,1391355.97,1055400.98,-2415372.28,-2477883.34,1188331.48,1673094.34,2283263.03,1072371.60,9661615.24,7584298.35,5338782.58,2655350.98,11221947.15,8347572.51,5417767.33,2628195.30,11049153.90,5668106.48,3688960.16,2388111.75,9136282.28,6633479.07,5206394.88,3361123.80,15700511.60,12555431.83,8859273.56,5060468.41,20926754.64,15669864.53,10122475.10,5040169.10,21938886.20,15098417.05,9701606.40,4981546.68,19149615.27,13944846.56,9159298.67,4236485.80,16245306.68,12266891.09,8027244.75,3902932.50,15025256.32,11157781.73,7371545.56,3693258.78,6868972.68,4565109.31,2152383.86,2716242.60,8827605.79,5233696.06,2665399.72,2066854.20,2662394.17,2327537.67,5902055.85,2403371.14,1604249.10,-584363.73,766211.37,1263795.07,-7100652.22,0,-7343471.58,0,-2748530.85,-5375800.69,96609.75,607801.27,0.0
