,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19951231,19950630,19941231,19940630,19931231,19930630,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3836303756.48,2832324529.15,1889319082.18,954726714.81,4093788369.72,2988354793.27,1940967338.88,948733139.21,4077559849.07,2893378067.05,1939422637.13,898307588.29,5004540974.82,3250157146.87,2289013821.14,1162681393.32,4723286942.30,3173716802.43,2041669858.55,1041648738.11,4555682269.01,3161288489.49,1879152653.50,934116461.49,4055261557.23,2919396547.53,1884751418.70,889212855.66,3813947197.01,2780927699.07,1778468957.11,884833284.09,3705039108.66,2707467190.75,1742749297.07,848773997.94,1575944045.16,1136898157.00,762929042.08,341468516.87,1300533042.31,943437951.43,603928724.36,291906557.25,1399728680.21,1034935680.30,718670537.35,371357017.88,1919399848.81,1029201814.62,676263361.98,357883931.59,1290026450.91,915977967.83,594243107.35,289137714.98,1230663632.41,929203012.85,584435641.10,283553684.12,1128397224.62,848407852.36,547687998.42,277944961.66,1116699132.77,844166951.72,545895890.55,265049692.02,1017708202.55,744454191.62,489990195.38,252982052.23,851149314.66,323284092.27,666674477.78,296058403.43,523778782.16,251714058.77,400774793.47,203700830.98,310925388.90,201422913.45,166107494.93,150898891.79,74152400.00,76344000.00,33396286.96,28089062.99,9423541.19,0.0
2,营业收入,3836303756.48,2832324529.15,1889319082.18,954726714.81,4093788369.72,2988354793.27,1940967338.88,948733139.21,4077559849.07,2893378067.05,1939422637.13,898307588.29,5004540974.82,3250157146.87,2289013821.14,1162681393.32,4723286942.30,3173716802.43,2041669858.55,1041648738.11,4555682269.01,3161288489.49,1879152653.50,934116461.49,4055261557.23,2919396547.53,1884751418.70,889212855.66,3813947197.01,2780927699.07,1778468957.11,884833284.09,3705039108.66,2707467190.75,1742749297.07,848773997.94,1575944045.16,1136898157.00,762929042.08,341468516.87,1300533042.31,943437951.43,603928724.36,291906557.25,1399728680.21,1034935680.30,718670537.35,371357017.88,1919399848.81,1029201814.62,676263361.98,357883931.59,1287548321.99,913532858.72,593498314.29,288666656.90,1226763062.70,927257729.77,583118540.80,283224939.46,1125277046.66,844812092.92,544444182.82,275052989.52,1109866089.09,840736647.89,542434001.27,263043955.30,1008576619.02,735918403.16,483320050.73,250685953.50,843572427.46,319162310.23,654389105.86,292208793.20,512790560.42,246478284.92,392064255.68,198436909.74,306159536.02,201138880.91,161523110.96,150573860.83,73711700.00,75113000.00,32691537.29,26241802.96,9156475.90,0.0
3,二、营业总成本,3894826546.51,2830084885.25,1922319327.51,970486125.59,4041896592.32,2945495309.10,1909003692.61,928251918.98,3993358276.91,2883962545.77,1915641763.52,870869918.14,4763426964.44,3095355292.18,2163495983.55,1113645467.77,4427157154.66,3010636101.89,1929667522.26,965859847.21,4303232550.30,2994548889.79,1806973756.92,897747947.87,3887388798.06,2801329531.87,1798341489.67,850495871.57,3689136510.40,2612934842.40,1676027539.44,834716127.82,3513524995.32,2520049749.54,1604347828.04,797199117.41,1407025760.87,1025561359.46,681902476.51,309336488.06,1191552939.05,852176201.77,540180161.98,259011905.54,1271693616.94,889433925.93,590243149.26,318582538.36,1695564886.59,914213608.57,591877904.25,316547444.76,1138152088.78,824415741.06,529905984.03,254002742.72,1067970173.27,810763322.04,495320071.95,237043960.08,970172283.57,721799520.76,461806624.60,228128219.57,970030161.50,735260366.62,474649655.74,223569007.46,883389635.40,638017846.86,417511143.14,215304343.44,756232169.06,274628850.48,578898960.86,251426883.02,426893601.19,192369601.77,297586066.37,144357917.86,233445545.96,0,121713491.30,112440546.63,0,0,0,15230832.43,4955611.77,0.0
4,营业成本,3381686672.37,2500887775.59,1695394625.49,863498700.49,3566642093.64,2624270554.49,1688213542.67,830007936.17,3537163761.10,2557195877.68,1694660713.43,765964675.55,4198077601.25,2740915558.95,1894751370.56,968532694.93,3851387995.40,2654646233.45,1701845157.63,848847718.43,3751105915.43,2618940939.00,1591430513.30,793481598.72,3404232263.14,2439109417.48,1566126741.50,748837373.20,3149996356.44,2243786527.17,1429869520.77,712533956.27,2937505905.11,2133370467.14,1345432944.98,659590911.18,1143046825.49,836605668.05,558243412.42,247797530.32,949975915.10,615154203.73,380679886.05,185091437.50,971273398.23,642384409.23,429772398.51,251557017.40,1305123613.61,709295518.99,461973647.20,253951091.62,885369004.03,647318576.22,412500854.95,197764146.58,853666299.03,657424415.54,396657413.64,188491858.37,767624367.21,578574313.30,363371334.74,185317631.24,769646369.60,582554292.34,372492280.63,175763758.30,685849421.23,492734924.45,321835570.90,169395111.28,566805289.69,188200048.72,418615962.95,179020614.92,290161889.03,131683898.26,224576399.24,106056906.60,181320611.22,0,90911194.94,85192942.64,0,0,0,12590478.44,4242868.90,0.0
5,营业税金及附加,87175892.88,24172386.62,16631197.34,8089219.51,39360829.27,29010602.49,19224845.67,9306596.77,45892703.42,25802183.04,18294339.41,10359697.92,110087721.54,60468900.35,47550822.51,21013045.69,129068444.60,56503419.98,32030911.98,23950615.13,98286079.79,51452532.82,11151426.27,5427499.71,33219602.36,27089222.93,20703051.66,4352827.65,39893973.89,30801217.73,20999881.23,10720469.77,88489430.83,65750508.74,43614654.28,21789853.34,44532301.20,29607633.47,19774072.60,8056913.88,32538201.60,23880131.63,15338389.12,7520746.90,34863429.77,26473722.54,17959911.22,9625221.03,117699271.53,26530581.83,17661042.11,8490311.55,35755794.38,20578338.99,13587033.01,6828790.59,26039796.80,19246775.08,13180236.51,6444461.25,26556676.00,19548043.32,13254313.63,6716051.15,27167016.26,20792502.38,13713781.15,6785370.64,26140130.26,19429149.26,13064559.05,6490583.90,23995339.21,11450388.88,21662828.41,9623921.85,18443590.29,8707362.87,12939516.80,6237068.37,10335063.95,0,5689882.99,5548006.49,0,0,0,847646.39,293922.85,0.0
6,销售费用,58231312.31,43037281.93,29264639.21,14370601.44,57653459.26,41208190.63,27308258.34,13724657.63,57978715.97,42042335.43,27961938.09,14174055.64,69124494.85,46513677.94,29986222.53,14323679.40,72731105.45,48104740.01,32435068.10,15299513.85,80875082.89,53892514.52,33995759.19,15741520.63,75029554.81,53580218.34,37067797.71,15243289.52,62596783.95,43367398.96,26617451.47,12945998.88,56202063.35,40108610.82,25004725.36,11785035.32,18928452.36,13955730.51,9936857.81,4493565.07,17372118.37,12080352.34,8194993.81,4019994.25,18354348.83,13394599.73,9535499.26,4223196.02,26582361.43,12708778.89,8161022.66,3773524.03,13425350.84,10204776.27,6624670.06,3194081.82,12815001.22,9486918.69,5520815.46,2419843.03,11874120.07,6524807.80,4238133.07,2286583.60,7270741.90,6143896.27,4229965.44,2048681.55,8612834.80,5818003.25,3860404.73,1922750.14,5111490.87,2897719.92,5947638.91,544478.76,1466757.91,8220.00,76305.70,291579.64,485782.14,0,2007.00,15625.00,0,0,0,44642.73,25063.89,0.0
7,管理费用,354785052.13,246974124.50,160904190.78,71949117.11,336608397.13,240624967.60,166419007.45,72501756.75,330246764.04,243773004.51,163497476.23,77331083.26,357877340.24,256261378.15,202582263.52,99746517.70,357564077.51,238463752.29,149395950.03,71679965.42,342349846.50,238019299.33,156240444.55,74739269.70,331976543.72,243911385.02,158654033.73,75235106.79,352242300.65,246660242.51,165333072.23,80507706.82,336557322.07,234611019.56,160342462.95,82672809.85,165339706.57,119828295.67,77604998.90,41024878.18,158089819.77,177439542.87,119936561.87,54239389.99,221094392.39,177440271.57,111792864.15,53343118.26,213217544.01,154793450.14,104244217.20,51395881.23,191911640.41,135238643.99,88262748.16,42608854.17,165764274.30,112486679.11,72503358.51,35631558.59,149744494.94,107084551.93,74941515.67,30826154.08,147902492.64,110384738.24,72311817.26,34967705.74,138100790.99,99841005.76,65699681.42,30553671.65,127989126.58,56234648.90,112594803.81,51071641.52,100211235.47,45923486.50,56708191.68,32403099.75,46543126.82,0,27114417.79,20510374.06,0,0,0,1911124.33,404555.69,0.0
8,财务费用,8705033.26,12189416.61,18163862.68,7588534.90,14231243.74,6499332.49,6950527.16,3428500.94,11033921.13,14206149.46,10533969.27,3316089.28,25646355.03,27032499.03,19252665.65,9303462.82,12288230.21,10095416.95,11719305.64,5398233.61,23859686.20,30162599.11,11846893.89,7598134.21,39617296.68,42320892.73,19770726.26,9934248.47,75057224.84,43703451.37,27380788.51,15173575.48,59518668.27,40637786.27,25616713.56,19511343.56,32391425.09,24848488.19,14718781.89,7924483.48,33399801.51,22460775.32,15107545.81,8042765.03,25385433.82,29077745.23,20031702.46,-76511.78,34093151.77,10541658.99,955864.75,-1090594.53,11690299.12,11075405.59,8930677.85,3606869.56,9684801.92,12118533.62,7458247.83,4056238.84,14372625.35,10067804.41,6001327.49,2981799.50,18043541.10,15384937.39,11901811.26,4003491.23,24686458.12,20194764.14,13050927.04,6942226.47,32330922.71,15846044.06,19969254.13,11153544.83,16096797.02,6046634.14,3285652.95,-630736.50,-5239038.17,0,-2004011.42,1173598.44,0,0,0,-163059.46,-10799.56,0.0
