13,其中:对联营企业和合营企业的投资收益,8229000000.00,6657000000.00,4707000000.00,2341000000.00,11647000000.00,5144000000.00,3824000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6283000000.00,0,2593000000.00,0,1253000000.00,1628000000.00,0,1344000000.00,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,115520000000.00,88379000000.00,65092000000.00,29273000000.00,134812000000.00,114637000000.00,64574000000.00,27226000000.00,57769000000.00,46486000000.00,31322000000.00,15683000000.00,48874000000.00,31456000000.00,25798000000.00,-8999000000.00,56430000000.00,46673000000.00,37363000000.00,9072000000.00,153877000000.00,132373000000.00,92543000000.00,45701000000.00,151711000000.00,105241000000.00,66748000000.00,48265000000.00,165431000000.00,124290000000.00,86205000000.00,52826000000.00,184517000000.00,146485000000.00,99532000000.00,53872000000.00,193086000000.00,137738000000.00,89114000000.00,44690000000.00,144765000000.00,107804000000.00,63929000000.00,24419000000.00,149332000000.00,116767000000.00,70725000000.00,38138000000.00,193958000000.00,146562000000.00,105934000000.00,51781000000.00,192325000000.00,189369000000.00,85467000000.00,141712000000.00,63909000000.00,96411060000.00,54995000000.00,64053040000.00,59403090000.00,75097110000.00,26960000000.00,19661000000.00,31975000000.00,33139000000.00,0.0
16,加:营业外收入,4971000000.00,2434000000.00,1524000000.00,550000000.00,3213000000.00,1484000000.00,878000000.00,443000000.00,3612000000.00,3215000000.00,1986000000.00,2132000000.00,10635000000.00,6820000000.00,4188000000.00,1954000000.00,12956000000.00,6021000000.00,4248000000.00,2230000000.00,13274000000.00,9181000000.00,5864000000.00,2805000000.00,38735000000.00,34860000000.00,30098000000.00,2711000000.00,11578000000.00,6985000000.00,4616000000.00,2218000000.00,9480000000.00,2292000000.00,1484000000.00,524000000.00,4162000000.00,2728000000.00,1028000000.00,396000000.00,3681000000.00,1576000000.00,1079000000.00,415000000.00,18067000000.00,14725000000.00,5614000000.00,537000000.00,3098000000.00,1864000000.00,1441000000.00,505000000.00,1645000000.00,1341000000.00,0,2434000000.00,0,229050000.00,0,96990000.00,422730000.00,245710000.00,0,0,0,0,0.0
17,减：营业外支出,17278000000.00,8051000000.00,4843000000.00,5239000000.00,22825000000.00,14630000000.00,5046000000.00,3379000000.00,8298000000.00,9261000000.00,5479000000.00,2742000000.00,14317000000.00,4846000000.00,3389000000.00,1199000000.00,11220000000.00,4836000000.00,3177000000.00,1290000000.00,10383000000.00,5261000000.00,2693000000.00,1273000000.00,12430000000.00,5397000000.00,3085000000.00,1308000000.00,10199000000.00,6375000000.00,3230000000.00,967000000.00,9721000000.00,5810000000.00,2765000000.00,891000000.00,8054000000.00,5619000000.00,1604000000.00,576000000.00,8679000000.00,2250000000.00,1412000000.00,435000000.00,6299000000.00,4487000000.00,3133000000.00,442000000.00,4231000000.00,2484000000.00,1081000000.00,300000000.00,4180000000.00,5681000000.00,0,5134000000.00,0,7205820000.00,0,5641490000.00,1368500000.00,3668110000.00,0,0,0,0,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1576000000.00,0,-289000000.00,0,1962000000.00,2333000000.00,0,3481000000.00,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,103213000000.00,82762000000.00,61773000000.00,24584000000.00,115200000000.00,101491000000.00,60406000000.00,24290000000.00,53083000000.00,40440000000.00,27829000000.00,15073000000.00,45192000000.00,33430000000.00,26597000000.00,-8244000000.00,58166000000.00,47858000000.00,38434000000.00,10012000000.00,156768000000.00,136293000000.00,95714000000.00,47233000000.00,178016000000.00,134704000000.00,93761000000.00,49668000000.00,166810000000.00,124900000000.00,87591000000.00,54077000000.00,184276000000.00,142967000000.00,98251000000.00,53505000000.00,189194000000.00,134847000000.00,88538000000.00,44510000000.00,139767000000.00,107130000000.00,63596000000.00,24399000000.00,161100000000.00,127005000000.00,73206000000.00,38233000000.00,192825000000.00,145942000000.00,106294000000.00,51986000000.00,189790000000.00,185029000000.00,85467000000.00,139012000000.00,63909000000.00,89434290000.00,54995000000.00,58508540000.00,58457320000.00,71674710000.00,26960000000.00,19661000000.00,31975000000.00,33139000000.00,0.0
20,减：所得税费用,36203000000.00,29225000000.00,22638000000.00,8539000000.00,42790000000.00,38168000000.00,23066000000.00,9081000000.00,16295000000.00,10550000000.00,6868000000.00,4456000000.00,15778000000.00,12644000000.00,9696000000.00,2698000000.00,15802000000.00,11969000000.00,9845000000.00,2287000000.00,37734000000.00,30273000000.00,21661000000.00,9963000000.00,35787000000.00,29145000000.00,21204000000.00,9309000000.00,36192000000.00,25829000000.00,17763000000.00,10271000000.00,38269000000.00,28515000000.00,24554000000.00,12898000000.00,38519000000.00,26910000000.00,18216000000.00,9134000000.00,33389000000.00,22983000000.00,11719000000.00,5718000000.00,35154000000.00,28326000000.00,17909000000.00,7174000000.00,49331000000.00,34937000000.00,25997000000.00,12897000000.00,47043000000.00,51785000000.00,23246000000.00,40048000000.00,17899000000.00,26346760000.00,0,19288480000.00,19154630000.00,24824330000.00,0,0,0,0,0.0
21,五、净利润,67010000000.00,53537000000.00,39135000000.00,16045000000.00,72410000000.00,63323000000.00,37340000000.00,15209000000.00,36788000000.00,29890000000.00,20961000000.00,10617000000.00,29414000000.00,20786000000.00,16901000000.00,-10942000000.00,42364000000.00,35889000000.00,28589000000.00,7725000000.00,119034000000.00,106020000000.00,74053000000.00,37270000000.00,142229000000.00,105559000000.00,72557000000.00,40359000000.00,130618000000.00,99071000000.00,69828000000.00,43806000000.00,146007000000.00,114452000000.00,73697000000.00,40607000000.00,150675000000.00,107937000000.00,70322000000.00,35376000000.00,106378000000.00,84147000000.00,51877000000.00,18681000000.00,125946000000.00,98679000000.00,55297000000.00,31059000000.00,143494000000.00,111005000000.00,80297000000.00,39089000000.00,142747000000.00,133244000000.00,62818000000.00,98964000000.00,46744000000.00,63087530000.00,38915000000.00,39220060000.00,39660730000.00,46850380000.00,26874000000.00,15332000000.00,29687000000.00,31369000000.00,0.0
22,归属于母公司所有者的净利润,45677000000.00,37282000000.00,28420000000.00,10251000000.00,52585000000.00,48121000000.00,27086000000.00,10150000000.00,22793000000.00,17362000000.00,12674000000.00,5699000000.00,7900000000.00,1724000000.00,528000000.00,-13786000000.00,35653000000.00,30598000000.00,25404000000.00,6149000000.00,107173000000.00,96044000000.00,68122000000.00,34248000000.00,129577000000.00,95293000000.00,65521000000.00,36017000000.00,115323000000.00,86954000000.00,62024000000.00,39153000000.00,132984000000.00,103437000000.00,66006000000.00,37002000000.00,139871000000.00,99910000000.00,65211000000.00,32449000000.00,103173000000.00,81149000000.00,50326000000.00,18774000000.00,113798000000.00,86602000000.00,48355000000.00,26519000000.00,134574000000.00,104896000000.00,75882000000.00,37136000000.00,136229000000.00,127867000000.00,62221000000.00,97281000000.00,46010000000.00,62419590000.00,38619000000.00,39089050000.00,39660730000.00,46972280000.00,27001000000.00,15275000000.00,29848000000.00,31456000000.00,0.0
23,少数股东损益,21333000000.00,16255000000.00,10715000000.00,5794000000.00,19825000000.00,15202000000.00,10254000000.00,5059000000.00,13995000000.00,12528000000.00,8287000000.00,4918000000.00,21514000000.00,19062000000.00,16373000000.00,2844000000.00,6711000000.00,5291000000.00,3185000000.00,1576000000.00,11861000000.00,9976000000.00,5931000000.00,3022000000.00,12652000000.00,10266000000.00,7036000000.00,4342000000.00,15295000000.00,12117000000.00,7804000000.00,4653000000.00,13023000000.00,11015000000.00,7691000000.00,3605000000.00,10804000000.00,8027000000.00,5111000000.00,2927000000.00,3205000000.00,2998000000.00,1551000000.00,-93000000.00,12148000000.00,12077000000.00,6942000000.00,4540000000.00,8920000000.00,6109000000.00,4415000000.00,1953000000.00,6518000000.00,5377000000.00,597000000.00,1683000000.00,734000000.00,667940000.00,296000000.00,131010000.00,0,-121900000.00,-127000000.00,57000000.00,-161000000.00,-87000000.00,0.0
24,六、每股收益,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,基本每股收益(元/股),0.250000,0.204000,0.155000,0.056000,0.290000,0.263000,0.148000,0.060000,0.120000,0.090000,0.069000,0.030000,0.040000,0.010000,0.003000,-0.080000,0.190000,0.170000,0.140000,0.030000,0.590000,0.520000,0.370000,0.190000,0.710000,0.520000,0.360000,0.200000,0.630000,0.480000,0.340000,0.210000,0.730000,0.570000,0.361000,0.200000,0.760000,0.550000,0.360000,0.180000,0.560000,0.440000,0.270000,0.100000,0.620000,0.470000,0.260000,0.140000,0.750000,0.590000,0.420000,0.210000,0.760000,0.720000,0,0.550000,0,0,0,0,0,0,0,0,0,0,0.0
26,稀释每股收益(元/股),0.250000,0.204000,0.155000,0.056000,0.290000,0.263000,0.148000,0.060000,0.120000,0.090000,0.069000,0.030000,0.040000,0.010000,0.003000,-0.080000,0.190000,0.170000,0.140000,0.030000,0.590000,0.520000,0.370000,0.190000,0.710000,0.520000,0.360000,0.200000,0.630000,0.480000,0.340000,0.210000,0.730000,0.570000,0.361000,0.200000,0.760000,0.550000,0.360000,0.180000,0.560000,0.440000,0.270000,0.100000,0.620000,0.470000,0.260000,0.140000,0.750000,0.590000,0.420000,0.210000,0.760000,0.720000,0,0.550000,0,0,0,0,0,0,0,0,0,0,0.0
27,七、其他综合收益,8930000000.00,8141000000.00,3007000000.00,-784000000.00,-2648000000.00,3232000000.00,-2285000000.00,-4960000000.00,-1365000000.00,1345000000.00,189000000.00,2023000000.00,9589000000.00,6965000000.00,5758000000.00,1718000000.00,-20239000000.00,-14999000000.00,-4787000000.00,-4986000000.00,-7307000000.00,-3137000000.00,-985000000.00,-2284000000.00,-11605000000.00,-7013000000.00,-7299000000.00,-299000000.00,-42000000.00,1980000000.00,1224000000.00,507000000.00,-5406000000.00,-5133000000.00,51000000.00,-19000000.00,2796000000.00,1764000000.00,437000000.00,1017000000.00,-3347000000.00,-4033000000.00,-3917000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
28,八、综合收益总额,75940000000.00,61678000000.00,42142000000.00,15261000000.00,69762000000.00,66555000000.00,35055000000.00,10249000000.00,35423000000.00,31235000000.00,21150000000.00,12640000000.00,39003000000.00,27751000000.00,22659000000.00,-9224000000.00,22125000000.00,20890000000.00,23802000000.00,2739000000.00,111727000000.00,102883000000.00,73068000000.00,34986000000.00,130624000000.00,98546000000.00,65258000000.00,40060000000.00,130576000000.00,101051000000.00,71052000000.00,44313000000.00,140601000000.00,109319000000.00,73748000000.00,40588000000.00,153471000000.00,109701000000.00,70759000000.00,36393000000.00,103031000000.00,80114000000.00,47960000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
29,归属于母公司所有者的综合收益总额,50318000000.00,41355000000.00,29172000000.00,10351000000.00,47621000000.00,48676000000.00,23908000000.00,6350000000.00,23680000000.00,20304000000.00,13548000000.00,7443000000.00,15857000000.00,6729000000.00,4699000000.00,-11893000000.00,19101000000.00,18738000000.00,21051000000.00,1385000000.00,101280000000.00,94334000000.00,68623000000.00,32979000000.00,120555000000.00,89507000000.00,58844000000.00,35738000000.00,115337000000.00,88602000000.00,62855000000.00,39822000000.00,129078000000.00,99343000000.00,66572000000.00,37167000000.00,143065000000.00,101965000000.00,65528000000.00,33351000000.00,101853000000.00,79141000000.00,48397000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
30,归属于少数股东的综合收益总额,25622000000.00,20323000000.00,12970000000.00,4910000000.00,22141000000.00,17879000000.00,11147000000.00,3899000000.00,11743000000.00,10931000000.00,7602000000.00,5197000000.00,23146000000.00,21022000000.00,17960000000.00,2669000000.00,3024000000.00,2152000000.00,2751000000.00,1354000000.00,10447000000.00,8549000000.00,4445000000.00,2007000000.00,10069000000.00,9039000000.00,6414000000.00,4322000000.00,15239000000.00,12449000000.00,8197000000.00,4491000000.00,11523000000.00,9976000000.00,7176000000.00,3421000000.00,10406000000.00,7736000000.00,5231000000.00,3042000000.00,1178000000.00,973000000.00,-437000000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
