,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20081231,20080630,20071231,20070630,20061231,20051231,20041231,20031231,20021231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,127738523000.00,93821797000.00,62184263000.00,30304111000.00,130054707000.00,88981326000.00,54150930000.00,24737565000.00,105914702000.00,73932895000.00,45037637000.00,21046138000.00,103469997000.00,72797790000.00,44949565000.00,20285247000.00,80008968000.00,48493574000.00,31582366000.00,15282504000.00,58195878000.00,40408603000.00,26715706000.00,11723871000.00,52863284000.00,38704489000.00,26040933000.00,12883871000.00,46853774000.00,33108940000.00,22582012000.00,11734272000.00,48826919000.00,34334089000.00,22544664000.00,11710335000.00,48448416000.00,35890630000.00,25264607000.00,13246528000.00,41113912000.00,27727209000.00,12703929000.00,21496546000.00,8721778000.00,13128190000.00,6555696000.00,6451608000.00,4114367000.00,2305160000.00,0.0
2,营业收入,127738523000.00,93821797000.00,62184263000.00,30304111000.00,130054707000.00,88981326000.00,54150930000.00,24737565000.00,105914702000.00,73932895000.00,45037637000.00,21046138000.00,103469997000.00,72797790000.00,44949565000.00,20285247000.00,80008968000.00,48493574000.00,31582366000.00,15282504000.00,58195878000.00,40408603000.00,26715706000.00,11723871000.00,52863284000.00,38704489000.00,26040933000.00,12883871000.00,46853774000.00,33108940000.00,22582012000.00,11734272000.00,48826919000.00,34334089000.00,22544664000.00,11710335000.00,48448416000.00,35890630000.00,25264607000.00,13246528000.00,41113912000.00,27727209000.00,12394140000.00,21496546000.00,8721778000.00,13098240000.00,6529023000.00,6441869000.00,4076006000.00,2290898000.00,0.0
3,二、营业总成本,125615182000.00,92217708000.00,60611042000.00,29770053000.00,128365822000.00,88684663000.00,54415236000.00,24909165000.00,101373317000.00,70545438000.00,43042887000.00,20209107000.00,96739512000.00,68031248000.00,42055852000.00,19146072000.00,78061580000.00,47483074000.00,31030739000.00,15148695000.00,58443359000.00,40639821000.00,26375260000.00,11711804000.00,52708223000.00,38383127000.00,25733769000.00,12752294000.00,47146957000.00,33232622000.00,22654620000.00,11702117000.00,47920318000.00,33917483000.00,22213360000.00,11372636000.00,45706687000.00,33134232000.00,22643147000.00,11439722000.00,36963528000.00,26766779000.00,11181699000.00,19753666000.00,8045315000.00,12044530000.00,6108060000.00,5484823000.00,3194828000.00,1542836000.00,0.0
4,营业成本,106924288000.00,78775111000.00,51522898000.00,24531984000.00,108725343000.00,74365146000.00,45527378000.00,20496606000.00,85775482000.00,59251044000.00,35885394000.00,16625725000.00,82400900000.00,57454150000.00,35588441000.00,16419554000.00,66513559000.00,39890192000.00,26075750000.00,12659597000.00,49143886000.00,34202165000.00,22253817000.00,9729657000.00,44745555000.00,32661487000.00,21899219000.00,10830403000.00,40153064000.00,28241703000.00,19046568000.00,9692229000.00,40438789000.00,28891672000.00,18991960000.00,9717091000.00,39173976000.00,28439015000.00,19490549000.00,9870607000.00,31479762000.00,22032299000.00,10013298000.00,17060063000.00,6853425000.00,10200740000.00,5043785000.00,4720863000.00,2743324000.00,1334448000.00,0.0
5,营业税金及附加,1560596000.00,1149573000.00,768569000.00,405242000.00,2145629000.00,1471107000.00,848039000.00,453674000.00,1329477000.00,852762000.00,561938000.00,319927000.00,1511717000.00,928700000.00,616329000.00,307648000.00,1267326000.00,883858000.00,660930000.00,334688000.00,957435000.00,656983000.00,464077000.00,218650000.00,1203534000.00,864083000.00,633092000.00,357292000.00,1109207000.00,800170000.00,584024000.00,343623000.00,969714000.00,573918000.00,352345000.00,177724000.00,659656000.00,497111000.00,402264000.00,241627000.00,673615000.00,300424000.00,0,0,0,159320000.00,30693000.00,16116000.00,9636000.00,2066000.00,0.0
6,销售费用,4345897000.00,3345688000.00,2300530000.00,1063088000.00,4729481000.00,4144440000.00,2623968000.00,1172277000.00,4925288000.00,3537758000.00,2248952000.00,1058996000.00,4196339000.00,2863831000.00,1804047000.00,602332000.00,2867992000.00,1738371000.00,1201130000.00,611312000.00,2228758000.00,1590962000.00,985814000.00,472773000.00,2011845000.00,1406821000.00,991114000.00,461856000.00,1511797000.00,1089612000.00,791654000.00,422524000.00,1799757000.00,1224320000.00,847266000.00,488972000.00,2175881000.00,1489438000.00,1014849000.00,502577000.00,1487735000.00,934231000.00,446091000.00,648187000.00,318609000.00,480180000.00,170089000.00,160341000.00,102392000.00,53844000.00,0.0
7,管理费用,4140997000.00,3160219000.00,2070883000.00,1044484000.00,3760412000.00,2679375000.00,1757397000.00,1883398000.00,6786083000.00,5066885000.00,3120342000.00,1556914000.00,6842635000.00,5440908000.00,3022396000.00,1298477000.00,5415060000.00,3742275000.00,2302538000.00,1104840000.00,4430271000.00,2965226000.00,1926761000.00,898700000.00,3314727000.00,2461019000.00,1582628000.00,806370000.00,3185007000.00,2284822000.00,1589465000.00,856160000.00,3455516000.00,2491180000.00,1606853000.00,855850000.00,3306333000.00,2420434000.00,1554985000.00,798017000.00,2773943000.00,2626989000.00,722310000.00,1656995000.00,588419000.00,957350000.00,717886000.00,544440000.00,349367000.00,147063000.00,0.0
8,财务费用,3014032000.00,1948003000.00,1452939000.00,1154196000.00,2997101000.00,2205928000.00,1361129000.00,813445000.00,2314401000.00,1627732000.00,974813000.00,379790000.00,1222190000.00,990438000.00,657280000.00,286037000.00,1445995000.00,1035546000.00,628644000.00,402594000.00,1389125000.00,1035231000.00,637036000.00,318914000.00,1160259000.00,842605000.00,532460000.00,244007000.00,863624000.00,550393000.00,400862000.00,182761000.00,771296000.00,565235000.00,360596000.00,118395000.00,370141000.00,276093000.00,167128000.00,46261000.00,269178000.00,697227000.00,0,388421000.00,186520000.00,246940000.00,145607000.00,43063000.00,-9891000.00,5415000.00,0.0
9,研发费用,5629372000.00,3839114000.00,2495223000.00,1293328000.00,4989360000.00,3486877000.00,2079169000.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98342000.00,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,143384000.00,686416000.00,209730000.00,125113000.00,89765000.00,242586000.00,209257000.00,251448000.00,267755000.00,565731000.00,353221000.00,367359000.00,232024000.00,551648000.00,192832000.00,161747000.00,35664000.00,293884000.00,189254000.00,107755000.00,73110000.00,272303000.00,147112000.00,95256000.00,52365000.00,324258000.00,276863000.00,242047000.00,204820000.00,485246000.00,171158000.00,54340000.00,14604000.00,20700000.00,12141000.00,13372000.00,-19367000.00,279295000.00,175609000.00,0,0,0,0,0,0,0,0,0.0
11,公允价值变动收益,9749000.00,27000.00,4794000.00,557000.00,-5470000.00,35457000.00,-15981000.00,-185943000.00,-118166000.00,-2262000.00,-1472000.00,-460000.00,-18207000.00,-15987000.00,-13162000.00,-4285000.00,18207000.00,0.00,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,906000.00,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,-808695000.00,-380351000.00,-273331000.00,59258000.00,248412000.00,542936000.00,395557000.00,-3369000.00,-206053000.00,-120315000.00,-2377000.00,-2756000.00,-726027000.00,-307718000.00,-93205000.00,-51010000.00,1210370000.00,1261713000.00,-89339000.00,-27016000.00,68366000.00,189673000.00,-7185000.00,-8599000.00,-48408000.00,-53913000.00,-34934000.00,79000.00,-11189000.00,-10941000.00,710000.00,8436000.00,503750000.00,13852000.00,-3577000.00,7652000.00,25771000.00,18315000.00,10630000.00,4957000.00,17236000.00,29759000.00,0,0,0,0,10163000.00,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,-422776000.00,-113605000.00,-92332000.00,0,-224724000.00,88424000.00,-26557000.00,-3369000.00,-224522000.00,-139452000.00,-19020000.00,-3076000.00,-599824000.00,-154740000.00,-114799000.00,-52402000.00,-242799000.00,-177916000.00,-90805000.00,-27016000.00,-122389000.00,-9378000.00,-11446000.00,-8599000.00,-48408000.00,-53913000.00,-34934000.00,79000.00,-24503000.00,-24254000.00,-12604000.00,-4877000.00,1207000.00,13852000.00,-3577000.00,7652000.00,25554000.00,18098000.00,10552000.00,4957000.00,16368000.00,15963000.00,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0.00,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,2312288000.00,2055748000.00,1789091000.00,1014508000.00,4241760000.00,2300771000.00,980585000.00,249126000.00,5410551000.00,4105070000.00,2595439000.00,833815000.00,5986251000.00,4442837000.00,2787346000.00,1083880000.00,3175965000.00,2272213000.00,462288000.00,106793000.00,-179115000.00,-41545000.00,333261000.00,3468000.00,106653000.00,267449000.00,272230000.00,131656000.00,-304372000.00,-145564000.00,-71898000.00,40591000.00,1410351000.00,430458000.00,327727000.00,345351000.00,2767500000.00,2774713000.00,2632090000.00,1811763000.00,4168526000.00,990189000.00,1522230000.00,1742880000.00,0.00,1094810000.00,458474000.00,966785000.00,924454000.00,763373000.00,0.0
16,加:营业外收入,226322000.00,158409000.00,111740000.00,55920000.00,229930000.00,184239000.00,137533000.00,70110000.00,279030000.00,162917000.00,105154000.00,208824000.00,844328000.00,571873000.00,275622000.00,96475000.00,703235000.00,531691000.00,389048000.00,106530000.00,1114319000.00,774023000.00,362773000.00,127881000.00,775688000.00,473450000.00,368059000.00,67571000.00,662032000.00,458454000.00,257637000.00,99834000.00,367390000.00,271859000.00,201218000.00,49738000.00,549159000.00,248350000.00,204226000.00,148262000.00,474544000.00,443157000.00,0,0,0,16390000.00,0,5255000.00,1013000.00,0,0.0
17,减：营业外支出,107479000.00,46527000.00,27183000.00,10694000.00,86050000.00,50855000.00,31064000.00,13675000.00,68940000.00,72348000.00,50583000.00,21008000.00,262169000.00,164410000.00,53893000.00,31825000.00,84214000.00,58346000.00,20798000.00,9329000.00,61252000.00,49898000.00,47103000.00,13036000.00,50260000.00,28288000.00,21897000.00,15244000.00,66935000.00,48454000.00,26395000.00,6966000.00,50257000.00,75521000.00,39020000.00,17045000.00,174392000.00,88295000.00,62751000.00,26447000.00,136620000.00,69374000.00,0,0,0,37200000.00,0,4932000.00,5363000.00,0,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,39300000.00,27880000.00,8199000.00,136717000.00,76919000.00,22398000.00,9648000.00,36051000.00,14335000.00,3763000.00,0.00,0,0,16384000.00,8580000.00,11448000.00,4831000.00,2148000.00,1231000.00,13951000.00,9561000.00,13905000.00,2605000.00,9414000.00,24887000.00,16376000.00,4825000.00,41051000.00,28977000.00,24910000.00,13557000.00,92062000.00,28132000.00,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,2431131000.00,2167630000.00,1873648000.00,1059734000.00,4385640000.00,2434155000.00,1087054000.00,305561000.00,5620641000.00,4195639000.00,2650010000.00,1021631000.00,6568410000.00,4850300000.00,3009075000.00,1148530000.00,3794986000.00,2745558000.00,830538000.00,203994000.00,873952000.00,682580000.00,648931000.00,118313000.00,832081000.00,712611000.00,618392000.00,183983000.00,290725000.00,264436000.00,159344000.00,133459000.00,1727484000.00,626796000.00,489925000.00,378044000.00,3142267000.00,2934768000.00,2773565000.00,1933578000.00,4506450000.00,1363972000.00,850097000.00,1742880000.00,676463000.00,1074000000.00,458474000.00,967108000.00,920104000.00,763373000.00,0.0
20,减：所得税费用,312274000.00,272782000.00,225342000.00,171237000.00,829447000.00,288003000.00,212693000.00,41420000.00,703705000.00,733761000.00,484847000.00,240265000.00,1088398000.00,878649000.00,540008000.00,250884000.00,656790000.00,563016000.00,206342000.00,50703000.00,134082000.00,64250000.00,87349000.00,30799000.00,56215000.00,88725000.00,82134000.00,27974000.00,77835000.00,125343000.00,55190000.00,79853000.00,132408000.00,114853000.00,95393000.00,53945000.00,223677000.00,217145000.00,185538000.00,143180000.00,428010000.00,88323000.00,107369000.00,40551000.00,29812000.00,53080000.00,90041000.00,64426000.00,61567000.00,59445000.00,0.0
