,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20091231,20090630,20081231,20080630,20071231,20070630,20061231,20060630,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3510147949.37,2201037019.81,1373518485.28,480266098.41,2708496168.56,1601421122.42,996348679.58,351988113.60,2338145133.75,1339736917.84,847800168.18,277615083.65,1820108218.46,1021364459.41,665598374.33,203135364.42,1351669927.31,761952404.96,470105736.77,154767301.81,902602843.61,536930475.31,348171854.28,103944321.93,669847315.79,413794049.84,272953993.70,87305665.32,545762136.89,361567943.94,233703957.42,79358039.40,464894261.73,344536322.67,220191339.92,62309680.97,399209085.07,311620854.44,209488736.66,334353896.49,161666546.34,291608511.97,131158197.58,218556102.96,80520501.92,131877817.60,73959754.91,100155301.28,80577048.83,0.0
2,营业收入,3510147949.37,2201037019.81,1373518485.28,480266098.41,2708496168.56,1601421122.42,996348679.58,351988113.60,2338145133.75,1339736917.84,847800168.18,277615083.65,1820108218.46,1021364459.41,665598374.33,203135364.42,1351669927.31,761952404.96,470105736.77,154767301.81,902602843.61,536930475.31,348171854.28,103944321.93,669847315.79,413794049.84,272953993.70,87305665.32,545762136.89,361567943.94,233703957.42,79358039.40,464894261.73,344536322.67,220191339.92,62309680.97,399209085.07,311620854.44,209488736.66,334353896.49,161666546.34,291608511.97,131158197.58,218556102.96,80520501.92,131877817.60,73959754.91,100117879.28,80577048.83,0.0
3,二、营业总成本,2973523911.66,1911958496.16,1168730955.11,451703176.58,2313114354.57,1394034508.99,846810818.32,331101999.83,2011490555.98,1152759823.43,712573271.89,254091218.14,1592880998.95,867095895.36,555869585.07,193151736.12,1168709330.75,642665845.25,396016530.24,144808665.06,775653935.23,452838411.85,289243871.17,95753948.01,586358515.89,358165291.39,229236543.51,79725322.05,440959701.54,298378824.96,194177717.11,73899560.87,386889259.51,281435615.84,180498523.81,56738588.64,335483699.02,257411128.42,173777188.59,284626322.10,135859902.21,250409960.71,110855726.23,185749122.18,68219474.63,114949352.65,66861292.77,89717717.17,74331621.89,0.0
4,营业成本,2081652152.40,1286431821.33,765158192.79,263447209.90,1532347397.66,917355101.11,558755866.55,204483753.34,1389187715.80,748276027.30,463409728.02,142852800.72,1102662715.91,554332935.19,367310463.98,106541969.37,763905420.24,387652276.81,247646146.38,77133935.24,493984245.17,263937127.88,172682393.15,48909792.60,364360058.06,210954158.39,137893930.43,42326713.27,285727573.30,190911646.27,126711277.40,47020425.87,222535281.92,170687158.97,113423194.87,28071404.70,233562159.92,186331588.75,128862459.82,203739253.89,96498552.69,185475061.37,85950663.47,147430524.02,52969818.49,77300671.45,49159472.09,62413196.47,55463866.17,0.0
5,营业税金及附加,25402076.96,11627188.48,7769348.33,3413798.16,25776902.33,12584525.96,6969459.05,2432702.20,25008544.27,11196489.58,7384120.63,2277584.92,15868871.33,5692369.71,3271574.01,1476446.21,13634561.32,5613779.00,2733527.09,1171809.69,11326552.25,5529854.25,2664529.27,465741.31,5808498.55,3221658.32,2057171.36,484801.37,8908440.41,6291804.71,4109515.25,1243545.98,8271267.20,4837553.66,3122805.38,1344383.46,7077385.65,4194558.85,3151792.37,4364246.40,2139206.70,5212085.31,2067729.09,2318310.01,720001.78,2058626.60,696669.58,1385585.00,1022057.19,0.0
6,销售费用,254566344.38,162880309.44,104431078.05,47137604.60,198935513.56,126839000.72,74958442.51,30770469.78,130520356.57,81097713.51,49072325.68,25141076.34,111848399.16,74759777.15,46669001.50,19830909.34,92997168.34,63247260.73,35882691.54,17222600.23,69961760.42,43357575.00,27101681.21,11187834.82,54723791.57,36684648.26,22520124.61,10009166.76,48297666.47,31486762.11,18488282.49,8723214.66,41712780.14,26915630.65,13905709.36,6704761.08,25754638.21,17615807.68,11313041.78,18901036.43,8255772.88,12616905.37,5131849.49,9995101.19,4328981.62,7407443.86,3599146.05,5382081.33,3529102.81,0.0
7,管理费用,281683581.64,203207709.67,134839211.21,81932942.62,305390513.29,163850842.59,203094071.94,92206690.71,456642635.32,312488088.79,191940926.25,84833406.15,359495982.19,229787375.24,137729082.71,67373594.10,295386757.21,183114586.10,107307675.08,51051086.25,197128283.45,134965963.58,81142599.36,34563554.85,157594945.32,105831708.08,66882644.92,27840394.97,105544572.66,72905458.93,48721857.54,20147355.44,110915974.86,76344940.39,48357677.57,20821018.91,67746454.58,48932380.45,30328060.00,54292469.64,27434939.33,44900903.00,17015113.83,25516906.36,9940606.11,27390326.62,13044574.72,20805903.57,14748248.96,0.0
8,财务费用,-18708808.10,-10537821.32,-6009141.05,-1914845.20,-6613081.71,-5319645.63,-4685491.79,-1864917.67,-7649125.04,-6857240.47,-4567264.96,-2104239.26,-4714972.96,-2861488.79,-1990298.64,-1292907.25,-4950708.40,-4750116.55,-4078267.02,-2276004.59,-4140125.80,-3368585.36,-1361251.69,-605226.72,-7503150.08,-5844048.71,-4454948.88,-2521931.66,-12486247.20,-9890614.04,-7154037.99,-3458306.98,-928234.46,-425280.05,-640485.75,-202979.51,-66244.85,-304992.77,-325456.24,551199.39,-28767.14,1666098.59,711523.05,60492.51,65969.68,792284.12,361430.33,-269049.20,-431653.24,0.0
9,研发费用,348928564.38,258349288.56,162542265.78,51986462.58,235990689.67,167019295.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
10,资产减值损失,0,0,0,0,21286419.77,11705388.60,7718470.06,3073301.47,17780429.06,6558744.72,5333436.27,1090589.27,7720003.32,5384926.86,2879761.51,-778275.65,7736132.04,7788059.16,6524757.17,505238.24,7393219.74,8416476.50,7013919.87,1232251.15,11374372.47,7317167.05,4337621.07,1586177.34,4967695.90,6673766.98,3300822.42,223325.90,4382189.85,3075612.22,2329622.38,0,1409305.51,641785.46,447290.86,2778116.35,1560197.75,538907.07,-21152.70,427788.09,194096.95,0,0,0,0,0.0
11,公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
12,投资收益,865261.10,588783.21,888899.37,675664.08,36442028.01,36442028.01,36442028.01,-1120361.04,1346020.16,-2554103.15,-1613812.60,-1198864.14,3271381.94,-20439.79,-639121.66,-894048.56,2088689.65,210834.28,-68893.57,0,25518.99,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,404002.82,404002.82,0,0,0,0,0,0,0.0
13,其中:对联营企业和合营企业的投资收益,31484.32,-300116.16,0,0,-2392479.08,-2392479.08,-2392479.08,-1120361.04,877182.63,-2554103.15,-1613812.60,-1198864.14,3271381.94,-20439.79,-639121.66,-894048.56,1383888.43,210834.28,0,0,25518.99,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
14,汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
15,三、营业利润,635833361.52,364985891.12,252365111.23,62240697.68,541750417.51,319602719.14,226626803.51,48473018.12,422252347.60,230954179.40,164947886.13,22325001.37,230498601.45,154248124.26,109089667.60,9089579.74,185049286.21,119497393.99,74020312.96,9958636.75,126974427.37,84092063.46,58927983.11,8190373.92,83488799.90,55628758.45,43717450.19,7580343.27,104802435.35,63189118.98,39526240.31,5458478.53,78005002.22,63100706.83,39692816.11,5571092.33,63725386.05,54209726.02,35711548.07,49727574.39,25806644.13,41602554.08,20706474.17,32806980.78,12301027.29,21631496.48,9478735.20,13184755.16,7131056.36,0.0
16,加:营业外收入,10471.36,4187.83,1358.58,209.26,216509.70,259160.69,40103.95,9158.06,196906.40,9116423.40,2256921.49,18948009.54,82908092.05,43143180.79,30377880.58,23233915.32,62579437.08,32400157.76,19867493.63,11200835.20,43079716.73,25694488.61,11998834.84,5749775.98,32297068.79,16270119.66,7329697.92,5702151.83,11923164.33,10153735.30,5362554.08,2096182.51,15812973.34,1663929.48,1615719.19,1603219.19,15415865.89,8211931.30,5305080.24,7443227.65,3351449.08,2477148.86,902080.45,1471947.29,714180.65,1200000.00,0,0,0,0.0
17,减：营业外支出,12563151.09,10893116.57,9977550.73,2507631.77,11214317.81,8145813.60,7859352.77,153630.14,8103933.36,1549551.11,1252031.24,984242.82,10759184.07,577368.85,526837.07,1921.79,6550732.41,634240.16,407901.04,23506.81,741465.59,620920.23,51242.26,0,341178.97,7596.13,6827.13,6616.43,143523.75,3234.97,3234.97,0,159636.49,105033.44,64452.84,27930.84,31240.55,23033.61,22533.61,91136.33,0,34886.16,5000.00,55000.00,55000.00,115282.62,10000.00,0,0,0.0
18,其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,55672.44,55672.44,0,155653.48,105551.64,98775.76,0,311365.94,230324.46,38984.66,22433.31,481713.98,378843.64,0,0,56223.20,6885.43,6616.43,0,0,0.00,3234.97,0,0,0,0,26430.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
19,四、利润总额,623280681.79,354096962.38,242388919.08,59733275.17,530752609.40,311716066.23,218807554.69,48328546.04,414345320.64,238521051.69,165952776.38,40288768.09,302647509.43,196813936.20,138940711.11,32321573.27,241077990.88,151263311.59,93479905.55,21135965.14,169312678.51,109165631.84,70875575.69,13940149.90,115444689.72,71891281.98,51040320.98,13275878.67,116582075.93,73339619.31,44885559.42,7554661.04,93658339.07,64659602.87,41244082.46,7146380.68,79110011.39,62398623.71,40994094.70,57079665.71,29158093.21,44044816.78,21603554.62,34223928.07,12960207.94,22716213.86,9468735.20,13184755.16,7131056.36,0.0
20,减：所得税费用,41333259.21,23586421.97,16339561.86,2894922.01,41995446.11,16401540.82,10829951.85,2382497.16,39500710.39,20642200.77,16233907.68,5425474.01,28286849.87,18508721.04,14679851.44,5437709.22,32460020.33,19666240.31,10066512.01,4136754.24,19701994.46,15810114.14,10113172.27,2098221.54,-6672228.44,-6610203.37,-1119742.18,3677247.36,15725405.56,8702812.71,2594352.45,114238.44,11738070.29,10937977.37,6039161.40,1384092.85,8057260.43,9288817.53,5827270.58,4555961.64,4107131.43,2229535.56,5489810.21,3287419.47,1556986.44,1133359.20,531634.66,677320.69,569598.41,0.0
