,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,3139491074.33,2539120166.05,1308612589.21,179993777.23,2413527240.03,1951930945.71,953079721.94,86995327.62,2101120335.32,1570904619.50,731534003.16,107520800.99,1802357428.23,1461649242.55,728158142.72,104003191.02,1754772942.04,1443751735.32,825030066.73,117131506.15,2731376969.45,2166628754.14,1227926948.68,187236824.05,2425489030.54,1928045541.42,1087064887.64,152600208.17,2300535261.90,1906495875.87,967922891.12,165612781.55,2219874038.06,1693373544.35,915184452.08,177959272.58,1753956938.51,1333813800.15,702252229.05,153420386.40,1250425233.23,1019738364.45,560270726.12,133721291.92,949953167.42,753200185.64,390454283.23,103017039.53,686966388.69,521718549.89,259310080.88,64038009.36,507956871.42,403917818.61,217973776.46,57830126.02,259933075.33,196118013.14,121069959.97,54402792.52,260400475.90,209312551.58,124581098.69,47816969.16,238251878.36,186398764.62,106203528.00,41014451.49,222816296.19,178214571.27,101775933.88,195725947.60,170006815.51,0.0
2,营业收入,3139491074.33,2539120166.05,1308612589.21,179993777.23,2413527240.03,1951930945.71,953079721.94,86995327.62,2101120335.32,1570904619.50,731534003.16,107520800.99,1802357428.23,1461649242.55,728158142.72,104003191.02,1754772942.04,1443751735.32,825030066.73,117131506.15,2731376969.45,2166628754.14,1227926948.68,187236824.05,2425489030.54,1928045541.42,1087064887.64,152600208.17,2300535261.90,1906495875.87,967922891.12,165612781.55,2219874038.06,1693373544.35,915184452.08,177959272.58,1753956938.51,1333813800.15,702252229.05,153420386.40,1250425233.23,1019738364.45,560270726.12,133721291.92,949953167.42,753200185.64,390454283.23,103017039.53,686966388.69,521718549.89,259310080.88,64038009.36,511794063.42,402825788.70,217546743.52,57332424.27,259091014.43,194966382.17,119898966.89,53633161.45,257624496.71,205800768.26,122999938.48,47467228.73,235549741.19,184962187.84,105316545.07,40247063.52,221313561.42,177059964.70,100934192.63,190957191.00,166542012.25,0.0
3,二、营业总成本,2600138282.23,2069424385.38,1102925651.00,295819283.51,2361117147.52,1943641121.71,933100206.11,203006177.50,2433790507.60,1718731994.41,954278901.44,297293191.30,2488092434.17,1807777042.51,1000017065.12,300134772.61,2733784265.85,1935838508.28,1173559154.19,303395437.55,3236386846.75,2597381981.96,1518948355.36,360612170.64,2566333550.51,1991218423.72,1132550707.56,263265905.08,2272223894.07,1831201970.53,867386224.17,178913517.69,1789145255.70,1285503841.40,731334616.53,180349112.91,1509141765.70,1090007798.64,583722226.95,141759153.21,1066645076.89,826837683.79,442544359.84,124755617.02,861268079.34,658487314.04,357230777.30,103043277.46,656778641.67,490479621.66,247597014.79,69240344.07,492244407.21,386638984.49,210592321.25,59716165.81,267797856.64,196621670.76,120967384.55,55881555.16,232723601.40,190994126.76,118400779.05,49664098.57,223648692.73,171570196.13,101607368.42,41921567.43,194092463.45,156662655.85,88538637.76,166400674.14,146903030.92,0.0
4,营业成本,2065551542.84,1661957350.18,828537795.77,154355096.87,1696872916.46,1354633990.07,692067987.12,86032475.30,1718022853.44,1298405544.56,664032438.11,150944117.49,1560769142.54,1304482908.59,663279457.39,138275834.67,1898726464.56,1448287528.31,850526751.98,148806483.92,2618709180.03,2106145991.89,1206417285.98,208843078.96,2107327011.01,1652509276.62,920366273.85,156571556.58,1922992379.71,1554475076.80,712814595.10,132018695.80,1517932835.39,1096583507.25,619441025.66,137380943.80,1248820227.59,926442186.57,483605695.55,105561603.66,893352923.40,705117792.53,377314648.01,96223723.37,713974269.85,548764843.61,284494890.59,73300904.23,522780551.90,392663374.01,190244464.24,45234841.35,365834299.85,292826644.89,154691279.19,39441964.85,189432685.19,140532865.27,84869460.74,37245403.16,171247277.29,136138449.64,82762495.95,34461241.86,159484602.55,125059305.94,73119861.66,28584014.47,141212400.52,114841110.27,63662244.16,106783196.81,98441822.30,0.0
5,营业税金及附加,49248863.29,43058929.73,22090445.05,11389297.63,49435098.29,40179789.73,17561009.59,9580014.21,43412469.08,35932687.43,18284465.39,10764634.47,35655536.45,14781592.54,8067393.58,1168580.67,14267776.75,10972119.36,6185897.18,665688.59,18318704.00,13881183.78,6708734.33,452679.07,19001183.18,13464243.89,6322112.16,637184.26,13944365.07,10742429.87,4615890.76,376177.14,15413751.77,12130517.80,5930500.32,592410.36,16496790.96,12632348.88,5564355.57,518924.86,12048480.72,9236251.02,4348278.92,475191.43,7421996.10,6101512.33,2855280.42,521942.00,5473059.97,4368738.08,2077838.35,278251.74,3649521.51,3247687.09,1649123.45,160484.60,1103591.07,722438.41,208483.46,59449.67,374317.88,400892.99,125079.08,14035.43,1008531.28,718935.91,302001.19,87359.01,346933.27,929563.27,435802.07,978839.20,843827.20,0.0
6,销售费用,39845530.56,40919222.68,40730080.57,5755489.69,32695992.47,30862533.63,18051270.79,6329364.89,36523100.02,24601330.65,14432400.54,5861038.18,38833223.49,26739849.41,16174826.02,6772710.96,58485936.58,41653094.79,27287031.03,15012930.38,70156171.43,52126809.43,33329916.96,13520455.99,67499696.85,43826321.97,23658012.20,11540146.72,52877378.04,36397456.36,19233987.26,8084896.23,46850344.23,31039073.86,18076915.92,7353972.40,42107124.50,25397451.27,14772630.68,6084567.96,31150699.54,21947508.56,11380666.72,4477970.86,25781443.14,17026203.09,9921892.24,5351654.06,22534083.13,16317507.61,10077506.25,4655305.65,17360007.56,11251223.78,6846808.80,3179474.33,10269343.76,6896277.99,4855395.66,2914399.66,8613291.66,6163304.49,3718312.82,1962158.86,9794794.49,6030461.71,3991408.43,2044364.25,8058050.05,5348373.50,3076923.05,8007875.84,3546916.78,0.0
7,管理费用,265999503.19,181903337.08,113845031.88,46183482.55,204286823.75,165143752.15,101532849.77,44131374.01,281796526.72,147222629.69,129203309.53,65366542.05,333108534.13,242796127.55,165087893.52,81957549.29,345447813.68,213107114.26,143790832.64,71149013.36,254939581.85,193190630.63,127699250.13,67035737.83,215498782.77,152747923.37,96186380.81,54748377.70,182290394.19,140124199.69,74208563.89,20858884.58,147097827.31,98787087.78,54202829.35,20221304.27,148107602.66,83576515.29,54057498.73,17165275.31,102525008.79,63807428.95,32956486.34,18504648.45,84617532.81,57362698.25,39586538.56,14621172.71,68722890.16,50087810.06,28747905.67,12231144.56,75817829.65,58618350.02,37442559.70,12775401.60,52238200.00,38845006.36,25744564.20,13070021.27,44446018.77,42722493.20,28333497.93,11632765.54,47637462.88,35396124.93,21738896.69,10121021.55,39032992.46,31160267.08,18848756.17,46907581.98,39892702.37,0.0
8,财务费用,179492842.35,141585545.71,97722297.73,54945967.92,230199023.74,175381484.81,95605342.06,52725318.84,276842184.76,186040664.88,113987078.48,61690836.68,262990482.45,198812414.55,137583802.98,69698115.17,266508049.73,200287467.99,133028468.79,62418064.52,260278724.74,199668116.30,127953985.27,67576936.10,139821737.23,100376869.08,70279926.89,39375533.22,94664255.26,69966230.89,42496600.47,14921403.48,58518686.32,39372185.17,28561047.26,12306886.70,49034599.85,36952002.56,18766126.01,9297682.01,27876737.30,19628636.47,10999792.73,2623478.41,26067039.11,23945510.72,15821894.30,6324838.17,33081706.88,24546541.88,14400287.88,6599212.77,29582748.64,20695078.71,9962550.11,4158840.43,14754036.62,9625082.73,5289480.49,2592281.40,8042695.80,5568986.44,3461393.27,1593896.88,5723301.53,4365367.64,2455200.45,1084808.15,5442087.15,4383341.73,2514912.31,3723180.31,4177762.27,0.0
