,报表日期,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19941231,19931231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,4761183623.18,3555396294.31,2322000800.66,1189665778.59,4908824941.55,3527551060.19,2174433624.84,1009829980.50,5016764070.05,3773620332.03,2284661466.92,1039466332.18,3926000567.30,2709987265.72,2161157419.73,1014173881.17,4658342703.68,3611304384.92,2431756242.14,1167101098.76,5249648589.69,3792224740.56,2450744292.03,1191669670.58,5615661294.48,4209231253.94,2788290103.47,1317240801.89,6123802714.65,4633581709.04,3075784848.70,1573732873.41,5969513086.88,4418102520.33,2792428720.44,1106313595.83,5593970112.97,4296612637.28,2940800703.26,1304686696.26,5103072899.05,3731475422.16,2372861540.14,1242243198.71,6019084620.95,4943638282.18,3454404362.30,1465439151.19,5184783566.89,3557940350.36,2352810608.18,1048284139.12,4063312733.91,2906107634.26,1786291051.53,596865775.64,2926844479.60,2152895696.65,1362376435.20,633474077.12,3226650007.89,2222135173.03,1483176991.21,785462590.25,1913831897.31,1204457981.97,660303934.14,339462296.15,1217573457.75,932867390.38,584562307.21,207938556.54,1292192169.97,611253183.64,669509725.52,331162466.21,675168778.49,279579784.80,591083743.68,169453524.46,541572838.01,209879923.89,545764476.48,250293000.00,676708009.31,402511000.00,195159000.00,0.0
2,营业收入,4761183623.18,3555396294.31,2322000800.66,1189665778.59,4908824941.55,3527551060.19,2174433624.84,1009829980.50,5016764070.05,3773620332.03,2284661466.92,1039466332.18,3926000567.30,2709987265.72,2161157419.73,1014173881.17,4658342703.68,3611304384.92,2431756242.14,1167101098.76,5249648589.69,3792224740.56,2450744292.03,1191669670.58,5615661294.48,4209231253.94,2788290103.47,1317240801.89,6123802714.65,4633581709.04,3075784848.70,1573732873.41,5969513086.88,4418102520.33,2792428720.44,1106313595.83,5593970112.97,4296612637.28,2940800703.26,1304686696.26,5103072899.05,3731475422.16,2372861540.14,1242243198.71,6019084620.95,4943638282.18,3454404362.30,1465439151.19,5184783566.89,3557940350.36,2352810608.18,1048284139.12,4042265673.95,2892884137.73,1777590517.23,592616012.19,2908582852.80,2138171330.98,1353077391.80,627723802.76,3201822290.97,2203783121.85,1471089851.76,779996596.32,1887057107.29,1184299316.66,649347313.17,337155132.89,1215948434.91,926474857.10,581078381.89,206858654.09,1291708094.19,611430762.48,665292587.07,330355557.84,673853384.06,278777460.54,581776542.28,168738119.12,532653445.64,206766766.00,537046482.62,250293000.00,669632956.64,402511000.00,195159000.00,0.0
3,二、营业总成本,4735270383.52,3585383520.84,2393186876.31,1302010111.44,5521065750.42,3850666333.89,2447212495.56,1181527603.47,5114504489.51,3714590563.27,2349079101.45,1044732362.87,3749756329.97,2563713395.63,2013110486.19,1026987381.43,4872497082.93,3620740495.42,2407786581.16,1160946999.85,5070436126.49,3716421257.14,2420637244.76,1181099444.98,5634867779.46,4301740145.44,2881614933.21,1360827776.76,6527397433.69,4844218343.47,3257306044.18,1662911691.51,5995715702.51,4391210877.90,2817940820.84,1129310503.07,5705832673.66,4084134567.69,2710484561.75,1129803889.42,4850055385.29,3571920336.41,2359010839.13,1283227169.20,5605069764.06,4289425972.38,2898433605.44,1172622657.18,4173383769.31,2753555211.19,1819340406.66,813793069.09,3670050407.10,2656955622.13,1635428929.97,570793511.79,3043015585.75,2247302433.04,1411616242.01,637102775.32,3183077759.92,2159352012.35,1408066484.39,720460265.76,1709316838.74,1082197149.44,617527947.41,319623350.52,1109465284.09,838823752.03,539299411.79,205339302.96,1244384245.29,584850723.06,625256693.27,341720770.47,604408310.69,266928593.57,602707554.29,167259626.71,495277017.05,0,486729983.82,217167000.00,604878475.26,365475000.00,183665000.00,0.0
4,营业成本,4506105474.01,3419302468.12,2285831920.82,1247961216.29,5071902614.29,3647378461.58,2317901498.59,1125044946.61,4811020773.70,3541094312.10,2242513495.68,993440154.33,3459279356.16,2380859557.65,1871403404.23,948532975.83,4463123202.27,3401098067.06,2258835325.72,1088207864.64,4780668659.55,3532104289.63,2302147828.66,1118140869.59,5332205037.89,4091318708.63,2741251272.77,1300214601.15,6232823177.33,4611677541.00,3104261722.82,1590845197.41,5750424168.23,4221853961.06,2708416338.97,1073643747.42,5148718984.66,3901597737.11,2580374905.88,1068945872.25,4562417400.03,3394660275.80,2236398001.48,1228776560.63,5322746138.95,4091825903.18,2769927953.92,1117549300.55,3955258144.44,2622347544.19,1737661569.11,773668687.60,3432079278.61,2489259105.28,1519980500.60,514281882.61,2801690297.46,2072467850.34,1297030659.29,585720991.29,2956996316.51,2006573362.30,1301779459.50,670332097.12,1545408729.38,978005402.18,549142697.87,289141265.28,974075764.03,741479804.66,473803987.94,175501706.45,1115010152.04,520138142.72,575077647.11,320387270.71,549653595.03,247252560.22,579548002.32,163765540.42,461395462.25,0,452165510.65,199167000.00,550402975.44,337322000.00,176305000.00,0.0
5,营业税金及附加,49838343.30,35832265.42,22413128.64,11200096.66,54589858.62,41084303.01,17471152.92,6233363.62,25282658.98,17703861.26,10491950.41,5213080.63,39496372.12,7152196.58,7120839.16,1974057.17,8469995.05,967095.41,77531.65,44656.59,12851915.43,7364008.62,4066481.52,799776.56,12691906.51,4379306.78,2522731.15,596439.00,11856430.67,7588134.96,3850280.50,2002329.69,10123851.32,7900796.17,4952636.51,2307005.19,13693385.59,9954545.65,8593165.56,2924437.78,21152748.82,14665109.53,12373679.78,5699146.53,15401454.45,15127371.21,13599851.57,937056.56,25753769.14,19391380.87,15229603.01,6937803.45,13179596.60,8155259.80,5068821.48,1938032.75,8070573.31,4687971.71,2382166.68,1006726.24,4330210.24,1636035.92,1635326.71,1634318.34,779011.22,775443.81,774724.12,774655.45,13178.98,4477.34,3243.45,1123.61,691043.01,686969.14,3958997.41,1754808.20,1668363.23,574740.67,1110615.86,0,230435.09,0,782613.90,827000.00,3526666.40,2922000.00,1763000.00,0.0
6,销售费用,6939881.48,4687990.41,3065269.47,2860461.59,8961115.34,6992647.42,5090198.15,3343699.26,11180475.93,6729249.60,3947339.38,2245626.76,8841691.06,7124825.52,5772136.98,3818817.52,13136309.91,11131017.10,9595925.55,3068345.79,24439335.32,21863798.33,15874819.99,8083531.93,20069337.52,14858696.66,8288106.42,2302605.03,18496974.04,14168332.94,11866097.56,6277528.74,14671179.56,6495370.01,4954198.34,1979775.59,28685246.28,26205817.86,22079161.67,8840861.63,35850254.62,27453067.13,19621454.96,9140465.40,67771247.12,52000195.48,35263112.20,13238956.75,45859415.60,26871693.63,14417677.02,5723462.37,30061732.52,17652736.02,11994726.72,3744535.18,40563944.73,29109717.80,18958817.60,7028697.44,40495660.09,24998725.11,18247937.15,8737357.95,26512331.34,14540119.13,8142817.72,4161852.89,23104158.53,16054797.76,11493275.57,3436498.73,24466474.44,11246555.46,5453380.11,2037295.30,9388483.57,3675225.03,7869408.58,2318415.63,4235413.55,0,423765.46,122000.00,343248.57,283000.00,688000.00,0.0
7,管理费用,87571772.30,59341593.14,38093308.46,15805055.77,199318190.09,59835535.94,42055580.58,20028158.09,106853740.68,71207442.94,44161851.83,22348696.24,184387697.08,162328179.91,141417505.34,32054506.24,115649127.09,75492371.42,48041100.39,22882544.08,127734902.13,79186238.69,51142790.70,22976576.50,123789829.13,87526176.74,50352977.61,25105540.59,132548350.97,104285449.43,65243743.08,27776002.06,117165899.63,86364859.38,56048390.01,31083836.17,114748123.63,82555921.42,55640777.94,29827787.76,139149983.84,78319922.06,53530785.80,25816769.71,88531922.11,59751841.85,34828469.84,17822339.90,74669575.58,36575870.21,20968900.80,12696416.41,106122226.43,75077695.35,53606069.03,26233895.39,92229814.70,64277850.71,44257725.01,20996000.22,86827253.55,60188398.06,41221680.34,20480821.25,78655854.73,53189745.69,38058962.91,15706472.04,63802506.17,45914685.16,30253715.78,16075772.54,54853407.77,30160055.08,35299197.58,17862063.24,46720178.43,16608206.72,25259117.23,12371118.91,20543007.70,0,22909440.59,11953000.00,36931252.04,19995000.00,4315000.00,0.0
8,财务费用,84796156.77,66205954.65,43775506.38,24563798.15,112539764.32,85129445.75,53988964.24,26952781.32,90959759.81,70032449.43,44888675.65,21802238.04,117675624.26,94974706.75,76055618.13,40715919.53,169586663.50,133219459.77,92365120.67,47194576.74,127037658.27,92437987.80,57394371.81,31150579.48,120304347.37,96181032.89,71723621.52,32609829.01,134194024.34,105611557.67,70469262.31,36011551.68,96087604.11,68505820.13,43324127.80,20376138.70,77301637.27,60932462.44,40208095.37,19424491.88,90320014.44,71970228.65,52069309.48,29323413.99,98193817.20,72013810.83,45619788.21,23075003.42,69084078.67,46927166.58,29621101.01,14766699.26,88607572.94,66810825.68,44778812.14,24595165.86,100460955.55,76759042.48,48986873.43,22350360.13,94428319.53,65955490.96,45182080.69,19275671.10,57960912.07,35686438.63,21408744.79,9839104.86,48469676.38,35369987.11,23745189.05,10324201.63,49363168.03,22619000.66,4288156.14,-320666.98,-2442367.28,-1182139.07,-11079589.70,-11195448.25,8872698.46,0,10448653.22,5098000.00,13674332.81,4953000.00,594000.00,0.0
