,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20011231,20001231,19991231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,2821843021.19,1959256977.12,1149358971.69,3583020208.74,2430768507.20,1458578793.42,737662818.24,2534965148.18,1729139852.84,1106806744.85,694976438.69,2438332546.52,1655704246.64,1042928447.48,677020820.61,2335805290.45,1520159462.74,914693843.83,612975193.29,2109156606.01,1238083992.01,664923300.71,445741493.80,1802703972.76,1211570316.82,805991885.85,479402886.43,1666270390.68,1215951318.70,728007210.57,364045523.29,1413694770.14,981652527.45,608198328.75,395028848.26,1166056157.57,809743939.02,492944632.92,248276216.92,934972831.11,633136073.11,490880161.66,250709725.73,601748796.45,498556409.97,363999217.61,235605569.23,461626175.49,297578228.64,188755638.40,99939599.62,479688585.63,317358402.77,184672664.24,103940969.95,372656200.58,261513695.71,177840690.98,95218373.96,299596363.22,215644644.44,153051522.05,95044870.41,261131266.47,164665794.99,105476493.77,60693055.27,264273509.10,194502990.42,130192729.30,229035712.98,222770853.83,256722212.86,0.0
2,营业收入,2821843021.19,1959256977.12,1149358971.69,3583020208.74,2430768507.20,1458578793.42,737662818.24,2534965148.18,1729139852.84,1106806744.85,694976438.69,2438332546.52,1655704246.64,1042928447.48,677020820.61,2335805290.45,1520159462.74,914693843.83,612975193.29,2109156606.01,1238083992.01,664923300.71,445741493.80,1802703972.76,1211570316.82,805991885.85,479402886.43,1666270390.68,1215951318.70,728007210.57,364045523.29,1413694770.14,981652527.45,608198328.75,395028848.26,1166056157.57,809743939.02,492944632.92,248276216.92,934972831.11,633136073.11,490880161.66,250709725.73,601748796.45,498556409.97,363999217.61,235605569.23,461626175.49,297578228.64,188755638.40,99939599.62,479180230.47,317050549.57,184423609.56,103760212.72,372975648.70,261843711.99,177816567.24,95199618.74,299588892.74,215642919.74,153014966.97,95002678.00,261181766.77,164728783.61,105507974.32,60707036.59,262570399.48,192802485.92,128463477.48,227672874.98,221026584.54,255764011.40,0.0
3,二、营业总成本,2533452204.36,1743448122.68,1014260986.36,3219182794.25,2161292937.55,1310526921.55,642405684.88,2309321696.10,1574917622.22,1042840357.11,639563646.44,2271093402.33,1551086375.20,1003758472.48,635504107.30,2163953206.39,1437558563.22,883930749.59,583031477.58,1980922554.84,1184488541.87,644157954.56,420800774.59,1701763459.63,1149670148.15,767634002.48,449196224.31,1512445858.82,1098869840.72,682148471.33,336848214.59,1298579252.24,926381809.09,572911327.13,372733782.40,1105403688.43,770474359.14,466822909.63,230727024.65,887516818.90,611956474.54,470601870.38,236676476.86,560598604.16,460775186.38,348183375.80,217501719.07,423215922.65,278612582.38,181715243.01,97810241.70,458134349.70,307492731.23,177922027.79,100710496.25,351921278.56,244491385.13,165332065.84,89345819.20,277109177.98,202604351.98,141546912.77,87364263.39,240465828.34,149614304.82,98338445.27,56764455.20,236372331.18,173663292.38,115932179.58,201950832.74,196905699.62,255966798.39,0.0
4,营业成本,1063755511.86,752015325.49,449270833.19,1391994702.12,905783908.28,544970877.85,281017705.21,952705714.42,664953263.21,425010940.90,301757480.12,994015802.52,708547067.45,474989830.38,325081042.86,1005688049.08,630863738.34,338004569.65,248666814.86,882285736.43,449098285.37,233810240.60,153632180.63,888402541.50,578677244.58,398560500.01,245961785.33,767826191.40,578798049.12,373074179.30,193818709.38,776383843.80,583195360.68,367594220.78,252921156.13,685807637.99,451046141.38,283359538.03,167095422.68,591453585.16,366465796.48,284178076.38,164505825.60,358129142.78,292347858.59,224674175.21,138631737.13,260575463.06,163086092.34,104763728.62,61319122.53,316339074.40,207172599.98,116522178.05,65944940.70,239775286.64,164439754.80,112130634.62,60395064.63,187770062.78,135993958.01,92969238.05,60261840.66,160192613.76,95558924.36,63540194.54,38498559.94,156865356.63,112801277.26,74447440.59,131831090.96,136160678.63,163710080.53,0.0
5,营业税金及附加,430928269.69,305080456.21,174078075.08,551211278.31,374744169.48,217379446.45,108610717.76,395646085.35,261106572.46,167919376.73,101321552.82,368591076.24,245520918.87,156655780.80,93031061.19,317946980.32,201410596.15,121167679.48,74447977.41,273287728.20,172642926.13,89455420.93,62531219.63,242560609.63,159415503.55,110551811.18,61827992.05,210998353.87,155263222.66,91885661.61,46340739.24,181776119.06,126888246.20,78578929.51,43957002.73,154093155.03,101439798.03,57719975.90,23492551.14,123398827.35,112912569.91,83843790.12,44302901.48,108581153.67,93357439.33,75037952.76,49128851.76,86598750.76,57235410.41,41138523.86,20919412.47,73407153.22,52198026.36,30676352.02,17711470.31,49113675.14,35628344.97,22990300.24,14279154.14,37140695.00,27788544.91,21589375.05,13906423.81,34227469.90,21183293.88,15264963.65,10098789.73,37435384.79,29786473.14,20941638.21,31530692.34,28853601.21,40356311.39,0.0
6,销售费用,778463769.42,512782600.69,285336945.76,964301733.50,672710356.39,410206054.76,202135865.94,810820980.74,534241875.60,371609967.97,185990372.68,755765138.16,483032178.72,284822554.20,164399744.46,686759711.29,469434617.28,329366854.47,214718896.43,627149731.01,431914980.98,236576743.18,160798565.19,429908133.10,301659116.93,195810442.13,109578121.22,408462064.84,283124998.21,164685087.58,71134670.38,257425099.53,150037746.86,93796710.33,57717925.42,187943940.85,162063417.93,93864368.67,26835454.62,113192592.31,84965139.00,67349734.82,11335067.25,38192572.50,28013457.59,17885158.67,12240932.55,12255615.58,9001679.51,4645921.75,2258055.39,10841041.62,8665865.51,6814256.22,3708871.09,14304451.73,10456092.50,6787162.97,3632041.77,9602022.53,6893287.06,4461404.11,4382094.44,8429586.95,6864243.64,4261405.45,1295752.87,9979500.76,7806795.87,5204372.54,8890128.78,7254861.21,19533495.28,0.0
7,管理费用,249765068.77,167609677.19,103054240.52,301839932.65,200505274.43,138965668.34,54303817.66,158478701.12,121855505.93,85570363.97,51387847.65,147840779.27,109179491.65,83440403.81,51272763.48,132081404.77,119609810.95,85965346.58,42154275.89,172720129.24,115433486.37,74961902.90,38739011.50,128416962.14,97156110.60,54457764.92,27881291.36,109221049.95,70930480.61,46104671.50,23157825.32,74274161.33,58642408.94,27340072.31,13317204.03,66019669.71,42291368.41,26434579.71,10830650.88,45671851.54,36210858.13,23329441.25,12397621.99,38969150.28,32521294.23,23446003.26,13717971.78,46179386.69,34601630.70,21273424.04,8924622.09,40684273.54,26796502.68,15918267.85,9605568.87,36472720.09,26019528.82,17094458.90,7932063.44,29988601.90,22615270.75,16343801.28,6032154.85,24708848.99,16055273.67,8622028.40,4609711.16,17653669.11,12411865.23,7834278.47,16358222.31,13994018.81,19344742.11,0.0
8,财务费用,2826033.11,-743631.63,-3719142.01,2427296.65,2329922.03,-2842238.93,-3733487.56,-8612045.07,-7324474.55,-7294371.53,-829592.12,3386369.36,3444112.23,2625377.16,1601370.59,24835683.76,18918219.95,12133526.12,5381568.60,21711181.52,15398863.02,9353646.95,4788168.59,13952307.23,12954143.05,8253484.24,3947034.35,14703655.34,10753090.12,6398871.34,2396270.27,9839206.19,7618046.41,5601394.20,4820494.09,9677951.99,7633633.39,5444447.32,2472945.33,11893688.12,9611883.01,10110599.80,4135060.54,15641520.67,11128197.26,7140085.90,3782225.85,17214880.30,14687769.42,9893644.74,4389029.22,16862806.92,12659736.70,7990973.65,3739645.28,12255144.96,7947664.04,6329509.11,3107495.22,12607795.77,9313291.25,6183094.28,2781749.63,12907308.74,9952569.27,6649853.23,2261641.50,14438419.89,10856880.88,7504449.77,13340698.35,10642539.76,13022169.08,0.0
