,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20030331,20021231,20020930,20020630,20020331,20011231,20010630,20001231,20000630,19991231,19990630,19981231,19980630,19971231,19970630,19961231,19960630,19951231,19950630,19941231,19940630,19931231,19930630,19921231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,964676767.86,585419222.00,271976061.08,9559439074.37,9124682532.10,7058481394.03,3005639103.69,8266947606.46,4757324373.20,2203051467.08,298666480.45,4338469730.61,2966614077.50,1978368699.41,950105791.34,4130364236.00,2817733004.75,1822573381.93,1010747359.09,3896458570.23,2697268649.16,1749246784.27,871956045.12,2310851184.54,1708194371.79,1130500879.55,574660977.83,1973957791.02,1438028412.87,953148973.20,473425983.56,2022522310.67,1550546138.93,1100588902.46,494123110.06,2831913874.80,2064216637.85,1156635474.62,595560360.93,2752755301.54,1926685445.31,1183012880.83,590794772.74,2797241756.24,1972251342.50,1296306714.69,625436461.21,3137193984.18,2184969966.50,1398270555.52,479004111.64,1827166882.76,1180189056.54,714320679.06,317752407.47,1374260872.77,995929351.11,625584808.83,251951880.44,1375372653.34,960512262.91,618133603.36,302675165.99,1301875513.20,917606292.14,564306520.84,268808707.55,1078943942.28,771770793.35,476907156.32,193882839.84,1119185495.74,567771688.50,1054344607.53,520879949.28,1113100815.96,520839743.28,1137469462.32,549489881.33,1027549792.22,505273320.00,1119314423.00,614690194.00,1318110793.00,625464211.00,1527513304.00,896381643.00,1491293960.00,600933990.00,864856328.00,0.0
2,营业收入,964676767.86,585419222.00,271976061.08,9559439074.37,9124682532.10,7058481394.03,3005639103.69,8266947606.46,4757324373.20,2203051467.08,298666480.45,4338469730.61,2966614077.50,1978368699.41,950105791.34,4130364236.00,2817733004.75,1822573381.93,1010747359.09,3896458570.23,2697268649.16,1749246784.27,871956045.12,2310851184.54,1708194371.79,1130500879.55,574660977.83,1973957791.02,1438028412.87,953148973.20,473425983.56,2022522310.67,1550546138.93,1100588902.46,494123110.06,2831913874.80,2064216637.85,1156635474.62,595560360.93,2752755301.54,1926685445.31,1183012880.83,590794772.74,2797241756.24,1972251342.50,1296306714.69,625436461.21,3137193984.18,2184969966.50,1398270555.52,479004111.64,1817798740.66,1178340187.17,710252111.35,316260193.41,1372934572.34,1001553890.46,624200948.15,250928855.17,1375560632.70,959002372.30,615061215.19,300548301.60,1302045531.58,917362432.91,564910628.34,269231228.99,1109203408.13,770695463.54,473771333.07,196372909.36,1122820028.67,552373151.01,1057534565.68,520477019.28,1112961538.50,519549748.53,1140634318.88,544351314.30,1026170402.49,503352205.00,1101747927.00,612037077.00,1312978224.00,622671490.00,1513547483.00,893556347.00,1489745473.00,600933990.00,864034190.00,0.0
3,二、营业总成本,978044526.89,584172420.60,274891462.51,10679553415.04,9247809549.13,7154282310.02,3043281804.10,8291397737.63,4718570551.23,2160364203.03,287629899.03,4290933046.65,2896844561.13,1889364640.11,898119314.38,3940812104.54,2705310205.79,1729535952.93,969998355.56,3691749574.41,2560934798.05,1662839248.22,837888844.51,2298376150.23,1684157266.16,1109618926.85,564896994.58,1948104273.35,1417427155.89,940046786.82,481858613.92,1997400139.45,1485699599.45,1041042649.02,492650413.09,2856398649.21,2038026757.04,1156423169.62,585687069.42,2594354079.81,1829937343.82,1150498828.73,583328171.30,2735403168.28,1913549128.48,1254080141.33,617307818.87,2998167631.57,2089668971.48,1346578562.34,476062385.81,1848025330.29,1216456920.07,743609679.95,330384475.90,1548461443.87,1036688355.19,647520850.80,277728283.50,1380970953.28,960599110.45,610076557.26,297140316.93,1236774134.92,874439512.74,555109827.86,272527146.85,1292155297.80,896547357.62,558266339.88,235206631.00,1418638465.86,571048525.66,1106253731.38,512316727.73,1034250884.74,453652155.90,1013875818.12,478506214.54,938761571.59,0,1028143258.00,0,1247577011.00,0,1333363597.00,0,1335635736.00,404022441.00,0,0.0
4,营业成本,699870490.20,414812622.90,188753921.78,9233545812.84,8890312023.37,6896211899.40,2904821328.10,7835642165.68,4392027999.16,1977260761.23,194437595.03,2925540408.46,1965657703.71,1329720646.24,635509114.23,2818680355.10,1935035005.99,1229402177.39,682317289.63,2623372777.93,1879660305.67,1209328514.14,599421225.02,1668230138.74,1233948784.81,805483192.10,409896528.76,1464446023.81,1072971813.74,720647276.30,359356103.96,1533641319.45,1185127446.22,830505498.88,386244017.06,2081912866.61,1493490236.14,837235687.08,424341715.77,1914114619.81,1351755683.93,831859454.32,402744829.20,2069063840.69,1442136575.44,961539823.20,459395568.38,2307168506.01,1595211335.04,1038604057.57,339823615.41,1319518230.16,834616303.76,490967192.32,219627171.27,999401805.98,705305266.14,436640850.67,172731943.34,882379024.74,600721613.09,375122286.82,179356985.24,788071441.64,552487272.12,331387702.57,159150668.31,716669672.95,518518009.32,318944812.98,126568072.25,747780863.87,337312786.07,638754354.84,333154047.82,652046200.78,274661557.68,636838042.76,306091566.89,673703404.58,0,758298389.00,0,907943981.00,0,1069598829.00,0,1017066408.00,404022441.00,0,0.0
5,营业税金及附加,5727725.64,3224820.02,3651069.74,14041672.79,11203963.67,6541767.19,1822710.83,18648845.52,9479826.65,2274806.52,961776.97,31025177.74,18002926.58,11783981.55,5367723.22,24514310.05,16456097.47,10229377.67,7245226.77,25838031.38,17894563.95,12855968.22,6298186.92,13205414.31,10809446.54,7700456.76,3861599.13,10248400.66,7748963.82,5488848.03,2452778.51,19788810.12,7804780.03,6127933.09,4044434.80,10541555.69,7081124.56,6592184.02,2071050.97,8139795.74,7084218.74,6130731.38,1276896.62,8625555.00,4126576.59,2891308.14,303059.66,10497766.21,7379338.65,6137148.96,1524038.73,5502833.54,3702277.35,3054553.39,581533.88,3784688.02,2584292.99,1409253.02,464698.53,4537753.96,2168269.16,1560328.65,1035243.24,6469141.56,3805316.34,2687459.09,1413417.45,4973427.47,3522406.74,2392530.37,1124285.15,5637197.91,2834437.44,11454444.44,6611559.59,15042635.03,5207570.43,9515378.50,3915319.66,3544911.76,0,2098433.00,0,3512207.00,0,3449375.00,0,46184276.00,0,0,0.0
6,销售费用,122916345.05,75401047.74,37506399.95,213983174.27,153906293.56,105462888.27,61229968.90,241191237.63,168625218.97,107181887.63,52255529.37,946764471.17,643700514.74,390427108.87,185453490.84,753558471.59,528630066.96,338137883.37,206782600.92,668376486.21,470509184.51,322121516.40,172570928.93,403320320.92,317958420.24,219245786.53,111950658.97,324083399.10,245301187.24,152261599.98,86129960.25,281173285.29,206291175.03,139322289.04,65653818.09,467135554.74,336069188.95,177486723.07,97816607.05,416634011.29,290763766.39,188119138.89,98251482.56,353662418.30,244879010.63,145152879.74,77501992.01,404201275.42,265616616.33,154558026.94,69678629.00,257582582.18,177181265.21,115357586.28,45814217.88,245927820.60,142078838.22,89064718.15,48213874.69,218817467.69,150547998.92,92357998.49,40892209.39,240933617.74,147049130.03,89421725.18,43979831.33,265828027.15,165711648.94,98179339.29,39984265.45,273628188.82,108251945.67,237241573.62,101291499.94,195048019.86,92817186.41,205508214.38,88899609.54,131424112.92,0,121135995.00,0,157399432.00,0,123426845.00,0,133016738.00,0,0,0.0
7,管理费用,74479668.37,46614622.83,21009431.56,135432568.60,82775972.46,84270126.21,40713311.17,159023961.80,129703568.18,72225807.56,33866941.39,307755607.29,222117692.92,139051195.36,65407294.40,271715165.32,196788956.25,132844645.05,67114470.04,270744986.62,176393521.23,113092061.45,51976426.57,152117970.76,95957684.68,61102986.38,31057199.34,114475273.28,78989049.03,54167964.54,31555472.66,110000278.44,76109917.87,53399753.55,31828845.58,214485065.54,156467969.21,100262228.45,53806680.12,181410195.48,134121003.25,86336474.53,60241807.64,188204403.08,142405869.34,99979880.61,52933671.31,157767581.91,147916574.81,101486271.21,40214666.48,165737302.15,125549737.85,80174475.16,37893076.39,192282092.14,112281362.91,70343508.55,29693565.63,171868308.04,131143394.95,90666203.25,52042333.35,85110349.08,91343097.20,76346844.66,41194229.64,183585782.22,132093653.80,88406640.13,42648741.56,286823425.78,73416043.81,140122936.00,44791943.65,136722917.23,70427014.03,139456768.97,62748695.96,111848872.31,0,121288641.00,0,151374854.00,0,113630850.00,0,94844673.00,0,0,0.0
8,财务费用,35150625.67,19143087.41,10197899.60,67637619.69,60299499.28,49800691.48,33494637.47,29614193.16,10717329.95,4839068.24,1705388.77,25437716.00,14530559.65,9722207.94,4843107.58,21096674.77,15945825.58,11473660.02,5778404.05,27658864.54,20775858.19,14753187.93,8599809.32,33317102.93,24930338.73,16175015.68,8384377.62,26328088.77,9080367.05,6711587.71,2856777.72,23288933.48,15127292.92,9685706.86,5187036.34,36025373.53,34820152.46,31382907.79,13495182.05,60599064.66,49906135.52,36945871.71,17019322.20,107809585.80,81140086.12,48056350.68,25787877.54,91787866.78,65921861.03,43467492.95,22551717.39,99684382.26,75407335.90,54055872.80,26468476.48,107065037.13,74438594.93,50062520.41,26624201.31,103368398.85,76017834.33,50369740.05,23813545.71,116189584.90,79754697.05,55266096.36,26789000.12,121098388.01,76701638.82,50343017.11,24881266.59,104768789.48,49233312.67,79772795.85,27716498.53,35813506.82,10538827.35,22557413.51,16851022.49,18240270.02,0,25321800.00,0,27346537.00,0,23257698.00,0,44523641.00,0,0,0.0
