,报表日期,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,473369397.61,2382800057.56,1800072723.23,1225227078.37,602167318.98,2467154058.95,1883157210.57,1254620610.30,615749383.04,2171251878.49,1671790250.12,1124740264.60,540432734.21,1833837837.54,1311891366.92,860633745.81,413806584.97,1827476795.57,1389673466.55,978411577.11,472487848.42,2130399458.17,1628284094.17,1087707464.82,485082815.99,1916168836.14,1487364230.13,1027540820.69,485279102.95,1654939856.88,1266122262.67,840162267.45,400068133.05,1699472852.23,1396627850.18,985472217.55,420128747.17,1387057743.77,1093302177.79,754085217.70,342930268.93,923533173.01,697260888.63,433116713.82,184653487.00,889904932.19,730547650.75,509564667.93,224637429.17,736505357.60,571247138.67,397585454.10,180146263.81,555932887.86,441672572.58,364906801.06,211618426.27,0.0
2,营业收入,473369397.61,2382800057.56,1800072723.23,1225227078.37,602167318.98,2467154058.95,1883157210.57,1254620610.30,615749383.04,2171251878.49,1671790250.12,1124740264.60,540432734.21,1833837837.54,1311891366.92,860633745.81,413806584.97,1827476795.57,1389673466.55,978411577.11,472487848.42,2130399458.17,1628284094.17,1087707464.82,485082815.99,1916168836.14,1487364230.13,1027540820.69,485279102.95,1654939856.88,1266122262.67,840162267.45,400068133.05,1699472852.23,1396627850.18,985472217.55,420128747.17,1387057743.77,1093302177.79,754085217.70,342930268.93,923533173.01,697260888.63,433116713.82,184653487.00,889904932.19,730547650.75,509564667.93,224637429.17,736505357.60,571247138.67,397585454.10,180146263.81,555932887.86,441672572.58,364906801.06,211618426.27,0.0
3,二、营业总成本,444736531.86,2270307586.46,1709136213.65,1165117872.13,578403430.58,2444674322.63,1858396843.34,1247394040.21,614956356.28,2136078615.44,1611106715.20,1076875390.64,514093384.46,1737979121.88,1212797951.06,779172513.65,377109668.60,1682767334.29,1281074825.70,895873884.74,435419507.07,2004108727.09,1524087948.91,1017090776.71,457810222.15,1863635437.59,1436709751.17,1015872460.16,455249905.43,1561674255.56,1177029536.13,776618833.07,374716879.15,1621740343.09,1305256090.55,909513473.62,388071241.88,1270336977.99,992150751.88,676435978.24,315045144.70,786901544.09,584512563.86,360741172.39,151966488.69,801250783.39,659216497.63,470073329.17,209946366.71,651117771.13,501825364.20,347512506.35,166721967.82,513340419.82,408123719.28,342764965.52,195529788.96,0.0
4,营业成本,364632953.99,1887029441.96,1429716542.06,984765396.69,487541265.60,2137587780.22,1644268663.91,1106585307.16,550238039.40,1854669010.68,1416153813.45,949891584.64,459997299.80,1484778499.47,1036493534.98,666135325.95,319360787.99,1456504127.06,1111367851.44,781132588.63,376416671.51,1757571505.52,1337503201.24,894643830.97,397039417.87,1616024477.22,1230505173.54,855715207.78,406760125.89,1382852592.59,1065881806.81,702522644.85,337232087.24,1467076999.27,1187048553.89,830265869.18,345010378.58,1159021667.87,907514758.83,619480596.11,286476588.82,712302267.88,526628564.01,325134079.89,135797079.04,734681080.13,604190106.62,433468357.51,189214933.09,591444466.00,453799300.21,317017016.16,149002506.65,470241212.47,374049975.82,314942683.98,173590967.34,0.0
5,营业税金及附加,3134581.78,16137830.96,12352618.78,7986237.83,4221297.01,15312167.02,11053951.83,7424565.54,2585349.43,11922463.85,9029366.34,5952184.51,1912818.09,9497030.44,3279865.63,2456981.85,1294377.52,4947753.50,4013249.47,2627019.93,1531283.23,5894845.94,4015326.60,3103146.33,1013753.42,5305968.96,3660721.41,2204848.60,733782.61,3710652.42,3271298.25,1924992.40,713974.48,2812185.02,1784340.20,791291.83,225608.49,2605024.92,2537269.20,2025838.90,454444.63,2605382.93,2344534.37,1513763.23,804975.34,2510968.24,1544999.99,959381.14,66233.83,2580055.13,1760743.11,1240654.81,615834.40,944626.11,688751.52,681371.13,415408.98,0.0
6,销售费用,19273033.71,105867647.42,77899505.29,53260779.11,26113983.69,92039437.77,63202339.10,40566154.45,16982295.52,88930153.93,66836271.83,43346294.29,17771667.67,91092427.48,62205418.15,40281073.25,19875196.68,81268702.47,59386032.43,40556806.36,23764288.39,86845089.92,66657598.57,43072703.68,20594482.72,47122846.61,32523285.43,20964299.54,8603327.72,45569127.91,28655600.79,17405721.68,7118294.84,40923255.86,30097407.28,17837272.59,10943063.75,29643251.66,22143036.02,13877565.18,6376416.98,19705793.66,13845807.59,8913039.22,3962094.78,16825333.91,12989386.79,8271699.16,3405663.46,15099575.57,10378356.71,6033256.81,2464034.90,9703447.01,6791603.50,6634272.71,6132632.53,0.0
7,管理费用,32122960.65,142216623.84,104417246.36,61849544.06,30907943.14,129219338.08,85524435.90,76847636.84,35339772.35,151939514.58,98917693.72,61393778.90,28977163.79,144250597.96,100794318.08,63822483.42,31384275.96,129772472.67,98823068.68,61223439.91,29818726.74,124491565.74,94048767.77,60227639.50,29525933.32,115579963.49,80348780.08,54153999.15,26539781.85,100341503.55,56234446.15,38031348.64,18652393.82,74247238.51,54210438.35,35114412.11,19073657.93,55619525.51,40693806.80,26852189.05,13460808.87,40480887.55,31206898.46,17541827.24,7646379.38,34085328.99,28610021.80,18469092.97,11047993.80,29801699.16,24082283.55,14793543.36,8402273.81,19711193.25,16472853.29,12155084.46,9875062.04,0.0
8,财务费用,12040322.76,60634614.53,43982252.73,29406781.04,12807240.60,34452808.16,23613298.61,14654835.94,7901084.25,27846243.76,18716165.93,13812618.04,5114628.19,5341715.92,7574629.74,4650431.77,5090723.24,10324292.59,8143445.38,8610012.42,3179826.19,26783472.70,20789987.23,12624110.32,5695869.44,30944236.34,23233446.28,17173000.15,7874507.88,26027272.23,18530276.18,12814574.27,5404588.94,36323021.59,28626460.14,17640690.83,6558921.39,21730434.04,15129895.99,8932940.26,2898202.70,8658088.93,5368712.54,3580113.11,1097051.38,12075785.16,7863855.75,4977096.25,2598273.61,10692078.05,8763644.85,6751694.08,2687601.93,12399720.00,9546881.32,6626284.11,4257452.81,0.0
