,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20060630,20060331,20051231,20050930,20050630,20050331,20041231,20040930,20040630,20040331,20031231,20030930,20030630,20021231,20011231,20001231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,19147532206.28,11913884375.86,5352692673.68,27940083194.12,23105931546.20,15577133158.82,5471331192.95,29754491182.22,20493630711.79,13537308525.26,5487146750.40,25613776557.12,16345230917.63,10893769972.66,4134765904.43,22383420461.29,14321468798.95,9254594222.63,3629444477.85,19959190547.82,13374700484.32,8114437054.69,3391743976.92,16582461563.03,10755481371.04,6792036517.19,2882454581.75,14525305764.80,10556687009.18,6693563930.78,2915919080.70,11539776579.11,8277492415.43,5396821109.41,2402065543.00,9451449516.85,6835263950.64,4146138418.75,1612707601.56,7491309763.65,4706770603.66,2877613495.28,1148659201.82,5930877157.60,4147438855.90,2500865742.93,1021508889.97,4824641848.71,3131471065.94,2100737107.73,764430614.00,3693207351.34,2538118283.45,1489430961.32,513994600.94,2539972935.41,1672288886.65,989767829.34,335980730.59,2049222165.73,1371767588.90,810263170.23,260358367.59,2114776325.44,1706464059.05,1419416838.07,1033890228.96,542877479.67,792464414.68,0.0
2,营业收入,19147532206.28,11913884375.86,5352692673.68,27940083194.12,23105931546.20,15577133158.82,5471331192.95,29754491182.22,20493630711.79,13537308525.26,5487146750.40,25613776557.12,16345230917.63,10893769972.66,4134765904.43,22383420461.29,14321468798.95,9254594222.63,3629444477.85,19959190547.82,13374700484.32,8114437054.69,3391743976.92,16582461563.03,10755481371.04,6792036517.19,2882454581.75,14525305764.80,10556687009.18,6693563930.78,2915919080.70,11539776579.11,8277492415.43,5396821109.41,2402065543.00,9451449516.85,6835263950.64,4146138418.75,1612707601.56,7491309763.65,4706770603.66,2877613495.28,1148659201.82,5930877157.60,4147438855.90,2500865742.93,1021508889.97,4824641848.71,3131471065.94,2100737107.73,764430614.00,3677150571.55,2521132735.11,1480581084.69,510709000.65,2525261771.98,1659906218.11,984808509.90,331958581.65,2027152094.51,1350033863.31,801094638.04,257893436.39,2091716999.71,1680633060.28,1399817418.80,1026743480.41,530855473.54,791564509.53,0.0
3,二、营业总成本,17484119509.09,10848825058.36,5068790547.74,24705113025.97,21085712562.44,14214457248.90,5020050545.48,27046951275.74,18682831038.37,12347834658.23,5141140999.66,23057160537.88,14688641105.86,9811988448.73,3580925895.32,20160891365.39,12615575527.17,8080031733.73,3165211385.28,18024803159.91,11914062937.88,7125406871.67,2969608508.91,14933161982.30,9470062545.12,5899083032.12,2507137861.83,13067723621.31,9444570544.81,5932986137.75,2550838337.42,10127765400.11,7143232101.70,4600553817.72,2083861105.96,8173121090.94,5771501758.09,3516527520.27,1379407836.10,6609590958.46,3992111078.79,2426228801.50,961824128.72,5180119789.68,3547223966.40,2106895294.60,850527492.85,4222318210.27,2662783535.43,1775683599.21,644293438.91,3210281582.80,2162651585.83,1257129478.57,414377020.05,2185260524.43,1409025677.83,826466142.80,275257742.47,1770000857.55,1166977229.39,698303370.99,218705328.41,1701355109.85,1323581931.20,1071063138.43,854835415.40,454790554.06,605640531.21,0.0
4,营业成本,15349370134.22,9453551851.38,4266071381.99,22235499345.56,19352902331.57,13039867548.46,4394117470.38,24998194856.62,17113833264.52,11326280907.18,4648175408.63,21233245054.64,13490955296.17,9029664533.04,3213025754.06,18231998956.46,11409878130.07,7309392686.22,2845733119.82,16530345444.93,10989429942.24,6523954702.41,2701432292.52,13781729477.54,8690748878.72,5372737318.18,2270472780.10,11931296403.81,8660833832.01,5431930537.44,2336992428.23,9062896389.99,6463578906.92,4157516275.30,1903909028.60,7207682257.66,5210381752.63,3171144480.12,1227551341.27,5807795069.35,3525747768.12,2133281700.83,828782720.43,4476657452.32,3134338453.57,1858552611.45,737303457.06,3607160530.45,2320270423.54,1571219463.26,554195049.45,2599157125.26,1868943375.60,1082589681.29,359255347.43,1879579881.33,1196805670.79,704424024.04,215360972.06,1419503287.85,913428246.99,533912886.35,158252516.39,1220504762.19,1070129539.21,907708742.33,686732989.00,360528209.69,496290786.94,0.0
5,营业税金及附加,60871687.77,42454181.49,23093024.43,105772147.15,61689468.43,39829825.72,18559524.55,93176335.08,62122357.35,40434605.10,15396181.12,85148546.51,44598491.21,28231309.63,11247369.97,100488343.71,76419185.55,59896014.72,16408987.20,73944700.19,50171076.72,33211101.17,12470077.32,80752078.74,60272652.60,43404900.83,20450229.98,117751944.11,89742771.13,61807273.73,28476978.66,115903324.30,81320759.57,55243705.61,28006824.89,96820845.27,66243806.99,41562109.18,19669071.45,78832741.39,49883089.76,32880143.65,15349542.05,65357074.31,42108503.83,28025998.47,13637262.39,53328521.76,36351326.02,22874045.76,9064429.26,40743598.97,27399540.65,16848877.28,7438816.49,27754555.10,15827071.38,10963802.75,5689621.36,22962717.19,15934074.03,10452048.37,4176234.64,22784151.79,22050813.95,15669254.08,8430233.69,2704684.59,4383989.88,0.0
6,销售费用,695003339.15,458529867.54,292678664.36,708082552.42,510931125.18,337061911.92,241368882.61,671777074.03,532119897.56,334033766.64,174306742.68,527426576.02,391473174.76,224540703.71,115183807.45,563025594.35,375714462.45,232573452.67,110937452.57,465247134.75,305274904.29,199076561.03,94231776.72,386874785.20,235305094.37,144496821.21,67809019.56,298310424.89,211277741.68,127876096.79,66124753.03,282808978.68,193369486.12,113786015.15,52663196.38,249399417.17,167347211.87,102442532.13,45252580.56,206542456.00,157347052.82,98205996.99,37027636.61,196539743.60,137683383.15,84483550.48,32602094.94,178174319.89,123025500.50,75022785.43,36882679.91,144938549.36,98769979.09,59042850.36,19986591.94,87218940.58,82964919.40,45626363.15,20408098.53,97398315.49,105473531.48,66736794.59,18377875.94,116628195.29,101655143.53,68885258.86,59047457.92,35265743.91,47669129.75,0.0
7,管理费用,910650126.29,599640164.34,313366157.25,1008102829.01,747630366.63,713685817.84,346650651.30,1199317441.56,881875228.87,579091096.02,279197163.41,1167253413.62,715117560.85,488691703.83,231716182.27,1151710493.07,708593600.56,436550303.90,191986812.04,938536018.20,550204572.06,338164535.89,158681829.78,711827521.43,490856083.48,324977265.61,153325260.43,736285236.84,468941621.46,289174874.03,128178196.38,713575027.82,421484388.57,260840108.73,104560902.11,606722995.34,339525132.31,204400936.81,93662242.02,514818758.41,273380317.88,170181548.64,84365016.96,438954116.84,249383633.13,148575942.21,69850008.66,391821612.61,190526156.76,111567130.90,45821785.40,453729883.73,175076750.53,104054674.76,30284743.99,220006645.47,126747959.00,73132415.02,38375560.31,242377996.54,140640751.77,94459857.28,41601791.74,345913589.22,128930929.52,78020917.43,93898466.61,48074776.32,51202188.37,0.0
8,财务费用,54655215.48,30619517.30,16264377.69,26797556.04,10612050.32,9745363.30,14590697.18,821033.57,3047884.89,505940.51,4540936.26,7937838.01,4981377.25,1399083.70,824660.21,-11162569.06,-18770572.32,-25112308.73,-15084498.40,-65023624.20,-37252400.90,-28249527.14,-14338558.74,-58386004.79,-46105190.52,-28581030.03,-10283631.02,-43207173.71,-30265118.98,-23796209.93,-9025694.79,-53078583.11,-27842577.93,-10906475.26,-5325396.46,-29747041.05,-20466061.16,-12479510.61,-6319678.46,-27963150.89,-20943654.59,-12052035.39,-4093002.37,-25206381.18,-16219779.93,-10015808.50,-2819457.12,-24533834.70,-6940669.12,-4603988.03,-1727607.35,-28287574.52,-7538060.04,-5406605.12,-2588479.80,-29299498.05,-13319942.74,-7680462.16,-4576509.79,-12241459.52,-8499374.88,-7258215.60,-3703090.30,-4475588.64,815504.99,778965.73,6726268.18,8217139.55,6094436.27,0.0
