,报表日期,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20170930,20170630,20170331,20161231,20160930,20160630,20160331,20151231,20150930,20150630,20150331,20141231,20140930,20140630,20140331,20131231,20130930,20130630,20130331,20121231,20120930,20120630,20120331,20111231,20110930,20110630,20110331,20101231,20100930,20100630,20100331,20091231,20090930,20090630,20090331,20081231,20080930,20080630,20080331,20071231,20070930,20070630,20070331,20061231,20060930,20051231,20041231,19700101
0,单位,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,元,
1,一、营业总收入,87202416.69,51191687.94,16903079.84,123977222.78,73094812.46,53538201.52,18262082.51,118294591.28,86289984.25,49843855.44,13987031.32,150680471.06,107160761.31,68670084.05,30904095.66,188020158.47,126899326.85,90508127.06,35666198.86,261334539.34,174367732.42,119911707.96,41628449.73,327428094.45,203112283.48,123710598.04,46688452.00,282440058.84,185067638.76,100396186.18,36196182.54,277363660.90,186478985.47,110959904.32,47003440.08,257136367.15,164300345.75,96333497.97,40787903.78,166035411.20,105322443.79,52886287.01,15202398.81,153267979.83,107806762.33,74122565.04,33303784.73,135718298.81,84795256.11,54507264.30,26451899.52,114098248.22,69154554.33,104544568.19,92259754.89,0.0
2,营业收入,87202416.69,51191687.94,16903079.84,123977222.78,73094812.46,53538201.52,18262082.51,118294591.28,86289984.25,49843855.44,13987031.32,150680471.06,107160761.31,68670084.05,30904095.66,188020158.47,126899326.85,90508127.06,35666198.86,261334539.34,174367732.42,119911707.96,41628449.73,327428094.45,203112283.48,123710598.04,46688452.00,282440058.84,185067638.76,100396186.18,36196182.54,277363660.90,186478985.47,110959904.32,47003440.08,257136367.15,164300345.75,96333497.97,40787903.78,166035411.20,105322443.79,52886287.01,15202398.81,153267979.83,107806762.33,74122565.04,33303784.73,135718298.81,84795256.11,54507264.30,26451899.52,114098248.22,69154554.33,104544568.19,92259754.89,0.0
3,二、营业总成本,92103644.09,57100205.89,20345529.54,129543496.37,75722813.50,54086517.04,20786701.76,119195278.50,85247574.69,50473521.53,16603240.24,142720233.00,94996875.33,60843134.70,27206642.31,181066468.20,119235924.81,80858391.07,32739008.32,247378428.10,161398469.08,110734072.21,39559147.28,298434107.86,182511942.39,112497811.98,44205763.12,251299882.24,156780614.56,88415525.21,32823322.62,240512471.86,155426760.10,91894371.30,36992041.91,210991016.30,130335377.61,76857513.67,31852309.53,138094394.61,83091881.76,45178774.29,14021980.40,139445641.85,94685924.16,65152653.07,29099454.40,114372606.90,72392762.08,46375311.83,22782815.79,96653236.76,59998006.78,83346103.62,72365576.72,0.0
4,营业成本,60820008.57,35467146.58,10480362.85,87491534.85,46165620.01,34073008.14,11652096.66,74686410.14,53928804.78,31032607.57,8279088.82,89375828.16,63394334.35,40375767.50,18369497.37,115606364.14,78195098.03,54572441.05,21117615.33,166163311.63,109543430.10,75370465.23,25604518.64,215248757.36,133441916.81,82109130.38,30993116.91,187514703.92,120120553.79,65269534.58,23308780.76,188388182.29,126182096.35,73980790.57,30184209.49,164137736.12,103279535.76,60868975.80,25161715.19,99900323.38,61893232.70,31528157.19,8771438.53,100931513.28,70622667.59,48923895.29,21358608.29,86250813.32,53677206.81,34234594.71,16958079.99,70678770.69,41507608.74,57564051.15,50063033.91,0.0
5,营业税金及附加,1145564.65,838534.38,412501.68,1385494.01,1004822.94,784986.69,233047.85,2265745.36,1737273.88,1097736.32,424134.42,2233748.47,804718.00,497069.60,98582.85,1743779.99,909675.25,600072.55,92867.29,1659555.19,466645.43,565694.06,-8782.05,2546373.82,1263825.42,711481.63,145982.51,1939294.06,1065003.61,446928.67,-6614.03,1552941.69,912156.65,376045.71,149910.07,821832.93,315664.76,148555.53,69653.64,416461.02,237805.51,125321.85,27337.14,317105.98,163900.24,119680.66,45274.82,320016.44,148951.71,94419.43,48290.18,285031.10,131941.41,335254.74,302799.22,0.0
6,销售费用,7668962.05,4703119.36,2063995.77,13881860.16,10206498.26,7062806.70,3200072.20,16936290.97,10938411.80,6343654.53,2682928.87,18250780.72,11539881.06,7646370.36,3029542.31,23752364.77,14415373.17,9773349.49,4095121.90,33868416.46,20993843.87,12889156.72,4312232.18,34659370.31,18634773.60,11744483.72,4366474.84,28812896.37,15718195.40,10050239.92,3594848.51,25538991.90,14200380.98,8310565.89,2877395.91,22745905.18,12819667.20,7083193.34,2634397.85,19051499.36,10113441.19,6204400.88,2808600.66,18921260.12,11521105.00,7556318.95,3900573.61,16807889.31,11395773.66,7465613.25,3655435.05,14564625.44,10587520.36,12850518.72,10642251.88,0.0
7,管理费用,19656128.79,13064107.45,5897301.89,19490827.95,13499366.47,12335285.64,5804646.02,26331263.44,19536877.87,12314424.11,5495752.23,28437052.98,19941559.79,12669321.89,5950839.93,38335359.69,26075578.58,16100905.13,7572016.75,41845176.91,29710106.93,21380197.10,9570652.84,41837781.86,27728052.69,17522470.36,8245392.02,33742954.66,20484966.45,12977927.58,6185732.04,25017380.04,15487374.21,10005509.09,4045854.12,24394595.96,14555889.08,8982990.27,4259761.66,20230319.48,12513929.39,8360297.43,3692495.17,20310693.80,13414275.35,8598688.20,4090242.34,11271280.89,7581276.47,5103906.90,2500256.75,10170045.06,7693741.41,11106515.46,8665061.13,0.0
8,财务费用,-2204085.85,-312185.53,-73203.66,-375857.33,-371848.14,-223708.77,-103160.97,-1388642.31,-1204587.78,-677830.87,-278664.10,-1153529.24,-846539.57,-508316.35,-241820.15,-648114.31,-412433.33,-241010.26,-138612.95,350303.67,399116.91,243233.26,80525.67,2974169.76,1421826.17,388698.19,454796.84,-955475.97,-728658.91,-449659.76,-259424.66,-1448376.15,-1401514.31,-824806.18,-265327.68,-1313144.74,-880545.14,-471367.22,-273218.81,-2190827.23,-2025957.12,-1398833.15,-1277891.10,-1644570.27,-1244590.74,-254496.75,-295244.66,-117326.26,-108759.64,-221535.53,-36315.28,185144.41,77194.86,703958.83,1069540.60,0.0
